SA1_7DIGITCODE_2016	Sex	labourForceParticipation
2134022	F	59.4
2134022	M	68.3
2134023	F	62.5
2134023	M	75.3
2134024	F	70.6
2134024	M	78.4
2134025	F	66.1
2134025	M	68.8
2134026	F	51.6
2134026	M	73.1
2134027	F	65.5
2134027	M	71.2
2134028	F	65.1
2134028	M	67.2
2134029	F	62.4
2134029	M	75.1
2134030	F	53.2
2134030	M	68.9
2134031	F	66.9
2134031	M	67.7
2134032	F	67.3
2134032	M	78.8
2134033	F	63.4
2134033	M	79
2134034	F	57.1
2134034	M	65.3
2134035	F	63.6
2134035	M	68.6
2134036	F	68.1
2134036	M	71.2
2134037	F	79.2
2134037	M	75.7
2134038	F	71
2134038	M	76
2134040	F	54.8
2134040	M	75.6
2134041	F	60.9
2134041	M	70.5
2134042	F	62.5
2134042	M	71
2134043	F	59.1
2134043	M	71.3
2134044	F	58.3
2134044	M	70.7
2134045	F	19.9
2134045	M	40
2134046	F	56.6
2134046	M	68.2
2134047	F	64.7
2134047	M	73.2
2134048	F	57.6
2134048	M	69.8
2134049	F	58.2
2134049	M	70.3
2134101	F	56.2
2134101	M	61.7
2134102	F	51.8
2134102	M	62.6
2134103	F	59.3
2134103	M	66.4
2134104	F	55.5
2134104	M	68.9
2134105	F	57.4
2134105	M	64.1
2134106	F	59.9
2134106	M	73.1
2134107	F	58.3
2134107	M	61.8
2134108	F	51.1
2134108	M	59.9
2134110	F	65.4
2134110	M	69.9
2134111	F	60
2134111	M	66.4
2134112	F	48.3
2134112	M	64.7
2134113	F	51.4
2134113	M	62.1
2134114	F	55.9
2134114	M	72
2134115	F	44.7
2134115	M	60.8
2134116	F	60
2134116	M	72.4
2134118	F	61.2
2134118	M	70
2134119	F	62
2134119	M	67.6
2134120	F	51
2134120	M	63.3
2134121	F	57.9
2134121	M	66.9
2134124	F	54.2
2134124	M	64.5
2134125	F	8.8
2134125	M	17
2134126	F	58.2
2134126	M	67.5
2134127	F	57.4
2134127	M	72
2134128	F	60.4
2134128	M	64.7
2134131	F	58.1
2134131	M	65.4
2134132	F	62.9
2134132	M	63.4
2134133	F	60.9
2134133	M	73.7
2134134	F	52.3
2134134	M	62
2134201	F	50.8
2134201	M	65.2
2134202	F	55.6
2134202	M	68.5
2134203	F	60.8
2134203	M	66.2
2134204	F	60.7
2134204	M	69.5
2134205	F	57.6
2134205	M	67.8
2134206	F	58.1
2134206	M	69.9
2134207	F	50.4
2134207	M	74.4
2134210	F	46.5
2134210	M	68.8
2134211	F	55.9
2134211	M	66.2
2134212	F	42.5
2134212	M	68.6
2134213	F	47.3
2134213	M	62.4
2134214	F	57.6
2134214	M	73
2134215	F	53.4
2134215	M	57.7
2134216	F	61.3
2134216	M	83.6
2134217	F	45.2
2134217	M	65.5
2134218	F	60.3
2134218	M	76.7
2134219	F	58.7
2134219	M	67
2134220	F	58
2134220	M	76.3
2134221	F	55.2
2134221	M	69.3
2134222	F	66.8
2134222	M	81
2134223	F	61.9
2134223	M	73.4
2134224	F	60.6
2134224	M	71.3
2134225	F	44.2
2134225	M	61
2134226	F	55.9
2134226	M	63.8
2134227	F	51.3
2134227	M	68.6
2134228	F	47.5
2134228	M	60
2134229	F	46.7
2134229	M	67.9
2134230	F	48.2
2134230	M	60.9
2134231	F	49.7
2134231	M	65.7
2134232	F	62
2134232	M	67.3
2134233	F	52.8
2134233	M	62.8
2134234	F	61
2134234	M	68.7
2134235	F	37.8
2134235	M	51.2
2134236	F	57.7
2134236	M	69.5
2134237	F	62.7
2134237	M	69.4
2134238	F	59.4
2134238	M	75
2134239	F	51.1
2134239	M	69.7
2134240	F	53.3
2134240	M	66.4
2134241	F	52.5
2134241	M	66.7
2134242	F	54.9
2134242	M	61.2
2134243	F	54
2134243	M	64.6
2134244	F	53.7
2134244	M	62.5
2134245	F	61.1
2134245	M	70.1
2134246	F	54.4
2134246	M	59.8
2134247	F	39.3
2134247	M	56.6
2134248	F	50.4
2134248	M	62.6
2134301	F	38.2
2134301	M	57.5
2134302	F	45.4
2134302	M	62.8
2134304	F	63.2
2134304	M	71.1
2134305	F	62.4
2134305	M	72
2134306	F	57.1
2134306	M	67.9
2134307	F	42.2
2134307	M	50.3
2134310	F	45.3
2134310	M	57.3
2134311	F	55.3
2134311	M	56.1
2134312	F	45.7
2134312	M	59.7
2134313	F	41.4
2134313	M	61.7
2134314	F	42.2
2134314	M	64.4
2134315	F	34.7
2134315	M	45.1
2134316	F	45.4
2134316	M	63.7
2134317	F	43.7
2134317	M	60.6
2134318	F	45.3
2134318	M	59
2134319	F	46.8
2134319	M	57.9
2134320	F	50.5
2134320	M	63.8
2134321	F	60.6
2134321	M	70.1
2134322	F	52.6
2134322	M	65
2134323	F	55.2
2134323	M	69.9
2134324	F	42.8
2134324	M	58.8
2134325	F	40.7
2134325	M	59.5
2134326	F	45.5
2134326	M	62.8
2134327	F	33.2
2134327	M	44.6
2134328	F	46.8
2134328	M	66.3
2134329	F	51.4
2134329	M	65.8
2134330	F	39.8
2134330	M	52.3
2134331	F	9.7
2134331	M	24.6
2134332	F	42
2134332	M	56.4
2134401	F	52
2134401	M	68.1
2134402	F	59.7
2134402	M	70.7
2134403	F	63.9
2134403	M	75.4
2134404	F	68.1
2134404	M	74.8
2134405	F	68.8
2134405	M	72.5
2134406	F	60
2134406	M	69.5
2134407	F	60.7
2134407	M	69.5
2134408	F	70.6
2134408	M	83
2134409	F	68.8
2134409	M	77.4
2134410	F	72
2134410	M	81.6
2134411	F	73.5
2134411	M	75.9
2134412	F	66.5
2134412	M	77.8
2134415	F	65.5
2134415	M	73.2
2134416	F	61.9
2134416	M	68.5
2134417	F	68.9
2134417	M	75.8
2134418	F	67.9
2134418	M	63.2
2134419	F	68.2
2134419	M	73
2134420	F	73.7
2134420	M	84
2134421	F	72.2
2134421	M	79.5
2134422	F	62.6
2134422	M	72.4
2134423	F	62.3
2134423	M	71.3
2134425	F	70.6
2134425	M	76.1
2134426	F	68
2134426	M	82.6
2134427	F	79.9
2134427	M	83.2
2134428	F	60.8
2134428	M	71
2134429	F	65.4
2134429	M	72.7
2134430	F	67.8
2134430	M	77.2
2134431	F	75.1
2134431	M	76.9
2134432	F	60.5
2134432	M	74.8
2134433	F	67.6
2134433	M	83.1
2134434	F	60.8
2134434	M	74.3
2134435	F	74.6
2134435	M	76.3
2134436	F	68.4
2134436	M	80
2134437	F	71.6
2134437	M	75.5
2134438	F	41.3
2134438	M	57.9
2134439	F	63.8
2134439	M	68.9
2134440	F	67
2134440	M	74.9
2134441	F	58
2134441	M	69.1
2134442	F	76.8
2134442	M	76.7
2134501	F	52.5
2134501	M	73.5
2134502	F	46.4
2134502	M	58.1
2134503	F	53.5
2134503	M	71.6
2134504	F	56.8
2134504	M	63.3
2134505	F	55
2134505	M	66.4
2134506	F	64.6
2134506	M	69.5
2134507	F	69.1
2134507	M	80.1
2134508	F	65.1
2134508	M	82.7
2134509	F	58.1
2134509	M	76.2
2134510	F	62
2134510	M	77.1
2134511	F	65.4
2134511	M	70.7
2134512	F	62.7
2134512	M	71.6
2134513	F	68.2
2134513	M	70.2
2134601	F	58
2134601	M	61.9
2134602	F	60.4
2134602	M	67.5
2134603	F	55.6
2134603	M	55
2134604	F	59.6
2134604	M	61.9
2134605	F	44.1
2134605	M	52.2
2134606	F	68.2
2134606	M	68.9
2134607	F	66.9
2134607	M	72.9
2134608	F	52.7
2134608	M	63.6
2134609	F	58.6
2134609	M	67.5
2134610	F	59.3
2134610	M	70.9
2134611	F	61.4
2134611	M	68
2134612	F	51.9
2134612	M	63.4
2134613	F	67.2
2134613	M	71.9
2134614	F	67.2
2134614	M	61.4
2134615	F	64.1
2134615	M	71
2134616	F	58.5
2134616	M	73.3
2134617	F	65.7
2134617	M	74.3
2134618	F	56.1
2134618	M	65.1
2134619	F	65.1
2134619	M	78
2134620	F	67.5
2134620	M	70.7
2134621	F	60.8
2134621	M	65.8
2134622	F	59
2134622	M	66.3
2134623	F	65.4
2134623	M	74.1
2134624	F	68.6
2134624	M	79.2
2134625	F	61.9
2134625	M	56.9
2134626	F	52.2
2134626	M	51.9
2134627	F	60.1
2134627	M	72.3
2134628	F	71.8
2134628	M	78.1
2134629	F	72.7
2134629	M	47.6
2134630	F	47.9
2134630	M	65.4
2134631	F	61.9
2134631	M	73.2
2134632	F	58.7
2134632	M	71.1
2134633	F	60.2
2134633	M	65.8
2134634	F	69.7
2134634	M	74.7
2134635	F	70.8
2134635	M	76.7
2134701	F	59.7
2134701	M	62.7
2134702	F	46.5
2134702	M	72.7
2134703	F	43.6
2134703	M	51.6
2134704	F	44.8
2134704	M	50
2134705	F	40
2134705	M	62.3
2134706	F	45
2134706	M	65
2134707	F	44.5
2134707	M	58.1
2134708	F	58.7
2134708	M	71.5
2134709	F	49.7
2134709	M	56.8
2134710	F	37.8
2134710	M	62
2134711	F	43.5
2134711	M	59.2
2134712	F	50.3
2134712	M	65.8
2134713	F	49.5
2134713	M	63.6
2134714	F	61.2
2134714	M	72.4
2134715	F	38.7
2134715	M	63.5
2134717	F	61.3
2134717	M	68.9
2134718	F	31.5
2134718	M	66.7
2134719	F	35.8
2134719	M	52.8
2134720	F	42.5
2134720	M	59.6
2134721	F	62
2134721	M	71.3
2134722	F	61.5
2134722	M	77.2
2134723	F	61.7
2134723	M	78.8
2134724	F	62.1
2134724	M	64.2
2134725	F	47
2134725	M	63.5
2134726	F	58.9
2134726	M	68.1
2134727	F	47.3
2134727	M	70.8
2134728	F	49.4
2134728	M	67.4
2134729	F	47.8
2134729	M	67.5
2134730	F	50.3
2134730	M	59.6
2134731	F	52.1
2134731	M	65.5
2134732	F	49
2134732	M	63.4
2134733	F	40.3
2134733	M	57.4
2134735	F	55.2
2134735	M	69.5
2134736	F	44.8
2134736	M	54.5
2134737	F	53.6
2134737	M	62
2134738	F	58.8
2134738	M	70.9
2134739	F	62
2134739	M	65.5
2134740	F	70.1
2134740	M	80
2134741	F	69.3
2134741	M	69.5
2134743	F	44.4
2134743	M	39.6
2134801	F	57.8
2134801	M	62.6
2134802	F	59.5
2134802	M	64.7
2134803	F	67.9
2134803	M	72.4
2134804	F	53.3
2134804	M	56.9
2134805	F	61.4
2134805	M	75.8
2134806	F	55.6
2134806	M	73.6
2134807	F	46.6
2134807	M	56.7
2134809	F	73
2134809	M	79.7
2134810	F	62.3
2134810	M	64.8
2134811	F	49
2134811	M	44
2134812	F	57.2
2134812	M	63.5
2134813	F	46.5
2134813	M	60.4
2134814	F	41.3
2134814	M	55.6
2134815	F	69.7
2134815	M	69.6
2134816	F	73.6
2134816	M	68.1
2134817	F	69.5
2134817	M	71.3
2134818	F	63.7
2134818	M	69.6
2134819	F	61.5
2134819	M	65.1
2134820	F	49.6
2134820	M	46.2
2134821	F	73.7
2134821	M	80.2
2134822	F	67.3
2134822	M	79.8
2134823	F	68.6
2134823	M	58.6
2134824	F	49.5
2134824	M	50
2134825	F	59.2
2134825	M	58.9
2134826	F	65.6
2134826	M	76.3
2134827	F	70.9
2134827	M	70.1
2134830	F	55.6
2134830	M	65.9
2134831	F	61.6
2134831	M	73.1
2134833	F	39.5
2134833	M	58.6
2134834	F	65.4
2134834	M	68.5
2134835	F	44
2134835	M	68.5
2134836	F	61.5
2134836	M	72.6
2134902	F	57.2
2134902	M	67.4
2134903	F	55.8
2134903	M	59.5
2134904	F	65.2
2134904	M	71.7
2134905	F	65.7
2134905	M	73.8
2134906	F	56.3
2134906	M	59.8
2134907	F	63.1
2134907	M	72.5
2134908	F	62.9
2134908	M	75.5
2134909	F	55.4
2134909	M	77.1
2134910	F	71.4
2134910	M	66.4
2134911	F	65.7
2134911	M	66.7
2134912	F	70.6
2134912	M	82.4
2134913	F	59.4
2134913	M	65.4
2134914	F	60.3
2134914	M	64.2
2134915	F	69.3
2134915	M	82.3
2134916	F	62.2
2134916	M	67.9
2134917	F	66.4
2134917	M	75.2
2134918	F	68.4
2134918	M	71.1
2134919	F	55.4
2134919	M	65.4
2134920	F	56.8
2134920	M	77.5
2134921	F	80
2134921	M	84
2134922	F	67.1
2134922	M	80.5
2134923	F	63.5
2134923	M	74.4
2134924	F	72.1
2134924	M	75
2134925	F	66.9
2134925	M	75.6
2134926	F	70.6
2134926	M	76.9
2134927	F	73.4
2134927	M	76.1
2134928	F	68.9
2134928	M	75.7
2135001	F	65.3
2135001	M	76.1
2135002	F	70.4
2135002	M	72.7
2135003	F	67.4
2135003	M	68.5
2135004	F	68.9
2135004	M	68.7
2135005	F	67.2
2135005	M	76.5
2135006	F	75.7
2135006	M	78.4
2135007	F	67.9
2135007	M	75.1
2135008	F	66.7
2135008	M	69.4
2135009	F	55.4
2135009	M	66.1
2135010	F	69.8
2135010	M	71.8
2135011	F	66.8
2135011	M	77.2
2135012	F	71.7
2135012	M	78.3
2135013	F	75.9
2135013	M	74.4
2135014	F	77.6
2135014	M	78.8
2135015	F	67.9
2135015	M	70.2
2135016	F	72.1
2135016	M	75.6
2135017	F	66.8
2135017	M	73.1
2135018	F	67.7
2135018	M	71.1
2135019	F	72.3
2135019	M	79.1
2135101	F	64.8
2135101	M	76.7
2135102	F	68.6
2135102	M	72.3
2135103	F	65.3
2135103	M	72.2
2135104	F	49
2135104	M	70.7
2135105	F	62.3
2135105	M	70.4
2135106	F	64
2135106	M	68.9
2135107	F	60.7
2135107	M	70.8
2135108	F	62.1
2135108	M	62.4
2135109	F	64
2135109	M	70.4
2135110	F	70.5
2135110	M	67.8
2135112	F	60.9
2135112	M	69.1
2135113	F	64.8
2135113	M	75.3
2135114	M	100
2135115	F	61.6
2135115	M	77.3
2135116	F	61.7
2135116	M	64.1
2135117	F	60.2
2135117	M	67.8
2135118	F	63.3
2135118	M	65
2135119	F	72.5
2135119	M	76.6
2135120	F	60.4
2135120	M	69.1
2135121	F	62.1
2135121	M	73.7
2135122	F	57.2
2135122	M	60.6
2135123	F	120
2135123	M	75
2135124	F	66.7
2135124	M	75.9
2135125	F	65.2
2135125	M	71.5
2135126	F	68.6
2135126	M	75.9
2135127	F	65.3
2135127	M	77.2
2135128	F	64.1
2135128	M	67.9
2135201	F	74.6
2135201	M	83.5
2135202	F	70.4
2135202	M	78.6
2135203	F	69.4
2135203	M	77.1
2135204	F	44.4
2135204	M	67.6
2135205	F	69.7
2135205	M	70
2135206	F	71.6
2135206	M	80.3
2135207	F	61.3
2135207	M	72.1
2135208	F	75
2135208	M	82.8
2135209	F	70.3
2135209	M	74.3
2135210	F	71.1
2135210	M	80.8
2135211	F	69.7
2135211	M	72.2
2135212	F	65.6
2135212	M	77.6
2135213	F	73.7
2135213	M	84.8
2135214	F	68.8
2135214	M	77.9
2135215	F	71.6
2135215	M	70.9
2135216	F	66.4
2135216	M	73.3
2135217	F	61.1
2135217	M	75.1
2135218	F	71.7
2135218	M	75.7
2135219	F	64.3
2135219	M	67.9
2135220	F	62
2135220	M	70.6
2135221	F	71.3
2135221	M	75.4
2135222	F	67.3
2135222	M	64.8
2135223	F	59.9
2135223	M	72.1
2135224	F	64.5
2135224	M	73
2135225	F	75.2
2135225	M	82
2135226	F	69.2
2135226	M	78.2
2135228	F	68.1
2135228	M	75.4
2135229	F	64.7
2135229	M	76.2
2135230	F	62.7
2135230	M	70.1
2135231	F	69.9
2135231	M	75.4
2135301	F	61.7
2135301	M	62.1
2135302	F	42.1
2135302	M	58.9
2135303	F	66.7
2135303	M	75.7
2135304	F	57.7
2135304	M	62.3
2135305	F	62.8
2135305	M	68.3
2135306	F	59.7
2135306	M	61.3
2135307	F	62.7
2135307	M	74.9
2135308	F	66.3
2135308	M	72.5
2135310	F	63.3
2135310	M	72.1
2135311	F	42.9
2135311	M	46.8
2135312	F	45
2135312	M	57.1
2135313	F	31.4
2135313	M	40.3
2135314	F	40.2
2135314	M	49.7
2135315	F	68.5
2135315	M	83.6
2135317	F	68
2135317	M	75.6
2135318	F	64.9
2135318	M	75.5
2135319	F	54.7
2135319	M	60.2
2135320	F	61.5
2135320	M	76.1
2135322	F	52.6
2135322	M	63.5
2135323	F	45.7
2135323	M	53.4
2135324	F	52.2
2135324	M	65.5
2135325	F	46.8
2135325	M	58.1
2135326	F	60.8
2135326	M	74.3
2135328	F	37.5
2135328	M	58.9
2135330	F	51.8
2135330	M	66
2135331	F	54
2135331	M	65.4
2135332	F	46.7
2135332	M	66.4
2135333	F	52.3
2135333	M	60.8
2135334	F	66.4
2135334	M	70
2135335	F	54.5
2135335	M	62
2135336	F	35.8
2135336	M	59.8
2135337	F	58.7
2135337	M	69.4
2135338	F	58.1
2135338	M	69.7
2135339	F	59.8
2135339	M	77
2135340	F	58.3
2135340	M	70.8
2135341	F	71.7
2135341	M	70
2135342	F	48.7
2135342	M	59.7
2135343	F	67.5
2135343	M	76.6
2135344	F	66
2135344	M	75.6
2135345	F	54.9
2135345	M	64.6
2135346	F	69.3
2135346	M	82.6
2135347	F	61.4
2135347	M	68.5
2135348	F	61.1
2135348	M	71.9
2135349	F	62.4
2135349	M	72
2135501	F	70.2
2135501	M	80.1
2135502	F	65.1
2135502	M	81.9
2135503	F	68.3
2135503	M	72.4
2135504	F	67.8
2135504	M	70.1
2135505	F	61.4
2135505	M	71.3
2135506	F	70.9
2135506	M	79.4
2135507	F	80.7
2135507	M	88.4
2135508	F	63.8
2135508	M	78.3
2135509	F	73.9
2135509	M	73.8
2135510	F	63.5
2135510	M	76.7
2135511	F	69.3
2135511	M	81.1
2135512	F	62.6
2135512	M	77.6
2135513	F	62.6
2135513	M	73.4
2135514	F	64.7
2135514	M	73
2135515	F	56.8
2135515	M	74.8
2135516	F	56.5
2135516	M	70.8
2135517	F	69.5
2135517	M	74
2135518	F	66.7
2135518	M	72.6
2135519	F	71.2
2135519	M	82.2
2135520	F	58.7
2135520	M	66.2
2135521	F	66.1
2135521	M	78.4
2135522	F	69.3
2135522	M	83.7
2135523	F	64.5
2135523	M	73.5
2135524	F	67.9
2135524	M	72.1
2135525	F	52.8
2135525	M	71.9
2135526	F	62.9
2135526	M	80.5
2135527	F	58.4
2135527	M	76.3
2135528	F	64.3
2135528	M	75.6
2135529	F	62.6
2135529	M	68.5
2135530	F	70.4
2135530	M	82.7
2135531	F	65.9
2135531	M	74.8
2135532	F	46.9
2135532	M	51.3
2135533	F	62
2135533	M	84.6
2135534	F	65.4
2135534	M	74.5
2135535	F	58.2
2135535	M	70.3
2135536	F	71.6
2135536	M	85.6
2135537	F	58.9
2135537	M	81.3
2135538	F	68.1
2135538	M	79.3
2135601	F	56.9
2135601	M	58.5
2135602	F	62.6
2135602	M	75.5
2135603	F	39.3
2135603	M	67.1
2135605	F	65.1
2135605	M	74.9
2135608	F	42.1
2135608	M	64.5
2135609	F	43.5
2135609	M	55.3
2135610	F	44.4
2135610	M	59.6
2135611	F	34.2
2135611	M	50.8
2135612	F	39.2
2135612	M	54.2
2135613	F	47
2135613	M	56.8
2135614	F	42.6
2135614	M	57.6
2135615	F	40.8
2135615	M	63
2135616	F	48.5
2135616	M	54.9
2135617	F	59.9
2135617	M	64.7
2135618	F	58.3
2135618	M	65.2
2135619	F	49.5
2135619	M	61.7
2135620	F	38
2135620	M	61.8
2135622	F	27.7
2135622	M	35
2135623	F	31.7
2135623	M	47.6
2135625	F	42.2
2135625	M	66
2135626	F	56
2135626	M	59.4
2135627	F	57.4
2135627	M	68.4
2135628	F	58.1
2135628	M	65.1
2135629	F	36.8
2135629	M	48.2
2135630	F	51.2
2135630	M	62.7
2135631	F	58.7
2135631	M	64
2135632	F	54.1
2135632	M	71.4
2135633	F	57.1
2135633	M	59.8
2135635	F	53.1
2135635	M	71.4
2135637	F	52.3
2135637	M	83.6
2135638	F	56
2135638	M	71.1
2135639	F	45
2135639	M	59.2
2135640	F	57.7
2135640	M	76.9
2135641	F	68.6
2135641	M	69.9
2135642	F	28.4
2135642	M	48.5
2135643	F	54.7
2135643	M	70.6
2135644	F	46.1
2135644	M	61.1
2135645	F	51.4
2135645	M	73.4
2135646	F	55.1
2135646	M	66.3
2135647	F	61.6
2135647	M	82.9
2135648	F	53
2135648	M	66.5
2135649	F	65.1
2135649	M	81.4
2135650	F	34
2135650	M	53.5
2135651	F	42.6
2135651	M	56.4
2135652	F	52.7
2135652	M	64.1
2135653	F	100
2135653	M	125
2135701	F	50.5
2135701	M	65.4
2135702	F	63.4
2135702	M	76.4
2135703	F	54.2
2135703	M	70.8
2135704	F	50.7
2135704	M	63.5
2135705	F	45.9
2135705	M	55.4
2135706	F	47.9
2135706	M	60
2135707	F	38.5
2135707	M	53.3
2135708	F	47.5
2135708	M	58.1
2135709	F	43.9
2135709	M	51.3
2135710	F	43.8
2135710	M	51.7
2135711	F	43.7
2135711	M	60
2135712	F	34.9
2135712	M	46.4
2135713	F	38.9
2135713	M	52.9
2135714	F	40
2135714	M	53
2135715	F	32
2135715	M	48.7
2135716	F	42.9
2135716	M	60.3
2135717	F	72.1
2135717	M	72.4
2135718	F	55.6
2135718	M	71.6
2135719	F	67.8
2135719	M	69.1
2135720	F	42.9
2135720	M	60.4
2135722	F	27.3
2135722	M	41.8
2135723	F	36.8
2135723	M	47.4
2135724	F	57.5
2135724	M	70.5
2135725	F	74.4
2135725	M	84.4
2135727	F	54.5
2135727	M	71.5
2135728	F	62.6
2135728	M	74.5
2135729	F	61.3
2135729	M	73.5
2135730	F	61.5
2135730	M	73.4
2135731	F	54.7
2135731	M	82.2
2135732	F	56.3
2135732	M	75.5
2135733	F	64.8
2135733	M	78.6
2135734	F	60
2135734	M	76.5
2135735	F	54
2135735	M	72.4
2135736	F	74.9
2135736	M	87.3
2135801	F	48.7
2135801	M	68.2
2135802	F	43.3
2135802	M	63.4
2135803	F	56.3
2135803	M	62.1
2135804	F	39.5
2135804	M	57.1
2135805	F	57.3
2135805	M	73.3
2135806	F	71.7
2135806	M	75.7
2135809	F	63.1
2135809	M	77.9
2135810	F	56.1
2135810	M	76.5
2135812	F	53.4
2135812	M	67.4
2135813	F	58.4
2135813	M	62.2
2135814	F	53.8
2135814	M	61.8
2135816	F	53.2
2135816	M	57.7
2135817	F	54.1
2135817	M	75.6
2135818	F	47
2135818	M	61.4
2135819	F	49.6
2135819	M	59.8
2135821	F	46
2135821	M	64.2
2135822	F	55.6
2135822	M	67
2135823	F	56.7
2135823	M	65.2
2135824	F	63.8
2135824	M	67.5
2135825	F	53.5
2135825	M	66.7
2135826	F	60
2135826	M	68.3
2135827	F	51.2
2135827	M	53.5
2135828	F	36.9
2135828	M	63.9
2135829	F	61.1
2135829	M	71.2
2135830	F	60
2135830	M	76.3
2135831	F	61.2
2135831	M	77.1
2135832	F	48
2135832	M	71.2
2135833	F	60.4
2135833	M	69.3
2135834	F	62.5
2135834	M	75.2
2135835	F	59.8
2135835	M	70.6
2135836	F	54.8
2135836	M	61.5
2135837	F	56.6
2135837	M	60
2135838	F	58.5
2135838	M	76.4
2135839	F	60.8
2135839	M	73
2135840	F	64.6
2135840	M	74.7
2135841	F	60.2
2135841	M	71.2
2135901	F	48.9
2135901	M	58
2135903	F	50.8
2135903	M	55.9
2135904	F	49.7
2135904	M	56.2
2135906	F	33.6
2135906	M	50
2135907	M	55.6
2135908	F	35.6
2135908	M	46.4
2136001	F	55.4
2136001	M	77
2136002	F	64.2
2136002	M	72.5
2136003	F	62.3
2136003	M	80.3
2136004	F	58.7
2136004	M	74.5
2136005	F	56.1
2136005	M	73.4
2136006	F	62.7
2136006	M	80.4
2136007	F	70.2
2136007	M	73.9
2136008	F	57.5
2136008	M	78.8
2136009	F	59.8
2136009	M	67.5
2136010	F	66.3
2136010	M	74
2136011	F	53.3
2136011	M	71.6
2136012	F	64
2136012	M	81.2
2136013	F	56.3
2136013	M	80
2136014	F	63.4
2136014	M	74.7
2136015	F	57.1
2136015	M	75.4
2136016	F	24.9
2136016	M	42.3
2136017	F	67.3
2136017	M	80.1
2136019	F	71
2136019	M	76.5
2136020	F	64.6
2136020	M	78.7
2136021	F	59.7
2136021	M	77.7
2136022	F	75.2
2136022	M	78.8
2136023	F	67.1
2136023	M	70.9
2136025	F	57.5
2136025	M	74.5
2136026	F	62.6
2136026	M	78.2
2136027	F	70.2
2136027	M	79.3
2136028	F	70
2136028	M	80.1
2136029	F	68.9
2136029	M	81.1
2136030	F	61.1
2136030	M	76.7
2136031	F	71.5
2136031	M	83.5
2136032	F	67
2136032	M	82
2136033	F	63.8
2136033	M	83.2
2136034	F	68.3
2136034	M	84.2
2136035	F	68.2
2136035	M	70.7
2136036	F	58.3
2136036	M	81.2
2136037	F	66.2
2136037	M	80.2
2136038	F	70.4
2136038	M	84.7
2136101	F	65.9
2136101	M	71.7
2136102	F	57.9
2136102	M	69.6
2136103	F	59.4
2136103	M	75.9
2136104	F	58.5
2136104	M	67.9
2136105	F	54.3
2136105	M	63.5
2136106	F	52.8
2136106	M	60
2136107	F	55.7
2136107	M	75.2
2136108	F	54.2
2136108	M	70.2
2136109	F	63.8
2136109	M	76.9
2136110	F	64.5
2136110	M	77.8
2136111	F	65
2136111	M	81.1
2136112	F	62.4
2136112	M	82
2136113	F	50
2136113	M	58.6
2136114	F	59.2
2136114	M	69.2
2136115	F	53.7
2136115	M	66.5
2136116	F	60.3
2136116	M	70.1
2136117	F	50.3
2136117	M	65.7
2136118	F	53.5
2136118	M	63.1
2136119	F	50.4
2136119	M	66.1
2136120	F	47.7
2136120	M	65.5
2136121	F	57.4
2136121	M	65.3
2136122	F	53.6
2136122	M	69.6
2136123	F	48.9
2136123	M	64.4
2136124	F	58
2136124	M	76.7
2136125	F	150
2136125	M	111.1
2136127	F	59.6
2136127	M	83.3
2136128	F	63.1
2136128	M	77.9
2136129	F	63.6
2136129	M	76.3
2136130	F	64.8
2136130	M	74.1
2136131	F	62.1
2136131	M	70.4
2136132	F	63
2136132	M	69.9
2136133	F	56.8
2136133	M	63.2
2136134	F	63.4
2136134	M	75.2
2136135	F	64.2
2136135	M	62.7
2136136	F	57
2136136	M	68.3
2136137	F	63.3
2136137	M	72.5
2136138	F	65.1
2136138	M	68.1
2136139	F	59.4
2136139	M	75.9
2136140	F	62.5
2136140	M	71.9
2136141	F	58.5
2136141	M	75.9
2136142	F	64
2136142	M	72.6
2136143	F	69.2
2136143	M	70.5
2136144	F	51.6
2136144	M	69.5
2136145	F	68.8
2136145	M	66.7
2136146	F	45.5
2136146	M	64.7
2136147	F	61.6
2136147	M	74.5
2136148	F	62.6
2136148	M	80.9
2136149	F	60.2
2136149	M	76.3
2136150	F	60.9
2136150	M	66
2136201	F	47.6
2136201	M	64.2
2136202	F	51.3
2136202	M	57
2136203	F	48.3
2136203	M	59.6
2136204	F	44.8
2136204	M	55
2136205	F	46.3
2136205	M	64.5
2136206	F	57.4
2136206	M	73
2136207	F	71.7
2136207	M	80.3
2136208	F	60.8
2136208	M	76.5
2136209	F	63.5
2136209	M	71.4
2136210	F	61.6
2136210	M	71.7
2136211	F	38.1
2136211	M	56.2
2136212	F	46.7
2136212	M	58.2
2136213	F	46.4
2136213	M	53.6
2136214	F	42.6
2136214	M	56.1
2136215	F	34.4
2136215	M	54.8
2136216	F	51.8
2136216	M	62.9
2136217	F	58.7
2136217	M	68.2
2136218	F	61.2
2136218	M	69.4
2136219	F	50.5
2136219	M	69.8
2136220	F	47.8
2136220	M	58.8
2136221	F	51.3
2136221	M	72.3
2136222	F	56.7
2136222	M	72.8
2136223	F	51.7
2136223	M	79.2
2136224	F	62.6
2136224	M	73.8
2136225	F	52.9
2136225	M	62.8
2136226	F	42.2
2136226	M	67.7
2136227	F	56.9
2136227	M	68.7
2136228	F	60.8
2136228	M	71.7
2136229	F	61.8
2136229	M	63.7
2136230	F	48
2136230	M	67.2
2136231	F	55.2
2136231	M	59.6
2136232	F	55.4
2136232	M	74.6
2136233	F	55.1
