SA1_7DIGITCODE_2016	unemployment
4108310	2.4
4108311	5.5
4108312	6.9
4108313	3
4108314	12.9
4108315	7
4108401	8.2
4108402	11.3
4108403	10.7
4108404	7.9
4108405	9.2
4108406	6.6
4108407	13.9
4108408	4.8
4108409	5
4108410	10.4
4108411	7.7
4108412	4.2
4108413	12.2
4108414	7.3
4108415	6.1
4108417	5.9
4108418	7.2
4108419	9.9
4108420	12.7
4108421	8.7
4108422	14.9
4108423	8.5
4108424	8.1
4108425	9.1
4108426	10.3
4108427	6.4
4108428	7.5
4108429	6.6
4108430	11.9
4108431	4.1
4108433	8.2
4108434	9.4
4108501	13.6
4108502	11.3
4108503	5.8
4108504	12.1
4108505	10.8
4108506	9.6
4108507	8.9
4108508	6.6
4108509	18.8
4108510	16
4108511	14.1
4108512	11.9
4108513	14.3
4108514	8.3
4108515	8.5
4108516	6.3
4108517	14.6
4108518	7
4108519	8.4
4108520	10.8
4108521	12.8
4108522	7.8
4108523	5.4
4108601	8.1
4108602	7.3
4108603	6.3
4108604	11
4108605	3.2
4108606	9.8
4108607	12.1
4108608	8.7
4108609	10.1
4108610	5
4108611	9.7
4108612	8.3
4108613	6.5
4108614	12.3
4108615	4.6
4108616	11.1
4108617	8.1
4108618	7
4108619	6.4
4108620	4.8
4108622	3.6
4108701	10.9
4108702	8.1
4108704	7.3
4108705	5.4
4108706	2.5
4108707	7.4
4108708	3.4
4108709	5.9
4108710	12.2
4108711	6
4108712	8.8
4108713	7.6
4108714	10.6
4108715	8.1
4108716	6.5
4108718	9.4
4108719	9.6
4108720	6.3
4108721	7.2
4108722	5.2
4108723	9.1
4108724	4.6
4108725	6.3
4108726	9.7
4108727	7.8
4108728	6.9
4108729	9.3
4108730	8.5
4108731	9.9
4108732	8.9
4108733	6.1
4108734	6.1
4108735	8.5
4108736	8
4108738	3.9
4108739	4.9
4108740	10.3
4108741	7.8
4108742	8.6
4108743	6
4108744	8.9
4108745	9
4108749	4.9
4108750	8.2
4108801	5.7
4108802	3.9
4108803	8.1
4108804	5.1
4108805	3.6
4108806	7.1
4108807	2.6
4108808	3.8
4108809	4.8
4108810	2.4
4108902	6.8
4108903	5.5
4108904	6.7
4108905	6
4108906	4.5
4108907	7.2
4108908	3.7
4108909	4.5
4108910	3.8
4108911	2.8
4108912	9.2
4108913	4
4108914	3.8
4108915	7.4
4108916	4.3
4108917	4.1
4108918	8.8
4108919	6.2
4108920	7.6
4108921	5.1
4108922	3.3
4108923	5.1
4108924	8
4108925	8.4
4108926	3.9
4108927	8.6
4109001	11.3
4109002	7.4
4109003	7.8
4109004	4.7
4109005	8.9
4109006	2
4109007	4.7
4109008	4.8
4109009	6.5
4109010	7.1
4109011	9.6
4109012	14.1
4109013	5.8
4109014	5.2
4109015	6.2
4109016	4.1
4109017	10.3
4109018	3.4
4109019	5.6
4109101	6.9
4109102	11.7
4109103	6.6
4109104	4.4
4109105	5.4
4109106	4
4109107	6.1
4109108	7.9
4109109	8.1
4109110	6.6
4109111	4.5
4109112	6.8
4109113	5.1
4109114	9.4
4109115	5.7
4109116	2.4
4109117	5.2
4109118	4.3
4109119	7.8
4109120	11
4109121	7.9
4109122	5.5
4109123	15.3
4109124	10.4
4109125	6.3
4109126	9.6
4109127	9.1
4109128	9.5
4109129	9.2
4109130	7.9
4109201	5.2
4109202	6
4109203	10.7
4109204	4.5
4109205	5.1
4109206	4.9
4109207	2.2
4109208	12
4109209	6.4
4109210	5.5
4109211	4.2
4109212	4.4
4109213	2.7
4109214	5.2
4109215	7.4
4109216	4.5
4109217	2.3
4109218	5.6
4109219	5.2
4109220	8.5
4109221	4.4
4109222	6.4
4109223	5.1
4109224	4.6
4109225	6.2
4109226	5.4
4109227	12.3
4109228	7.6
4109229	6.2
4109230	3.1
4109231	9.4
4109232	1.6
4109233	7.4
4109234	5.3
4109301	9.3
4109302	7
4109303	17.2
4109304	9.6
4109305	5.9
4109306	8.5
4109307	4.8
4109308	16.5
4109309	13.4
4109310	5.7
4109311	14.3
4109312	7
4109313	4.4
4109314	14.9
4109315	10.4
4109316	6
4109317	8.7
4109318	3.6
4109319	9.7
4109320	7.5
4109321	4.4
4109322	9.8
4109323	6.4
4109324	5.5
4109325	5.5
4109326	2.3
4109327	9.6
4109328	9.9
4109329	6.9
4109330	5.5
4109331	4.3
4109332	9.9
4109333	9.8
4109334	7.4
4109335	6.9
4109336	8.9
4109337	11.3
4109338	6.9
4109339	5
4109340	6.8
4109341	9.6
4109342	5.6
4109343	7.4
4109344	8.7
4109401	11.8
4109402	9.1
4109403	8.5
4109404	5.8
4109405	10
4109406	8.5
4109407	8.5
4109408	8.1
4109411	5.3
4109412	10.6
4109413	7
4109414	7.4
4109502	3.5
4109503	6.6
4109504	9.3
4109505	8
4109506	9.2
4109507	3.3
4109508	7.8
4109509	24.6
4109510	7.7
4109511	5.9
4109512	4.7
4109513	5.4
4109514	9.7
4109515	8.1
4109516	6.5
4109518	14.3
4109519	5.9
4109520	5.8
4109521	12.1
4109522	3.6
4109523	6.2
4109524	7.1
4109525	6.4
4109526	13.8
4109527	4.5
4109528	2.9
4109529	4.2
4109530	2.6
4109531	2
4109532	3.6
4109533	3.7
4109535	9.1
4109536	5.7
4109537	5.7
4109538	11.9
4109539	6.3
4109540	22.5
4109541	9.7
4109601	5.5
4109602	2.5
4109603	20.6
4109604	6.4
4109605	4.4
4109606	3
4109607	4.2
4109608	3.8
4109609	7.5
4109610	3.7
4109611	6.3
4109612	4.2
4109613	15.3
4109614	7.8
4109615	5.7
4109616	2.5
4109617	3
4109618	2.9
4109619	6
4109620	5.7
4109621	6.2
4109622	2.6
4109623	5
4109624	3.4
4109625	2.7
4109626	3.4
4109627	3.2
4109628	5.8
4109629	5.6
4109630	4.1
4109631	3.4
4109632	5.9
4109633	18.9
4109634	9.5
4109701	17.3
4109702	7
4109703	13.4
4109704	4.5
4109705	10.8
4109706	11.7
4109707	12.8
4109708	6.3
4109709	15.8
4109710	9
4109712	6.8
4109713	9.2
4109714	10.6
4109715	8.2
4109716	5.8
4109717	9.9
4109718	10.6
4109719	15.9
4109720	14.2
4109721	12.8
4109722	13.2
4109723	10.2
4109724	13.7
4109725	4.9
4109726	7.5
4109727	5.9
4109728	8.7
4109729	11.1
4109730	13.4
4109731	6.3
4109732	6.1
4109733	3.3
4109734	5.3
4109735	9.1
4109736	10.6
4109737	6.9
4109739	6.7
4109901	3.8
4109902	7.2
4109903	2.2
4109904	5.3
4109905	4.4
4109906	6.4
4109907	7
4109908	3.6
4109909	8
4109910	3.3
4109911	6
4109912	7.3
4109913	8.7
4109914	7.9
4109915	7.7
4109916	5.5
4109917	5.8
4109918	5.4
4109919	8.1
4109920	8
4109921	6.2
4109923	9.2
4109924	9.4
4109925	6.7
4109926	9.5
4109927	7.1
4109928	5.1
4109929	9.7
4109930	5.4
4109931	11.1
4109932	8.7
4109933	7.7
4109934	11
4109935	10.1
4110001	12
4110002	5.2
4110003	7.8
4110004	14.8
4110005	10.4
4110006	6.4
4110007	3.7
4110008	4.3
4110009	9.1
4110010	1.7
4110011	3.9
4110012	7
4110013	7.3
4110014	2.7
4110015	6.5
4110016	6.9
4110017	8.9
4110018	14
4110019	4.7
4110020	14.4
4110021	2.3
4110023	18.5
4110024	5.8
4110025	8
4110026	13.3
4110027	7.7
4110029	12.1
4110030	12.7
4110031	2.8
4110032	8.3
4110033	8.8
4110034	15.5
4110036	3
4110037	5.1
4110038	5.4
4110101	11
4110102	15
4110103	24.2
4110104	13.3
4110105	7.6
4110106	17.3
4110107	10.8
4110108	10.4
4110109	7.6
4110110	8.2
4110111	13.1
4110112	9.8
4110113	13.2
4110114	5.6
4110115	8.6
4110116	8.7
4110117	9.5
4110118	10.7
4110119	4.6
4110120	9.2
4110121	12.5
4110123	11.1
4110124	6.6
4110125	7.5
4110126	6.8
4110127	5
4110201	12
4110203	15.7
4110204	26.7
4110205	12.9
4110206	6.1
4110207	13.1
4110208	13.4
4110209	16.5
4110210	12.5
4110212	12.2
4110214	10.5
4110215	19
4110216	14
4110217	8.4
4110222	9.8
4110223	12.5
4110225	13.4
4110226	15.7
4110227	16.8
4110228	9.5
4110229	11.8
4110231	10
4110232	14.7
4110233	15.9
4110234	10.2
4110235	12.8
4110236	16.9
4110237	16
4110238	20.5
4110239	24.3
4110240	11.3
4110241	3.9
4110242	5.5
4110243	10.9
4110245	14.6
4110247	9.5
4110248	8.9
4110249	10.7
4110250	13.3
4110251	6.2
4110501	4.4
4110502	4.4
4110503	7.6
4110504	2
4110505	6.9
4110506	5.1
4110507	11.5
4110601	2.7
4110602	10
4110603	7.7
4110604	11
4110605	7.9
4110606	9.1
4110607	11.2
4110608	14.2
4110609	7.9
4110610	11.9
4110611	9
4110612	8.7
4110613	4.8
4110614	8.1
4110615	4.1
4110616	6.9
4110617	4
4110618	3.9
4110619	2.7
4110620	2.8
4110621	6.7
4110622	6.2
4110623	6.4
4110624	6.6
4110625	2.8
4110626	4.2
4110627	5.3
4110628	3.1
4110629	8.1
4110702	12.5
4110703	5.9
4110704	7.7
4110705	2.7
4110706	10.1
4110707	1.6
4110708	6.2
4110709	4.9
4110710	8.5
4110711	6.8
4110713	4.1
4110714	5.7
4110715	5.2
4110716	6.4
4110717	7.2
4110718	8.7
4110719	7.7
4110720	2.3
4110721	8.4
4110722	5.6
4110723	8.4
4110724	6.8
4110725	10.6
4110726	9.3
4110727	9.1
4110728	11.6
4110729	6.6
4110730	7.8
4110731	10.5
4110732	17.6
4110733	17.7
4110734	3.5
4110735	6
4110736	13.4
4110737	6.6
4110738	9.6
4110740	7.3
4110741	6.8
4110742	7.8
4110743	2.2
4110744	8.6
4110746	9.8
4110747	9.6
4110748	4.6
4110749	7.9
4110750	8.4
4110751	7.8
4110752	8.8
4110753	5.9
4110754	11.7
4110755	7.6
4110801	7.7
4110802	5.6
4110803	6.3
4110804	5.2
4110805	9.4
4110806	8.4
4110807	7.2
4110808	10.4
4110810	7
4110811	8.7
4110812	7.7
4110813	7
4110814	10
4110815	12.5
4110816	13.5
4110817	6.8
4110818	8.1
4110819	7.2
4110820	6
4110821	5.6
4110822	8.4
4110823	15
4110824	8.5
4110825	7.6
4110826	7.6
4110827	7.9
4110828	7
4110829	8.8
4110830	6.5
4110831	7.1
4110832	7.8
4110833	5.8
4110834	2.1
4110835	15.3
4110836	6.6
4110837	9.4
4110901	4.5
4110902	5.4
4110903	6.1
4110904	8.4
4110906	7.8
4110907	5.1
4110908	3.3
4110909	3.5
4110910	3.6
4110911	5
4110913	5.2
4110914	5.9
4111001	4.4
4111002	3.1
4111003	5.1
4111004	8.5
4111005	5.4
4111006	2.1
4111007	3
4111008	2.8
4111009	3.8
4111010	11.8
4111011	9.7
4111012	2.1
4111013	5.1
4111014	3.8
4111015	1.7
4111016	1.7
4111017	3.3
4111101	5
4111102	10.1
4111103	6.5
4111104	4.7
4111105	8.3
4111106	5.6
4111107	7.1
4111108	3.1
4111109	11.5
4111110	8.9
4111111	3.8
4111112	2.9
4111113	2.3
4111114	4.9
4111115	8.2
4111116	2.4
4111118	6.3
4111119	7.8
4111120	2
4111121	10.4
4111122	14.6
4111123	7
4111124	2.3
4111125	3.2
4111201	4.8
4111202	2.1
4111203	2.6
4111204	4.2
4111205	8.9
4111206	7.2
4111207	4.2
4111209	2.5
4111210	2.3
4111211	3.3
4111212	2.4
4111213	5.2
4111214	6.7
4111215	6.9
4111216	10.5
4111217	4.3
4111301	2.9
4111302	5.4
4111303	1.8
4111304	8.5
4111305	4.2
4111306	9.7
4111307	7.8
4111308	8.8
4111309	9.4
4111310	3.5
4111401	3.7
4111402	6.1
4111404	1.4
4111405	7.4
4111406	7.4
4111407	5.4
4111408	6.1
4111410	3.6
4111411	7.3
4111412	3.4
4111413	9.2
4111414	4.5
4111415	6.1
4111416	4.9
4111417	2.2
4111501	1.5
4111502	3.6
4111503	2.6
4111504	2
4111505	4.4
4111506	4.3
4111507	3.3
4111508	6.8
4111509	3.5
4111510	6.4
4111601	2.5
4111602	6.1
4111603	3.3
4111604	2.6
4111605	4.9
4111606	2.5
4111607	1.6
4111608	1.9
4111609	3.4
4111610	4.2
4111611	3.5
4111701	2.8
4111702	2.7
4111703	2.6
4111704	2.6
4111706	3.9
4111707	3.1
4111708	1.9
4111709	4.3
4111710	5
4111712	9.7
4111714	12
4111715	7.6
4111716	1.5
4111801	3.8
4111802	5.6
4111803	7.6
4111804	5.2
4111805	6.7
4111806	5.4
4111807	2.6
4111808	5.6
4111809	3.5
4111810	4.5
4111811	17.9
4111812	8.3
4111814	5.8
4111901	6.2
4111902	22.1
4111903	2.8
4111904	4.7
4111905	3.3
4111906	6
4111907	6.3
4111909	6.6
4111910	8.1
4111911	14.3
4111912	8.3
4111913	4.1
4111914	9.9
4111915	6.3
4111916	9.1
4111917	8.1
4111918	4.2
4111919	2.8
4111920	3.8
4111921	4.9
4111922	10
4111923	7.5
4111924	5.9
4111925	2.6
4111926	4.3
4111927	9
4112001	1.9
4112003	5
4112004	1.6
4112005	3.1
4112006	10.7
4112007	4.2
4112009	3.6
4112010	5.4
4112011	4.4
4112012	11
4112013	7
4112014	8.2
4112015	8.6
4112016	5.1
4112101	7.6
4112102	27.5
4112103	16.5
4112104	7.5
4112105	2.7
4112106	8.2
4112107	7.8
4112108	7.6
4112109	6.8
4112110	8.5
4112111	1.8
4112112	4.3
4112113	5.3
4112115	2.5
4112116	4.8
4112117	20
4112118	13.4
4112201	20
4112203	15.2
4112204	12.2
4112205	17.1
4112207	11.1
4112208	5.9
4112209	6
4112210	3.2
4112211	14
4112212	11.6
4112213	7.6
4112214	7.2
4112215	19.2
4112216	8.7
4112217	9.5
4112219	3.7
4112220	2.5
4112221	12.4
4112222	13.3
4112223	11.3
4112224	8.5
4112225	11.5
4112226	7.1
4112227	20.5
4112228	7.7
4112229	9.5
4112230	10.4
4112231	11.3
4112232	10.9
4112233	13.6
4112234	23.8
4112235	4.3
4112236	17.2
4112237	18.3
4112238	32.2
4112239	3.1
4112241	16.5
4112242	25.9
4112243	24.1
4112244	6
4112301	3.6
4112302	3
4112303	9.3
4112304	6.5
4112305	6.8
4112306	5
4112307	9
4112308	8.1
4112309	8.8
4112310	9
4112402	13.8
4112403	9.2
4112404	12.4
4112405	10.2
4112406	8.4
4112407	8.2
4112408	3.5
4112409	9.4
4112410	8.2
4112411	10.8
4112412	3.6
4112413	17
4112414	4.5
4112501	5.3
4112502	3.4
4112503	7.9
4112504	5.9
4112505	5.8
4112506	5.3
4112507	12.6
4112509	11.2
4112510	11.8
4112511	19.1
4112512	10.4
4112601	6.9
4112602	20.9
4112603	5
4112604	5.9
4112605	13
4112606	15.3
4112607	4.8
4112608	12.3
4112609	6.7
4112611	18
4112701	13.6
4112702	2.4
4112703	6.2
4112704	4.9
4112705	5.6
4112706	7.2
4112707	10.6
4112708	8.1
4112709	2.9
4112710	7.4
4112711	12.8
4112712	4.3
4112713	2.3
4112714	3
4112715	4.3
4112716	11.9
4112717	5
4112718	2.6
4112719	7.8
4112720	26.7
4112721	26.1
4112801	5.3
4112802	5.2
4112803	3.9
4112804	6.1
4112806	5.2
4112807	3.7
4112808	7.2
4112810	8.3
4112811	6.8
4112812	3.7
4112813	3.8
4112901	5.8
4112902	4.7
4112903	4
4112904	4.5
4112905	1.3
4113001	7.2
4113002	4.1
4113003	2.2
4113006	2.5
4113007	3.2
4113008	7.3
4113009	6.7
4113010	9.1
4113011	2.2
4113012	1.7
4113013	4.1
4113016	6.4
4113017	10.1
4113018	3.3
4113020	1.6
4113021	3.4
4113022	7.9
4113023	3.3
4113101	1.5
4113102	4.9
4113104	4.9
4113105	12.5
4113106	2.2
4113107	4.2
4113108	2.6
4113109	5
4113111	4
4113112	3.3
4113201	3.5
4113202	3.4
4113203	6.5
4113204	4.3
4113205	2
4113206	6.5
4113301	7.7
4113302	6.7
4113303	5
4113304	2.1
4113305	4.9
4113306	2.5
4113307	5.5
4113308	8.3
4113309	7.2
4113310	4.5
4113312	2.4
4113313	12.1
4113314	5.8
4113315	19.7
4113316	8.5
4113317	5
4113318	3.7
4113319	6.9
4113320	3.2
4113321	5.7
4113322	5
4113323	5.6
4113324	8.1
4113325	6.1
4113326	12.2
4113327	7.9
4113328	27.5
4113329	15.3
4113330	3.3
4113332	6.3
4113333	4.5
4113334	2.1
4113336	6.6
4113337	3.6
4113338	18.4
4113339	19.4
4113340	4
4113341	6.5
4113342	7.8
4113401	7.8
4113402	4.8
4113403	1.8
4113404	4
4113405	1.2
4113406	3.5
4113407	2.8
4113409	3.7
4113410	14.3
4113601	21.6
4113602	3.1
4113603	7
4113604	27.2
4113605	8.5
4113606	13.4
4113607	15.2
4113608	19.5
4113609	5.5
4113611	15.3
4113612	12.2
4113613	11.4
4113614	9.8
4113615	4.5
4113618	6.5
4113619	4.4
4113620	5.1
4113621	21.7
4113622	6.8
4113623	16.5
4113624	21.8
4113625	16.7
4113626	20.2
4113627	10.4
4113628	18.1
4113629	13.5
4113630	15.6
4113631	8.9
4113632	10.5
4113633	26.4
4113634	18.7
4113635	25
4113636	15.8
4113637	13.7
4113638	18.1
4113639	7.5
4113640	10.9
4113641	13.4
4113642	8.5
4113643	6.4
4113644	7.5
4113645	6.1
4113646	12.2
4113647	7.4
4113648	15.9
4113651	18.9
4113652	13.5
4113653	21.7
4113655	12.4
4113656	14.5
4113657	11.5
4113658	17.6
4113659	28.6
4113660	12.6
4113661	10
4113662	3.8
4113803	37.3
4113804	33.3
4113811	39.2
4113812	54.2
4113813	5.6
4113814	9.5
4113816	7.8
4113901	9.8
4113903	4.8
4113904	17.9
4113905	10.1
4113906	7.3
4113907	12.8
4113908	5.7
4114001	11.5
4114003	7.5
4114004	8
4114005	12.2
4114006	4.4
4114007	8.6
4114008	3.5
4114009	21.6
4114101	10
4114104	41.9
4114105	5.9
4114107	3
4114110	5
4114111	1.2
4114201	12.6
4114202	14.8
4114203	5.3
4114204	1
4114205	2.6
4114206	4.5
4114207	4.8
4114208	14.5
4114209	4.8
4114210	7
4114211	12
4114212	3.4
4114213	12.6
4114214	10.5
4114215	9
4114216	9.2
4114217	18.2
4114218	6.5
4114219	23.4
4114220	10.9
4114221	13
4114222	13.8
4114223	10.3
4114224	12.1
4114225	16
4114226	4.3
4114227	16
4114228	13.9
4114229	66.7
4114230	13.2
4114231	7.1
4114232	11.1
4114233	12
4114234	9.8
4114236	7.7
4114301	5
4114302	2.8
4114304	5.1
4114305	5.4
4114307	5.2
4114311	1.2
4114312	1.4
4114313	4.4
4114314	4.5
4114401	7
4114402	5
4114403	3.6
4114404	4.3
4114405	6.4
4114406	8
4114407	15.3
4114408	7.4
4114409	4.9
4114410	10.2
4114411	12.5
4114412	8.2
4114413	6.1
4114415	11
4114416	2.7
4114417	8.2
4114418	4.2
4114419	9.7
4114420	9
4114421	2.8
4114422	10.3
4114424	10.4
4114425	7.7
4114426	10
4114427	9
4114428	8.9
4114429	9.3
4114431	2
4114432	8.9
4114434	6.9
4114501	5.8
4114502	7.6
4114503	1.3
4114504	4.2
4114505	7.5
4114506	6.4
4114507	11.7
4114508	11
4114509	1.6
4114510	2.2
4114512	4
4114513	6.2
4114514	5.6
4114601	7.3
4114603	3.9
4114604	5.6
4114605	8.8
4114606	4.3
4114608	8.7
4114609	5
4114610	6.4
4114611	6.1
4114612	5.6
4114613	3.4
4114614	5.4
4114615	3
4114616	2.6
4114617	8.7
4114618	4.2
4114701	4.9
4114702	9
4114703	4.3
4114704	2.4
4114705	5
4114706	3.2
4114707	4.2
4114708	8
4114709	3.2
4114710	6.5
4114711	3.5
4114712	1.5
4114713	4.6
4114714	7.2
4114715	6.8
4114716	2.3
4114717	5.2
4114718	1.9
4114801	7.6
4114802	6.6
4114803	5.8
4114804	10.7
4114805	7.1
4114806	5.6
4114807	9.3
4114808	9.4
4114809	7.8
4114810	11.6
4114811	8.3
4114812	10.4
4114813	7
4114814	6.6
4114815	13.8
4114816	8.1
4114817	2.8
4114818	6.5
4114819	6.9
4114820	6.8
4114821	3
4114822	3.1
4114823	17.3
4114824	8.1
4114825	4.9
4114826	6.8
4114827	11.8
4114828	9.1
4114830	10.1
4114901	2.1
4114902	3.4
4114903	8.7
4114904	3.1
4114905	7.8
4114906	10.6
4114907	8.3
4114908	7.9
4114909	8.9
4114910	4.2
4114911	2.1
4114912	4.9
4114913	9.7
4114914	6.3
4115001	8.9
4115002	6.2
4115003	4.4
4115004	4.3
4115005	5.2
4115006	1.8
4115007	12.2
4115008	2.5
4115009	4.8
4115010	3.9
4115011	2.5
4115012	2.8
4115013	9.1
4115014	3.3
4115015	14.5
4115016	3.9
4115017	5.9
4115018	3.9
4115101	1.8
4115102	1.5
4115103	14.9
4115104	4.1
4115105	6.4
4115106	9.8
4115107	4.6
4115108	2.1
4115109	2.8
4115111	6.4
4115112	1.8
4115113	8
4115201	3.1
4115202	18.6
4115203	2.5
4115204	7.9
4115205	10
4115206	6.7
4115207	5.7
4115208	16.9
4115209	19.5
4115210	5.1
4115211	3.6
4115212	2.1
4115213	6.7
4115214	2.7
4115215	4
4115216	8.9
4115401	6.8
4115402	4.7
4115403	5.3
4115404	5.3
4115407	7.9
4115408	3.9
4115409	9.1
4115410	6.6
4115411	5.4
4115412	1.7
4115413	4.3
4115414	3.9
4115415	6.9
4115416	3.1
4115417	2.1
4115418	7.9
4115501	1.1
4115503	1.5
4115504	2.4
4115505	3.9
4115506	1
4115601	17.1
4115602	6
4115603	7.9
4115604	5
4115605	1.9
4115606	5.5
4115607	1.4
4115608	4.7
4115609	2.1
4115701	9.4
4115702	1.6
4115704	3
4115708	3.7
4115710	2.5
4115712	1.9
4115713	2
4115714	2.3
4115715	5.1
4115716	4.3
4115717	4.1
4115718	2.4
4115719	3.3
4115721	3
4115801	4.8
4115802	4.9
4115803	13.4
4115804	8.3
4115805	5.5
4115806	12
4115807	2.5
4115808	4.8
4115809	1.9
4115901	6.9
4115902	8.8
4115904	10.7
4115905	5.7
4115906	5.4
4115907	9
4115908	5.8
4115909	14.8
4115910	8.5
4115911	9.9
4115912	5.4
4115913	4.8
4115914	11.6
4115915	2.7
4115916	2.3
4115917	4.2
4115918	4.1
4115920	3
4115921	10.2
4115922	7.2
4115923	6.3
4115924	1.9
4115925	9.1
4116001	12.4
4116002	12.9
4116003	8.6
4116004	5.9
4116005	8
4116006	6.3
4116007	3.6
4116008	5.3
4116009	13.8
4116010	10.6
4116101	2.9
4116102	2.1
4116103	3.6
4116104	6.3
4116105	4.2
4116106	12
4116107	6.3
4116108	7.4
4116109	5.7
4116110	1.4
4116201	3.4
4116202	3.6
4116205	4
4116206	6.9
4116207	9.7
4116208	3.7
4116209	4.6
4116210	9.4
4116211	2.8
4116212	1.7
4116213	3.5
4116214	2.3
4116215	2.9
4116216	2.4
4116301	5.7
4116302	7.8
4116303	6.6
4116305	6.7
4116306	4.7
4116401	6.7
4116402	7.6
4116403	5
4116404	3.4
4116405	8.1
4116406	3.5
4116407	2.6
4116408	5.3
4116409	10.2
4116410	11.5
4116411	8.7
4116412	3.5
4116414	7.4
4116416	3.1
4116417	6.5
4116501	13.7
4116502	13.2
4116503	8.2
4116504	4.3
4116505	3.7
4116506	3.7
4116507	6.9
4116508	11.2
4116509	8.3
4116510	3.9
4116511	13
4116512	10.8
4116513	9.4
4116514	20.3
4116515	27.7
4116516	7.8
4116517	3.7
4116518	9
4116519	7
4116520	2.6
4116521	12.5
4116522	8.5
4116523	7.6
4116524	14.7
4116526	7.1
4116527	6.1
4116528	10.3
4116529	5
4116530	11.4
4116531	14.5
4116532	14.7
4116533	23.3
4116534	17
4116535	11.3
4116536	11.1
4116538	7.1
4116539	5.2
4116540	5.7
4116541	19.8
4116601	6.1
4116602	5.3
4116603	44.4
4116604	9.8
4116605	4.9
4116606	3.7
4116607	1.5
4116608	5.4
4116609	5.7
4116701	20.3
4116702	9.7
4116703	10.3
4116704	3.3
4116705	5.3
4116706	2.6
4116707	8
4116708	10.3
4116709	19.3
4116710	9.2
4116712	1.7
4116713	9.3
4116801	4.1
4116802	8.1
4116803	2.1
4116804	5.3
4116805	7.1
4116806	3.3
4116808	4
4116809	2.9
4116810	3.3
4116811	3.9
4116812	8
4116813	6.5
4116901	5.5
4116902	3.9
4116903	4.3
4116904	7.8
4116905	7.3
4116906	13.5
4116907	8.6
4116908	11.3
4116911	34.4
4116913	2.1
4116914	5.3
4116915	4.8
4116916	9.1
4116917	8.7
4116918	2.2
4117001	12.5
4117002	5.6
4117003	3.7
4117004	2.9
4117005	7.6
4117006	3.8
4117007	5.1
4117008	3.2
4117010	5
4117011	4
4117012	6.9
4117013	14.9
4117014	8.2
4117015	3.9
4117016	10.5
4117017	4.9
4117018	11.6
4117101	10
4117102	8.5
4117103	9.1
4117104	5.6
4117105	11.3
4117106	7.5
4117107	3.5
4117108	9.9
4117109	8.4
4117110	8.1
4117111	10.8
4117112	6.3
4117113	7
4117115	3.9
4117116	8.9
4117117	8
4117118	5.2
4117119	7.1
4117120	10.8
4117121	7.8
4117123	4.5
4117124	6.3
4117125	11.3
4117126	2.8
4117201	7.6
4117202	10.3
4117203	9.2
4117204	12.1
4117206	5.7
4117207	7.8
4117208	10.5
4117209	12.8
4117210	11.6
4117211	12.8
4117212	12.4
4117213	7.4
4117214	7.7
4117215	12.3
4117216	9.6
4117217	6.9
4117218	15.3
4117219	19.7
4117301	16.5
4117302	31.9
4117303	3.2
4117304	1.1
4117305	1
4117306	10.1
4117307	3.7
4117308	9.1
4117309	6.4
4117310	7.2
4117311	9.7
4117312	3
4117313	5.1
4117314	7.4
4117315	6.5
4117316	7.1
4117317	2.4
4117318	5.4
4117319	11.9
4117320	7.8
4117321	5.7
4117323	2.3
4117324	23.4
4117325	7.4
4117326	5.8
4117327	2.1
4117328	7.7
4117329	4.3
4117330	1.4
4117331	10.9
4117332	11.9
4117333	4.7
4117334	2.8
4117335	31.6
4117401	4.1
4117402	6
4117403	3.3
4117404	9.5
4117405	2.9
4117406	7.7
4117408	2.3
4117409	9.1
4117410	6
4117411	11.1
4117412	2.8
4117413	5.7
4117414	5.1
4117415	10.7
4117416	10.7
4117418	7.4
4117419	7.2
4117420	4.7
4117421	5.2
4117422	4
4117423	13.8
4117425	9.8
4117426	4.8
4117427	6.5
4117428	1.5
4117429	3.7
4117430	1.6
4117431	4.1
4117432	6.5
4117433	3.1
4949999	29
5100101	2.4
5100102	5.4
5100103	8.2
5100104	6.4
5100105	5.9
5100107	3.7
5100109	3.3
5100111	5.6
5100112	2.5
5100113	3.2
5100114	3.1
5100115	5.2
5100202	3.7
5100203	7.9
5100204	13.8
5100205	2.6
5100206	12.4
5100207	12.3
5100209	7.4
5100213	7.9
5100214	5.2
5100216	9.2
5100217	4.3
5100218	10.3
5100219	6.6
5100220	4.1
5100222	6
5100223	5
5100224	7.6
5100226	4.7
5100229	7.3
5100230	10.4
5100231	6.2
5100232	2.4
5100233	9.1
5100234	6.5
5100235	13.9
5100236	7.7
5100237	5.2
5100238	3.5
5100239	9.4
5100240	10.3
5100241	6.5
5100243	6.8
5100244	6.1
5100246	3.2
5100249	5.3
5100250	5.5
5100251	7.6
5100252	3
5100253	5.1
5100254	13.3
5100256	9
5100257	7.5
5100258	3.1
5100259	6.5
5100260	8.7
5100261	6.5
5100262	13.2
5100263	4.5
5100264	5.5
5100265	13.8
5100266	4.1
5100267	2.8
5100268	2.1
5100270	3.7
5100271	7.1
5100272	4
5100273	5.1
5100274	5.3
5100275	6.4
5100276	8.2
5100277	3
5100278	10.2
5100279	8.6
5100280	9.1
5100281	13.5
5100282	6.5
5100283	5.3
5100303	10.1
5100304	2.1
5100305	3.1
5100306	4.1
5100307	5.2
5100308	1.4
5100310	6.2
5100311	2.5
