SA1_7DIGITCODE_2016	Sex	unemployment
5104156	M	9.3
5104157	F	5
5104157	M	5.1
5104158	F	7.4
5104158	M	4.1
5104159	F	3.7
5104159	M	11
5104160	F	18.2
5104160	M	8.3
5104162	F	11.1
5104162	M	3.5
5104163	F	7.1
5104163	M	5.5
5104164	F	7.5
5104164	M	8.6
5104166	F	6.1
5104166	M	5.4
5104169	F	5
5104169	M	4.2
5104170	F	11.5
5104170	M	10.1
5104171	F	6.5
5104171	M	12.3
5104172	F	14.3
5104173	F	9.7
5104173	M	6.1
5104174	F	6.8
5104174	M	7.4
5104175	F	14
5104175	M	14.5
5104176	F	12.2
5104176	M	8.4
5104177	F	7
5104177	M	6.4
5104178	F	8.7
5104178	M	5.4
5104179	F	13.9
5104179	M	8.9
5104180	F	10.3
5104180	M	8.3
5104182	F	7.3
5104182	M	6
5104183	F	7.9
5104183	M	6
5104184	F	4.1
5104184	M	9
5104185	F	9.2
5104185	M	9.3
5104186	F	9.9
5104186	M	14
5104201	F	7.9
5104201	M	5.7
5104202	F	8.6
5104202	M	3.1
5104203	F	5.4
5104203	M	3.7
5104205	F	9.1
5104205	M	5.5
5104206	F	7.3
5104206	M	9.1
5104207	F	4
5104207	M	4.5
5104208	F	11.1
5104208	M	8.4
5104209	F	4.5
5104209	M	3.4
5104210	F	7.6
5104210	M	6.7
5104211	F	9.8
5104212	F	4.7
5104213	F	8.3
5104213	M	2.8
5104214	F	8.8
5104214	M	7.8
5104215	F	2.6
5104215	M	7.9
5104216	M	4.4
5104217	F	7.6
5104217	M	6.3
5104218	M	4.9
5104219	F	2.8
5104219	M	4.3
5104220	F	8.7
5104220	M	8.3
5104221	F	7.9
5104221	M	5.7
5104222	F	3.3
5104222	M	9.5
5104223	F	9
5104223	M	15.9
5104224	F	3.7
5104224	M	2.8
5104225	F	2.8
5104225	M	4.1
5104226	F	4.1
5104226	M	5.8
5104228	F	4.1
5104228	M	14.3
5104229	F	9.6
5104229	M	12.1
5104230	F	3.4
5104230	M	8.7
5104231	F	6.3
5104231	M	11.8
5104232	F	3.8
5104233	F	1.7
5104233	M	3
5104234	F	8.8
5104234	M	8.9
5104235	F	5.3
5104235	M	10
5104236	F	5.1
5104236	M	9.2
5104238	M	7.6
5104301	F	6
5104301	M	5.3
5104303	F	5.7
5104303	M	10.7
5104304	F	5
5104304	M	6.8
5104305	F	16
5104305	M	14.7
5104306	F	11.5
5104306	M	6.1
5104307	F	11.8
5104307	M	13.3
5104308	F	2.4
5104308	M	8.8
5104310	F	6.3
5104313	F	14.4
5104313	M	11.1
5104314	F	13
5104314	M	9
5104315	F	13.3
5104315	M	9.1
5104316	F	10.5
5104316	M	9.3
5104317	F	2.8
5104317	M	5.1
5104318	F	6.3
5104319	F	2.4
5104319	M	4.3
5104320	F	2.7
5104320	M	6.3
5104321	F	5.1
5104321	M	7
5104322	F	5
5104322	M	2.8
5104323	F	3.4
5104323	M	5.8
5104324	F	11.4
5104324	M	3.1
5104325	F	2.7
5104325	M	7.8
5104326	F	2.8
5104326	M	3.4
5104327	F	4
5104327	M	9.1
5104328	F	4.2
5104328	M	4.8
5104329	F	7.3
5104329	M	3.7
5104330	F	3.6
5104330	M	3.8
5104331	F	3.7
5104331	M	4
5104332	F	3.4
5104332	M	12.6
5104333	F	4.1
5104333	M	2.9
5104334	F	5.4
5104334	M	2.3
5104335	F	2.1
5104335	M	8.3
5104336	F	8.3
5104336	M	10.7
5104337	F	7.4
5104337	M	10.5
5104338	F	7
5104338	M	4.8
5104339	F	5.7
5104339	M	4.7
5104340	F	11.2
5104340	M	8.3
5104341	F	12.5
5104341	M	6.7
5104342	F	14.1
5104342	M	4.4
5104343	F	4.2
5104343	M	14.5
5104401	F	3.7
5104401	M	4.2
5104402	M	6
5104403	F	7.9
5104403	M	11.7
5104404	F	15
5104404	M	12.4
5104405	F	8
5104405	M	12.7
5104406	F	5.5
5104406	M	9.5
5104407	F	2.7
5104407	M	7.9
5104408	F	2.4
5104408	M	8.8
5104409	F	9
5104409	M	3.3
5104410	F	7.2
5104410	M	14.7
5104411	F	5.6
5104411	M	8.9
5104412	F	4.9
5104412	M	11.8
5104413	F	7.9
5104413	M	10.6
5104414	F	6.9
5104414	M	3.3
5104415	F	9.7
5104415	M	12.9
5104416	F	7.6
5104416	M	8.7
5104417	F	2.8
5104417	M	8.1
5104418	F	7.4
5104418	M	9.7
5104419	F	4
5104419	M	12.8
5104420	F	3.8
5104420	M	5.9
5104421	F	6
5104421	M	12.5
5104422	F	3.5
5104422	M	6.5
5104423	F	4.3
5104423	M	7
5104424	F	17.6
5104424	M	5.4
5104425	M	4.1
5104426	F	10
5104426	M	8.6
5104427	F	10
5104427	M	13.4
5104428	F	3
5104428	M	14.3
5104429	F	5.6
5104429	M	6.4
5104430	F	4
5104430	M	14.1
5104431	F	13.2
5104431	M	8.8
5104433	F	10.7
5104433	M	7.8
5104435	F	3.3
5104435	M	5.1
5104436	F	9
5104436	M	7.5
5104437	F	6.4
5104437	M	20
5104501	F	10.2
5104501	M	2.8
5104502	F	4.8
5104502	M	3.8
5104503	F	2.1
5104503	M	7.4
5104504	F	2.9
5104504	M	12
5104505	F	6.7
5104505	M	7
5104506	F	10.6
5104506	M	5.8
5104507	F	18.6
5104507	M	7.4
5104508	F	8
5104508	M	10.7
5104509	F	2.9
5104509	M	4.5
5104510	F	9.2
5104510	M	9.3
5104511	F	3.1
5104511	M	12.3
5104513	F	2.8
5104513	M	9.4
5104514	F	5.6
5104514	M	9.8
5104515	F	3
5104515	M	9.9
5104516	F	3
5104516	M	4.2
5104517	F	7.7
5104517	M	5.6
5104518	F	5.1
5104518	M	16.8
5104521	F	5.6
5104521	M	11
5104522	F	4.3
5104522	M	3.6
5104523	F	4.5
5104523	M	4.1
5104524	F	10.9
5104524	M	13.5
5104525	F	3.2
5104525	M	4.9
5104527	F	8.9
5104527	M	8.3
5104528	F	2.8
5104528	M	8.5
5104529	F	3.5
5104529	M	3
5104530	F	7.3
5104530	M	9.3
5104531	F	8.8
5104531	M	8.8
5104532	F	5.6
5104532	M	3.9
5104533	F	7.9
5104533	M	6.7
5104534	F	7.1
5104534	M	9.4
5104535	F	7.8
5104535	M	13
5104536	F	9.2
5104536	M	3.4
5104537	F	2
5104537	M	5.1
5104538	F	14.3
5104538	M	15.8
5104539	M	6
5104540	F	3.1
5104540	M	13.2
5104541	F	7.2
5104541	M	9.2
5104542	F	5.4
5104542	M	3.1
5104543	F	2
5104543	M	6.4
5104544	F	14.1
5104544	M	8.4
5104545	F	7.7
5104545	M	7
5104546	F	4.6
5104546	M	5.4
5104547	F	4.3
5104547	M	2.4
5104548	F	5.5
5104548	M	7.7
5104550	F	5
5104550	M	5.9
5104551	F	4.5
5104551	M	3.3
5104552	F	4.4
5104552	M	10.1
5104553	F	3.1
5104553	M	11.2
5104554	F	5.6
5104554	M	4.1
5104555	F	20
5104555	M	22.2
5104556	F	4
5104556	M	4
5104557	F	16.2
5104557	M	15.7
5104558	F	11.5
5104558	M	13.3
5104560	F	10.1
5104560	M	2.9
5104601	F	3.8
5104601	M	3.3
5104602	F	3
5104602	M	5.3
5104603	F	5.2
5104603	M	4.9
5104604	F	3.7
5104604	M	2.6
5104605	F	5.1
5104605	M	9.8
5104606	F	3.6
5104606	M	8.1
5104607	F	8
5104607	M	3.9
5104609	F	2.8
5104609	M	11.6
5104610	F	5.6
5104610	M	9.8
5104611	F	9
5104611	M	4.2
5104612	F	6.2
5104612	M	3
5104613	F	8.2
5104613	M	12.7
5104614	F	9.2
5104614	M	7
5104615	F	6.3
5104615	M	7.6
5104616	F	7.7
5104616	M	5.7
5104617	F	4.8
5104617	M	7.8
5104618	F	6.5
5104618	M	10.4
5104619	F	9.1
5104619	M	6.2
5104620	F	6.3
5104620	M	5.8
5104621	F	12.4
5104621	M	6.2
5104622	F	8.1
5104622	M	10.1
5104623	F	8.9
5104623	M	6.9
5104624	F	14.3
5104624	M	10.2
5104625	F	7.5
5104625	M	7.9
5104626	F	4.7
5104626	M	9.4
5104627	F	10.1
5104627	M	10.7
5104628	F	12.5
5104628	M	11.3
5104701	F	3.9
5104701	M	7.2
5104702	F	5.1
5104702	M	6.5
5104703	F	11.4
5104703	M	8.4
5104704	F	12
5104704	M	10.2
5104705	F	6.9
5104705	M	8.4
5104706	F	9.5
5104706	M	9.8
5104707	F	14.7
5104707	M	11.4
5104708	F	16
5104708	M	9.4
5104709	F	8.6
5104709	M	10.6
5104710	F	14.1
5104710	M	3.7
5104711	F	4.6
5104711	M	9.5
5104712	F	7.9
5104712	M	9.7
5104713	F	12.2
5104713	M	13.9
5104714	F	12.1
5104714	M	15.4
5104716	F	9.8
5104716	M	13.9
5104717	F	9.6
5104717	M	9.3
5104718	F	4.9
5104718	M	3.6
5104719	M	7.9
5104720	F	4.7
5104720	M	3.2
5104721	F	6.7
5104721	M	4.9
5104722	F	6
5104722	M	7.7
5104723	F	10.9
5104723	M	11.8
5104724	F	10.2
5104724	M	15.1
5104725	M	13.3
5104726	F	5.8
5104726	M	9.1
5104727	F	9.3
5104727	M	11.6
5104728	F	8.8
5104728	M	8.6
5104729	F	9.1
5104729	M	8
5104730	F	11.5
5104730	M	5.7
5104731	F	7.1
5104731	M	13.9
5104732	F	11.4
5104732	M	9.7
5104733	F	9
5104733	M	6
5104734	F	6.4
5104734	M	12.1
5104735	F	6.9
5104735	M	8.6
5104736	F	7.1
5104736	M	5.5
5104737	F	2.3
5104737	M	5.9
5104738	F	2.1
5104738	M	7
5104739	F	6.7
5104739	M	5.9
5104740	F	11.2
5104740	M	13.1
5104741	F	9.1
5104741	M	7.8
5104742	F	7.1
5104742	M	6
5104743	F	11.3
5104743	M	13.4
5104744	M	7.6
5104745	F	3.4
5104745	M	12
5104802	F	6.1
5104802	M	8.3
5104803	F	7.5
5104803	M	8.5
5104804	F	13.4
5104804	M	12.4
5104805	M	4.8
5104806	F	8.1
5104806	M	6.1
5104807	F	7.9
5104807	M	8.1
5104808	F	12
5104808	M	5.7
5104809	F	6.3
5104809	M	5.8
5104810	F	9.1
5104810	M	8.2
5104811	F	7
5104811	M	10
5104812	F	4.3
5104812	M	5.9
5104813	F	8.5
5104813	M	3.8
5104814	F	5.2
5104814	M	15.3
5104815	F	13.2
5104815	M	11.6
5104816	F	5.2
5104816	M	9
5104817	F	3
5104817	M	7.1
5104818	F	11.5
5104818	M	5.1
5104819	F	5.5
5104819	M	12
5104820	F	10.7
5104820	M	8.1
5104821	F	10.8
5104821	M	3.9
5104901	F	6.7
5104901	M	2.6
5104902	F	3.9
5104902	M	5.3
5104903	F	7.3
5104903	M	7.3
5104904	F	8.5
5104904	M	9.3
5104906	F	3.3
5104906	M	5.4
5104907	F	5.2
5104907	M	7.5
5104908	F	7.8
5104908	M	9.2
5104909	F	20
5104910	F	12.2
5104910	M	6.1
5105001	M	4.9
5105002	F	7.1
5105002	M	11.4
5105004	F	12.2
5105004	M	5.3
5105005	F	4.8
5105005	M	7.1
5105006	F	8.9
5105006	M	7.7
5105007	F	4
5105008	F	5.6
5105008	M	3
5105009	M	6.7
5105010	M	5.4
5105011	F	4.3
5105011	M	17.6
5105012	F	4.2
5105012	M	4.1
5105013	F	5.1
5105013	M	10.5
5105014	F	3.6
5105014	M	11.8
5105015	F	2
5105015	M	1.9
5105016	M	17.6
5105017	F	9.8
5105018	F	8.1
5105018	M	14.3
5105019	F	4.5
5105019	M	4.1
5105020	F	9.5
5105020	M	5.8
5105101	F	3.3
5105101	M	3.9
5105103	F	9.1
5105103	M	5.8
5105104	F	10.3
5105104	M	10.8
5105105	F	11.1
5105105	M	12.5
5105106	F	5.2
5105106	M	8
5105107	F	3.9
5105107	M	3.8
5105108	F	8.8
5105108	M	4.1
5105109	F	3.3
5105109	M	8.7
5105112	F	8.4
5105113	F	12.7
5105113	M	9.5
5105114	F	4
5105114	M	7.9
5105115	F	5.5
5105115	M	5.6
5105301	F	5.9
5105301	M	5.6
5105302	F	4.1
5105302	M	4.4
5105303	F	4.7
5105303	M	6
5105304	F	6.1
5105304	M	2.7
5105305	F	2.2
5105305	M	8.4
5105306	M	9.3
5105307	F	23.1
5105307	M	15.9
5105308	F	4.8
5105308	M	7
5105309	M	4.5
5105310	F	11.1
5105310	M	3.8
5105311	F	3.8
5105311	M	13.3
5105312	F	7.9
5105312	M	3.9
5105313	F	5.1
5105313	M	8.7
5105314	F	8.4
5105314	M	3.7
5105316	F	7.1
5105316	M	13
5105317	F	7.6
5105317	M	8.7
5105318	F	4.2
5105318	M	13.5
5105319	F	11
5105319	M	8
5105320	F	6.9
5105320	M	7.9
5105321	M	9.9
5105322	F	5.8
5105322	M	5.1
5105323	F	12.3
5105323	M	9.3
5105324	F	2.4
5105324	M	4.8
5105325	F	7.5
5105325	M	14.8
5105326	M	5.3
5105327	F	7.5
5105327	M	9.8
5105328	M	5.8
5105329	F	6.3
5105329	M	8.3
5105330	M	5.3
5105331	F	3.9
5105331	M	10.9
5105334	F	5.1
5105334	M	3.3
5105335	F	2.5
5105335	M	5.1
5105336	F	4.9
5105337	F	11.3
5105337	M	5.2
5105338	F	10.5
5105338	M	13.3
5105401	F	3.8
5105401	M	8.9
5105402	F	6.5
5105402	M	18.2
5105403	F	11.6
5105403	M	8
5105404	F	2.8
5105404	M	14.6
5105405	F	19.6
5105405	M	14.6
5105406	F	12.8
5105407	F	2.9
5105407	M	5.6
5105408	F	5.9
5105408	M	5
5105409	F	9.2
5105409	M	18.8
5105410	F	33.3
5105410	M	14.6
5105411	F	8.4
5105411	M	9
5105412	F	6.8
5105412	M	17.5
5105413	F	17.3
5105413	M	25.8
5105414	M	10.9
5105415	F	2.2
5105415	M	10.3
5105416	F	7.8
5105416	M	8.7
5105417	F	8.9
5105417	M	9.1
5105418	F	12.5
5105418	M	12.7
5105419	F	6.7
5105419	M	14.8
5105420	F	3.7
5105420	M	7.6
5105421	F	2.8
5105421	M	13.2
5105422	F	6.9
5105422	M	8.5
5105423	F	2.5
5105423	M	5.2
5105424	F	12.2
5105424	M	10
5105425	F	3.7
5105425	M	6.7
5105426	F	4
5105426	M	6.3
5105427	F	9.9
5105427	M	10.6
5105428	F	8.7
5105428	M	7.3
5105429	F	5.1
5105429	M	25
5105430	F	17.2
5105430	M	9.9
5105431	F	13.3
5105431	M	11.3
5105432	F	10
5105432	M	13
5105601	F	24
5105601	M	22
5105602	F	4.1
5105602	M	8.9
5105603	F	4.5
5105603	M	11
5105604	F	11.3
5105604	M	11.9
5105605	F	10.1
5105605	M	6
5105606	F	14.3
5105606	M	10.7
5105607	F	6.3
5105607	M	9.3
5105608	F	11.3
5105608	M	7.2
5105609	F	5
5105609	M	15
5105610	F	7.5
5105610	M	16.7
5105611	F	5.7
5105611	M	5.6
5105612	F	7.7
5105612	M	7.7
5105613	F	4.1
5105613	M	9.9
5105614	F	12
5105614	M	6
5105615	F	5.3
5105615	M	13.4
5105616	F	13
5105616	M	9.7
5105617	F	2.7
5105617	M	8.4
5105618	F	5
5105618	M	4.9
5105619	F	8.4
5105619	M	7.5
5105620	F	12.7
5105620	M	8
5105621	F	3.5
5105621	M	8.3
5105622	F	14.1
5105622	M	7.1
5105623	F	8.7
5105623	M	10.5
5105624	F	15.8
5105624	M	13.6
5105625	F	10.7
5105625	M	16.7
5105626	F	7.1
5105626	M	17.3
5105627	F	4.8
5105627	M	9.2
5105628	F	9.1
5105628	M	9.6
5105629	F	7.2
5105629	M	9.8
5105630	F	16.9
5105630	M	21.8
5105631	M	5.4
5105633	F	9.1
5105633	M	7.5
5105634	F	8.7
5105634	M	10.1
5105635	F	4
5105635	M	11.1
5105636	F	4.5
5105636	M	2.5
5105637	F	7
5105637	M	11.3
5105638	F	4.8
5105638	M	9.9
5105639	F	10.5
5105639	M	6
5105640	F	13.2
5105640	M	14.1
5105641	F	13.2
5105641	M	14
5105642	F	10
5105642	M	6.3
5105643	F	12.8
5105644	F	4.5
5105644	M	14.7
5105645	F	14.3
5105645	M	12.9
5105646	F	7.2
5105646	M	10.2
5105647	F	10.3
5105647	M	9.4
5105648	F	9.9
5105648	M	6.8
5105649	F	17.5
5105649	M	5.8
5105651	F	14.3
5105651	M	7.3
5105701	M	4.5
5105702	F	3
5105702	M	7.9
5105703	F	9.7
5105703	M	7.8
5105704	F	9.8
5105704	M	11
5105707	F	8.4
5105707	M	2.8
5105708	F	7.7
5105708	M	17.2
5105710	F	2.7
5105710	M	6.6
5105711	F	17.1
5105711	M	8.2
5105712	F	11.3
5105712	M	7.4
5105713	F	11.4
5105713	M	8.9
5105715	F	13.1
5105715	M	18.6
5105716	F	14.4
5105716	M	14.5
5105717	F	6.3
5105717	M	6.7
5105718	F	9.9
5105718	M	10.4
5105719	F	11.7
5105719	M	5.6
5105720	F	16
5105720	M	15.6
5105721	F	7.7
5105721	M	18.1
5105722	F	11.1
5105722	M	9.8
5105723	F	8.1
5105723	M	14.9
5105724	F	8.4
5105724	M	3.1
5105725	F	6.7
5105725	M	7.2
5105727	F	11.8
5105727	M	15.4
5105728	F	9.3
5105728	M	6.1
5105729	F	8
5105729	M	6.4
5105730	F	10.1
5105730	M	4
5105731	F	8.3
5105731	M	8.9
5105732	F	3.7
5105732	M	8
5105733	F	7.2
5105733	M	4.8
5105734	F	12.9
5105734	M	7.1
5105735	F	6.2
5105735	M	8.7
5105736	F	18.6
5105736	M	15.3
5105737	F	7.3
5105737	M	13.8
5105738	F	11.8
5105738	M	16.9
5105739	F	6.5
5105739	M	5.6
5105740	F	5.2
5105740	M	4.2
5105741	F	11.9
5105741	M	9.1
5105802	F	10.6
5105802	M	11.5
5105803	F	12
5105803	M	9.7
5105804	F	4.4
5105804	M	5
5105805	F	8.2
5105805	M	10.6
5105806	M	7.7
5105807	F	10.3
5105808	F	4.5
5105808	M	2.7
5105809	F	5.7
5105809	M	4.5
5105810	F	2.6
5105810	M	7.8
5105811	F	2.6
5105811	M	5.7
5105812	F	5.5
5105813	F	2.5
5105813	M	11.6
5105902	F	10
5105902	M	5.9
5105905	F	4.1
5105905	M	7.2
5105906	F	4.1
5105906	M	11.5
5105909	F	11.7
5105909	M	8
5105910	F	5.7
5105910	M	13.3
5105911	M	7.9
5105912	F	6.2
5105912	M	4.7
5105913	F	7.2
5105913	M	5.5
5105914	F	5.6
5105914	M	11.1
5105915	F	3
5105915	M	10.6
5105916	F	18.2
5105916	M	4.4
5105917	F	9.7
5105917	M	7.6
5105918	F	4.4
5105919	F	16.2
5105919	M	3.3
5105920	F	7.2
5105920	M	9.8
5105921	F	19.2
5105921	M	3.6
5105922	F	17.5
5105922	M	6
5105923	F	3.1
5105923	M	4.7
5105924	F	7.4
5105924	M	10.7
5105925	F	13.4
5105925	M	7.1
5105926	F	8.3
5105926	M	8.1
5105927	F	5.3
5105927	M	4.8
5105928	F	6.7
5105928	M	5.2
5105929	F	5
5105930	F	8.5
5105930	M	9.4
5105932	F	16.2
5105932	M	13.3
5105933	F	8.4
5105933	M	10.6
5105934	F	4.1
5105934	M	5.3
5105935	F	14.4
5105935	M	3.3
5105936	M	12.7
5105938	F	9
5105938	M	7.5
5105939	F	4.6
5105939	M	4.6
5105940	F	3.4
5105940	M	4.6
5105941	F	8.1
5105941	M	6.6
5105942	F	11.2
5105942	M	6.3
5105943	F	13.6
5105943	M	12.5
5105944	F	14
5105944	M	6.7
5105945	F	11.2
5105945	M	12.1
5105946	F	7.9
5105946	M	6.4
5105947	F	8.1
5105947	M	9.1
5105948	F	17.1
5105948	M	9.4
5105949	F	3.7
5105949	M	8.5
5105952	F	15.4
5105952	M	6.2
5105953	F	8
5105953	M	4.3
5105954	F	15.2
5105954	M	15.7
5105955	F	13.7
5105955	M	10
5105956	F	14.4
5105956	M	6.5
5105957	F	3.7
5105957	M	6.8
5105959	F	7.2
5105959	M	5.4
5105960	F	12.7
5105960	M	5.2
5105961	F	6.1
5105961	M	9.1
5105962	F	7.7
5105962	M	6.3
5105963	F	8.3
5105963	M	9.7
5105964	F	6.5
5105964	M	3.5
5105965	F	10.6
5105965	M	11
5105966	F	3.5
5105966	M	13
5105967	F	7.8
5105967	M	8.7
5105968	F	8.9
5105968	M	8.4
5105969	F	6.5
5105969	M	3.8
5105970	F	10.5
5105970	M	8.8
5105971	F	4.7
5105971	M	2.6
5105972	F	8.9
5105972	M	6.2
5105973	F	6.8
5105973	M	11.7
5105974	F	4
5105974	M	3.4
5105976	F	4.4
5105976	M	7.4
5105977	F	7.2
5105977	M	6.5
5105978	F	3.4
5105978	M	9.6
5105979	M	7.7
5105980	F	11.6
5105980	M	12.2
5105981	F	5.3
5105981	M	3.9
5105982	F	9.4
5105982	M	6.9
5105983	F	12.1
5105983	M	9.9
5105984	F	7.6
5105984	M	6.9
5105985	F	14.8
5105985	M	6.5
5105986	F	4.2
5105986	M	4.9
5105987	F	6.9
5105987	M	7.9
5106001	F	4.4
5106002	F	3.2
5106002	M	5.9
5106003	F	5
5106003	M	15.2
5106004	F	6.5
5106004	M	6.3
5106005	F	5.1
5106005	M	8.2
5106006	F	4.3
5106006	M	9.6
5106007	F	4.8
5106008	F	5.3
5106102	F	3.9
5106102	M	7.9
5106104	M	8.9
5106105	F	9.9
5106105	M	2.6
5106108	F	15.5
5106108	M	12.7
5106109	F	6.6
5106109	M	4.4
5106110	M	10.8
5106111	F	4.4
5106111	M	9.2
5106112	F	5.6
5106112	M	16.4
5106113	F	6
5106113	M	9.1
5106201	F	7.3
5106201	M	4.1
5106202	F	5.4
5106202	M	6.1
5106203	F	11.2
5106203	M	12.4
5106204	F	4.4
5106204	M	2.9
5106205	F	7.8
5106205	M	9.2
5106206	F	4.2
5106206	M	13.7
5106207	F	6.5
5106207	M	4.7
5106208	F	13.6
5106208	M	5.9
5106209	M	4.7
5106210	F	7.1
5106210	M	18.3
5106211	F	11.4
5106211	M	22.1
5106212	F	16.7
5106212	M	16.5
5106213	F	11
5106213	M	12.3
5106214	F	19
5106214	M	9.8
5106215	F	21
5106215	M	18.6
5106216	F	5
5106216	M	6
5106217	F	5.2
5106217	M	9
5106218	F	6
5106218	M	12.9
5106219	F	7.1
5106219	M	8
5106220	F	12.6
5106220	M	10.5
5106502	F	8.7
5106502	M	3
5106503	M	7.3
5106504	F	9.1
5106504	M	4.5
5106505	F	9.2
5106505	M	8.1
5106506	M	5.3
5106507	F	13.8
5106507	M	7.2
5106508	F	4.7
5106508	M	11.5
5106509	F	18.8
5106509	M	16.7
5106510	F	33.3
5106511	F	12.8
5106511	M	12.9
5106512	F	15.9
5106512	M	9.2
5106513	F	17.9
5106513	M	11.1
5106514	F	4.5
5106514	M	6.8
5106601	F	16.9
5106601	M	14.1
5106602	F	16.4
5106602	M	17.6
5106603	F	14.2
5106603	M	12.3
5106604	F	12.5
5106604	M	7.6
5106605	F	6.8
5106605	M	11.6
5106606	F	18.6
5106606	M	14.9
5106607	F	8.2
5106607	M	14.3
5106608	F	11.2
5106608	M	13.9
5106609	F	10.3
5106609	M	13.3
5106610	F	8.8
5106610	M	9.5
5106611	F	4.8
5106611	M	9.1
5106615	F	4.4
5106615	M	7.1
5106616	F	6.5
5106616	M	9
5106617	F	9.1
5106617	M	5.4
5106618	F	28
5106618	M	17.2
5106619	F	11.3
5106619	M	9.6
5106620	F	22.6
5106620	M	13.8
5106621	F	3
5106621	M	5.9
5106622	F	6.4
5106622	M	7.8
5106624	F	7.7
5106624	M	19.2
5106625	F	18.2
5106625	M	11
5106626	F	3.6
5106626	M	17.6
5106627	F	22.1
5106627	M	12
5106628	F	11.1
5106628	M	7.1
5106701	F	8.5
5106701	M	5.1
5106702	F	15.2
5106702	M	3.9
5106703	F	8
5106703	M	13.8
5106704	F	6.8
5106704	M	5.1
5106705	F	4.5
5106705	M	2.5
5106706	F	7.9
5106706	M	14
5106707	F	5.5
5106707	M	7.7
5106708	F	2.5
5106708	M	6.7
5106709	F	3.6
5106709	M	7.5
5106710	F	1.9
5106710	M	3.9
5106711	F	9.1
5106711	M	4.5
5106712	F	7.3
5106712	M	9.3
5106713	F	8.3
5106713	M	8.3
5106714	F	20
5106714	M	12.2
5106715	F	17
5106715	M	12.1
5106716	F	9.2
5106716	M	10
5106717	M	4.8
5106720	F	7.1
5106720	M	20
5106801	F	4.8
5106801	M	7.4
5106802	F	16.2
5106802	M	3.8
5106803	F	14.5
5106803	M	6.2
5106804	F	6.2
5106804	M	4.6
5106807	F	5.3
5106807	M	12.8
5106808	F	5.3
5106808	M	10.7
5106809	F	5.2
5106809	M	3
5106810	F	8.8
5106810	M	9.4
5106811	F	12.2
5106811	M	5.5
5106812	F	6.9
5106812	M	8.8
5106813	F	11.2
5106813	M	10.6
5106814	F	4.6
5106814	M	4.9
5106815	F	9.5
5106815	M	7.2
5106816	F	6.4
5106816	M	3.4
5106818	F	8
5106818	M	5.8
5106819	F	6.7
5106819	M	5.9
5106820	F	6.4
5106820	M	7.5
5107001	F	6.5
5107001	M	13.8
5107002	F	8.4
5107002	M	10.1
5107003	F	9.3
5107003	M	14.3
5107004	F	12.8
5107004	M	6.6
5107005	F	6.8
5107005	M	8.1
5107006	F	4.9
5107006	M	9.6
5107007	F	5
5107007	M	9.5
5107008	F	5.5
5107008	M	5.8
5107009	F	3.8
5107009	M	13
5107010	F	5.8
5107010	M	15.7
5107011	F	7.6
5107011	M	12.2
5107012	F	4.6
5107012	M	6.1
5107013	F	7.9
5107013	M	8.5
5107014	F	5.8
5107014	M	7.4
5107015	F	7.4
5107015	M	9.2
5107016	F	9.7
5107016	M	5.9
5107017	F	2.9
5107017	M	7.1
5107018	F	1.9
5107018	M	7.3
5107019	F	7.1
5107019	M	3.6
5107020	F	3.8
5107020	M	7.8
5107021	F	15.4
5107021	M	10
5107022	F	4.1
5107022	M	9.6
5107024	F	4
5107024	M	8.5
5107101	F	13.9
5107101	M	7.9
5107102	F	9.7
5107102	M	7.4
5107103	F	12.2
5107103	M	4.4
5107104	F	6.3
5107104	M	9.9
5107105	F	6.9
5107105	M	2.3
5107106	F	14
5107106	M	6.3
5107107	F	2.6
5107107	M	10.7
5107108	F	3.2
5107108	M	4.1
5107109	F	17.6
5107109	M	10.8
5107110	F	2.4
5107110	M	14.4
5107111	F	5.2
5107111	M	12.6
5107112	F	4.7
5107112	M	9.2
5107113	F	9.3
5107113	M	7.3
5107114	F	11.9
5107114	M	8.8
5107115	F	4.3
5107115	M	10.9
5107116	F	4.8
5107116	M	10.2
5107117	F	7.6
5107117	M	5.7
5107118	F	7.4
5107118	M	8.2
5107119	F	14.7
5107119	M	5.8
5107120	F	4
5107120	M	7.2
5107121	F	6.3
5107121	M	6.8
5107122	F	6.6
5107122	M	5.7
5107123	F	7.6
5107123	M	8.9
5107124	F	10.1
5107124	M	5.5
5107126	F	6.1
5107126	M	6.6
5107127	F	13.5
5107127	M	11.2
5107128	F	3.2
5107128	M	9.3
5107129	F	10.6
5107129	M	9.1
5107130	F	9.7
5107130	M	13.8
5107131	F	6.5
5107131	M	15.1
5107132	F	8
5107132	M	4.3
5107133	F	7
5107133	M	4.2
5107134	F	7
5107134	M	3.2
5107135	F	2.8
5107135	M	8.6
5107201	F	6.8
5107201	M	4
5107202	F	5.6
5107202	M	8.2
5107203	F	5.1
5107203	M	9.5
5107204	F	5.1
5107204	M	4.9
5107205	F	5.9
5107205	M	4.7
5107206	F	4.1
5107206	M	6.1
5107207	F	9.3
5107207	M	5.6
5107208	F	9.3
5107208	M	14
5107209	F	5.7
5107209	M	6.1
5107210	F	12.3
5107210	M	7.7
5107211	M	6.1
5107212	F	3.2
5107212	M	2.5
5107213	F	3.4
5107213	M	6
5107214	F	5.1
5107214	M	6.1
5107215	F	5.7
5107215	M	2.6
5107216	F	2.7
5107216	M	6.2
5107217	F	5.8
5107217	M	8.5
