SA1_7DIGITCODE_2016	labourForceParticipation
1108019	53.6
1108020	45
1108021	59.3
1108022	57.6
1108023	43.4
1108024	47.3
1108025	51
1108027	59.8
1108028	60.4
1108029	64.9
1108030	52
1108031	42.6
1108032	39.3
1108033	49.4
1108034	49.5
1108036	62.7
1108037	52.8
1108038	50.7
1108039	57.7
1108040	57.4
1108041	31.8
1108042	53.5
1108043	47.6
1108044	59.6
1108046	28.4
1108047	45.5
1108048	44
1108049	46.4
1108050	51.7
1108052	45.5
1108053	59.3
1108054	55.8
1108055	52.3
1108101	46.7
1108102	44
1108103	31.7
1108104	53.9
1108105	46
1108106	46.9
1108107	53.6
1108108	43.6
1108109	44.3
1108110	47.8
1108112	37.1
1108113	49.2
1108114	50.5
1108115	58.4
1108116	51.9
1108117	55.7
1108118	58.6
1108119	39.4
1108120	37.5
1108121	34.5
1108122	35.6
1108123	43.4
1108124	51
1108125	54.2
1108126	49.1
1108127	64.8
1108128	60.3
1108129	47.7
1108130	40.6
1108131	53.2
1108132	43.1
1108133	47.1
1108134	56.2
1108135	51.4
1108136	47.8
1108137	55.1
1108138	51
1108139	55
1108140	51.2
1108141	51.8
1108143	57.3
1108144	47.5
1108145	46.8
1108146	53.2
1108147	38.9
1108148	42.4
1108149	35
1108150	44.7
1108151	78.3
1108152	57.9
1108202	32.8
1108203	41
1108204	40.3
1108205	36.5
1108206	54.5
1108207	51.6
1108208	58.2
1108209	32.5
1108210	33.3
1108211	38.8
1108212	35.4
1108213	41.4
1108214	52.7
1108215	30.9
1108216	38.4
1108217	42
1108218	40.7
1108219	41.5
1108220	38.4
1108221	27.2
1108222	28.2
1108223	55
1108224	53.4
1108225	53.1
1108226	30.3
1108227	44.6
1108228	44.8
1108229	38.5
1108230	38.1
1108231	46.3
1108232	36
1108233	41.4
1108234	49
1108235	50.2
1108237	40.4
1108238	45.1
1108239	56.4
1108240	56.4
1108241	23.5
1108242	29.2
1108243	50.1
1108244	17
1108245	59.7
1108301	54.1
1108302	57.9
1108303	57.8
1108304	57
1108305	53.8
1108306	45.5
1108307	50.4
1108308	54.8
1108309	55.4
1108310	58.2
1108311	50.7
1108312	54.3
1108313	48.6
1108314	55.8
1108315	59.5
1108316	44.4
1108317	50.5
1108401	63.1
1108403	44
1108404	47.5
1108405	52.2
1108406	57.2
1108407	52.3
1108408	51.9
1108409	58.5
1108410	52.7
1108411	42.1
1108412	56.3
1108413	51.9
1108414	47.4
1108415	57.9
1108416	50.2
1108417	58.9
1108418	47.7
1108419	54.9
1108420	60.7
1108421	60.8
1108422	45.9
1108423	46.2
1108424	47.6
1108425	63.4
1108426	54.7
1108427	66.4
1108428	33.3
1108429	25.2
1108430	63.7
1108431	44.2
1108432	49.2
1108433	52.1
1108434	55.2
1108435	44.9
1108436	45.3
1108438	64.1
1108439	70.3
1108440	45.8
1108441	35.8
1108442	56.2
1108443	51.3
1108444	54.9
1108445	47.1
1108446	40.9
1108502	26.9
1108503	100
1108504	48.2
1108505	53.8
1108506	61.7
1108507	43.2
1108508	44.4
1108509	43.1
1108510	56.3
1108511	30.4
1108512	35.1
1108513	71.8
1108514	50
1108515	44.9
1108516	60
1108517	54.8
1108518	49
1108519	61.1
1108520	55.4
1108521	23.1
1108522	22.2
1108523	40.4
1108524	41.2
1108525	63
1108526	53.6
1108527	61.7
1108528	49.2
1108529	51.3
1108530	42.9
1108531	45.9
1108601	59.8
1108602	63
1108603	58
1108604	67.7
1108605	59.8
1108606	61
1108607	67.5
1108608	60
1108609	64.1
1108610	52.4
1108611	54.1
1108612	60.5
1108613	59.3
1108701	52.6
1108702	39.6
1108703	41.9
1108704	41.1
1108705	45.5
1108706	46.9
1108707	37.1
1108708	36.5
1108709	54.4
1108710	58.6
1108711	62.2
1108712	33.3
1108713	55.6
1108802	66
1108803	55.5
1108804	72.7
1108805	53.6
1108806	60.1
1108808	66.3
1108809	50.1
1108810	56.1
1108811	62.6
1108812	61.1
1108813	73.6
1108814	68.5
1108815	57.9
1108816	55.3
1108817	58.8
1108818	64.3
1108819	56.5
1108820	57.2
1108901	67.1
1108902	61
1108903	56.9
1108904	50.5
1108905	64.8
1108906	60.5
1108907	53.5
1108908	52.4
1108909	7.7
1108910	49.1
1108911	58.5
1108912	62.1
1108914	61.2
1108915	56
1108916	62.8
1108917	54.6
1108918	60.9
1108919	51.2
1108920	49.4
1108921	60.7
1108922	65.7
1108923	38.4
1108924	66.7
1108925	43.8
1108926	31.3
1108928	56
1108929	58.9
1108930	56.8
1108931	62.3
1108932	60.7
1108933	57.8
1108934	63.3
1108935	58.4
1108936	23.4
1108937	38.9
1108938	122.2
1108939	57.6
1108940	55.2
1108941	51.4
1108943	61.1
1108944	48.4
1108945	54.8
1108946	47
1108947	59.4
1108948	55.6
1108949	51.9
1108950	52.1
1108951	69
1108952	44
1108954	63.9
1108955	61.5
1108956	56.1
1109001	48.2
1109003	54.4
1109004	53.5
1109005	60.3
1109006	48.2
1109007	38.6
1109008	37.5
1109009	55
1109010	41.7
1109011	40
1109012	66.3
1109013	42.9
1109014	53.4
1109015	49
1109101	54.4
1109102	56.5
1109103	57.4
1109105	54.1
1109106	62.5
1109107	53.4
1109108	55
1109109	58.9
1109110	58.2
1109111	58.1
1109113	62.6
1109115	50.2
1109116	57.1
1109118	46.5
1109121	60.2
1109122	19.8
1109123	55.4
1109124	57.5
1109125	44.2
1109126	37.8
1109127	57.9
1109128	49.2
1109129	63.8
1109130	53.6
1109131	18.1
1109132	58.3
1109133	57.6
1109134	51.9
1109135	29.3
1109136	59.8
1109138	50.5
1109139	56.1
1109140	45.5
1109141	43
1109201	52.5
1109202	67.5
1109203	49.1
1109204	56.5
1109205	36.4
1109207	42.9
1109208	45.9
1109209	46.2
1109210	57.7
1109211	44.7
1109212	66.3
1109213	41.4
1109301	20.3
1109302	64
1109303	67.2
1109304	61
1109305	57.6
1109306	50
1109307	53.5
1109308	56.8
1109309	58.9
1109310	64.6
1109311	53
1109312	65
1109313	56.2
1109317	68.1
1109401	57.4
1109402	40.7
1109403	31.6
1109404	63.7
1109405	79.1
1109406	72.5
1109407	54.4
1109408	81.3
1109409	59.3
1109410	41.8
1109411	43.6
1109412	46.9
1109413	46
1109414	44.9
1109501	52.4
1109502	67.7
1109503	55.2
1109504	67.2
1109505	73.6
1109506	65.3
1109507	58.8
1109508	56.7
1109509	63.9
1109510	48.1
1109511	37
1109512	54
1109513	51.2
1109514	48.9
1109601	27.9
1109603	59.8
1109604	77.9
1109605	72.7
1109606	44.4
1109607	43.8
1109608	23.9
1109610	65.6
1109611	43.2
1109612	47.1
1109613	56.1
1109614	66
1109615	57.7
1109616	46.5
1109617	44.5
1109618	43.8
1109619	31.4
1109620	40.8
1109621	23.9
1109622	31.3
1109623	47
1109624	44.6
1109627	64.1
1109701	49.3
1109702	61.2
1109703	53.5
1109704	19.9
1109705	41.2
1109706	53.2
1109707	56.1
1109708	49.8
1109709	58.9
1109710	82.6
1109711	53.4
1109712	49.6
1109713	62.3
1109714	51.3
1109715	58
1109716	53.9
1109717	56
1109718	47.4
1109719	52.5
1109720	52.9
1109721	55.2
1109722	51.4
1109723	56.1
1109724	58.7
1109725	57.4
1109726	57.1
1109727	48
1109728	48.3
1109729	46.3
1109730	61.5
1109731	47
1109732	47.7
1109733	54.5
1109734	49.6
1109735	50.2
1109736	54.8
1109737	54.2
1109738	47.3
1109739	54.5
1109740	46.3
1109741	53.7
1109742	54.8
1109743	46.9
1109744	24.5
1109745	48.7
1109746	42.6
1109747	56.3
1109748	50
1109749	50.2
1109750	53.9
1109751	51.7
1109752	62.4
1109801	31.4
1109802	37.5
1109803	60.2
1109804	69.5
1109805	77.6
1109806	62.2
1109807	50.9
1109808	36.1
1109809	47.2
1109810	38.3
1109811	10
1109901	41.6
1109902	39.5
1109903	47.4
1109904	32.7
1109905	50.5
1109906	42.3
1109907	37.8
1109908	39.8
1109909	30.8
1109910	26.5
1109911	46.1
1109912	45.5
1109913	45.2
1109914	38.9
1109915	54.8
1109916	50.8
1109917	61.6
1109918	42.3
1109919	64.5
1109920	52.4
1109921	60.5
1109922	60.5
1109923	50.6
1109924	69
1109925	67.4
1109926	40
1109927	59.6
1109928	47.2
1109929	51.8
1110001	68.8
1110002	63
1110003	64.7
1110004	72.1
1110005	75.4
1110006	72
1110007	70.7
1110008	59.3
1110009	49.2
1110010	29.7
1110011	57
1110012	60.3
1110013	53.1
1110014	41
1110016	70.5
1110017	70.8
1110018	56.2
1110019	54.7
1110020	80.4
1110021	62.5
1110022	61.6
1110023	67
1110024	62.5
1110025	60.3
1110026	65.6
1110027	73.4
1110028	35.8
1110029	55.3
1110101	15.2
1110102	56.6
1110103	65
1110105	75.6
1110106	69.5
1110107	67.7
1110108	68.5
1110109	58.2
1110110	67.8
1110111	57.1
1110112	67.5
1110113	63.1
1110114	73.6
1110115	55.3
1110116	66.8
1110117	51.8
1110118	52
1110119	61.9
1110120	63.2
1110121	66.1
1110122	55.9
1110123	59
1110124	60.9
1110125	68.5
1110126	65.6
1110127	63
1110128	64.2
1110129	66.2
1110130	57.3
1110132	66.3
1110133	68.2
1110134	67.4
1110135	69.4
1110136	70.2
1110137	43
1110138	76.1
1110139	68.3
1110140	56.3
1110141	77.1
1110201	56.1
1110202	55.5
1110203	54.4
1110204	47.3
1110205	59.1
1110206	59.9
1110208	55.3
1110209	51.5
1110210	66.1
1110212	57.5
1110213	58.6
1110214	56.2
1110215	68.9
1110216	67.9
1110217	61.5
1110219	58.7
1110220	57.6
1110222	75.9
1110223	100
1110224	84.2
1110301	70.2
1110302	58.5
1110303	70.4
1110304	71.2
1110305	60.5
1110306	75.5
1110307	64.1
1110308	66.9
1110309	74.4
1110310	61.1
1110311	67.5
1110312	64
1110313	69.2
1110314	53.6
1110315	67.4
1110316	56.3
1110317	64.2
1110318	62.3
1110401	44.4
1110402	54.9
1110403	71.7
1110404	69.7
1110405	67
1110406	69.7
1110407	67.4
1110408	60.9
1110409	43.5
1110410	45.5
1110411	35.4
1110412	54.8
1110413	53.8
1110414	100
1110415	48.8
1110416	63.8
1110501	54.4
1110502	69.3
1110503	39.5
1110504	46.6
1110506	55.1
1110507	39.8
1110508	43
1110509	46.4
1110510	52.7
1110511	45.5
1110512	51.7
1110513	54
1110514	74.6
1110515	70.7
1110516	54.8
1110517	66.2
1110518	74.1
1110519	61.8
1110520	52.5
1110601	26.8
1110602	47.5
1110603	53.5
1110604	31
1110605	21.6
1110606	37.8
1110607	46.8
1110608	42.7
1110609	48.3
1110610	48.3
1110611	60.1
1110612	40.1
1110613	62.1
1110614	62.1
1110615	61.9
1110616	16
1110617	59.1
1110618	54.9
1110619	46.8
1110620	51.8
1110621	39
1110622	39.5
1110623	46
1110624	50.5
1110701	64.7
1110702	57.4
1110703	64.4
1110704	67.1
1110705	66.2
1110706	60.3
1110707	60
1110708	61.8
1110709	55.2
1110710	60.5
1110712	64.3
1110713	61.8
1110714	69.7
1110715	60.1
1110716	72.9
1110717	69.9
1110718	68.1
1110719	71.3
1110720	59.6
1110722	57.8
1110723	62.9
1110724	67.8
1110725	69
1110726	74.7
1110801	45.2
1110803	63.4
1110805	71.9
1110806	48.5
1110807	52.7
1110808	54.9
1110809	57.6
1110810	58.3
1110811	57
1110812	32
1110813	41.7
1110814	46.2
1110815	50.7
1110816	51.8
1110817	49.1
1110818	5.7
1110819	57.7
1110820	43.8
1110821	44.9
1110822	57.4
1110823	60.4
1110824	40.5
1110825	34.3
1110826	61.3
1110827	65.3
1110828	49.5
1110829	57.9
1110830	49.5
1110831	50
1110832	45.8
1110833	50.9
1110834	52.5
1110835	52.6
1110836	52.2
1110837	45.3
1110838	55.6
1110839	53.2
1110840	53.2
1110841	56.1
1110842	62.5
1110843	52.7
1110844	57.8
1110845	27.8
1110847	59
1110848	52.9
1110849	49.1
1110850	62.2
1110851	56
1110852	54.8
1110853	51
1110854	54
1110855	66.8
1110856	63.8
1110857	48.7
1110901	59.7
1110902	55
1110903	54.8
1110904	46.8
1110905	54.4
1110906	56.3
1110907	53
1110908	53.7
1110909	48.2
1110910	63.1
1110911	56.1
1110912	61.4
1110913	67.3
1110914	63.6
1110915	56.8
1110916	66.2
1110917	54.5
1110918	41.3
1110919	54.3
1110920	42.5
1110921	50.5
1110922	51.6
1110923	49.7
1111001	58.9
1111002	56.2
1111003	43.7
1111004	34.5
1111005	54.3
1111006	44.7
1111007	48.1
1111008	45.5
1111009	47.7
1111010	42.3
1111011	66.3
1111012	58.2
1111013	64.8
1111014	54.2
1111015	50.5
1111016	51.7
1111017	55.3
1111018	51
1111019	52.6
1111020	60.6
1111021	67.6
1111022	59.4
1111023	63.4
1111024	72.5
1111025	62.1
1111026	55.7
1111027	69.6
1111101	54.6
1111102	56.3
1111103	28.5
1111104	45.8
1111105	56.3
1111106	58.8
1111107	46.9
1111108	47.5
1111109	57.7
1111110	51.9
1111111	48.3
1111112	70.4
1111113	54.5
1111114	51.6
1111115	53.6
1111116	32.2
1111117	63.5
1111118	72.4
1111119	69.1
1111121	53.1
1111122	52.4
1111123	53.7
1111124	59
1111125	35.7
1111126	54.6
1111127	53.7
1111128	48
1111129	47.4
1111130	54.3
1111131	64.4
1111132	55
1111133	50.9
1111134	54.4
1111135	53.6
1111136	52.1
1111138	63.2
1111140	55
1111141	69
1111142	17.6
1111143	52.8
1111144	46.4
1111145	60.6
1111147	59.5
1111148	66.5
1111149	77.3
1111201	73.9
1111202	73.3
1111203	59.2
1111204	70.4
1111205	58.6
1111206	58.7
1111207	54.2
1111208	38.7
1111209	59.9
1111210	79.2
1111211	65.4
1111212	70.2
1111213	47.5
1111214	65.6
1111215	52.9
1111216	59.5
1111217	70.4
1111218	58.5
1111219	57.5
1111220	57.9
1111221	64.1
1111222	42
1111223	58.1
1111224	75.4
1111225	70.3
1111226	74.9
1111227	69
1111228	62.9
1111229	59.8
1111230	55.4
1111231	66.9
1111232	53.1
1111233	61.3
1111234	65.8
1111235	70.7
1111237	71.4
1111238	69.4
1111240	43.8
1111241	48
1111242	65.4
1111244	70.7
1111245	82.1
1111246	76.4
1111247	68.1
1111248	78.9
1111249	75.8
1111301	59.1
1111302	52.3
1111303	56.3
1111304	33.7
1111305	58.3
1111306	57.5
1111307	58.7
1111308	50.8
1111309	68.2
1111310	58.5
1111311	61.7
1111312	68
1111313	69.3
1111314	59.4
1111315	72
1111401	48.6
1111402	45
1111403	56.1
1111404	76.8
1111405	50.3
1111406	70.9
1111408	52.7
1111409	49.1
1111410	54.7
1111411	48.4
1111412	44.5
1111413	76.9
1111414	76.8
1111501	69.9
1111502	44.8
1111503	38.1
1111504	53.7
1111505	55.8
1111506	53.1
1111507	61.5
1111508	52.1
1111509	60.8
1111510	49.4
1111511	64.8
1111512	69.2
1111513	33.8
1111514	64.5
1111515	49.3
1111516	67
1111517	68.6
1111518	60.8
1111519	55.1
1111520	64
1111521	60.4
1111524	72.5
1111525	77.2
1111526	66.2
1111527	46.5
1111528	47.7
1111529	53.6
1111530	55.3
1111531	64
1111532	45.5
1111533	60.1
1111534	54
1111535	62.6
1111536	21.9
1111537	67.2
1111538	69.2
1111539	68.8
1111541	59.9
1111542	54.7
1111543	61.7
1111544	54.9
1111545	52.6
1111546	58.5
1111547	60.9
1111548	59.3
1111549	66
1111550	61.3
1111551	60.4
1111552	65.8
1111553	69.4
1111554	53.1
1111555	74.4
1111556	75.4
1111557	76.6
1111558	70.7
1111559	60.6
1111561	65.1
1111563	53
1111564	71.7
1111565	68.3
1111566	64.5
1111567	72
1111568	55.4
1111569	39.9
1111570	64.8
1111571	83.1
1111572	29.6
1111573	78.1
1111601	67.3
1111602	60.6
1111603	55
1111604	67.3
1111605	63.2
1111606	77.3
1111607	57.7
1111608	62.8
1111609	70.4
1111610	63.4
1111611	58.4
1111612	67.3
1111613	62
1111614	61.7
1111615	64.4
1111616	63.7
1111701	45.1
1111702	60.3
1111704	74.7
1111705	70.3
1111706	62.9
1111707	68.7
1111708	65.5
1111709	56
1111710	44.7
1111711	54
1111712	73
1111713	64.5
1111715	56
1111716	64.9
1111717	67.2
1111718	77.6
1111719	51.3
1111720	55.7
1111721	29.4
1111722	56.1
1111723	71.7
1111724	72.7
1111725	48.4
1111726	61.4
1111727	61.5
1111728	56.1
1111730	53.7
1111731	58.6
1111732	71.7
1111733	59.9
1111734	59.1
1111735	56.4
1111736	55.5
1111737	52
1111738	56.1
1111739	52.4
1111740	67.4
1111741	63.2
1111742	72.1
1111743	45.9
1111745	75.2
1111746	45.7
1111747	78.8
1111748	61.1
1111749	70.2
1111750	68.2
1111801	71
1111802	58.8
1111803	69.7
1111804	72
1111805	70.4
1111806	70.9
1111807	73.5
1111808	68.3
1111809	77
1111810	73.7
1111811	65.9
1111812	69.3
1111813	73.2
1111814	65.6
1111816	73.8
1111817	69.1
1111819	56.6
1111820	60.5
1111821	60.3
1111822	72.3
1111823	77.6
1111824	75.9
1111901	56.8
1111902	71.7
1111903	57
1111904	63.7
1111906	63.7
1111907	50.9
1111909	8.9
1111910	52.2
1111911	46.4
1111912	53.3
1111913	64.3
1111914	67
1111915	58.3
1111916	67.7
1111918	61.5
1111920	25.7
1112001	27.3
1112002	41.1
1112003	41.1
1112004	48.4
1112005	77.8
1112006	39
1112007	50.5
1112008	42.5
1112009	49.7
1112010	50.5
1112011	40.7
1112012	51.6
1112013	43.6
1112014	44.5
1112015	52.1
1112016	50.5
1112018	37.9
1112101	38.1
1112102	47.8
1112103	54.2
1112104	59.3
1112105	49.6
1112106	24.7
1112107	46.5
1112108	35.2
1112109	58.6
1112110	60.9
1112113	80
1112114	54.5
1112115	57.1
1112116	46.2
1112118	48.8
1112119	39.6
1112120	57.9
1112121	47.1
1112122	35.3
1112123	22
1112124	41.9
1112125	44.3
1112126	56.3
1112127	48.2
1112128	62.5
1112129	56.7
1112130	41.1
1112131	47.4
1112133	52.2
1112134	42.5
1112135	62.2
1112136	59.2
1112137	48.7
1112138	50.3
1112139	59.9
1112140	49
1112141	50.6
1112142	49.5
1112143	45.5
1112144	55.5
1112145	41.4
1112146	11.1
1112147	61.2
1112148	50.1
1112149	48.4
1112150	44.1
1112151	47.8
1112152	50.6
1112153	62.5
1112154	52.1
1112155	47.1
1112156	42.5
1112157	54.7
1112158	45.2
1112201	55.7
1112202	42
1112203	100
1112204	47.9
1112205	54.6
1112206	53.7
1112207	36.3
1112208	43.4
1112209	46.3
1112210	47.1
1112211	35
1112212	54.4
1112213	57.3
1112214	49.1
1112215	47.3
1112216	50.9
1112217	72.6
1112218	69.9
1112219	52.9
1112220	66.5
1112221	65.8
1112222	43.7
1112223	35.4
1112224	40.3
1112225	58.2
1112226	46.6
1112227	66.2
1112228	67.4
1112229	63.2
1112230	43.4
1112231	61.5
1112232	55.6
1112233	72.2
1112234	51.7
1112301	64
1112302	63.2
1112303	70.7
1112304	68.3
1112305	72.1
1112306	76.2
1112307	68.1
1112308	65.1
1112309	63.1
1112310	63.8
1112311	70.2
1112312	63.4
1112313	66.9
1112314	68.1
1112315	67.9
1112401	27.5
1112402	44.2
1112403	30.5
1112404	35.3
1112405	15.6
1112406	30.6
1112407	37.7
1112408	35.8
1112409	36.2
1112410	39.6
1112411	36.1
1112412	48.4
1112413	38.3
1112414	44.4
1112501	39.7
1112502	48
1112503	67.4
1112504	65.7
1112506	56.2
1112507	56.1
1112509	58.5
1112510	48.7
1112511	58.5
1112512	53.5
1112513	67.5
1112514	33.8
1112515	29.3
1112516	64.2
1112517	26.7
1112518	60.2
1112519	62.8
1112520	62
1112521	65.4
1112522	66.7
1112523	63.9
1112524	68.9
1112525	61.3
1112526	74.2
1112527	69.3
1112528	64
1112529	61.7
1112530	71.2
1112531	66.8
1112532	58.1
1112534	65.8
1112535	70.5
1112536	64.8
1112537	64.7
1112601	59.7
1112602	21.6
1112603	52.7
1112604	63.6
1112605	69.2
1112606	57
1112607	55
1112608	59.7
1112609	61.4
1112610	73.8
1112611	58.1
1112612	51.8
1112613	56.7
1112614	64.9
1112615	58.3
1112616	67.3
1112617	44.3
1112618	71.4
1112619	61.5
1112620	61.8
1112621	28
1112622	39.2
1112623	56.5
1112624	57.1
1112625	50.2
1112626	75.2
1112627	77.9
1112628	53.7
1112629	59.7
1112630	73.7
1112631	55.3
1112632	36.7
1112633	58.6
1112634	63.6
1112701	47.5
1112702	80
1112703	65.7
1112705	58.9
1112706	62
1112707	59.6
1112708	58.7
1112709	58.5
1112710	74.3
1112711	52.2
1112712	59.5
1112801	40
1112802	49
1112803	56.1
1112804	58.6
1112805	67.7
1112806	73.8
1112807	70.8
1112808	65
1112809	67.1
1112810	71.1
1112811	56.4
1112812	54.1
1112813	55.5
1112901	47.1
1112902	61.5
1112903	61.3
1112904	59
1112905	63.5
1112906	69.8
1112907	66.4
1112908	66.3
1112909	54.2
1112910	69.1
1112911	62.2
1112912	58.7
1112913	65.6
1112914	50.5
1112915	52.5
1112916	42.5
1112917	64
1112918	70.2
1112919	58.7
1112920	76.1
1112921	47.5
1112922	39.9
1112923	55.1
1113101	51.2
1113102	55
1113103	54.3
1113104	56.7
1113105	51.3
1113106	55.5
1113107	46.6
1113108	61.6
1113109	64
1113110	59.6
1113111	68.9
1113112	67.2
1113113	67.4
1113114	69.4
1113115	66.2
1113116	57.9
1113117	54.1
1113118	50
1113119	67.8
1113120	51
1113121	56.9
1113122	45.7
1113123	54.6
1113124	51.7
1113125	53.8
1113126	45.8
1113127	72.9
1113128	44.1
1113129	61
1113130	57.8
1113131	53.6
1113132	63.4
1113133	58.4
1113134	34.8
1113135	63.4
1113136	55.4
1113137	53.3
1113138	50.1
1113139	25.6
1113140	49.8
1113141	58.6
1113142	57.3
1113143	63
1113144	54.1
1113145	56.3
1113146	54
1113147	58.6
1113148	55
1113149	54.5
1113150	58.2
1113151	51.6
1113152	51.2
1113153	50.8
1113154	45.7
1113155	55.9
1113156	50.9
1113157	50.3
1113158	55.4
1113201	60.7
1113202	54.6
1113203	54.7
1113204	72.3
1113205	60.6
1113206	75.9
1113207	73.5
1113208	78.9
1113209	60.1
1113210	61.8
1113211	69.6
1113212	73.2
1113213	70.7
1113214	72.2
1113215	55.7
1113216	66.4
1113217	66
1113218	67
1113219	68.6
1113301	30
1113402	64.7
1113403	66.9
1113404	60.6
1113405	59.4
1113406	46.8
1113407	57
1113409	67.4
1113410	75.2
1113411	77.1
1113412	67.9
1113413	75.9
1113414	60.9
1113415	58.3
1113416	70.6
1113417	16.9
1113418	56.6
1113419	63.2
1113421	52.5
1113422	75.5
1113423	54.8
1113424	76.7
1113425	65.4
1113426	65.9
1113427	71.4
1113428	68.6
1113429	50.9
1113431	71.4
1113432	69.7
1113433	67.4
1113434	68
1113435	46.6
1113436	71.2
1113437	34.2
1113438	49.3
1113439	37.9
1113440	56.8
1113442	67.9
1113443	67.2
1113444	79.6
1113445	80.1
1113446	68.4
1113447	52
1113448	43.6
1113449	50
1113450	47.1
1113451	43.4
1113501	87.5
1113601	60.4
1113602	68.4
1113603	54.4
1113604	50.6
1113605	55.6
1113606	68.9
1113607	70.4
1113608	67.4
1113609	74
1113610	70.1
1113611	77
1113612	71.9
1113613	61.6
1113614	67.5
1113615	70
1113617	59.2
1113618	66.1
1113619	56.2
1113620	71.8
1113621	52.3
1113622	69.5
1113623	73.4
1113624	77.4
1113625	64.2
1113626	62.7
1113627	62.2
1113628	69.5
1113629	65.7
1113630	71.6
1113631	63.5
1113632	64.8
1113633	54.6
1113634	66.3
1113635	73.3
1113701	57
1113702	71.7
1113704	56.2
1113705	66.5
1113706	57.8
1113707	58.1
1113708	62.4
1113709	62.9
1113710	23.6
1113711	50.5
1113712	56.5
1113713	58.5
1113714	51.2
1113715	55.8
1113716	55.5
1113717	59.2
1113718	60.6
1113720	100
1113721	93.3
1113722	49
1113801	51.9
1113802	35.4
1113803	58.1
1113804	63.2
1113805	17.2
1113806	53.4
1113807	63.8
1113808	52.5
1113809	54.2
1113810	49.5
1113811	60.3
1113812	53.6
1113813	52.1
1113814	51.7
1113815	53.7
1113816	53.5
1113817	62.3
1113818	56.4
1113819	44.2
1113820	53.9
1113821	58.1
1113901	59.3
1113902	45.5
1113903	65
1113904	61.5
1113905	64.2
1113906	64
1113907	52.2
1113908	61.5
1113909	62.8
1113910	56.7
1113912	57.2
1113913	60.7
1113914	65.7
1113915	63.9
1113916	63.9
1113917	58.1
1113919	55.8
1114001	63.4
1114002	66.5
1114003	61.3
1114004	57.2
1114005	63.5
1114006	57.5
1114007	58.6
1114008	60.6
1114009	53.9
1114010	60.9
1114011	65.3
1114012	51
1114013	53.9
1114014	17.6
1114015	57.7
1114016	43.8
1114017	57.8
1114018	57.4
1114019	56
1114020	67.5
1114101	73.9
1114103	78
1114104	60.9
1114105	69.5
1114106	72.6
1114107	69
1114108	67.6
1114110	74.1
1114112	55.1
1114113	68.6
1114114	64.5
1114115	42.4
1114116	63.6
1114117	50.3
1114118	67.4
1114119	63.5
1114120	55
1114121	63.2
1114122	51.1
1114123	71.9
1114124	64
1114126	51.3
1114127	63.4
1114128	67
1114129	62
1114130	65.9
1114131	65
1114133	69.3
1114134	67.7
1114135	69.3
1114136	67.6
1114137	73.8
1114201	58.6
1114202	64.8
1114203	66.7
1114204	60.3
1114205	64.6
1114206	53.5
1114207	61.4
1114208	54.1
1114209	57.9
1114210	58.5
1114211	54
1114212	66.2
1114213	67.6
1114214	56.9
1114215	31.8
1114216	64.9
1114217	62
1114218	53.3
1114219	56.1
1114220	59.5
1114221	55.6
1114222	53.1
1114223	54.3
1114224	56.6
1114225	54
1114226	62.3
1114301	32.3
1114302	52.4
1114303	46.8
1114304	57
1114305	60.7
1114306	50.9
1114307	50.7
1114308	42
1114309	66.7
1114310	44.8
1114311	48.8
1114313	53.5
1114314	11.3
1114315	42.1
1114316	51.8
1114317	55
1114318	61.9
1114319	65.5
1114320	57.8
1114321	54.3
1114322	55.1
1114323	47.5
1114324	45.7
1114325	35.4
1114326	54.5
1114327	40.4
1114328	58.5
1114329	53.8
1114330	60.1
1114331	42
1114332	49.7
1114333	43.3
1114334	49.1
1114335	41.3
1114336	46.9
1114337	35.2
1114338	39
1114339	47
1114340	45.6
1114341	39.8
1114342	46.2
1114343	52
1114344	51.5
1114345	46.9
1114346	49.1
1114347	54.5
1114348	37.1
1114349	45.5
1114350	53.6
1114401	61.1
1114402	64.8
1114403	47.5
1114404	63.8
1114405	52.2
1114406	53.4
1114407	59
1114408	56.8
1114409	58.7
1114410	55
1114411	60.1
1114412	17.4
1114413	62.7
1114414	54.8
1114415	13.7
1114416	57.1
1114417	56.6
1114418	51.2
1114419	52.3
1114420	50.4
1114421	57.8
1114422	57
1114423	59
