SA1_7DIGITCODE_2016	Sex	employmentToPopulation
4112237	F	38.8
4112237	M	32.9
4112238	F	25
4112238	M	28.6
4112239	F	55.1
4112239	M	66
4112241	F	23.6
4112241	M	37.5
4112242	F	26.4
4112242	M	40.5
4112243	F	36.9
4112243	M	33.6
4112244	F	44.3
4112244	M	50.8
4112301	F	45.8
4112301	M	50.8
4112302	F	47.4
4112302	M	60.5
4112303	F	37.9
4112303	M	44.2
4112304	F	46.7
4112304	M	52
4112305	F	67.4
4112305	M	68.8
4112306	F	78.5
4112306	M	74.1
4112307	F	47.2
4112307	M	49.1
4112308	F	44.2
4112308	M	49.5
4112309	F	49.6
4112309	M	55.4
4112310	F	47.3
4112310	M	57.5
4112401	F	85.7
4112401	M	114.3
4112402	F	25
4112402	M	30.4
4112403	F	51.5
4112403	M	58.8
4112404	F	47.4
4112404	M	49.6
4112405	F	44
4112405	M	46
4112406	F	33.3
4112406	M	39.4
4112407	F	47.3
4112407	M	58.5
4112408	F	44.4
4112408	M	51.4
4112409	F	27.1
4112409	M	41.2
4112410	F	46.4
4112410	M	56.5
4112411	F	40
4112411	M	38.1
4112412	F	53.4
4112412	M	64.2
4112413	F	38.1
4112413	M	44.3
4112414	F	56.2
4112414	M	56.6
4112501	F	39.6
4112501	M	31.8
4112502	F	20.6
4112502	M	26.6
4112503	F	41.1
4112503	M	47.1
4112504	F	41.8
4112504	M	46.3
4112505	F	41.1
4112505	M	57.5
4112506	F	39.9
4112506	M	37.1
4112507	F	29.7
4112507	M	36.7
4112508	F	35.9
4112508	M	37.5
4112509	F	37.1
4112509	M	45.1
4112510	F	56.4
4112510	M	61.9
4112511	F	33.3
4112511	M	36.8
4112512	F	27.6
4112512	M	25.2
4112601	F	36.7
4112601	M	35.5
4112602	F	30.3
4112602	M	40.6
4112603	F	41.3
4112603	M	43.4
4112604	F	40.6
4112604	M	48.1
4112605	F	29.5
4112605	M	32
4112606	F	36.1
4112606	M	33.2
4112607	F	28.6
4112607	M	32.5
4112608	F	23.4
4112608	M	33.7
4112609	F	44.9
4112609	M	53.2
4112610	F	50
4112610	M	54.5
4112611	F	24.4
4112611	M	38.7
4112701	F	32.1
4112701	M	37.8
4112702	F	52.4
4112702	M	57.9
4112703	F	32.1
4112703	M	38.9
4112704	F	51
4112704	M	52.3
4112705	F	32.1
4112705	M	28.9
4112706	F	33.5
4112706	M	40.8
4112707	F	35.8
4112707	M	34.6
4112708	F	45.1
4112708	M	53
4112709	F	36
4112709	M	32.7
4112710	F	24.2
4112710	M	37.8
4112711	F	27.8
4112711	M	28.7
4112712	F	49.4
4112712	M	60.1
4112713	F	34.4
4112713	M	34.9
4112714	F	61.8
4112714	M	77.2
4112715	F	64.2
4112715	M	67.4
4112716	F	28.1
4112716	M	33.9
4112717	F	56.1
4112717	M	60.3
4112718	F	52.9
4112718	M	64.3
4112719	F	36.2
4112719	M	34
4112720	M	17.1
4112721	F	24.1
4112721	M	18.2
4112801	F	50.6
4112801	M	50
4112802	F	52.4
4112802	M	55.4
4112803	F	29.5
4112803	M	44.7
4112804	F	36.4
4112804	M	45.3
4112805	F	34.5
4112805	M	29.9
4112806	F	41.1
4112806	M	47.3
4112807	F	44.1
4112807	M	44
4112808	F	29.3
4112808	M	35
4112810	F	36.7
4112810	M	36.5
4112811	F	22.6
4112811	M	28.1
4112812	F	46.5
4112812	M	53
4112813	F	41.9
4112813	M	46.6
4112901	F	61.3
4112901	M	51
4112902	F	46.6
4112902	M	55.2
4112903	F	43.4
4112903	M	54.1
4112904	F	55
4112904	M	62.2
4112905	F	67.3
4112905	M	66.7
4112906	F	62.3
4112906	M	58.8
4113001	F	31.8
4113001	M	45.3
4113002	F	37.5
4113002	M	55.9
4113003	F	56.4
4113003	M	66.7
4113004	F	72.2
4113004	M	77.6
4113005	F	70.4
4113005	M	84.2
4113006	F	45.7
4113006	M	67.7
4113007	F	46.1
4113007	M	68.3
4113008	F	60.4
4113008	M	58.3
4113009	F	40.3
4113009	M	37.7
4113010	F	61.1
4113010	M	59.2
4113011	F	37.9
4113011	M	46
4113012	F	39.8
4113012	M	46.2
4113013	F	62.1
4113013	M	60.4
4113014	M	166.7
4113016	F	49.7
4113016	M	51.5
4113017	F	56.2
4113017	M	56.6
4113018	F	27.3
4113018	M	37.9
4113019	F	47.6
4113019	M	54.2
4113020	F	56.7
4113020	M	64.7
4113021	F	55.9
4113021	M	74.6
4113022	F	51.7
4113022	M	39
4113023	F	62.7
4113023	M	71.6
4113101	F	73.6
4113101	M	86.6
4113102	F	43.2
4113102	M	55.6
4113103	F	69.1
4113103	M	76.5
4113104	F	46.7
4113104	M	59.3
4113105	F	41
4113105	M	46.8
4113106	F	71.3
4113106	M	73.6
4113107	F	48.4
4113107	M	51.8
4113108	F	49.6
4113108	M	63
4113109	F	34
4113109	M	58.4
4113110	F	59.6
4113110	M	65.3
4113111	F	60.3
4113111	M	85.1
4113112	F	48.5
4113112	M	48.5
4113113	F	54
4113113	M	56.5
4113201	F	56.6
4113201	M	73
4113202	F	68.5
4113202	M	66.1
4113203	F	60
4113203	M	61.8
4113204	F	54.3
4113204	M	73
4113205	F	66.7
4113205	M	69
4113206	F	52.8
4113206	M	49.6
4113301	F	52.7
4113301	M	58.2
4113302	F	38.5
4113302	M	58.1
4113303	F	53
4113303	M	65
4113304	F	57.9
4113304	M	63
4113305	F	61.5
4113305	M	57.7
4113306	F	45.6
4113306	M	50.4
4113307	F	52.9
4113307	M	58.4
4113308	F	46.8
4113308	M	60
4113309	F	50.9
4113309	M	56.7
4113310	F	55.2
4113310	M	64.7
4113311	F	61.6
4113311	M	66.1
4113312	F	59.8
4113312	M	66.4
4113313	F	48.6
4113313	M	49.6
4113314	F	45.4
4113314	M	51.8
4113315	F	34
4113315	M	43.2
4113316	F	50.2
4113316	M	62.6
4113317	F	59.2
4113317	M	51.5
4113318	F	53.5
4113318	M	51
4113319	F	47.4
4113319	M	52
4113320	F	54.7
4113320	M	61.6
4113321	F	35.7
4113321	M	43.2
4113322	F	56.2
4113322	M	58.3
4113323	F	57.1
4113323	M	69.7
4113324	F	36.7
4113324	M	58.1
4113325	F	58.5
4113325	M	67
4113326	F	51.2
4113326	M	43.8
4113327	F	54.7
4113327	M	52.7
4113328	F	32.6
4113328	M	26.5
4113329	F	43
4113329	M	55.2
4113330	F	53.2
4113330	M	70.8
4113331	F	76.4
4113331	M	15.2
4113332	F	64.4
4113332	M	55.8
4113333	F	55.2
4113333	M	64.1
4113334	F	65.3
4113334	M	61.3
4113336	F	34
4113336	M	62.1
4113337	F	68.7
4113337	M	75.7
4113338	F	30.9
4113338	M	45.1
4113339	F	22.9
4113339	M	34.6
4113340	F	38.6
4113340	M	52.2
4113341	F	62.3
4113341	M	62.6
4113342	F	56.3
4113342	M	54.5
4113401	F	49.2
4113401	M	52
4113402	F	40.8
4113402	M	48.9
4113403	F	63.2
4113403	M	61.4
4113404	F	61.3
4113404	M	66.8
4113405	F	72.8
4113405	M	70.1
4113406	F	50.5
4113406	M	57.1
4113407	F	58.4
4113407	M	63.4
4113408	F	14.6
4113409	F	53.1
4113409	M	53.3
4113410	F	23.8
4113410	M	19.3
4113501	F	15.4
4113502	M	122.2
4113601	F	33.1
4113601	M	40.1
4113602	F	48.1
4113602	M	60.2
4113603	F	59.6
4113603	M	61.1
4113604	F	20.8
4113604	M	36.4
4113605	F	53.5
4113605	M	63.2
4113606	F	51
4113606	M	51
4113607	F	37.6
4113607	M	42.1
4113608	F	32.8
4113608	M	45.1
4113609	F	51.8
4113609	M	62.2
4113611	F	28.6
4113611	M	46.2
4113612	F	39.2
4113612	M	51
4113613	F	31
4113613	M	38.4
4113614	F	38.9
4113614	M	48.5
4113615	F	72.2
4113615	M	72.8
4113618	F	62.2
4113618	M	60.6
4113619	F	36.4
4113619	M	50
4113620	F	60.1
4113620	M	54.9
4113621	F	40.2
4113621	M	36.2
4113622	F	64.3
4113622	M	79
4113623	F	36.7
4113623	M	45
4113624	F	38.1
4113624	M	46.2
4113625	F	34.2
4113625	M	48
4113626	F	30.9
4113626	M	36.3
4113627	F	37.4
4113627	M	36.7
4113628	F	29.9
4113628	M	42.6
4113629	F	33.5
4113629	M	50
4113630	F	44.1
4113630	M	42.8
4113631	F	50.3
4113631	M	56
4113632	F	42.3
4113632	M	48.6
4113633	F	26.2
4113633	M	39
4113634	F	22.8
4113634	M	41.1
4113635	F	28.4
4113635	M	29.5
4113636	F	25.4
4113636	M	43.8
4113637	F	51.6
4113637	M	50.3
4113638	F	39.7
4113638	M	48.5
4113639	F	51.9
4113639	M	58.2
4113640	F	60.7
4113640	M	58.9
4113641	F	54.1
4113641	M	53.3
4113642	F	48.3
4113642	M	54.5
4113643	F	62.8
4113643	M	63.7
4113644	F	54.7
4113644	M	65.4
4113645	F	56.6
4113645	M	55.2
4113646	F	49.5
4113646	M	59.2
4113647	F	64.2
4113647	M	80.8
4113648	F	46.3
4113648	M	48.9
4113649	F	61.5
4113649	M	29.4
4113651	F	36.4
4113651	M	44.1
4113652	F	38.1
4113652	M	48.5
4113653	F	32.4
4113653	M	40.7
4113655	F	29.6
4113655	M	43.1
4113656	F	37
4113656	M	50.7
4113657	F	49.7
4113657	M	60.7
4113658	F	33.8
4113658	M	31.9
4113659	F	25.4
4113659	M	35.1
4113660	F	51.1
4113660	M	55
4113661	F	58.9
4113661	M	73.2
4113662	F	44.1
4113662	M	53.8
4113801	F	17.9
4113801	M	24
4113803	F	48.4
4113803	M	40
4113804	F	27.3
4113806	F	54.8
4113806	M	50.9
4113807	F	33.3
4113807	M	24
4113809	F	100
4113811	F	33.3
4113811	M	27.4
4113812	F	29.3
4113812	M	23.6
4113813	F	27.1
4113813	M	22.6
4113814	F	34.1
4113814	M	29.5
4113815	F	33
4113815	M	28.9
4113816	F	41.2
4113816	M	33
4113901	F	58.3
4113901	M	46.2
4113903	F	47.2
4113903	M	34.5
4113904	F	46.5
4113904	M	31.8
4113905	F	44.9
4113905	M	53.1
4113906	F	35.7
4113906	M	33.8
4113907	F	33.1
4113907	M	30.8
4113908	F	64.8
4113908	M	58.2
4114001	F	23.5
4114001	M	56
4114003	F	35.1
4114003	M	43.2
4114004	F	43.8
4114004	M	50.7
4114005	F	47.2
4114005	M	37.7
4114006	F	47.8
4114006	M	50.5
4114007	F	56
4114007	M	51
4114008	F	68
4114008	M	72.8
4114009	F	16.7
4114009	M	24.3
4114010	F	83.3
4114010	M	77.3
4114101	F	44.7
4114101	M	41.4
4114102	F	24.1
4114102	M	18
4114103	F	42.3
4114103	M	36.1
4114104	F	11.1
4114104	M	37.5
4114105	F	55.4
4114105	M	62.8
4114107	F	60.1
4114107	M	69.1
4114109	F	70.6
4114109	M	81.9
4114110	F	59.8
4114110	M	73.4
4114111	F	68.1
4114111	M	62.7
4114201	F	47.4
4114201	M	50
4114202	F	31.4
4114202	M	34.8
4114203	F	56.3
4114203	M	59.9
4114204	F	66.2
4114204	M	71.8
4114205	F	70.7
4114205	M	65.4
4114206	F	68.3
4114206	M	72.6
4114207	F	47.2
4114207	M	5.2
4114208	F	56.9
4114208	M	53.1
4114209	F	60.3
4114209	M	62.7
4114210	F	72.2
4114210	M	65.9
4114211	F	29.1
4114211	M	41.2
4114212	F	66.2
4114212	M	73.2
4114213	F	46.7
4114213	M	48.8
4114214	F	51.2
4114214	M	51.4
4114215	F	47.1
4114215	M	46.2
4114216	F	39
4114216	M	50.5
4114217	F	56
4114217	M	37.9
4114218	F	54
4114218	M	44.4
4114219	F	24.6
4114219	M	34.4
4114220	F	40.3
4114220	M	45.5
4114221	F	28.1
4114221	M	40
4114222	F	46.1
4114222	M	54.8
4114223	F	43.9
4114223	M	46.4
4114224	F	39.5
4114224	M	53.2
4114225	F	35.9
4114225	M	40.1
4114226	F	36
4114226	M	43.1
4114227	F	45.5
4114227	M	45.5
4114228	F	35.9
4114228	M	42
4114229	F	3.9
4114229	M	5.4
4114230	F	52.1
4114230	M	55.9
4114231	F	50.3
4114231	M	49.1
4114232	F	45.8
4114232	M	46.4
4114233	F	48.2
4114233	M	51.3
4114234	F	51.7
4114234	M	53.4
4114236	F	65.1
4114236	M	70.2
4114301	F	68.5
4114301	M	85.2
4114302	F	79.5
4114302	M	83.6
4114303	F	64.9
4114303	M	47.8
4114304	F	74.7
4114304	M	84
4114305	F	56.7
4114305	M	76.3
4114307	F	70.8
4114307	M	81.3
4114308	F	70.6
4114308	M	78.2
4114311	F	76.3
4114311	M	93.1
4114312	F	66.7
4114312	M	86.7
4114313	F	70
4114313	M	90.5
4114314	F	67.2
4114314	M	92.5
4114401	F	50
4114401	M	55.4
4114402	F	51.3
4114402	M	50.8
4114403	F	40.3
4114403	M	42.9
4114404	F	41.3
4114404	M	42.3
4114405	F	38.9
4114405	M	38.1
4114406	F	62.8
4114406	M	54.6
4114407	F	39
4114407	M	28.2
4114408	F	32.3
4114408	M	27.6
4114409	F	23.9
4114409	M	29.1
4114410	F	43.9
4114410	M	52.7
4114411	F	11.4
4114411	M	14.9
4114412	F	26.6
4114412	M	23.3
4114413	F	32
4114413	M	38.8
4114415	F	46.9
4114415	M	42.6
4114416	F	31.5
4114416	M	46.5
4114417	F	33.6
4114417	M	40.3
4114418	F	24.7
4114418	M	26.4
4114419	F	37.6
4114419	M	42.5
4114420	F	36.5
4114420	M	41.7
4114421	F	41.7
4114421	M	41.9
4114422	F	35.4
4114422	M	44.7
4114424	F	13.4
4114424	M	15.7
4114425	F	47.7
4114425	M	55.8
4114426	F	32.3
4114426	M	23.2
4114427	F	28.6
4114427	M	21.6
4114428	F	24.5
4114428	M	25.8
4114429	F	34.9
4114429	M	29.7
4114431	F	49
4114431	M	57.6
4114432	F	38.7
4114432	M	39.5
4114433	F	43.4
4114433	M	47.9
4114434	F	36
4114434	M	40.9
4114501	F	57.3
4114501	M	48.1
4114502	F	50.5
4114502	M	45.6
4114503	F	78.3
4114503	M	63.6
4114504	F	51.6
4114504	M	54.8
4114505	F	55.2
4114505	M	53.5
4114506	F	38.6
4114506	M	39.1
4114507	F	39.3
4114507	M	39.1
4114508	F	48.7
4114508	M	45.6
4114509	F	68.1
4114509	M	62.7
4114510	F	72.5
4114510	M	72.4
4114511	F	62.7
4114511	M	64.4
4114512	F	63.1
4114512	M	59
4114513	F	42.3
4114513	M	48.5
4114514	F	33
4114514	M	32
4114601	F	43.2
4114601	M	46.2
4114603	F	67.5
4114603	M	71.8
4114604	F	45
4114604	M	58.2
4114605	F	43.4
4114605	M	45.6
4114606	F	30.3
4114606	M	42.1
4114608	F	30.3
4114608	M	46.2
4114609	F	46.6
4114609	M	56.9
4114610	F	35.1
4114610	M	46.3
4114611	F	47.7
4114611	M	59
4114612	F	52.5
4114612	M	55.1
4114613	F	49.1
4114613	M	58.3
4114614	F	56.5
4114614	M	58
4114615	F	66.1
4114615	M	68.6
4114616	F	59.2
4114616	M	55.6
4114617	F	43.5
4114617	M	44
4114618	F	51.2
4114618	M	67.2
4114701	F	42.1
4114701	M	50
4114702	F	38.7
4114702	M	36.1
4114703	F	62.8
4114703	M	68
4114704	F	72.6
4114704	M	70.3
4114705	F	58.7
4114705	M	61.1
4114706	F	54.3
4114706	M	65.8
4114707	F	70.4
4114707	M	60
4114708	F	54.8
4114708	M	60.7
4114709	F	66.5
4114709	M	57.2
4114710	F	29.1
4114710	M	29.5
4114711	F	51
4114711	M	52.4
4114712	F	52.8
4114712	M	60.9
4114713	F	56.2
4114713	M	59.6
4114714	F	62.7
4114714	M	67.6
4114715	F	56.9
4114715	M	56.6
4114716	F	55.3
4114716	M	65.5
4114717	F	56.1
4114717	M	61.4
4114718	F	57.3
4114718	M	78
4114801	F	43.3
4114801	M	48.2
4114802	F	26.4
4114802	M	29.3
4114803	F	39.2
4114803	M	52.5
4114804	F	16.7
4114804	M	37.7
4114805	F	37.5
4114805	M	44.3
4114806	F	53.2
4114806	M	53.7
4114807	F	31.1
4114807	M	38.4
4114808	F	37.1
4114808	M	43.5
4114809	F	35.9
4114809	M	42.9
4114810	F	38.5
4114810	M	42.2
4114811	F	42.9
4114811	M	38.4
4114812	F	37.2
4114812	M	37.4
4114813	F	30.8
4114813	M	33.1
4114814	F	28.2
4114814	M	34.7
4114815	F	33.3
4114815	M	40.4
4114816	F	30.2
4114816	M	33.6
4114817	F	46.8
4114817	M	55.8
4114818	F	41
4114818	M	47.7
4114819	F	31.7
4114819	M	35.5
4114820	F	45.2
4114820	M	43.4
4114821	F	42
4114821	M	42.3
4114822	F	28
4114822	M	21
4114823	F	11.5
4114823	M	10.5
4114824	F	48.3
4114824	M	49.8
4114825	F	56.4
4114825	M	57.7
4114826	F	60
4114826	M	59.8
4114827	F	17.9
4114827	M	18.3
4114828	F	36.8
4114828	M	38.7
4114829	M	3.1
4114830	F	30.4
4114830	M	37.1
4114901	F	57
4114901	M	59.8
4114902	F	38.7
4114902	M	33.3
4114903	F	56.6
4114903	M	62.8
4114904	F	54.8
4114904	M	67.6
4114905	F	35.5
4114905	M	39.9
4114906	F	33.8
4114906	M	34.6
4114907	F	32.4
4114907	M	35.8
4114908	F	39.5
4114908	M	38
4114909	F	25.9
4114909	M	35.1
4114910	F	46.6
4114910	M	50
4114911	F	58.4
4114911	M	70.7
4114912	F	43.2
4114912	M	46.6
4114913	F	58.6
4114913	M	56.3
4114914	F	42.6
4114914	M	44.4
4115001	F	36
4115001	M	38
4115002	F	31.7
4115002	M	44.1
4115003	F	55.2
4115003	M	50.5
4115004	F	59.1
4115004	M	64
4115005	F	53.8
4115005	M	53.9
4115006	F	70.9
4115006	M	80.3
4115007	F	35.4
4115007	M	47.9
4115008	F	64.3
4115008	M	77
4115009	F	66.3
4115009	M	19.1
4115010	F	65.1
4115010	M	81.9
4115011	F	74
4115011	M	73.6
4115012	F	58.8
4115012	M	77.6
4115013	F	75
4115013	M	105.3
4115014	F	59.1
4115014	M	64.6
4115015	F	43.3
4115015	M	43.9
4115016	F	45
4115016	M	61.1
4115017	F	66.3
4115017	M	64
4115018	F	61.5
4115018	M	71.2
4115101	F	45.7
4115101	M	58.7
4115102	F	65.7
4115102	M	72.3
4115103	F	34.2
4115103	M	42.3
4115104	F	49.3
4115104	M	63.2
4115105	F	46.4
4115105	M	50.5
4115106	F	37
4115106	M	45.7
4115107	F	48.1
4115107	M	46.9
4115108	F	59.3
4115108	M	78.5
4115109	F	59.9
4115109	M	65.8
4115110	F	25
4115110	M	48.4
4115111	F	52
4115111	M	46.6
4115112	F	59.2
4115112	M	69.1
4115113	F	46.1
4115113	M	51.5
4115114	F	50
4115114	M	61.6
4115201	F	58.6
4115201	M	56.5
4115202	F	34
4115202	M	31.1
4115203	F	49.1
4115203	M	61.9
4115204	F	36.6
4115204	M	35.7
4115205	F	21.6
4115205	M	32
4115206	F	49.6
4115206	M	50.4
4115207	F	34.8
4115207	M	42.9
4115208	F	31.3
4115208	M	34.1
4115209	F	36.1
4115209	M	35.3
4115210	F	53.6
4115210	M	63.4
4115211	F	50.5
4115211	M	54.1
4115212	F	64
4115212	M	65.8
4115213	F	54.1
4115213	M	65.8
4115214	F	52
4115214	M	60.2
4115215	F	45.6
4115215	M	52
4115216	F	52.8
4115216	M	59.4
4115401	F	47.1
4115401	M	55.6
4115402	F	54.8
4115402	M	64.8
4115403	F	61.8
4115403	M	76.2
4115404	F	52.2
4115404	M	61.3
4115407	F	31.5
4115407	M	56.8
4115408	F	53
4115408	M	71.3
4115409	F	46.8
4115409	M	68.1
4115410	F	48.4
4115410	M	63.6
4115411	F	40.3
4115411	M	56.8
4115412	F	64.4
4115412	M	71.3
4115413	F	62.4
4115413	M	66.9
4115414	F	59.8
4115414	M	73.8
4115415	F	45.1
4115415	M	60.7
4115416	F	70.1
4115416	M	73.2
4115417	F	60.9
4115417	M	71.1
4115418	F	55.2
4115418	M	62.1
4115501	F	70.4
4115501	M	81
4115502	F	79.1
4115502	M	90.5
4115503	F	76.3
4115503	M	82.8
4115504	F	66.7
4115504	M	83.7
4115505	F	40
4115505	M	60.4
4115506	F	74.3
4115506	M	77.8
4115601	F	37.6
4115601	M	40.6
4115602	F	35
4115602	M	44.9
4115603	F	53.2
4115603	M	57
4115604	F	56.6
4115604	M	63.6
4115605	F	67.2
4115605	M	73.5
4115606	F	48.3
4115606	M	61.6
4115607	F	74.4
4115607	M	80
4115608	F	67.9
4115608	M	71.4
4115609	F	61.3
4115609	M	82.2
4115701	F	57.1
4115701	M	57.7
4115702	F	69.3
4115702	M	74.5
4115703	F	74.2
4115703	M	77.9
4115704	F	67
4115704	M	78.4
4115705	F	70.8
4115705	M	73.3
4115706	F	69.2
4115706	M	80.8
4115707	F	82.1
4115707	M	92.6
4115708	F	36.7
4115708	M	63.4
4115709	F	65.9
4115709	M	76
4115710	F	64
4115710	M	58.9
4115711	F	71.3
4115711	M	76.4
4115712	F	59.5
4115712	M	68.2
4115713	F	59.7
4115713	M	66.7
4115714	F	58.1
4115714	M	66.2
4115715	F	52.2
4115715	M	62
4115716	F	34.5
4115716	M	57.8
4115717	F	42.9
4115717	M	66.2
4115718	F	48.6
4115718	M	55.5
4115719	F	69.2
4115719	M	66.1
4115720	F	50.3
4115720	M	67.7
4115721	F	55
4115721	M	53.6
4115801	F	59.3
4115801	M	62.5
4115802	F	44
4115802	M	80
4115803	F	35.1
4115803	M	44.6
4115804	F	45.6
4115804	M	46.4
4115805	F	55.2
4115805	M	58.6
4115806	F	45.4
4115806	M	45.1
4115807	F	61.9
4115807	M	62.8
4115808	F	64.2
4115808	M	64.1
4115809	F	58.7
4115809	M	63.2
4115901	F	53.4
4115901	M	53.4
4115902	F	43.8
4115902	M	55.6
4115904	F	47.7
4115904	M	31.9
4115905	F	70
4115905	M	65.5
4115906	F	68.3
4115906	M	76.2
4115907	F	33.8
4115907	M	41.7
4115908	F	45.4
4115908	M	48.2
4115909	F	26.6
4115909	M	32.9
4115910	F	36.1
4115910	M	31.2
4115911	F	28.1
4115911	M	35.4
4115912	F	54.1
4115912	M	53.5
4115913	F	49.6
4115913	M	60.9
4115914	F	52
4115914	M	40.6
4115915	F	56.8
4115915	M	63.2
4115916	F	59.1
4115916	M	65.4
4115917	F	59.3
4115917	M	61.7
4115918	F	57.7
4115918	M	64.8
4115919	F	75
4115919	M	133.3
4115920	F	59.2
4115920	M	67.4
4115921	F	48.7
4115921	M	61.4
4115922	F	58.4
4115922	M	67.4
4115923	F	66.4
4115923	M	72.4
4115924	F	58.3
4115924	M	68.9
4115925	F	53.5
4115925	M	66.4
4116001	F	36.2
4116001	M	39.3
4116002	F	36.9
4116002	M	38.4
4116003	F	51.8
4116003	M	54.5
4116004	F	23.3
4116004	M	30.4
4116005	F	42.3
4116005	M	48.9
4116006	F	52
4116006	M	52.8
4116007	F	56.7
4116007	M	61.4
4116008	F	56.7
4116008	M	55.3
4116009	F	38
4116009	M	40.2
4116010	F	32
4116010	M	37.6
4116101	F	53.6
4116101	M	56.7
4116102	F	43.2
4116102	M	51.3
4116103	F	59.8
4116103	M	68.3
4116104	F	51.6
4116104	M	64.1
4116105	F	49.3
4116105	M	55.4
4116106	F	35
4116106	M	39.3
4116107	F	43.1
4116107	M	58.6
4116108	F	54.3
4116108	M	78.1
4116109	F	63.1
4116109	M	80.2
4116110	F	64.9
4116110	M	71.1
4116201	F	59.6
4116201	M	65.7
4116202	F	35.4
4116202	M	53.1
4116203	F	73.5
4116203	M	66.3
4116205	F	57.4
4116205	M	63.5
4116206	F	46.5
4116206	M	55.1
4116207	F	33
4116207	M	36.6
4116208	F	39.2
4116208	M	54.8
4116209	F	53.3
4116209	M	57.1
4116210	F	42
4116210	M	47.1
4116211	F	69.1
4116211	M	62.6
4116212	F	55.7
4116212	M	60.7
4116213	F	26
4116213	M	35
4116214	F	69.5
4116214	M	82
4116215	F	63.7
4116215	M	68.6
4116216	F	60.3
4116216	M	64.1
4116301	F	58
4116301	M	57.1
4116302	F	51.9
4116302	M	64.6
4116303	F	48.2
4116303	M	50.2
4116304	F	48.5
4116304	M	44.9
4116305	F	48.6
4116305	M	53.8
4116306	F	60.6
4116306	M	68.6
4116307	F	73.1
4116307	M	76.9
4116308	F	53.3
4116308	M	76.7
4116309	F	88.9
4116309	M	57.1
4116401	F	41.7
4116401	M	37.6
4116402	F	35
4116402	M	36
4116403	F	43.5
4116403	M	47.6
4116404	F	54.6
4116404	M	56.5
4116405	F	30.7
4116405	M	35
4116406	F	30.8
4116406	M	42.7
4116407	F	52
4116407	M	59.7
4116408	F	52.5
4116408	M	47.8
4116409	F	29.6
4116409	M	27
4116410	F	34.3
4116410	M	39.4
4116411	F	30.4
4116411	M	35.1
4116412	F	35
4116412	M	45.7
4116414	F	31.6
4116414	M	35.9
4116416	F	47.1
4116416	M	61.5
4116417	F	53
4116417	M	57.6
4116501	F	34.3
4116501	M	52.9
4116502	F	42.5
4116502	M	57.5
4116503	F	48.6
4116503	M	50
4116504	F	51.9
4116504	M	54.4
4116505	F	60.5
4116505	M	61.7
4116506	F	59.6
4116506	M	59.8
4116507	F	55.7
4116507	M	67.4
4116508	F	40.6
4116508	M	53.4
4116509	F	39.2
4116509	M	49.5
4116510	F	61.2
4116510	M	65.1
4116511	F	57.7
4116511	M	35.4
4116512	F	45.1
4116512	M	64
4116513	F	48.6
4116513	M	52.5
4116514	F	24.1
4116514	M	36.5
4116515	F	20.8
4116515	M	30
4116516	F	56.4
4116516	M	58.4
4116517	F	66.4
4116517	M	64.4
4116518	F	51.8
4116518	M	56.6
4116519	F	31.7
4116519	M	43
4116520	F	50.6
4116520	M	58.3
4116521	F	39.5
4116521	M	53.9
4116522	F	41.3
4116522	M	49.1
4116523	F	49
4116523	M	59.6
4116524	F	49.4
4116524	M	58.3
4116526	F	40.9
4116526	M	48.4
4116527	F	65.1
4116527	M	64.9
4116528	F	45.8
4116528	M	49.2
4116529	F	53.7
4116529	M	55.4
4116530	F	45.3
4116530	M	51.1
4116531	F	41.3
4116531	M	48.2
4116532	F	25.6
4116532	M	36.5
4116533	F	27.7
4116533	M	37.5
4116534	F	53.7
4116534	M	47.6
4116535	F	52.8
4116535	M	69.7
4116536	F	50.3
4116536	M	52
4116538	F	43.9
4116538	M	62.9
4116539	F	49
4116539	M	61.9
4116540	F	22
4116540	M	41
4116541	F	32.6
4116541	M	41.1
4116601	F	42.4
4116601	M	48.8
4116602	F	59.1
4116602	M	58.9
4116603	F	42.9
4116603	M	25
4116604	F	46.6
4116604	M	53.4
4116605	F	62.7
4116605	M	61.5
4116606	F	62.9
4116606	M	63.9
4116607	F	53.5
4116607	M	71.7
4116608	F	53.7
4116608	M	52.5
4116609	F	67.1
4116609	M	60.5
4116610	F	60
4116610	M	48.6
4116701	F	30.6
4116701	M	26.8
4116702	F	44.4
4116702	M	53.9
4116703	F	35.2
4116703	M	45.4
4116704	F	40
4116704	M	59.6
4116705	F	29.5
4116705	M	46.2
4116706	F	57.4
4116706	M	69.1
4116707	F	43.8
4116707	M	53.5
4116708	F	45.8
4116708	M	52.4
4116709	F	35.6
4116709	M	46.1
4116710	F	44.9
4116710	M	51.4
4116712	F	57.7
4116712	M	67.9
4116713	F	26.4
4116713	M	36.1
4116801	F	51.2
4116801	M	53.3
4116802	F	51.4
4116802	M	62.5
4116803	F	62.6
4116803	M	69.6
4116804	F	60.8
4116804	M	70.5
4116805	F	56
4116805	M	55.8
4116806	F	54.7
4116806	M	63.9
4116807	M	57.1
4116808	F	60.3
4116808	M	67.2
4116809	F	58.2
4116809	M	61.9
4116810	F	64.8
4116810	M	65
4116811	F	55.9
4116811	M	67.8
4116812	F	52.3
4116812	M	62
4116813	F	58.9
4116813	M	66
4116901	F	36.7
4116901	M	35.5
4116902	F	41.1
4116902	M	49
4116903	F	66
4116903	M	70.8
4116904	F	45.1
