SA1_7DIGITCODE_2016	medianRent
2131609	18200
2131610	17940
2131611	16640
2131612	16120
2131613	10556
2131614	16224
2131615	18200
2131616	18720
2131617	16016
2131618	
2131701	16484
2131702	16692
2131703	15496
2131704	18252
2131705	15600
2131706	16796
2131707	15652
2131708	23400
2131709	16224
2131710	16900
2131711	17160
2131712	17160
2131713	16120
2131714	14404
2131715	17992
2131716	18200
2131717	14560
2131718	15600
2131719	16120
2131720	13520
2131721	17732
2131722	15600
2131723	16016
2131724	16224
2131725	13416
2131726	16224
2131727	18148
2131728	17992
2131729	14456
2131730	17160
2131731	
2131732	20176
2131733	
2131734	17160
2131735	16224
2131736	16276
2131737	15236
2131738	15600
2131739	16224
2131740	15860
2131741	14508
2131742	15600
2131743	16640
2131744	
2131745	9204
2131746	16900
2131747	15652
2131748	15600
2131749	16796
2131801	14404
2131802	18148
2131803	20280
2131804	16224
2131805	16900
2131806	16692
2131807	16172
2131808	15600
2131809	16432
2131810	16224
2131811	16172
2131812	18044
2131813	14404
2131814	15132
2131815	16952
2131816	17160
2131817	16172
2131818	15080
2131819	16796
2131820	17576
2131821	17992
2131822	16432
2131823	17316
2131824	15600
2131825	16796
2131826	18200
2131901	21112
2131902	21372
2131903	19240
2131904	21632
2131905	23400
2131906	20332
2131907	25896
2131908	20800
2131909	21320
2131910	17472
2131911	22880
2131912	24596
2131913	10816
2131914	28808
2131915	25012
2131916	18512
2131917	9048
2131918	19344
2131919	19552
2131920	11856
2131921	17940
2131922	17472
2131923	17992
2131924	16848
2131925	16640
2131926	19240
2131927	19188
2131928	18668
2131929	22412
2131930	19812
2131932	26000
2131933	20592
2131934	19396
2131935	16796
2131936	25272
2131937	21112
2131938	
2131939	22152
2131940	22308
2131941	22776
2132001	18772
2132002	10816
2132003	18980
2132004	13052
2132005	20800
2132006	18876
2132007	
2132008	19552
2132009	18460
2132010	20280
2132011	19344
2132012	17992
2132013	20332
2132014	19292
2132015	19292
2132016	18200
2132017	18668
2132018	20800
2132019	19292
2132020	19760
2132021	18252
2132022	20176
2132023	18148
2132024	21008
2132025	20852
2132026	18772
2132027	20644
2132029	19500
2132030	20280
2132031	18200
2132032	17264
2132033	15600
2132035	18304
2132036	18200
2132037	20280
2132038	19656
2132039	18200
2132040	16692
2132041	19396
2132042	21008
2132043	18200
2132101	25220
2132102	29120
2132103	23452
2132104	21892
2132105	21476
2132106	20384
2132107	21320
2132108	20852
2132109	20800
2132110	22932
2132111	22880
2132112	23972
2132113	24960
2132114	33176
2132115	24960
2132116	
2132117	28652
2132118	23452
2132119	22932
2132120	22932
2132121	23400
2132122	21372
2132123	27560
2132124	21320
2132125	25584
2132126	27352
2132127	25480
2132128	23400
2132129	24440
2132130	23400
2132131	25272
2132132	23036
2132133	22412
2132134	20280
2132135	25220
2132136	20852
2132137	23920
2132138	22412
2132139	24024
2132140	23192
2132141	24440
2132142	21892
2132143	20072
2132144	23452
2132145	19032
2132146	25584
2132147	26000
2132148	20800
2132149	22464
2132150	21892
2132151	22360
2132152	20800
2132153	20852
2132154	24024
2132201	20020
2132202	23244
2132203	21580
2132204	22412
2132205	23712
2132206	23400
2132207	23920
2132208	25740
2132209	26572
2132210	21320
2132211	23972
2132212	19292
2132213	23920
2132214	20280
2132215	20332
2132216	25272
2132217	21008
2132218	20228
2132219	24700
2132220	24960
2132221	23972
2132222	24752
2132223	23972
2132224	22100
2132225	21892
2132226	17992
2132227	21424
2132228	22620
2132229	20696
2132230	20332
2132231	21268
2132232	22360
2132233	23400
2132234	21892
2132235	21216
2132236	20384
2132237	23712
2132238	27040
2132239	20696
2132240	20332
2132241	24180
2132242	25688
2132243	21840
2132244	23920
2132245	21632
2132246	24856
2132247	
2132248	20956
2132249	22360
2132250	21736
2132251	19136
2132252	23452
2132301	23556
2132302	24440
2132303	22672
2132304	24856
2132305	20280
2132306	22568
2132307	20852
2132308	22048
2132309	16068
2132310	22932
2132311	19500
2132312	
2132313	21632
2132314	21112
2132315	20332
2132316	23920
2132317	23400
2132318	22880
2132319	22672
2132320	20800
2132321	21112
2132322	25896
2132323	23400
2132324	23400
2132325	20072
2132326	23036
2132327	21788
2132328	23400
2132329	25636
2132330	23972
2132331	20800
2132332	21008
2132333	24232
2132334	23400
2132335	18512
2132336	19448
2132337	21372
2132401	24024
2132402	21736
2132403	20696
2132404	20228
2132405	19812
2132406	21840
2132407	20852
2132408	23452
2132409	24960
2132410	
2132411	21112
2132412	22620
2132413	24024
2132414	20592
2132415	18980
2132416	22932
2132417	21736
2132418	30680
2132419	23192
2132420	22672
2132421	22880
2132422	19240
2132423	20280
2132424	23920
2132425	22100
2132426	25376
2132427	19656
2132428	21372
2132429	20904
2132430	21060
2132431	22880
2132432	19240
2132433	22360
2132434	21840
2132435	22932
2132436	21996
2132437	28704
2132438	21840
2132439	20696
2132440	21372
2132441	
2132501	19240
2132502	19240
2132503	19292
2132504	18252
2132505	18200
2132506	18980
2132507	16120
2132508	22308
2132509	21840
2132510	21892
2132511	21892
2132512	18252
2132513	17056
2132514	
2132515	19500
2132516	16848
2132518	19136
2132519	18200
2132520	19656
2132521	
2132522	18720
2132523	19760
2132525	19136
2132526	27144
2132527	18096
2132528	18044
2132529	18252
2132530	18200
2132531	19240
2132532	17524
2132533	16224
2132534	18252
2132535	18720
2132536	20020
2132537	19708
2132538	18200
2132539	19552
2132540	21840
2132541	19292
2132542	23452
2132543	
2132544	26000
2132545	24960
2132546	23972
2132547	26416
2132548	26260
2132601	20176
2132602	20592
2132603	17732
2132604	
2132605	19240
2132606	20384
2132607	17212
2132608	21944
2132609	20696
2132610	19396
2132611	18980
2132612	18044
2132613	19292
2132614	18720
2132615	20852
2132616	19552
2132617	21372
2132618	19292
2132619	20852
2132620	19188
2132621	21580
2132622	19604
2132623	20488
2132624	20280
2132625	19448
2132626	18200
2132627	18200
2132628	7228
2132629	22880
2132630	19812
2132631	19448
2132632	18200
2132633	20540
2132634	19552
2132635	10816
2132636	20800
2132637	21476
2132638	21684
2132639	20852
2132640	
2132641	15132
2132642	18460
2132643	22672
2132644	20592
2132645	
2132646	20332
2132647	21476
2132648	17992
2132649	23140
2132650	19084
2132651	18252
2132652	18200
2132653	18096
2132701	26000
2132702	28704
2132703	22672
2132704	22932
2132705	22204
2132706	24024
2132707	23712
2132708	23400
2132709	21320
2132710	20800
2132711	21996
2132712	20748
2132713	23660
2132714	25012
2132715	26416
2132716	
2132717	20696
2132718	20696
2132719	21840
2132720	21580
2132721	19760
2132722	32500
2132723	23972
2132724	25220
2132725	22620
2132726	21320
2132727	27144
2132728	
2132729	21892
2132730	28132
2132731	24388
2132732	21372
2132733	23452
2132734	25792
2132735	22308
2132736	20592
2132737	18720
2132738	19292
2132739	23920
2132740	24180
2132741	20540
2132742	19760
2132743	19136
2132744	23400
2132745	21476
2132746	
2132747	20488
2132748	21112
2132801	11440
2132802	14560
2132803	15340
2132804	15080
2132805	15600
2132806	
2132807	11440
2132808	11440
2132809	13104
2132810	13052
2132811	13000
2132812	16692
2132813	16900
2132814	16640
2132815	16640
2132816	14612
2132817	15600
2132818	15340
2132819	15132
2132901	20800
2132902	18096
2132903	20332
2132904	19656
2132905	17160
2132906	19240
2132907	19188
2132908	17212
2132909	10816
2132910	21476
2132911	15600
2132912	19240
2132913	19240
2132914	21216
2132915	20020
2132916	18460
2132917	20124
2132918	18980
2132919	19812
2133001	14560
2133002	15600
2133003	15600
2133004	15600
2133005	15080
2133006	15600
2133007	15080
2133009	
2133010	
2133011	
2133012	15080
2133013	14820
2133014	13572
2133015	15600
2133016	15444
2133017	11908
2133018	15600
2133019	15600
2133020	18252
2133022	14976
2133023	15340
2133024	15600
2133028	15652
2133029	15600
2133030	14820
2133031	14560
2133032	15600
2133033	14300
2133034	15600
2133035	14872
2133036	16536
2133037	15600
2133038	14560
2133039	15600
2133040	15340
2133041	15236
2133042	15600
2133043	15756
2133044	
2133045	14820
2133047	19656
2133048	18200
2133049	18720
2133050	14560
2133051	18356
2133052	18564
2133053	17680
2133054	18772
2133055	18200
2133056	17628
2133057	18200
2133058	19396
2133059	18252
2133060	19188
2133061	18460
2133062	19500
2133063	18928
2133064	19240
2133065	18564
2133066	18356
2133067	18980
2133068	17992
2133069	17680
2133101	15704
2133102	16380
2133103	15080
2133104	
2133105	14560
2133106	17420
2133107	17992
2133108	17056
2133109	17940
2133110	16120
2133111	15340
2133112	14508
2133113	16692
2133114	16692
2133115	15600
2133116	16744
2133117	17056
2133118	16068
2133119	8216
2133120	16796
2133121	16120
2133122	16380
2133123	16120
2133201	17160
2133202	15132
2133203	18460
2133204	17316
2133205	17576
2133206	16536
2133207	16900
2133208	14560
2133209	15600
2133210	
2133211	16380
2133212	15964
2133213	15600
2133214	17160
2133215	
2133216	17576
2133217	16640
2133218	16432
2133219	16120
2133220	17472
2133221	17264
2133222	15340
2133223	16172
2133224	15132
2133225	16172
2133226	16848
2133227	15600
2133228	17368
2133229	16640
2133230	17160
2133231	16224
2133232	16120
2133233	17160
2133234	
2133235	17940
2133236	13416
2133237	16068
2133238	15600
2133239	15132
2133240	
2133301	14560
2133302	14352
2133303	15600
2133304	16120
2133305	12480
2133306	15080
2133307	16380
2133308	15392
2133309	15860
2133310	15600
2133311	14976
2133312	15132
2133313	15600
2133314	15288
2133315	14456
2133316	14768
2133317	15340
2133318	14404
2133319	15080
2133320	14664
2133321	15600
2133322	14560
2133323	14404
2133324	14560
2133325	14040
2133326	16172
2133327	13260
2133328	11440
2133329	15080
2133330	16120
2133331	15236
2133332	15236
2133333	15600
2133401	12532
2133402	15600
2133403	15132
2133404	15340
2133405	13780
2133406	16120
2133407	16120
2133408	14976
2133409	14560
2133410	13780
2133411	15340
2133412	15132
2133413	14664
2133414	14508
2133415	15600
2133416	14196
2133417	14040
2133418	14508
2133419	14560
2133420	14196
2133421	15080
2133422	15080
2133423	14664
2133424	15600
2133425	15600
2133426	14560
2133427	14352
2133428	15600
2133429	14040
2133430	15600
2133431	14040
2133432	15080
2133433	16692
2133434	13936
2133435	15600
2133436	15600
2133437	14976
2133438	15600
2133439	15600
2133440	9360
2133441	14560
2133442	10192
2133443	14404
2133444	14560
2133445	15600
2133501	15288
2133502	14560
2133503	15496
2133504	15080
2133505	14300
2133506	15600
2133507	11388
2133508	16172
2133509	15600
2133510	15600
2133511	14404
2133512	14820
2133513	14560
2133514	12480
2133515	15600
2133516	15600
2133517	15600
2133518	14664
2133519	13520
2133520	14404
2133521	15236
2133522	15600
2133523	15600
2133524	15600
2133525	16120
2133526	15028
2133527	16900
2133528	15600
2133529	12012
2133530	13936
2133531	12324
2133532	15600
2133533	15600
2133534	16640
2133535	9620
2133536	14820
2133537	15600
2133538	15600
2133601	15600
2133602	17160
2133603	15964
2133604	16120
2133605	14404
2133606	12844
2133607	13520
2133608	16120
2133609	16640
2133610	16900
2133611	15756
2133612	15600
2133613	12220
2133614	15860
2133615	15496
2133616	15236
2133617	14196
2133618	16120
2133619	15600
2133701	13780
2133702	15600
2133703	17420
2133704	15080
2133705	16640
2133706	13728
2133707	15600
2133708	16640
2133709	14404
2133710	16120
2133711	16224
2133712	14560
2133713	16380
2133714	21060
2133715	15600
2133716	16120
2133717	15652
2133718	16172
2133719	15600
2133720	15080
2133721	17160
2133722	15600
2133723	16328
2133724	15600
2133725	
2133726	16796
2133801	14560
2133802	16380
2133803	16224
2133804	16640
2133805	18720
2133806	17160
2133807	16172
2133808	16276
2133809	16588
2133810	15600
2133811	14560
2133812	18720
2133813	15080
2133814	15600
2133815	15600
2133816	15600
2133817	13260
2133818	13936
2133819	15080
2133820	14404
2133821	16692
2133822	14716
2133823	15600
2133824	15600
2133825	16640
2133826	15600
2133827	15860
2133828	17160
2133829	14508
2133830	16120
2133831	15600
2133832	
2133833	
2133834	15600
2133835	13104
2133836	14404
2133837	14976
2133838	15600
2133839	18200
2133840	19500
2133841	15600
2133842	15600
2133843	19240
2133844	16276
2133845	15600
2133901	16900
2133902	18200
2133903	16900
2133904	16640
2133905	17212
2133906	18096
2133907	18200
2133908	16640
2133909	19812
2133910	17940
2133911	19760
2133912	15652
2133913	18720
2133914	17264
2133915	16016
2133916	16640
2133917	17160
2133918	18460
2133919	17160
2133920	16640
2133921	17680
2133922	17836
2133923	16120
2133924	16796
2133925	16120
2133926	18200
2133927	19500
2134001	18616
2134002	20800
2134003	21892
2134004	21060
2134005	19760
2134006	20956
2134007	17680
2134008	18720
2134009	20748
2134010	
2134011	16120
2134012	
2134013	
2134014	
2134015	22360
2134016	21112
2134017	17420
2134018	19240
2134019	21840
2134020	20072
2134021	18720
2134022	15600
2134023	21320
2134024	
2134025	
2134026	20384
2134027	20800
2134028	
2134029	19760
2134030	20332
2134031	19812
2134032	20176
2134033	18460
2134034	21060
2134035	19240
2134036	18200
2134037	22620
2134038	
2134039	
2134040	23452
2134041	20332
2134042	19240
2134043	18512
2134044	18720
2134045	5096
2134046	18148
2134047	18720
2134048	20280
2134049	
2134101	15288
2134102	17420
2134103	15860
2134104	16692
2134105	21112
2134106	20072
2134107	20956
2134108	14612
2134109	
2134110	17316
2134111	15340
2134112	18252
2134113	18460
2134114	17160
2134115	18772
2134116	18668
2134118	17160
2134119	16224
2134120	15600
2134121	17056
2134123	
2134124	17784
2134125	
2134126	18200
2134127	19240
2134128	20280
2134129	
2134130	
2134131	16692
2134132	15652
2134133	16952
2134134	18200
2134201	16380
2134202	15600
2134203	16588
2134204	16952
2134205	17160
2134206	16120
2134207	15860
2134208	
2134209	
2134210	16692
2134211	15600
2134212	14560
2134213	15600
2134214	16640
2134215	15600
2134216	16692
2134217	14976
2134218	16380
2134219	15600
2134220	15600
2134221	16120
2134222	18200
2134223	16224
2134224	16640
2134225	15600
2134226	16224
2134227	15080
2134228	15600
2134229	15600
2134230	17160
2134231	15080
2134232	16276
2134233	14560
2134234	15600
2134235	15860
2134236	16120
2134237	16120
2134238	15600
2134239	16952
2134240	16432
2134241	14612
2134242	17160
2134243	15600
2134244	16172
2134245	16536
2134246	16276
2134247	16640
2134248	15600
2134301	15652
2134302	18200
2134303	
2134304	17732
2134305	16640
2134306	18356
2134307	17680
2134308	
2134309	
2134310	19188
2134311	16120
2134312	19240
2134313	17264
2134314	18200
2134315	9360
2134316	18304
2134317	16380
2134318	19812
2134319	16640
2134320	19448
2134321	18980
2134322	18200
2134323	19500
2134324	18876
2134325	17160
2134326	18200
2134327	15600
2134328	20800
2134329	19552
2134330	17992
2134331	6032
2134332	15912
2134401	17160
2134402	23452
2134403	21112
2134404	20956
2134405	21580
2134406	20904
2134407	20852
2134408	23712
2134409	18772
2134410	21892
2134411	20384
2134412	21840
2134413	
2134414	
2134415	20176
2134416	18720
2134417	21476
2134418	18200
2134419	21112
2134420	23556
2134421	25532
2134422	26520
2134423	24596
2134424	
2134425	20800
2134426	21840
2134427	20748
2134428	20020
2134429	17160
2134430	17472
2134431	17680
2134432	14456
2134433	21944
2134434	20852
2134435	29536
2134436	28912
2134437	20956
2134438	20280
2134439	19292
2134440	20332
2134441	18460
2134442	20592
2134501	15600
2134502	15860
2134503	16120
2134504	17316
2134505	18200
2134506	18200
2134507	19552
2134508	19656
2134509	17420
2134510	17472
2134511	17160
2134512	16848
2134513	18200
2134601	15600
2134602	18876
2134603	5772
2134604	23140
2134605	9152
2134606	20540
2134607	23972
2134608	26000
2134609	22880
2134610	28132
2134611	17160
2134612	15600
2134613	21060
2134614	16224
2134615	19240
2134616	24024
2134617	20852
2134618	14612
2134619	24960
2134620	29120
2134621	36400
2134622	15912
2134623	34320
2134624	27040
2134625	20696
2134626	10140
2134627	20800
2134628	26780
2134629	10192
2134630	36920
2134631	15600
2134632	21996
2134633	32448
2134634	28600
2134635	30680
2134701	19500
2134702	15600
2134703	12480
2134704	12012
2134705	15028
2134706	13780
2134707	11908
2134708	16640
2134709	12896
2134710	13000
2134711	11700
2134712	15080
2134713	13000
2134714	22984
2134715	17472
2134717	15860
2134718	10764
2134719	7176
2134720	12064
2134721	18460
2134722	20020
2134723	16952
2134724	15652
2134725	10296
2134726	17992
2134727	15600
2134728	17680
2134729	14820
2134730	13104
2134731	15600
2134732	10920
2134733	15080
2134735	15600
2134736	15600
2134737	15600
2134738	18200
2134739	17160
2134740	17992
2134741	22360
2134742	
2134743	24492
2134801	16536
2134802	18200
2134803	19240
2134804	18200
2134805	13052
2134806	13416
2134807	16172
2134809	19708
2134810	17940
2134811	18200
2134812	13728
2134813	10504
2134814	9620
2134815	19760
2134816	16640
2134817	18616
2134818	12116
2134819	18200
2134820	14092
2134821	20800
2134822	18096
2134823	15652
2134824	6396
2134825	18772
2134826	15600
2134827	15236
2134829	
2134830	14508
2134831	17420
2134832	
2134833	14872
2134834	10452
2134835	14300
2134836	18720
2134902	18200
2134903	19188
2134904	18772
2134905	19292
2134906	19292
2134907	19812
2134908	
2134909	26416
2134910	23452
2134911	23036
2134912	17680
2134913	15132
2134914	19292
2134915	18720
2134916	27040
2134917	15652
2134918	24284
2134919	17212
2134920	16120
2134921	19500
2134922	20852
2134923	30004
2134924	19552
2134925	26468
2134926	28028
2134927	22776
2134928	21736
2135001	23920
2135002	21216
2135003	19396
2135004	13988
2135005	25116
2135006	22152
2135007	14560
2135008	14404
2135009	15028
