SA1_7DIGITCODE_2016	HomeCensusNight	persons
1147727	0	13
1147727	1	511
1147728	0	16
1147728	1	291
1147729	0	26
1147729	1	549
1147730	1	9
1147731	1	237
1147732	0	12
1147732	1	358
1147733	0	12
1147733	1	341
1147734	0	18
1147734	1	536
1147735	0	9
1147735	1	261
1147736	0	8
1147736	1	390
1147737	0	15
1147737	1	541
1147738	0	3
1147738	1	330
1147739	0	4
1147739	1	14
1147740	0	9
1147740	1	666
1147741	0	31
1147741	1	545
1147742	0	16
1147742	1	449
1147743	0	18
1147743	1	701
1147744	0	18
1147744	1	548
1147745	0	35
1147745	1	659
1147746	0	9
1147746	1	420
1147747	0	30
1147747	1	484
1147748	0	10
1147748	1	536
1147749	0	12
1147749	1	413
1147750	0	20
1147750	1	653
1147751	0	7
1147751	1	262
1147752	0	23
1147752	1	370
1147801	0	11
1147801	1	568
1147802	0	8
1147802	1	374
1147803	0	4
1147803	1	313
1147804	0	3
1147804	1	320
1147805	0	15
1147805	1	625
1147806	0	31
1147806	1	613
1147807	0	9
1147807	1	339
1147808	0	6
1147808	1	378
1147809	0	16
1147809	1	389
1147810	0	15
1147810	1	478
1147811	0	13
1147811	1	352
1147812	0	17
1147812	1	273
1147813	0	10
1147813	1	499
1147814	0	4
1147814	1	344
1147815	0	14
1147815	1	404
1147816	0	18
1147816	1	540
1147817	0	7
1147817	1	429
1147818	0	13
1147818	1	413
1147819	0	23
1147819	1	688
1147820	0	11
1147820	1	207
1147821	0	28
1147821	1	406
1147822	0	12
1147822	1	321
1147823	0	17
1147823	1	451
1147824	0	22
1147824	1	565
1147825	0	25
1147825	1	800
1147826	0	7
1147826	1	494
1147827	0	20
1147827	1	381
1147828	0	31
1147828	1	667
1147829	0	21
1147829	1	661
1147830	0	4
1147830	1	575
1147831	0	3
1147831	1	433
1147832	0	6
1147832	1	349
1147833	0	7
1147833	1	249
1147834	0	16
1147834	1	466
1147835	0	4
1147835	1	327
1147836	0	23
1147836	1	527
1147837	0	14
1147837	1	491
1147838	0	9
1147838	1	539
1147901	0	13
1147901	1	581
1147902	0	14
1147902	1	576
1147903	0	17
1147903	1	576
1147904	0	14
1147904	1	468
1147905	0	6
1147905	1	322
1147906	0	9
1147906	1	468
1147907	0	7
1147907	1	660
1147908	0	13
1147908	1	551
1147909	1	9
1147910	0	15
1147910	1	303
1147911	0	8
1147911	1	554
1147912	0	9
1147912	1	496
1147913	0	16
1147913	1	654
1147914	0	14
1147914	1	407
1147915	0	16
1147915	1	463
1147916	0	8
1147916	1	355
1147918	0	11
1147918	1	508
1147919	0	8
1147919	1	493
1147920	0	12
1147920	1	614
1147921	0	27
1147921	1	462
1147922	0	12
1147922	1	313
1147923	0	18
1147923	1	604
1147924	0	15
1147924	1	863
1147925	0	21
1147925	1	678
1147926	0	14
1147926	1	597
1147927	0	32
1147927	1	456
1147929	1	203
1147930	0	5
1147930	1	629
1147931	0	11
1147931	1	337
1147932	0	6
1147932	1	301
1147933	0	5
1147933	1	246
1147934	0	7
1147934	1	424
1147935	1	464
1147939	0	6
1147939	1	273
1147940	0	19
1147940	1	577
1147941	0	14
1147941	1	439
1147942	0	11
1147942	1	546
1147943	0	25
1147943	1	508
1148001	0	22
1148001	1	588
1148002	0	3
1148002	1	316
1148003	0	12
1148003	1	343
1148004	0	12
1148004	1	560
1148005	0	12
1148005	1	405
1148006	0	21
1148006	1	528
1148007	0	3
1148007	1	402
1148008	0	3
1148008	1	605
1148009	0	6
1148009	1	337
1148010	0	13
1148010	1	477
1148011	0	10
1148011	1	267
1148012	0	8
1148012	1	396
1148013	0	23
1148013	1	650
1148014	0	8
1148014	1	309
1148015	0	16
1148015	1	619
1148016	0	30
1148016	1	764
1148017	0	7
1148017	1	495
1148018	0	4
1148018	1	16
1148019	0	16
1148019	1	405
1148020	0	23
1148020	1	674
1148021	0	7
1148021	1	202
1148022	0	18
1148022	1	432
1148023	0	19
1148023	1	354
1148024	0	13
1148024	1	637
1148025	0	10
1148025	1	525
1148026	0	28
1148026	1	589
1148027	0	14
1148027	1	493
1148028	0	12
1148028	1	576
1148029	0	10
1148029	1	379
1148030	0	20
1148030	1	440
1148031	0	21
1148031	1	546
1148032	0	22
1148032	1	759
1148101	0	18
1148101	1	594
1148102	0	26
1148102	1	614
1148103	0	23
1148103	1	1120
1148104	0	12
1148104	1	604
1148105	0	12
1148105	1	415
1148106	0	4
1148106	1	562
1148107	0	12
1148107	1	315
1148108	0	17
1148108	1	536
1148109	0	14
1148109	1	441
1148110	0	14
1148110	1	423
1148111	0	8
1148111	1	470
1148112	0	10
1148112	1	684
1148113	0	15
1148113	1	595
1148114	0	8
1148114	1	446
1148115	0	3
1148115	1	350
1148116	0	6
1148116	1	296
1148117	0	11
1148117	1	344
1148118	0	6
1148118	1	324
1148119	0	17
1148119	1	524
1148120	0	15
1148120	1	321
1148121	0	8
1148121	1	218
1148122	0	13
1148122	1	572
1148123	0	26
1148123	1	519
1148124	0	19
1148124	1	559
1148125	0	27
1148125	1	777
1148126	0	9
1148126	1	569
1148127	0	17
1148127	1	396
1148128	0	14
1148128	1	399
1148129	0	23
1148129	1	520
1148130	0	17
1148130	1	458
1148131	0	18
1148131	1	644
1148132	1	357
1148134	0	6
1148135	0	8
1148135	1	230
1148136	0	13
1148136	1	504
1148137	0	21
1148137	1	458
1148138	0	18
1148138	1	568
1148139	0	10
1148139	1	511
1148140	0	22
1148140	1	488
1148141	0	11
1148141	1	411
1148142	0	9
1148142	1	350
1148145	0	16
1148145	1	466
1148146	0	4
1148146	1	302
1148202	0	15
1148202	1	700
1148203	0	4
1148203	1	218
1148205	0	7
1148205	1	268
1148206	0	12
1148206	1	383
1148208	0	11
1148208	1	322
1148209	0	11
1148209	1	427
1148210	0	14
1148210	1	260
1148211	0	19
1148211	1	429
1148212	0	16
1148212	1	653
1148213	0	5
1148213	1	318
1148214	0	11
1148214	1	427
1148215	0	18
1148215	1	646
1148216	0	12
1148216	1	462
1148217	0	8
1148217	1	343
1148218	0	15
1148218	1	255
1148219	0	20
1148219	1	578
1148220	0	13
1148220	1	441
1148221	0	14
1148221	1	456
1148222	0	21
1148222	1	312
1148223	0	16
1148223	1	387
1148224	0	6
1148224	1	565
1148225	0	17
1148225	1	418
1148226	0	18
1148226	1	502
1148227	0	7
1148227	1	251
1148228	0	10
1148228	1	467
1148229	0	12
1148229	1	294
1148230	0	31
1148230	1	587
1148231	0	11
1148231	1	378
1148232	0	9
1148232	1	263
1148233	0	15
1148233	1	287
1148234	0	11
1148234	1	291
1148235	0	4
1148235	1	195
1148236	0	28
1148236	1	521
1148237	0	6
1148237	1	509
1148238	0	9
1148238	1	270
1148239	0	8
1148239	1	430
1148240	0	11
1148240	1	305
1148241	0	11
1148241	1	364
1148242	0	9
1148242	1	393
1148243	0	9
1148243	1	305
1148244	0	12
1148244	1	424
1148245	0	22
1148245	1	427
1148246	0	8
1148246	1	373
1148247	0	13
1148247	1	540
1148248	0	13
1148248	1	533
1148249	0	15
1148249	1	561
1148250	0	17
1148250	1	449
1148251	0	5
1148251	1	324
1148252	0	8
1148252	1	427
1148253	0	7
1148253	1	212
1148254	0	11
1148254	1	386
1148255	0	3
1148255	1	362
1148257	0	9
1148257	1	193
1148258	0	12
1148258	1	488
1148259	0	24
1148259	1	886
1148260	0	6
1148260	1	564
1148261	0	14
1148261	1	417
1148262	0	19
1148262	1	713
1148263	0	34
1148263	1	1090
1148264	0	7
1148264	1	289
1148301	0	7
1148301	1	359
1148302	0	14
1148302	1	564
1148303	0	16
1148303	1	330
1148304	0	11
1148304	1	540
1148305	0	26
1148305	1	584
1148306	1	11
1148307	0	12
1148307	1	415
1148308	0	12
1148308	1	350
1148309	0	9
1148309	1	302
1148310	0	9
1148310	1	489
1148311	0	11
1148311	1	575
1148312	0	19
1148312	1	439
1148313	0	4
1148313	1	523
1148314	0	15
1148314	1	759
1148316	0	13
1148316	1	360
1148317	0	22
1148317	1	592
1148318	0	11
1148318	1	679
1148319	0	25
1148319	1	416
1148320	0	14
1148320	1	469
1148321	0	16
1148321	1	526
1148322	0	25
1148322	1	862
1148323	0	13
1148323	1	440
1148324	0	13
1148324	1	563
1148325	0	15
1148325	1	554
1148326	0	17
1148326	1	298
1148327	0	8
1148327	1	208
1148328	0	11
1148328	1	350
1148329	0	16
1148329	1	690
1148330	0	20
1148330	1	580
1148331	0	9
1148331	1	497
1148332	0	29
1148332	1	645
1148333	0	12
1148333	1	626
1148334	1	8
1148335	0	14
1148335	1	471
1148336	0	15
1148336	1	394
1148337	0	9
1148337	1	464
1148338	0	16
1148338	1	441
1148339	0	13
1148339	1	504
1148340	0	6
1148340	1	565
1148341	0	13
1148341	1	355
1148342	0	18
1148342	1	709
1148343	0	7
1148343	1	313
1148344	0	9
1148344	1	528
1148401	0	43
1148401	1	713
1148402	0	14
1148402	1	488
1148403	0	10
1148403	1	658
1148404	0	17
1148404	1	441
1148405	0	13
1148405	1	510
1148406	0	17
1148406	1	863
1148407	0	6
1148407	1	371
1148408	0	10
1148408	1	511
1148409	0	11
1148409	1	561
1148410	0	17
1148410	1	463
1148411	0	16
1148411	1	306
1148412	0	8
1148412	1	406
1148413	0	18
1148413	1	649
1148414	0	11
1148414	1	461
1148415	0	14
1148415	1	438
1148416	0	18
1148416	1	452
1148417	0	3
1148417	1	213
1148419	0	16
1148419	1	473
1148420	0	17
1148420	1	606
1148421	0	31
1148421	1	536
1148422	0	4
1148422	1	285
1148423	0	8
1148423	1	496
1148424	0	4
1148424	1	405
1148425	0	4
1148425	1	491
1148426	0	20
1148426	1	378
1148427	0	17
1148427	1	607
1148428	0	9
1148428	1	459
1148429	0	7
1148429	1	424
1148430	0	23
1148430	1	521
1148431	0	15
1148431	1	457
1148432	0	9
1148432	1	495
1148433	0	14
1148433	1	422
1148434	0	15
1148434	1	441
1148435	0	14
1148435	1	481
1148436	0	8
1148436	1	384
1148437	0	10
1148437	1	709
1148438	0	8
1148438	1	427
1148439	0	6
1148439	1	451
1148440	0	16
1148440	1	562
1148441	0	8
1148441	1	509
1148442	0	17
1148442	1	637
1148501	0	26
1148501	1	423
1148502	0	16
1148502	1	525
1148503	0	15
1148503	1	615
1148504	0	12
1148504	1	558
1148505	0	8
1148505	1	524
1148506	0	11
1148506	1	336
1148507	0	10
1148507	1	408
1148508	0	11
1148508	1	465
1148509	0	9
1148509	1	594
1148510	0	3
1148510	1	438
1148511	0	7
1148511	1	518
1148512	0	17
1148512	1	552
1148513	0	14
1148513	1	508
1148514	0	10
1148514	1	553
1148515	0	4
1148515	1	299
1148516	0	16
1148516	1	610
1148517	0	4
1148517	1	457
1148518	0	11
1148518	1	452
1148519	0	18
1148519	1	550
1148520	0	14
1148520	1	438
1148521	0	19
1148521	1	618
1148522	0	20
1148522	1	469
1148523	0	3
1148523	1	373
1148524	0	16
1148524	1	407
1148525	0	18
1148525	1	379
1148527	0	8
1148527	1	277
1148528	0	15
1148528	1	457
1148529	0	22
1148529	1	504
1148530	0	6
1148530	1	440
1148531	0	19
1148531	1	415
1148532	0	18
1148532	1	470
1148533	0	20
1148533	1	530
1148534	0	21
1148534	1	383
1148535	0	24
1148535	1	577
1148536	0	14
1148536	1	612
1148537	0	7
1148537	1	360
1148538	0	22
1148538	1	652
1148539	0	14
1148539	1	457
1148540	0	9
1148540	1	421
1148541	0	10
1148541	1	522
1148542	0	11
1148542	1	562
1148543	0	7
1148543	1	422
1148544	0	30
1148544	1	362
1148545	0	8
1148545	1	396
1148546	0	10
1148546	1	394
1148547	0	24
1148547	1	673
1148548	0	4
1148548	1	272
1148549	0	23
1148549	1	695
1148550	0	21
1148550	1	496
1148551	0	9
1148551	1	555
1148552	0	5
1148552	1	377
1148553	0	23
1148553	1	525
1148554	0	6
1148554	1	320
1148555	0	16
1148555	1	289
1148556	0	10
1148556	1	488
1148557	0	14
1148557	1	294
1148558	0	15
1148558	1	401
1148559	0	3
1148559	1	261
1148561	0	17
1148561	1	707
1148601	0	12
1148601	1	3
1148701	0	10
1148701	1	4
1148901	0	14
1148901	1	570
1148902	0	14
1148902	1	463
1148903	0	15
1148903	1	461
1148904	0	26
1148904	1	606
1148905	0	8
1148905	1	368
1148906	0	6
1148906	1	371
1148907	0	22
1148907	1	463
1148908	0	11
1148908	1	272
1148909	1	251
1148910	0	20
1148910	1	505
1148911	0	12
1148911	1	489
1148912	1	422
1148913	0	16
1148913	1	571
1148914	1	227
1148915	0	22
1148915	1	506
1148916	0	12
1148916	1	481
1148917	0	3
1148917	1	393
1148918	0	20
1148918	1	238
1148919	0	12
1148919	1	447
1148920	0	11
1148920	1	633
1148921	0	4
1148921	1	411
1148922	0	17
1148922	1	779
1148923	0	15
1148923	1	446
1148924	0	7
1148924	1	329
1148925	0	13
1148925	1	383
1148926	0	35
1148926	1	478
1148927	0	22
1148927	1	435
1148928	0	15
1148928	1	496
1148929	0	11
1148929	1	336
1148930	0	6
1148930	1	247
1148931	0	9
1148931	1	365
1148932	0	10
1148932	1	369
1148933	0	12
1148933	1	313
1148934	0	13
1148934	1	396
1148935	0	6
1148935	1	340
1148936	0	18
1148936	1	741
1148937	0	30
1148937	1	420
1148938	0	3
1148938	1	316
1148939	0	14
1148939	1	255
1148940	0	8
1148940	1	326
1148941	0	15
1148941	1	604
1148942	0	4
1148942	1	365
1148943	0	9
1148943	1	305
1148944	0	16
1148944	1	499
1148945	0	14
1148945	1	413
1148946	0	13
1148946	1	789
1148947	0	6
1148947	1	349
1148948	0	12
1148948	1	634
1148949	0	17
1148949	1	217
1148950	0	10
1148950	1	516
1149001	0	9
1149001	1	523
1149002	0	5
1149002	1	492
1149003	0	6
1149003	1	286
1149004	0	12
1149004	1	389
1149005	0	7
1149005	1	282
1149006	0	13
1149006	1	414
1149007	0	8
1149007	1	555
1149008	0	9
1149008	1	339
1149009	0	21
1149009	1	472
1149010	0	7
1149010	1	347
1149011	0	7
1149011	1	372
1149012	0	24
1149012	1	275
1149013	0	5
1149013	1	448
1149014	0	18
1149014	1	348
1149015	0	16
1149015	1	499
1149016	0	16
1149016	1	489
1149017	0	10
1149017	1	601
1149018	0	15
1149018	1	530
1149101	0	11
1149101	1	339
1149102	0	26
1149102	1	406
1149103	0	20
1149103	1	525
1149104	1	4
1149105	0	3
1149105	1	475
1149110	0	3
1149110	1	460
1149111	0	15
1149111	1	537
1149112	0	4
1149112	1	443
1149113	0	8
1149113	1	377
1149114	0	30
1149114	1	693
1149115	0	5
1149115	1	663
1149116	0	12
1149116	1	767
1149117	0	8
1149117	1	449
1149118	0	16
1149118	1	530
1149119	0	11
1149119	1	406
1149120	0	18
1149120	1	531
1149121	0	5
1149121	1	396
1149122	0	10
1149122	1	367
1149123	0	31
1149123	1	665
1149124	0	12
1149124	1	352
1149125	0	20
1149125	1	365
1149126	0	9
1149126	1	460
1149128	0	17
1149128	1	441
1149130	0	7
1149130	1	408
1149133	0	14
1149133	1	547
1149134	0	11
1149134	1	284
1149136	0	7
1149136	1	483
1149137	0	6
1149137	1	341
1149138	0	20
1149138	1	635
1149139	1	98
1149140	0	11
1149140	1	204
1149141	0	3
1149141	1	257
1149142	0	6
1149142	1	397
1149143	0	3
1149143	1	333
1149145	1	104
1149147	0	17
1149147	1	1520
1149148	0	3
1149148	1	414
1149149	0	16
1149149	1	435
1149150	0	19
1149150	1	1085
1149151	0	8
1149151	1	275
1149152	0	19
1149152	1	414
1149153	0	19
1149153	1	592
1149154	0	18
1149154	1	387
1149201	0	12
1149201	1	684
1149202	0	15
1149202	1	312
1149203	0	4
1149203	1	452
1149205	0	3
1149205	1	437
1149206	0	8
1149206	1	200
1149207	0	18
1149207	1	364
1149208	0	6
1149208	1	356
1149210	1	3
1149212	0	13
1149212	1	416
1149213	0	25
1149213	1	917
1149214	0	29
1149214	1	858
1149215	0	13
1149215	1	550
1149216	0	9
1149216	1	356
1149217	0	13
1149217	1	477
1149218	0	3
1149218	1	386
1149219	0	18
1149219	1	605
1149220	0	17
1149220	1	541
1149221	0	9
1149221	1	465
1149222	0	4
1149222	1	206
1149223	0	8
1149223	1	345
1149224	0	3
1149224	1	413
1149225	0	18
1149225	1	413
1149226	0	10
1149226	1	267
1149227	0	9
1149227	1	491
1149228	0	5
1149228	1	788
1149229	0	5
1149229	1	498
1149230	0	4
1149230	1	363
1149231	0	10
1149231	1	452
1149232	0	19
1149232	1	922
1149233	0	14
1149233	1	477
1149234	0	25
1149234	1	1040
1149236	0	15
1149236	1	720
1149237	0	32
1149237	1	1227
1149238	0	4
1149238	1	399
1149239	0	5
1149239	1	240
1149240	1	394
1149241	0	12
1149241	1	449
1149242	0	17
1149242	1	762
1149243	0	10
1149243	1	411
1149244	0	9
1149244	1	466
1149245	0	13
1149245	1	368
1149246	0	12
1149246	1	417
1149247	0	20
1149247	1	460
1149248	0	21
1149248	1	569
1149249	0	17
1149249	1	744
1149250	0	20
1149250	1	442
1149251	0	33
1149251	1	633
1149252	0	3
1149252	1	377
1149253	0	26
1149253	1	751
1149254	1	313
1149255	0	34
1149255	1	1363
1149256	0	8
1149256	1	262
1149257	0	10
1149257	1	624
1149258	0	10
1149258	1	459
1149259	0	7
1149259	1	626
1149301	0	9
1149301	1	337
1149302	0	17
1149302	1	466
1149303	0	14
1149303	1	491
1149304	0	14
1149304	1	424
1149305	0	10
1149305	1	435
1149306	0	14
1149306	1	494
1149307	0	28
1149307	1	571
1149308	0	31
1149308	1	663
1149309	0	19
1149309	1	448
1149310	0	10
1149310	1	388
1149311	0	10
1149311	1	387
1149312	0	14
1149312	1	602
1149313	0	6
1149313	1	472
1149314	0	4
1149314	1	376
1149315	0	18
1149315	1	532
1149316	0	13
1149316	1	366
1149317	0	17
1149317	1	415
1149318	0	14
1149318	1	260
1149319	1	8
1149320	0	16
1149320	1	523
1149321	0	9
1149321	1	374
1149322	0	11
1149322	1	418
1149323	0	12
1149323	1	430
1149324	0	17
1149324	1	550
1149325	0	16
1149325	1	429
1149326	0	8
1149326	1	323
1149327	0	3
1149327	1	204
1149328	0	4
1149328	1	275
1149329	0	12
1149329	1	403
1149330	0	10
1149330	1	366
1149331	0	7
1149331	1	636
1149332	0	11
1149332	1	492
1149333	0	10
1149333	1	377
1149334	0	11
1149334	1	406
1149335	0	17
1149335	1	617
1149336	0	6
1149336	1	455
1149337	0	26
1149337	1	421
1149338	0	16
1149338	1	445
1149339	0	10
1149339	1	536
1149340	0	9
1149340	1	742
1149341	0	10
1149341	1	500
1149342	0	17
1149342	1	552
1149343	0	20
1149343	1	290
1149344	0	12
1149344	1	783
1149345	0	32
1149345	1	721
1149346	0	10
1149346	1	436
1149347	1	465
1149401	0	3
1149401	1	414
1149402	1	295
1149403	0	10
1149403	1	398
1149404	0	15
1149404	1	478
1149405	0	18
1149405	1	495
1149406	0	6
1149406	1	279
1149407	0	3
1149407	1	437
1149408	0	26
1149408	1	711
1149409	0	6
1149409	1	438
1149410	0	14
1149410	1	394
1149411	0	15
1149411	1	453
1149412	0	13
1149412	1	332
1149413	0	12
1149413	1	368
1149414	0	5
1149414	1	240
1149415	0	12
1149415	1	356
1149416	0	19
1149416	1	399
1149417	0	12
1149417	1	464
1149418	0	15
1149418	1	394
1149419	0	9
1149419	1	309
1149420	0	13
1149420	1	416
1149421	0	20
1149421	1	470
1149422	0	10
1149422	1	330
1149423	0	10
1149423	1	362
1149424	0	12
1149424	1	457
1149425	0	12
1149425	1	541
1149426	0	6
1149426	1	242
1149501	0	14
1149501	1	475
1149502	0	6
1149502	1	376
1149503	0	27
1149503	1	563
1149504	0	16
1149504	1	324
1149505	0	16
1149505	1	440
1149506	0	25
1149506	1	606
1149507	0	7
1149507	1	377
1149508	0	39
1149508	1	550
1149509	0	20
1149509	1	527
1149510	0	16
1149510	1	681
1149511	0	16
1149511	1	768
1149512	0	9
1149512	1	382
1149513	0	27
1149513	1	2363
1149514	1	426
1149515	0	12
1149515	1	438
1149516	0	10
1149516	1	390
1149517	0	18
1149517	1	472
1149518	0	12
1149518	1	591
1149519	0	7
1149519	1	412
1149520	0	13
1149520	1	353
1149521	0	6
1149521	1	336
1149522	0	13
1149522	1	383
1149523	0	13
1149523	1	576
1149524	0	17
1149524	1	637
1149525	0	10
1149525	1	372
1149526	0	8
1149526	1	527
1149527	0	6
1149527	1	377
1149528	0	16
1149528	1	508
1149529	0	17
1149529	1	448
1149530	0	7
1149530	1	524
1149531	0	19
1149531	1	519
1149532	0	8
1149532	1	429
1149533	0	9
1149533	1	462
1149534	0	20
1149534	1	499
1149535	0	10
1149535	1	289
1149536	0	14
1149536	1	277
1149537	0	9
1149537	1	344
1149538	0	12
1149538	1	283
1149539	0	19
1149539	1	556
1149540	0	15
1149540	1	392
1149541	0	4
1149541	1	407
1149542	0	20
1149542	1	609
1149543	0	19
1149543	1	320
1149544	0	9
1149544	1	353
1149545	0	5
1149545	1	309
1149546	0	15
1149546	1	553
1149547	1	206
1149548	0	3
1149548	1	219
1149549	0	5
1149549	1	258
1149550	0	12
1149550	1	332
1149551	0	5
1149551	1	344
1149552	0	13
1149552	1	401
1149553	0	14
1149553	1	448
1149554	0	14
1149554	1	418
1149555	0	8
1149555	1	259
1149556	0	3
1149556	1	241
1149557	0	7
1149557	1	267
1149558	0	3
1149558	1	184
1149601	0	6
1149601	1	444
1149602	0	10
1149602	1	318
1149603	0	18
1149603	1	321
1149604	0	13
1149604	1	369
1149605	0	10
1149605	1	218
1149606	0	9
1149606	1	314
1149607	0	12
1149607	1	327
1149608	0	25
1149608	1	500
1149609	0	15
1149609	1	300
1149610	0	5
1149610	1	412
1149611	1	3
1149613	0	3
1149613	1	264
1149614	0	15
1149614	1	490
1149615	0	19
1149615	1	485
1149616	0	14
1149616	1	322
1149617	0	6
1149617	1	449
1149618	0	16
1149618	1	657
1149619	0	13
1149619	1	377
1149620	0	3
1149620	1	362
1149621	0	23
1149621	1	470
1149622	0	20
1149622	1	574
1149623	0	10
1149623	1	433
1149624	0	26
1149624	1	485
1149625	0	10
1149625	1	263
1149626	0	13
1149626	1	218
1149627	0	27
1149627	1	655
1149628	0	22
1149628	1	705
1149629	0	10
1149629	1	463
1149630	0	19
1149630	1	454
1149631	0	17
1149631	1	486
1149632	0	7
1149632	1	464
1149633	0	14
1149633	1	453
1149634	0	9
1149634	1	388
1149635	0	20
1149635	1	499
1149636	0	10
1149636	1	276
1149637	0	10
1149637	1	423
1149638	0	26
1149638	1	501
1149639	0	10
1149639	1	250
1149640	0	15
1149640	1	430
1149641	0	19
1149641	1	471
1149642	0	18
1149642	1	401
1149643	0	8
1149643	1	413
1149644	0	14
1149644	1	396
1149645	1	279
1149646	0	13
1149646	1	474
1149647	0	27
1149647	1	582
1149648	0	9
1149648	1	370
1149649	0	13
1149649	1	337
1149650	0	14
1149650	1	265
1149701	0	19
1149701	1	495
1149702	0	22
1149702	1	416
1149703	0	11
1149703	1	504
1149704	0	13
1149704	1	490
1149705	0	12
1149705	1	519
1149706	0	17
1149706	1	693
1149707	0	24
1149707	1	628
1149708	0	12
1149708	1	464
1149709	0	5
1149709	1	258
1149710	0	14
1149710	1	401
1149711	0	11
1149711	1	445
1149712	0	8
1149712	1	469
1149713	0	11
1149713	1	454
1149714	0	11
1149714	1	241
1149715	0	17
1149715	1	420
1149716	0	17
1149716	1	419
1149717	0	21
1149717	1	1209
1149718	0	12
1149718	1	317
1149719	0	14
1149719	1	438
1149720	0	6
1149720	1	500
1149721	0	7
1149721	1	546
1149722	0	13
1149722	1	427
1149723	0	7
1149723	1	302
1149724	0	28
1149724	1	483
1149725	0	24
1149725	1	562
1149726	0	12
1149726	1	499
1149727	0	3
1149727	1	354
1149728	0	13
1149728	1	439
1149729	0	14
1149729	1	568
1149730	0	20
1149730	1	456
1149731	0	21
1149731	1	461
1149732	0	5
1149732	1	354
1149733	0	4
1149733	1	318
1149734	0	19
1149734	1	482
1149735	0	16
1149735	1	436
1149736	0	4
1149736	1	479
1149737	0	12
1149737	1	582
1149738	0	20
1149738	1	475
1149739	0	35
1149739	1	531
1149740	0	15
1149740	1	364
1149741	0	9
1149741	1	321
1149742	0	10
1149742	1	513
1149743	0	15
1149743	1	551
1149744	0	8
1149744	1	395
1149745	0	10
1149745	1	483
1149746	0	23
1149746	1	325
1149747	0	15
1149747	1	383
1149748	0	5
1149748	1	237
1149749	0	10
1149749	1	237
1149750	0	15
1149750	1	506
1149751	0	7
1149751	1	518
1149752	0	4
1149752	1	372
1149753	0	8
1149753	1	320
1149754	0	13
1149754	1	249
1149801	0	17
1149801	1	352
1149802	0	22
1149802	1	547
1149803	0	17
1149803	1	477
1149804	0	3
1149804	1	326
1149805	0	18
1149805	1	408
1149806	0	22
1149806	1	475
1149807	0	21
1149807	1	353
1149808	0	10
1149808	1	134
1149809	0	31
1149809	1	371
1149810	0	22
1149810	1	722
1149811	0	3
1149811	1	175
1149812	0	3
1149812	1	389
1149813	0	13
1149813	1	501
1149814	0	6
1149814	1	407
1149815	0	15
1149815	1	236
1149816	0	16
1149816	1	423
1149817	0	10
1149817	1	546
1149818	0	18
1149818	1	358
1149819	0	24
1149819	1	441
1149820	0	20
1149820	1	458
1149821	0	3
1149821	1	258
1149822	0	4
1149822	1	334
1149823	0	15
1149823	1	228
1149824	0	17
1149824	1	593
1149825	0	11
1149825	1	332
1149826	0	15
1149826	1	408
1149827	0	16
1149827	1	353
1149828	0	10
1149828	1	361
1149829	0	13
1149829	1	468
1149830	0	15
1149830	1	449
1149831	0	29
1149831	1	473
1149832	0	5
1149832	1	239
1149833	0	19
1149833	1	464
1149834	0	11
1149834	1	513
1149835	0	6
1149835	1	338
1149901	0	13
1149901	1	332
1149902	0	8
1149902	1	482
1149903	0	20
1149903	1	387
1149904	0	27
1149904	1	577
1149905	0	19
1149905	1	458
1149906	0	28
1149906	1	376
1149907	0	26
1149907	1	473
1149908	1	13
1149909	0	22
1149909	1	776
1149910	0	11
1149910	1	522
1149911	0	29
1149911	1	552
1149912	0	28
1149912	1	452
1149913	0	5
1149913	1	542
1149914	0	5
1149914	1	287
1149915	0	20
1149915	1	390
1149916	0	14
1149916	1	396
1149917	0	8
1149917	1	218
1149918	0	11
1149918	1	394
1149919	0	47
1149919	1	486
1149920	0	19
1149920	1	388
1149921	0	10
1149921	1	315
1149922	0	22
1149922	1	495
1149923	0	15
1149923	1	240
1149924	0	34
1149924	1	340
1150001	1	8
1150002	0	9
1150002	1	484
1150003	0	18
1150003	1	597
1150004	0	12
1150004	1	439
1150005	0	7
1150005	1	266
1150006	0	24
1150006	1	645
1150007	0	14
1150007	1	637
1150008	1	253
1150009	0	19
1150009	1	552
1150010	0	20
1150010	1	527
1150011	0	29
1150011	1	707
1150012	0	12
1150012	1	370
1150013	0	16
1150013	1	726
1150014	0	17
1150014	1	416
1150015	0	11
1150015	1	536
1150016	0	19
1150016	1	375
1150017	0	18
1150017	1	615
1150018	0	23
1150018	1	660
1150019	0	9
1150019	1	576
1150020	0	45
1150020	1	1490
1150021	0	11
1150021	1	341
1150022	0	13
1150022	1	540
1150023	0	7
1150023	1	427
1150024	1	647
1150025	0	11
1150025	1	424
1150026	0	12
1150026	1	307
1150027	0	20
1150027	1	532
1150028	0	19
1150028	1	525
1150029	0	20
1150029	1	352
1150030	0	11
1150030	1	298
1150031	0	13
1150031	1	481
1150032	0	7
1150032	1	382
1150033	0	14
1150033	1	704
1150034	0	17
1150034	1	314
1150035	0	3
1150035	1	202
1150036	0	19
1150036	1	584
1150037	0	3
1150037	1	374
1150038	0	9
1150038	1	466
1150039	0	21
1150039	1	741
1150040	0	17
1150040	1	386
1150041	0	22
1150041	1	477
1150042	0	13
1150042	1	294
1150043	0	15
1150043	1	425
1150101	0	23
1150101	1	465
1150102	0	21
1150102	1	505
1150103	0	4
1150103	1	290
