SA1_7DIGITCODE_2016	HomeCensusNight	persons
2120234	1	242
2120235	0	12
2120235	1	355
2120236	0	12
2120236	1	296
2120237	0	17
2120237	1	288
2120238	0	27
2120238	1	293
2120239	0	12
2120239	1	319
2120240	0	33
2120240	1	460
2120241	0	15
2120241	1	243
2120301	0	4
2120301	1	251
2120302	0	14
2120302	1	188
2120303	0	22
2120303	1	323
2120304	0	11
2120304	1	293
2120305	0	23
2120305	1	554
2120306	0	9
2120306	1	468
2120307	0	20
2120307	1	485
2120308	0	18
2120308	1	533
2120309	0	19
2120309	1	382
2120310	0	32
2120310	1	423
2120311	0	3
2120311	1	373
2120312	0	21
2120312	1	535
2120313	0	21
2120313	1	493
2120314	0	16
2120314	1	466
2120315	0	14
2120315	1	409
2120316	0	23
2120316	1	416
2120317	0	8
2120317	1	361
2120318	0	16
2120318	1	288
2120319	0	24
2120319	1	551
2120320	0	16
2120320	1	434
2120321	0	30
2120321	1	595
2120322	0	5
2120322	1	286
2120323	0	28
2120323	1	470
2120324	0	18
2120324	1	371
2120325	0	19
2120325	1	442
2120326	0	10
2120326	1	362
2120327	0	11
2120327	1	379
2120328	0	10
2120328	1	352
2120329	0	6
2120329	1	449
2120330	0	17
2120330	1	357
2120331	0	22
2120331	1	426
2120332	0	16
2120332	1	327
2120333	0	26
2120333	1	386
2120334	0	3
2120334	1	237
2120335	0	20
2120335	1	275
2120336	1	24
2120337	0	26
2120337	1	472
2120338	0	32
2120338	1	565
2120339	0	9
2120339	1	415
2120340	0	11
2120340	1	436
2120341	0	8
2120341	1	302
2120342	0	9
2120342	1	421
2120343	0	22
2120343	1	298
2120344	0	13
2120344	1	218
2120345	0	4
2120345	1	193
2120346	0	11
2120346	1	286
2120401	0	29
2120401	1	545
2120402	0	9
2120402	1	323
2120403	0	11
2120403	1	278
2120404	0	27
2120404	1	505
2120405	0	14
2120405	1	477
2120406	0	21
2120406	1	567
2120407	0	5
2120407	1	275
2120408	0	23
2120408	1	498
2120409	0	26
2120409	1	412
2120410	0	3
2120410	1	393
2120411	0	5
2120411	1	215
2120412	0	18
2120412	1	530
2120413	0	19
2120413	1	349
2120414	0	22
2120414	1	430
2120415	0	16
2120415	1	334
2120416	0	13
2120416	1	406
2120417	0	16
2120417	1	392
2120418	0	13
2120418	1	597
2120419	0	19
2120419	1	251
2120420	0	14
2120420	1	370
2120421	0	11
2120421	1	265
2120422	0	16
2120422	1	344
2120501	0	22
2120501	1	965
2120502	0	15
2120502	1	286
2120503	0	16
2120503	1	365
2120504	0	22
2120504	1	685
2120505	0	21
2120505	1	581
2120507	0	18
2120507	1	539
2120508	0	20
2120508	1	552
2120509	0	25
2120509	1	629
2120510	0	16
2120510	1	350
2120511	0	20
2120511	1	592
2120512	0	9
2120512	1	459
2120514	0	11
2120514	1	380
2120516	0	4
2120516	1	359
2120518	0	10
2120518	1	710
2120520	0	25
2120520	1	593
2120521	0	20
2120521	1	389
2120523	0	3
2120523	1	280
2120524	0	21
2120524	1	388
2120526	0	55
2120526	1	859
2120527	0	27
2120527	1	612
2120528	0	11
2120528	1	348
2120701	0	10
2120701	1	375
2120702	0	11
2120702	1	371
2120703	0	12
2120703	1	410
2120704	0	13
2120704	1	501
2120705	0	12
2120705	1	451
2120706	0	25
2120706	1	529
2120707	0	17
2120707	1	489
2120708	0	19
2120708	1	397
2120709	0	30
2120709	1	422
2120710	0	11
2120710	1	490
2120711	0	19
2120711	1	342
2120712	0	20
2120712	1	472
2120713	0	14
2120713	1	559
2120714	0	12
2120714	1	609
2120715	0	19
2120715	1	517
2120716	0	11
2120716	1	482
2120717	0	12
2120717	1	571
2120718	0	11
2120718	1	419
2120719	0	17
2120719	1	411
2120720	0	15
2120720	1	402
2120721	0	15
2120721	1	366
2120722	0	15
2120722	1	363
2120723	0	19
2120723	1	489
2120724	0	8
2120724	1	468
2120725	0	16
2120725	1	564
2120726	0	15
2120726	1	494
2120727	0	20
2120727	1	479
2120728	0	27
2120728	1	449
2120729	0	23
2120729	1	465
2120730	0	16
2120730	1	360
2120731	0	17
2120731	1	545
2120732	0	10
2120732	1	373
2120733	0	20
2120733	1	498
2120734	0	18
2120734	1	484
2120735	0	14
2120735	1	662
2120736	0	22
2120736	1	605
2120737	0	29
2120737	1	612
2120738	0	26
2120738	1	489
2120739	0	6
2120739	1	360
2120740	0	16
2120740	1	408
2120741	0	12
2120741	1	498
2120742	0	19
2120742	1	546
2120743	0	14
2120743	1	634
2120744	0	24
2120744	1	293
2120745	0	7
2120745	1	304
2120746	0	3
2120746	1	317
2120747	0	10
2120747	1	375
2120748	0	4
2120748	1	274
2120749	0	18
2120749	1	314
2120750	0	13
2120750	1	433
2120751	0	10
2120751	1	287
2120752	0	19
2120752	1	435
2120753	0	10
2120753	1	430
2120754	0	7
2120754	1	404
2120755	0	10
2120755	1	414
2120756	0	6
2120756	1	300
2120757	0	16
2120757	1	530
2120758	0	36
2120758	1	634
2120801	0	19
2120801	1	433
2120802	0	26
2120802	1	645
2120803	0	19
2120803	1	507
2120805	0	14
2120805	1	393
2120806	0	16
2120806	1	304
2120807	0	10
2120807	1	417
2120808	0	16
2120808	1	590
2120809	0	18
2120809	1	314
2120810	0	6
2120810	1	327
2120811	0	7
2120811	1	563
2120812	0	9
2120812	1	304
2120813	0	18
2120813	1	471
2120814	0	20
2120814	1	551
2120815	0	10
2120815	1	337
2120816	0	21
2120816	1	443
2120817	0	18
2120817	1	608
2120818	0	10
2120818	1	516
2120819	0	8
2120819	1	375
2120820	0	9
2120820	1	261
2120821	0	21
2120821	1	504
2120822	0	16
2120822	1	474
2120823	0	11
2120823	1	19
2120824	0	15
2120824	1	476
2120825	0	11
2120825	1	460
2120826	0	13
2120826	1	531
2120827	0	17
2120827	1	409
2120828	0	30
2120828	1	601
2120829	0	16
2120829	1	407
2120830	0	4
2120830	1	424
2120831	0	17
2120831	1	565
2120832	0	30
2120832	1	583
2120833	0	8
2120833	1	493
2120834	0	16
2120834	1	350
2120835	0	8
2120835	1	409
2120836	0	11
2120836	1	565
2120837	1	117
2120838	0	7
2120838	1	425
2120839	0	4
2120839	1	438
2120840	0	35
2120840	1	540
2120841	0	12
2120841	1	381
2120842	0	7
2120842	1	600
2120843	1	146
2120844	0	17
2120844	1	334
2120846	0	22
2120846	1	410
2120847	0	11
2120847	1	364
2120849	0	21
2120849	1	480
2120850	0	10
2120850	1	256
2120851	0	25
2120851	1	509
2120852	0	21
2120852	1	533
2120853	0	5
2120853	1	230
2120854	0	7
2120854	1	289
2120855	0	7
2120855	1	303
2120856	0	9
2120856	1	442
2120857	0	6
2120857	1	504
2120858	0	10
2120858	1	358
2120901	0	18
2120901	1	462
2120902	0	13
2120902	1	238
2120903	0	20
2120903	1	456
2120904	0	15
2120904	1	299
2120905	0	20
2120905	1	365
2120906	0	12
2120906	1	416
2120907	0	12
2120907	1	400
2120908	0	20
2120908	1	429
2120909	0	12
2120909	1	325
2120910	0	15
2120910	1	466
2120911	0	7
2120911	1	275
2120912	0	4
2120912	1	316
2120913	0	39
2120913	1	446
2120914	0	11
2120914	1	281
2120915	0	37
2120915	1	514
2120916	0	24
2120916	1	384
2120917	0	14
2120917	1	526
2120918	0	17
2120918	1	401
2120919	0	28
2120919	1	537
2120920	0	16
2120920	1	274
2120921	0	20
2120921	1	328
2120922	0	18
2120922	1	436
2120923	0	14
2120923	1	320
2120924	0	19
2120924	1	564
2120925	0	16
2120925	1	326
2120926	0	14
2120926	1	201
2120927	1	206
2120928	0	9
2120928	1	211
2120929	0	16
2120929	1	436
2120930	0	10
2120930	1	366
2120931	0	24
2120931	1	425
2120932	0	5
2120932	1	204
2120933	0	17
2120933	1	361
2120934	0	22
2120934	1	485
2120935	0	29
2120935	1	352
2120936	0	24
2120936	1	462
2120937	0	12
2120937	1	312
2120938	0	18
2120938	1	334
2120939	0	29
2120939	1	484
2120940	0	14
2120940	1	226
2120941	0	24
2120941	1	314
2120942	0	13
2120942	1	420
2120943	0	15
2120943	1	308
2120944	0	8
2120944	1	425
2120945	0	32
2120945	1	467
2120946	0	16
2120946	1	357
2120947	0	16
2120947	1	296
2120948	0	3
2120948	1	193
2120949	0	16
2120949	1	339
2120950	0	13
2120950	1	552
2120951	0	5
2120951	1	345
2120952	0	8
2120952	1	288
2120953	0	24
2120953	1	328
2120954	0	36
2120954	1	396
2120955	0	7
2120955	1	387
2120956	0	17
2120956	1	292
2120957	0	19
2120957	1	240
2120958	0	18
2120958	1	479
2120959	0	3
2120959	1	249
2120960	0	29
2120960	1	389
2121001	0	4
2121001	1	276
2121002	0	36
2121002	1	459
2121003	0	7
2121003	1	235
2121004	0	14
2121004	1	424
2121005	0	17
2121005	1	210
2121006	0	25
2121006	1	386
2121007	0	3
2121007	1	208
2121008	0	13
2121008	1	312
2121009	0	4
2121009	1	341
2121010	0	17
2121010	1	463
2121101	0	16
2121101	1	194
2121102	0	51
2121102	1	565
2121103	0	14
2121103	1	342
2121104	0	23
2121104	1	251
2121105	0	26
2121105	1	262
2121106	0	33
2121106	1	531
2121107	0	12
2121107	1	266
2121108	0	11
2121108	1	146
2121109	0	21
2121109	1	267
2121110	0	13
2121110	1	337
2121111	0	4
2121111	1	176
2121112	0	15
2121112	1	270
2121201	0	12
2121201	1	385
2121202	0	29
2121202	1	271
2121203	0	9
2121203	1	204
2121204	0	19
2121204	1	355
2121205	0	19
2121205	1	236
2121206	0	30
2121206	1	266
2121207	0	9
2121207	1	266
2121208	0	12
2121208	1	164
2121211	0	14
2121211	1	339
2121212	0	19
2121212	1	325
2121213	0	18
2121213	1	336
2121214	0	16
2121214	1	352
2121215	0	29
2121215	1	321
2121216	0	19
2121216	1	230
2121217	0	15
2121217	1	247
2121218	0	4
2121218	1	228
2121219	0	3
2121219	1	154
2121220	0	6
2121220	1	196
2121301	0	11
2121301	1	551
2121302	0	15
2121302	1	381
2121303	0	3
2121303	1	230
2121304	0	10
2121304	1	554
2121305	0	12
2121305	1	571
2121306	0	8
2121306	1	243
2121307	0	13
2121307	1	292
2121308	0	30
2121308	1	396
2121309	0	13
2121309	1	318
2121310	0	4
2121310	1	221
2121311	0	36
2121311	1	939
2121312	0	5
2121312	1	188
2121313	0	27
2121313	1	420
2121314	0	11
2121314	1	321
2121315	0	10
2121315	1	365
2121316	0	11
2121316	1	310
2121317	0	10
2121317	1	334
2121318	0	27
2121318	1	676
2121319	0	12
2121319	1	208
2121320	0	32
2121320	1	208
2121321	0	8
2121321	1	176
2121322	0	7
2121322	1	183
2121323	0	15
2121323	1	318
2121324	0	5
2121324	1	269
2121325	0	6
2121325	1	356
2121401	0	29
2121401	1	393
2121402	0	11
2121402	1	365
2121403	0	4
2121403	1	277
2121404	0	19
2121404	1	436
2121405	0	16
2121405	1	366
2121406	0	31
2121406	1	446
2121407	0	7
2121407	1	417
2121408	0	21
2121408	1	520
2121409	0	15
2121409	1	278
2121410	0	17
2121410	1	395
2121411	0	20
2121411	1	511
2121412	0	18
2121412	1	353
2121413	0	17
2121413	1	268
2121414	0	16
2121414	1	354
2121415	0	28
2121415	1	339
2121416	0	13
2121416	1	376
2121417	0	20
2121417	1	319
2121501	0	4
2121501	1	245
2121502	0	11
2121502	1	399
2121503	0	18
2121503	1	288
2121504	0	18
2121504	1	273
2121505	0	21
2121505	1	402
2121506	1	5
2121507	0	14
2121507	1	430
2121508	0	10
2121508	1	301
2121509	0	18
2121509	1	528
2121510	0	18
2121510	1	174
2121511	0	20
2121511	1	410
2121513	0	17
2121513	1	438
2121514	0	9
2121514	1	359
2121515	0	29
2121515	1	434
2121516	0	17
2121516	1	230
2121517	0	17
2121517	1	583
2121518	0	30
2121518	1	446
2121519	0	14
2121519	1	513
2121520	0	16
2121520	1	400
2121521	0	28
2121521	1	431
2121522	0	6
2121522	1	646
2121523	0	16
2121523	1	461
2121524	0	22
2121524	1	302
2121525	0	27
2121525	1	615
2121526	0	13
2121526	1	321
2121527	0	13
2121527	1	331
2121528	0	11
2121528	1	178
2121529	0	22
2121529	1	443
2121530	0	31
2121530	1	583
2121531	0	20
2121531	1	379
2121532	0	26
2121532	1	457
2121533	0	9
2121533	1	231
2121534	0	8
2121534	1	221
2121535	0	24
2121535	1	354
2121536	0	11
2121536	1	328
2121601	0	26
2121601	1	593
2121603	0	17
2121603	1	381
2121604	0	10
2121604	1	366
2121605	0	22
2121605	1	660
2121606	0	8
2121606	1	258
2121607	0	6
2121607	1	375
2121608	0	3
2121608	1	369
2121609	0	10
2121609	1	502
2121611	0	13
2121611	1	414
2121612	0	15
2121612	1	384
2121613	0	3
2121613	1	329
2121614	0	44
2121614	1	394
2121615	0	3
2121616	0	59
2121616	1	2171
2121701	0	6
2121701	1	188
2121702	0	9
2121702	1	445
2121703	0	9
2121703	1	276
2121704	0	11
2121704	1	275
2121705	0	10
2121705	1	363
2121706	0	16
2121706	1	399
2121707	0	17
2121707	1	244
2121708	0	8
2121708	1	208
2121709	0	28
2121709	1	610
2121710	0	13
2121710	1	218
2121711	0	25
2121711	1	537
2121712	0	10
2121712	1	235
2121713	0	10
2121713	1	444
2121714	0	13
2121714	1	252
2121715	0	12
2121715	1	363
2121716	0	11
2121716	1	223
2121717	0	16
2121717	1	312
2121718	0	10
2121718	1	370
2121901	0	8
2121901	1	426
2121902	0	9
2121902	1	411
2121903	0	14
2121903	1	426
2121904	0	15
2121904	1	364
2121905	0	9
2121905	1	385
2121906	0	16
2121906	1	404
2121907	0	16
2121907	1	535
2121908	0	9
2121908	1	294
2121909	0	7
2121909	1	291
2121910	0	10
2121910	1	330
2121911	0	18
2121911	1	306
2121912	0	8
2121912	1	276
2121913	0	3
2121913	1	296
2121914	0	7
2121914	1	403
2121915	0	18
2121915	1	515
2121916	0	12
2121916	1	433
2121917	0	19
2121917	1	543
2121918	0	34
2121918	1	559
2121919	0	26
2121919	1	536
2121920	0	16
2121920	1	564
2121921	0	14
2121921	1	379
2121922	0	19
2121922	1	270
2121923	0	3
2121923	1	428
2121924	0	23
2121924	1	353
2121925	0	3
2121925	1	373
2121926	0	4
2121926	1	295
2121927	0	19
2121927	1	283
2121928	0	10
2121928	1	436
2121929	0	15
2121929	1	453
2121930	0	91
2121930	1	3132
2121931	0	3
2121931	1	4
2121932	0	4
2121932	1	355
2121933	0	9
2121933	1	294
2121934	0	24
2121934	1	337
2121935	0	19
2121935	1	273
2121936	0	14
2121936	1	251
2121937	0	10
2121937	1	359
2121938	0	9
2121938	1	334
2121939	0	14
2121939	1	260
2121940	0	6
2121940	1	320
2121941	0	8
2121941	1	515
2121942	0	10
2121942	1	350
2121943	0	20
2121943	1	311
2121944	0	22
2121944	1	498
2121945	0	12
2121945	1	317
2121946	0	14
2121946	1	446
2121947	0	4
2121947	1	373
2121948	0	12
2121948	1	381
2121949	0	18
2121949	1	427
2121950	0	15
2121950	1	597
2121951	0	10
2121951	1	402
2122001	1	272
2122003	0	24
2122003	1	497
2122004	0	16
2122004	1	524
2122005	0	15
2122005	1	436
2122006	0	16
2122006	1	477
2122007	0	12
2122007	1	415
2122008	0	6
2122008	1	272
2122009	0	16
2122009	1	356
2122010	0	12
2122010	1	352
2122011	0	16
2122011	1	331
2122012	0	8
2122012	1	381
2122013	0	26
2122013	1	441
2122014	0	3
2122014	1	337
2122015	0	15
2122015	1	358
2122016	0	12
2122016	1	476
2122017	0	6
2122017	1	283
2122018	0	13
2122018	1	385
2122019	0	5
2122019	1	387
2122020	0	6
2122020	1	311
2122021	0	16
2122021	1	453
2122022	0	5
2122022	1	494
2122023	0	15
2122023	1	420
2122024	0	10
2122024	1	520
2122025	1	192
2122026	0	11
2122026	1	398
2122027	1	276
2122028	0	18
2122028	1	764
2122029	0	20
2122029	1	471
2122030	0	14
2122030	1	391
2122031	0	4
2122031	1	211
2122032	0	11
2122032	1	364
2122033	0	11
2122033	1	483
2122034	0	22
2122034	1	301
2122035	0	14
2122035	1	434
2122036	0	8
2122036	1	293
2122037	0	24
2122037	1	716
2122038	0	19
2122038	1	387
2122039	0	3
2122039	1	258
2122040	0	7
2122040	1	205
2122041	0	9
2122041	1	305
2122042	0	5
2122042	1	367
2122043	0	8
2122043	1	304
2122044	0	17
2122044	1	345
2122045	1	377
2122046	0	9
2122046	1	297
2122101	0	15
2122101	1	408
2122102	0	9
2122102	1	389
2122103	0	8
2122103	1	385
2122104	0	17
2122104	1	527
2122105	0	8
2122105	1	449
2122106	0	9
2122106	1	494
2122107	0	18
2122107	1	532
2122108	0	6
2122108	1	472
2122109	0	7
2122109	1	314
2122110	0	16
2122110	1	541
2122111	0	21
2122111	1	450
2122112	0	9
2122112	1	419
2122113	0	12
2122113	1	508
2122114	0	15
2122114	1	428
2122115	0	9
2122115	1	332
2122116	0	26
2122116	1	253
2122117	0	18
2122117	1	414
2122118	0	20
2122118	1	451
2122119	0	10
2122119	1	318
2122120	0	5
2122120	1	393
2122121	0	5
2122121	1	434
2122122	0	9
2122122	1	255
2122123	0	7
2122123	1	298
2122124	0	15
2122124	1	447
2122125	0	16
2122125	1	626
2122126	0	14
2122126	1	223
2122127	0	6
2122127	1	283
2122128	1	194
2122129	0	13
2122129	1	294
2122301	0	8
2122301	1	348
2122302	0	19
2122302	1	585
2122303	0	6
2122303	1	321
2122304	0	20
2122304	1	593
2122305	0	16
2122305	1	634
2122306	0	13
2122306	1	357
2122307	0	15
2122307	1	382
2122308	0	12
2122308	1	475
2122309	0	19
2122309	1	490
2122310	0	12
2122310	1	306
2122311	0	6
2122311	1	332
2122312	0	21
2122312	1	565
2122313	0	8
2122313	1	365
2122314	0	5
2122314	1	471
2122315	0	13
2122315	1	254
2122316	0	8
2122316	1	239
2122317	0	6
2122317	1	277
2122318	0	8
2122318	1	415
2122319	0	23
2122319	1	395
2122320	0	11
2122320	1	423
2122321	0	10
2122321	1	413
2122322	0	3
2122322	1	339
2122323	0	5
2122323	1	352
2122324	0	3
2122325	0	3
2122326	0	6
2122326	1	441
2122327	0	18
2122327	1	255
2122328	1	375
2122329	0	4
2122329	1	377
2122330	0	12
2122330	1	354
2122331	0	12
2122331	1	526
2122332	0	7
2122332	1	311
2122333	0	17
2122333	1	589
2122334	0	15
2122334	1	464
2122336	0	28
2122336	1	504
2122337	0	3
2122337	1	343
2122338	0	7
2122338	1	381
2122339	1	330
2122340	0	14
2122340	1	416
2122341	0	9
2122341	1	408
2122342	0	37
2122342	1	480
2122343	0	22
2122343	1	430
2122344	1	3
2122345	0	10
2122345	1	423
2122346	0	9
2122346	1	473
2122347	0	14
2122347	1	447
2122348	0	8
2122348	1	397
2122349	0	7
2122349	1	382
2122350	1	4
2122351	0	17
2122351	1	289
2122352	0	6
2122352	1	205
2122353	0	9
2122353	1	369
2122354	0	18
2122354	1	427
2122401	0	55
2122401	1	1822
2122402	0	17
2122402	1	392
2122403	0	3
2122403	1	332
2122404	0	31
2122404	1	634
2122405	0	21
2122405	1	433
2122406	0	26
2122406	1	720
2122407	0	15
2122407	1	423
2122408	0	28
2122408	1	310
2122409	0	17
2122409	1	399
2122410	0	28
2122410	1	852
2122411	0	17
2122411	1	320
2122413	0	14
2122413	1	425
2122414	0	22
2122414	1	515
2122415	0	11
2122415	1	333
2122416	0	18
2122416	1	276
2122417	0	22
2122417	1	542
2122418	0	16
2122418	1	412
2122419	0	7
2122419	1	223
2122420	0	13
2122420	1	248
2122421	0	21
2122421	1	486
2122422	0	24
2122422	1	573
2122423	0	5
2122423	1	130
2122424	0	4
2122424	1	193
2122425	0	17
2122425	1	543
2122426	0	19
2122426	1	553
2122428	0	39
2122428	1	1226
2122429	0	35
2122429	1	703
2122430	0	9
2122430	1	282
2122431	0	38
2122431	1	1344
2122501	0	18
2122501	1	366
2122502	0	62
2122502	1	1237
2122503	0	5
2122503	1	263
2122504	0	31
2122504	1	416
2122505	0	15
2122505	1	285
2122506	0	3
2122506	1	342
2122507	0	23
2122507	1	477
2122508	0	5
2122508	1	164
2122509	0	21
2122509	1	554
2122510	0	18
2122510	1	479
2122511	0	22
2122511	1	302
2122512	0	11
2122512	1	343
2122513	1	3
2122514	0	5
2122514	1	346
2122516	0	20
2122516	1	477
2122517	0	9
2122517	1	252
2122518	0	12
2122518	1	329
2122519	0	29
2122519	1	457
2122520	0	5
2122520	1	269
2122521	0	11
2122521	1	445
2122601	0	13
2122601	1	364
2122602	0	32
2122602	1	617
2122603	0	28
2122603	1	600
2122604	0	12
2122604	1	560
2122605	0	28
2122605	1	626
2122606	0	18
2122606	1	624
2122607	0	29
2122607	1	423
2122608	0	29
2122608	1	521
2122609	0	15
2122609	1	454
2122610	0	19
2122610	1	266
2122611	0	14
2122611	1	255
2122612	0	8
2122612	1	437
2122613	0	24
2122613	1	508
2122614	0	17
2122614	1	373
2122615	0	13
2122615	1	392
2122616	1	3
2122617	0	22
2122617	1	235
2122801	0	14
2122801	1	520
2122802	0	9
2122802	1	309
2122803	0	24
2122803	1	235
2122804	0	9
2122804	1	3
2122805	1	3
2122806	0	18
2122806	1	470
2122807	0	15
2122807	1	376
2122808	0	10
2122808	1	380
2122809	0	15
2122809	1	354
2122810	0	49
2122810	1	498
2122811	0	16
2122811	1	512
2122812	0	38
2122812	1	510
2122813	0	16
2122813	1	324
2122814	0	11
2122814	1	327
2122815	0	27
2122815	1	255
2122816	0	3
2122816	1	180
2122817	0	24
2122817	1	467
2122818	1	4
2122819	0	22
2122819	1	468
2122820	0	5
2122820	1	473
2122821	0	14
2122821	1	367
2122822	0	19
2122822	1	376
2122823	0	29
2122823	1	468
2122824	0	10
2122824	1	64
2122825	0	9
2122825	1	5
2122826	1	168
2122901	0	14
2122901	1	411
2122902	0	12
2122902	1	511
2122903	0	21
2122903	1	358
2122904	0	18
2122904	1	346
2122905	0	12
2122905	1	291
2122906	0	11
2122906	1	499
2122907	0	20
2122907	1	410
2122908	0	17
2122908	1	627
2122909	0	15
2122909	1	473
2122910	0	15
2122910	1	377
2122911	0	16
2122911	1	495
2122912	0	9
2122912	1	359
2122913	0	3
2122913	1	306
2122914	0	24
2122914	1	495
2122915	0	4
2122915	1	211
2122916	0	10
2122916	1	352
2122917	0	19
2122917	1	383
2122918	0	22
2122918	1	455
2122919	0	10
2122919	1	259
2122920	0	13
2122920	1	311
2122921	0	10
2122921	1	543
2122922	0	23
2122922	1	427
2122923	0	16
2122923	1	457
2122924	0	12
2122924	1	518
2122925	0	6
2122925	1	193
2122926	0	16
2122926	1	487
2122927	0	26
2122927	1	459
2122928	0	18
2122928	1	406
2122929	0	21
2122929	1	446
2122930	0	14
2122930	1	430
2122931	0	16
2122931	1	274
2122932	0	8
2122932	1	217
2122933	0	11
2122933	1	357
2122934	1	334
2122935	0	41
2122935	1	495
2122936	0	6
2122936	1	277
2122937	0	11
2122937	1	366
2122938	0	16
2122938	1	598
2122939	0	19
2122939	1	511
2122940	0	15
2122940	1	466
2122941	0	5
2122941	1	329
2122942	1	231
2122943	0	29
2122943	1	1279
2122944	0	3
2122944	1	328
2122945	0	25
2122945	1	386
2122946	0	10
2122946	1	406
2122947	0	26
2122947	1	415
2122948	0	10
2122948	1	264
2122949	0	14
2122949	1	382
2122950	0	8
2122950	1	401
2122951	0	8
2122951	1	425
2122952	0	15
2122952	1	552
2122953	0	7
2122953	1	364
2122954	0	18
2122954	1	539
2122955	0	12
2122955	1	306
2122957	0	6
2122957	1	235
2122958	0	15
2122958	1	211
2122959	0	10
2122959	1	306
2122960	0	15
2122960	1	340
2122961	0	7
2122961	1	307
2122962	0	20
2122962	1	446
2122963	0	5
2122963	1	275
2122964	0	17
2122964	1	380
2123001	0	18
2123001	1	428
2123002	0	9
2123002	1	397
2123003	0	22
2123003	1	309
2123004	0	8
2123004	1	370
2123005	0	3
2123005	1	408
2123006	0	15
2123006	1	493
2123007	0	9
2123007	1	390
2123008	0	20
2123008	1	414
2123009	0	21
2123009	1	465
2123010	0	21
2123010	1	466
2123011	0	10
2123011	1	416
2123012	0	28
2123012	1	501
2123013	0	9
2123013	1	340
2123014	0	12
2123014	1	358
2123015	0	14
2123015	1	404
2123016	0	10
2123016	1	342
2123017	0	11
2123017	1	177
2123101	0	11
2123101	1	430
2123102	0	16
2123102	1	512
2123103	1	297
2123104	0	17
2123104	1	577
2123105	0	17
2123105	1	356
2123106	0	19
2123106	1	423
2123107	0	29
2123107	1	450
2123108	0	20
2123108	1	434
2123109	0	28
2123109	1	509
2123110	0	16
2123110	1	207
2123111	0	29
2123111	1	497
2123112	0	7
2123112	1	270
2123113	0	18
2123113	1	538
2123114	0	7
2123114	1	251
2123115	0	13
2123115	1	375
2123116	0	16
2123116	1	349
2123117	0	21
2123117	1	503
2123118	0	26
2123118	1	325
2123119	0	16
2123119	1	329
2123120	0	26
2123120	1	450
2123121	0	15
2123121	1	388
2123122	0	23
2123122	1	568
2123201	0	24
2123201	1	362
2123202	0	32
2123202	1	580
2123203	0	16
2123203	1	334
2123205	0	15
2123205	1	445
2123206	0	19
2123206	1	169
2123207	0	26
2123207	1	678
2123208	0	8
2123208	1	163
2123209	0	24
2123209	1	442
2123210	0	19
2123210	1	526
2123211	0	18
2123211	1	528
2123212	0	6
2123212	1	200
2123213	0	11
2123213	1	431
2123214	0	30
2123214	1	306
2123215	0	56
2123215	1	849
2123216	0	18
2123216	1	375
2123217	0	21
2123217	1	361
2123218	0	68
2123218	1	1459
2123219	0	24
2123219	1	450
2123220	0	24
2123220	1	446
2123221	0	16
2123221	1	403
2123222	0	29
2123222	1	433
2123223	0	28
2123223	1	531
2123224	0	3
2123224	1	406
2123226	1	13
2123227	0	29
2123227	1	311
2123228	0	9
2123228	1	314
2123229	1	129
2123230	0	14
2123230	1	284
2123232	0	13
2123232	1	328
2123301	0	16
2123301	1	257
2123302	0	18
2123302	1	468
2123303	0	20
2123303	1	256
2123304	0	10
2123304	1	138
2123305	0	11
2123305	1	259
2123306	0	12
2123306	1	139
2123307	0	29
2123307	1	396
2123308	0	18
2123308	1	302
2123309	0	24
2123309	1	535
2123310	0	44
2123310	1	429
2123401	0	32
2123401	1	426
2123402	0	27
2123402	1	674
2123403	0	21
2123403	1	426
2123404	0	35
2123404	1	352
2123405	0	28
2123405	1	422
2123406	0	16
2123406	1	404
2123407	0	23
2123407	1	401
2123408	0	24
2123408	1	347
2123409	0	19
2123409	1	335
2123501	0	24
2123501	1	387
2123502	0	18
2123502	1	306
2123503	0	23
2123503	1	470
2123504	0	15
2123504	1	395
2123505	0	27
2123505	1	471
2123506	0	19
2123506	1	532
2123507	0	28
2123507	1	634
2123508	0	15
2123508	1	292
2123509	0	37
2123509	1	648
2123510	0	22
2123510	1	436
2123511	0	13
2123511	1	481
2123512	0	28
2123512	1	336
2123513	0	27
2123513	1	528
2123514	0	30
2123514	1	347
2123515	0	24
2123515	1	257
2123516	0	35
2123516	1	499
2123517	0	34
2123517	1	366
2123518	0	22
2123518	1	263
2123519	0	18
2123519	1	582
2123520	0	23
2123520	1	300
2123521	0	8
2123521	1	334
2123601	0	21
2123601	1	721
2123602	0	18
2123602	1	537
2123603	0	21
2123603	1	458
2123604	0	12
2123604	1	511
2123605	0	3
2123606	0	9
2123606	1	301
2123607	0	17
2123607	1	397
2123608	0	13
2123608	1	247
2123609	0	7
2123609	1	228
2123610	0	22
2123610	1	604
2123611	0	17
2123611	1	295
2123612	0	10
2123612	1	243
2123613	0	17
2123613	1	391
2123614	0	5
2123614	1	412
2123615	0	24
2123615	1	574
2123616	0	16
2123616	1	182
2123617	0	4
2123617	1	256
2123618	0	38
2123618	1	1041
2123702	0	22
2123702	1	552
2123703	0	16
2123703	1	549
2123704	0	15
2123704	1	469
2123705	0	12
2123705	1	487
2123706	0	25
2123706	1	808
2123707	0	9
2123707	1	655
2123708	0	17
2123708	1	488
2123709	0	7
2123709	1	418
2123710	0	16
2123710	1	526
