SA1_7DIGITCODE_2016	medianTotalPersonalIncome
5103206	60268
5103207	68848
5103208	52988
5103209	67288
5103210	63076
5103211	69940
5103212	75816
5103213	64272
5103214	55744
5103215	73320
5103216	69056
5103217	68796
5103218	66716
5103301	53196
5103302	60736
5103303	48880
5103304	48152
5103305	55484
5103306	56108
5103307	59228
5103308	
5103309	50856
5103310	51688
5103311	54496
5103312	53664
5103313	54184
5103314	72592
5103315	53144
5103316	54184
5103317	53404
5103318	50024
5103319	48152
5103320	52156
5103321	47112
5103322	58500
5103401	24388
5103402	120692
5103403	61620
5103404	52312
5103405	57148
5103406	31460
5103407	56420
5103408	56004
5103409	40872
5103410	82576
5103411	63752
5103412	50648
5103413	41704
5103414	38584
5103415	37752
5103416	46800
5103417	32032
5103418	82316
5103419	55068
5103420	48932
5103421	38272
5103422	52884
5103423	44668
5103424	42172
5103501	86788
5103502	
5103503	48308
5103504	18200
5103505	28548
5103506	22152
5103507	21112
5103508	18200
5103509	48256
5103510	65312
5103511	47476
5103512	48880
5103513	60476
5103514	49192
5103515	53508
5103516	58188
5103517	57200
5103518	56004
5103519	79092
5103520	63232
5103521	37804
5103522	6760
5103523	65884
5103524	7956
5103525	47008
5103526	45760
5103527	35204
5103528	76128
5103529	63648
5103530	68900
5103531	42900
5103532	57980
5103533	50596
5103534	25220
5103535	49660
5103536	46176
5103537	45188
5103538	62088
5103539	40352
5103540	55900
5103541	48412
5103601	
5103602	39988
5103603	50388
5103604	57200
5103605	36660
5103606	35932
5103607	55224
5103608	47008
5103609	55848
5103610	71500
5103611	59540
5103612	52832
5103613	56212
5103614	63388
5103615	77376
5103616	44200
5103617	33228
5103618	49712
5103619	39884
5103620	52520
5103621	25376
5103622	
5103623	74464
5103624	49868
5103625	
5103701	77948
5103801	58864
5103802	54704
5103803	67548
5103804	69992
5103805	56576
5103806	60268
5103807	43316
5103808	73372
5103809	49452
5103810	49192
5103811	53612
5103812	
5103813	58656
5103814	41184
5103815	55536
5103816	52520
5103817	59228
5103818	58136
5103819	56732
5103820	62920
5103821	59020
5103822	60736
5103823	45812
5103824	49816
5103825	59228
5103826	54184
5103827	58812
5103828	46800
5103901	43420
5103902	56368
5103903	46488
5103904	
5103905	52260
5103906	45240
5103907	50596
5103908	43836
5103909	36608
5103910	49660
5103911	50440
5103912	50856
5103913	60684
5103914	50180
5103915	42224
5103916	51012
5103917	49036
5103918	60892
5103919	14924
5103920	48984
5103921	51376
5103922	56524
5103923	33020
5103924	45032
5103925	48100
5103926	66352
5103927	53872
5103928	47372
5103929	62504
5103930	45188
5103931	52520
5103932	50284
5103933	40560
5103934	47216
5103935	34788
5103936	51480
5103937	50024
5103938	50804
5103939	50804
5104001	45344
5104002	52728
5104003	59020
5104004	50024
5104005	41132
5104006	51636
5104007	47736
5104008	59176
5104009	55068
5104010	56368
5104011	44824
5104012	59748
5104013	44200
5104014	45864
5104015	39780
5104016	31148
5104017	56732
5104018	57824
5104019	43472
5104020	40248
5104021	50388
5104102	54288
5104103	44824
5104104	37440
5104105	26728
5104106	26208
5104107	38584
5104113	66976
5104114	63544
5104115	52780
5104116	51012
5104118	35880
5104119	53196
5104120	38740
5104122	50752
5104123	43316
5104124	46800
5104125	51584
5104127	61152
5104128	44772
5104130	52520
5104132	55172
5104133	54184
5104134	56732
5104135	35308
5104138	47944
5104139	60476
5104140	72904
5104143	30004
5104145	56264
5104146	53508
5104147	46488
5104148	59020
5104149	52468
5104150	31980
5104151	46020
5104152	51324
5104153	66040
5104154	57564
5104155	72020
5104156	64324
5104157	57044
5104158	53560
5104159	41860
5104160	43784
5104161	156000
5104162	68432
5104163	65832
5104164	66092
5104165	
5104166	55432
5104167	
5104168	
5104169	27924
5104170	58500
5104171	65260
5104172	38636
5104173	59644
5104174	59540
5104175	48412
5104176	48724
5104177	80184
5104178	59436
5104179	47320
5104180	69368
5104181	17316
5104182	39416
5104183	41964
5104184	47424
5104185	48932
5104186	53196
5104201	58760
5104202	59852
5104203	73164
5104205	42276
5104206	44512
5104207	56680
5104208	39832
5104209	52312
5104210	54184
5104211	58240
5104212	29172
5104213	56628
5104214	49192
5104215	50076
5104216	65312
5104217	70772
5104218	56524
5104219	57096
5104220	56784
5104221	66456
5104222	56888
5104223	52520
5104224	63960
5104225	69420
5104226	62504
5104227	27924
5104228	54028
5104229	58136
5104230	59384
5104231	25012
5104232	62192
5104233	68692
5104234	58500
5104235	58708
5104236	43264
5104237	38688
5104238	52208
5104301	29276
5104303	39000
5104304	37232
5104305	25844
5104306	47164
5104307	53924
5104308	44616
5104309	
5104310	57668
5104311	
5104313	36920
5104314	34996
5104315	34424
5104316	41028
5104317	55536
5104318	57408
5104319	49244
5104320	51428
5104321	53248
5104322	61932
5104323	65208
5104324	33904
5104325	61568
5104326	55536
5104327	63492
5104328	64688
5104329	61828
5104330	56264
5104331	55016
5104332	41964
5104333	47112
5104334	62556
5104335	63700
5104336	53820
5104337	49452
5104338	65728
5104339	63128
5104340	28912
5104341	36920
5104342	33904
5104343	46540
5104401	37700
5104402	32396
5104403	27196
5104404	32968
5104405	30056
5104406	31356
5104407	39052
5104408	36660
5104409	35100
5104410	35516
5104411	36192
5104412	35620
5104413	35412
5104414	37336
5104415	42120
5104416	38532
5104417	43836
5104418	42484
5104419	46124
5104420	43732
5104421	45656
5104422	42224
5104423	42276
5104424	35828
5104425	49504
5104426	27924
5104427	37492
5104428	33228
5104429	38220
5104430	39156
5104431	43732
5104432	
5104433	39780
5104434	
5104435	48620
5104436	29068
5104437	28860
5104501	39728
5104502	31668
5104503	42224
5104504	43212
5104505	32344
5104506	33124
5104507	33956
5104508	34008
5104509	37856
5104510	31200
5104511	43836
5104512	27924
5104513	39156
5104514	51688
5104515	44356
5104516	49816
5104517	45344
5104518	42848
5104519	16900
5104521	37232
5104522	30992
5104523	29484
5104524	26104
5104525	56264
5104527	24908
5104528	50596
5104529	38012
5104530	40456
5104531	44096
5104532	50648
5104533	39624
5104534	41392
5104535	37284
5104536	46540
5104537	37804
5104538	24752
5104539	52884
5104540	41860
5104541	44668
5104542	46540
5104543	52832
5104544	45500
5104545	51740
5104546	44356
5104547	49036
5104548	30732
5104550	58500
5104551	45500
5104552	40664
5104553	48308
5104554	46072
5104555	24960
5104556	58136
5104557	35464
5104558	41080
5104560	60840
5104601	55120
5104602	53612
5104603	60944
5104604	51064
5104605	56420
5104606	57928
5104607	61724
5104608	
5104609	51792
5104610	37076
5104611	45812
5104612	59436
5104613	46176
5104614	43004
5104615	47528
5104616	43472
5104617	41236
5104618	45136
5104619	47788
5104620	42952
5104621	40664
5104622	35672
5104623	43004
5104624	39624
5104625	43368
5104626	45656
5104627	54132
5104628	43732
5104701	37700
5104702	31980
5104703	31980
5104704	30576
5104705	38168
5104706	32760
5104707	29380
5104708	30316
5104709	32084
5104710	26988
5104711	30316
5104712	34112
5104713	30940
5104714	31148
5104715	
5104716	28236
5104717	34476
5104718	34216
5104719	34684
5104720	35516
5104721	31720
5104722	31096
5104723	34788
5104724	33956
5104725	28808
5104726	33488
5104727	27456
5104728	35100
5104729	35620
5104730	33904
5104731	24544
5104732	32916
5104733	32500
5104734	36504
5104735	33956
5104736	32084
5104737	33956
5104738	34944
5104739	36348
5104740	31148
5104741	32344
5104742	31460
5104743	29588
5104744	27300
5104745	37960
5104801	
5104802	37856
5104803	29484
5104804	36036
5104805	38428
5104806	32760
5104807	31564
5104808	35516
5104809	35620
5104810	31616
5104811	34476
5104812	31720
5104813	26208
5104814	31356
5104815	31668
5104816	30784
5104817	31304
5104818	27300
5104819	32604
5104820	37700
5104821	34528
5104901	34528
5104902	37388
5104903	42328
5104904	34736
5104906	36140
5104907	33592
5104908	39936
5104909	24648
5104910	28600
5104911	35048
5104912	
5104913	
5105001	32968
5105002	33020
5105003	
5105004	41964
5105005	43784
5105006	39416
5105007	37128
5105008	39624
5105009	34684
5105010	42276
5105011	38168
5105012	44304
5105013	39104
5105014	39312
5105015	42744
5105016	32552
5105017	34372
5105018	36400
5105019	32240
5105020	37284
5105101	42900
5105103	36712
5105104	29276
5105105	34476
5105106	30628
5105107	42796
5105108	40716
5105109	40924
5105111	53456
5105112	45968
5105113	38272
5105114	40820
5105115	34736
5105201	19916
5105301	36660
5105302	39988
5105303	40248
5105304	41860
5105305	36400
5105306	34996
5105307	31512
5105308	37544
5105309	42432
5105310	30784
5105311	41964
5105312	38324
5105313	35100
5105314	33228
5105315	35724
5105316	34632
5105317	40092
5105318	38584
5105319	28184
5105320	36816
5105321	31720
5105322	38168
5105323	30420
5105324	35152
5105325	29900
5105326	37700
5105327	42120
5105328	37388
5105329	37492
5105330	47788
5105331	32604
5105332	
5105333	38636
5105334	38064
5105335	34268
5105336	32032
5105337	24804
5105338	31356
5105401	34944
5105402	27352
5105403	39624
5105404	34996
5105405	27456
5105406	29640
5105407	34424
5105408	30576
5105409	29380
5105410	24076
5105411	37024
5105412	22984
5105413	24180
5105414	34164
5105415	40612
5105416	37232
5105417	28132
5105418	35152
5105419	31096
5105420	37700
5105421	32344
5105422	38272
5105423	35724
5105424	39260
5105425	37128
5105426	40300
5105427	30680
5105428	34892
5105429	24700
5105430	27092
5105431	24960
5105432	29900
5105501	44200
5105601	25272
5105602	27716
5105603	33124
5105604	32448
5105605	27040
5105606	28340
5105607	35360
5105608	32916
5105609	32916
5105610	28392
5105611	36036
5105612	30680
5105613	33904
5105614	39624
5105615	35568
5105616	32188
5105617	29900
5105618	34580
5105619	40352
5105620	35412
5105621	40664
5105622	31148
5105623	41860
5105624	34736
5105625	26104
5105626	28288
5105627	35412
5105628	33904
5105629	27560
5105630	23400
5105631	35828
5105632	18200
5105633	32136
5105634	36036
5105635	35048
5105636	35828
5105637	33020
5105638	36244
5105639	29900
5105640	27508
5105641	29900
5105642	30680
5105643	34736
5105644	31616
5105645	31096
5105646	29692
5105647	25792
5105648	35620
5105649	24752
5105650	
5105651	35984
5105701	26728
5105702	31096
5105703	30576
5105704	34632
5105707	31824
5105708	30680
5105709	45032
5105710	33904
5105711	29640
5105712	33956
5105713	39052
5105715	26988
5105716	29276
5105717	25064
5105718	31356
5105719	30784
5105720	26104
5105721	22672
5105722	31512
5105723	30784
5105724	31980
5105725	36764
5105727	26312
5105728	25480
5105729	32708
5105730	29224
5105731	38376
5105732	35620
5105733	48412
5105734	35516
5105735	33228
5105736	34008
5105737	33020
5105738	26884
5105739	36296
5105740	37076
5105741	26156
5105801	66196
5105802	34684
5105803	36452
5105804	45240
5105805	29484
5105806	33020
5105807	36868
5105808	31356
5105809	41184
5105810	34996
5105811	40196
5105812	39104
5105813	35828
5105902	44512
5105905	37180
5105906	40508
5105907	
5105909	34320
5105910	25116
5105911	40820
5105912	32968
5105913	48984
5105914	37128
5105915	40560
5105916	39312
5105917	25584
5105918	36712
5105919	37700
5105920	32708
5105921	33020
5105922	40196
5105923	42276
5105924	41756
5105925	30576
5105926	42952
5105927	37700
5105928	40508
5105929	38220
5105930	26832
5105932	31044
5105933	38376
5105934	38324
5105935	26208
5105936	45916
5105938	50908
5105939	54184
5105940	46904
5105941	36140
5105942	45240
5105943	38064
5105944	43316
5105945	41080
5105946	37700
5105947	24856
5105948	29172
5105949	31304
5105951	
5105952	35880
5105953	41132
5105954	36088
5105955	38948
5105956	42016
5105957	43576
5105959	47684
5105960	39156
5105961	52884
5105962	44356
5105963	45656
5105964	37700
5105965	43628
5105966	39780
5105967	48828
5105968	44980
5105969	45188
5105970	44876
5105971	45188
5105972	42328
5105973	44200
5105974	54912
5105975	
5105976	44460
5105977	48412
5105978	53092
5105979	46488
5105980	48204
5105981	49556
5105982	48048
5105983	39884
5105984	40820
5105985	39104
5105986	39416
5105987	43992
5106001	42068
5106002	41132
5106003	40144
5106004	37908
5106005	46592
5106006	40144
5106007	31824
5106008	39416
5106102	46072
5106103	
5106104	26156
5106105	43316
5106106	
5106108	28236
5106109	61776
5106110	28756
5106111	44876
5106112	35152
5106113	37544
5106114	
5106201	28444
5106202	51844
5106203	38844
5106204	40560
5106205	34112
5106206	41236
5106207	50284
5106208	29120
5106209	29588
5106210	21112
5106211	26624
5106212	29484
5106213	25740
5106214	26260
5106215	23296
5106216	32344
5106217	36868
5106218	25428
5106219	38636
5106220	29328
5106301	33748
5106401	
5106501	22100
5106502	31304
5106503	32916
5106504	39104
5106505	31564
5106506	31148
5106507	32344
5106508	37596
5106509	36556
5106510	35048
5106511	32032
5106512	31252
5106513	27820
5106514	30368
5106601	29432
5106602	35724
5106603	26104
5106604	30472
5106605	39780
5106606	28704
5106607	32916
5106608	32916
5106609	35048
5106610	44720
5106611	43316
5106615	42276
5106616	40456
5106617	36972
5106618	32812
5106619	34112
5106620	29692
5106621	42952
5106622	29900
5106623	
5106624	26624
5106625	29692
5106626	36348
5106627	33020
5106628	34736
5106701	36348
5106702	34944
5106703	36556
5106704	39052
5106705	43628
5106706	35724
5106707	45864
5106708	44616
5106709	45500
5106710	52156
5106711	38896
5106712	36660
5106713	35724
5106714	34008
5106715	32656
5106716	36972
5106717	36244
5106718	
5106719	
5106720	25116
5106801	40144
5106802	42640
5106803	43992
5106804	42588
5106807	32240
5106808	45500
5106809	41808
5106810	44616
5106811	31408
5106812	33436
5106813	44772
5106814	43680
5106815	54236
5106816	51116
5106817	51064
5106818	44408
5106819	47840
5106820	53976
5106901	
5107001	34164
5107002	39104
5107003	32240
5107004	37128
5107005	42796
5107006	42068
5107007	36296
5107008	43160
5107009	35204
5107010	37076
5107011	36348
5107012	35516
5107013	41340
5107014	40300
5107015	43576
5107016	37700
5107017	40768
5107018	45552
5107019	45760
5107020	38896
5107021	38948
5107022	40508
5107023	
5107024	41132
5107101	37908
5107102	43628
5107103	33020
5107104	41912
5107105	46124
5107106	36920
5107107	42744
5107108	41288
5107109	34060
5107110	40664
5107111	33020
5107112	39780
5107113	37544
5107114	38740
5107115	39312
5107116	41392
5107117	36868
5107118	44148
5107119	43108
5107120	35828
5107121	32136
5107122	43992
5107123	39416
5107124	46956
5107125	
5107126	36296
5107127	40300
5107128	39520
5107129	37076
5107130	36608
5107131	31824
5107132	37232
5107133	47112
5107134	36036
5107135	39884
5107201	41392
5107202	43316
5107203	44200
5107204	41756
5107205	45448
5107206	51064
5107207	51324
5107208	38168
5107209	34216
5107210	42952
5107211	47268
5107212	47112
5107213	35620
5107214	32240
5107215	52416
5107216	46592
5107217	43160
5107218	38636
5107219	39780
5107220	48100
5107221	52312
5107222	41808
5107223	42692
5107224	42640
5107225	45604
5107226	46800
5107227	35828
5107228	42224
5107229	40352
5107230	39988
5107231	45708
5107232	33644
5107233	43420
5107234	45500
5107301	39780
5107302	44408
5107303	41028
5107304	39988
5107305	42588
5107306	40404
5107307	44928
5107308	35984
5107309	39156
5107310	39676
5107311	40300
5107312	38688
5107313	35308
5107314	43836
5107315	38168
5107316	38948
5107317	33644
5107318	39156
5107319	24180
5107320	33280
5107321	36764
5107322	32864
5107323	39260
5107324	44200
5107325	38064
5107326	32292
5107327	42328
5107328	34684
5107329	46124
5107330	39156
5107331	40248
5107332	45032
5107333	
5107334	35880
5107335	38220
5107401	40352
5107402	41756
5107403	39624
5107404	43004
5107405	37960
5107406	45916
5107407	35880
5107408	36764
5107409	36192
5107410	39884
5107411	40092
5107412	38532
5107413	41756
5107414	40976
5107415	40612
5107416	38428
5107417	38636
5107418	36244
5107419	33124
5107420	38584
5107421	38324
5107501	38532
5107502	46280
5107503	44980
5107504	43316
5107505	44564
5107506	43940
5107507	34164
5107508	41288
5107509	44096
5107510	48828
5107511	42276
5107512	46644
5107513	41756
5107514	32656
5107515	39936
5107516	49556
5107517	46280
5107518	44200
5107519	38272
5107520	47632
5107521	50284
5107522	48880
5107523	49660
5107601	48048
5107602	42224
5107603	35880
5107604	38480
5107606	32240
5107607	43680
5107608	41808
5107609	47216
5107611	50440
5107612	51116
5107613	23608
5107614	55796
5107615	
5107616	50908
5107617	48100
5107701	
5107702	41964
5107703	35360
5107704	37700
5107705	38324
5107706	41756
5107707	40040
5107708	35880
5107709	46800
5107710	42848
5107711	36400
5107712	33124
5107713	38012
5107714	43004
5107715	40248
5107716	
5107717	36088
5107718	36400
5107719	22984
5107720	35204
5107721	42900
5107722	44460
5107723	36140
5107724	34112
5107725	41028
5107726	37700
5107727	42016
5107728	38740
5107729	35048
5107730	45708
5107731	37856
5107732	28756
5107733	
5107734	
5107735	34788
5107736	41132
5107801	38272
5107802	41288
5107803	42432
5107804	37336
5107805	47216
5107806	36920
5107807	40196
5107808	40924
5107809	41028
5107810	38324
5107811	38220
5107812	45032
5107813	44200
5107814	45916
5107815	39468
5107816	31616
5107817	42276
5107818	40144
5107819	43056
5107820	47372
5107821	45656
5107822	39780
5107823	42172
5107824	44720
5107825	42692
5107826	
5107827	34892
5107828	44928
5107829	35724
5107830	49712
5107831	28704
5107832	
5107833	25012
5107834	25324
5107835	37076
5107901	38116
5107902	45968
5107903	43420
5107904	33644
5107905	42900
5107906	43576
5107907	41392
5107908	42380
5107909	38376
5107910	48360
5107911	40404
5107912	41132
5107913	43004
5107914	
5107915	39988
5107916	38376
