SA1_7DIGITCODE_2016	PrivateDwelling	persons
2119827	0	23
2119827	1	608
2119828	0	7
2119828	1	477
2119829	0	13
2119829	1	418
2119830	0	11
2119830	1	355
2119831	0	22
2119831	1	209
2119832	0	4
2119832	1	471
2119833	0	19
2119833	1	317
2119901	0	82
2119901	1	521
2119902	0	49
2119902	1	366
2119903	0	43
2119903	1	303
2119904	0	13
2119904	1	411
2119905	0	47
2119905	1	574
2119906	0	3
2119906	1	4
2119907	0	31
2119907	1	488
2119908	0	125
2119908	1	273
2119909	0	66
2119909	1	424
2119910	0	37
2119910	1	374
2119911	0	56
2119911	1	589
2119912	0	20
2119912	1	396
2119913	0	68
2119913	1	545
2119914	0	37
2119914	1	439
2119915	0	25
2119915	1	330
2119916	0	23
2119916	1	503
2119917	0	258
2119917	1	187
2119918	0	58
2119918	1	340
2119919	0	25
2119919	1	525
2119920	0	38
2119920	1	551
2119921	0	9
2119921	1	450
2119922	0	49
2119922	1	328
2119923	0	26
2119923	1	363
2119924	0	23
2119924	1	343
2119925	0	39
2119925	1	388
2119926	0	50
2119926	1	432
2119927	0	20
2119927	1	350
2119928	0	24
2119928	1	407
2119929	0	16
2119929	1	310
2119930	0	15
2119930	1	401
2119931	0	43
2119931	1	342
2119932	0	37
2119932	1	401
2120001	0	7
2120001	1	247
2120002	0	11
2120002	1	415
2120003	0	12
2120003	1	422
2120004	0	8
2120004	1	390
2120005	0	28
2120005	1	555
2120006	0	5
2120006	1	236
2120007	0	8
2120007	1	381
2120008	0	86
2120008	1	574
2120009	1	325
2120010	0	27
2120010	1	368
2120011	0	39
2120011	1	525
2120012	0	12
2120012	1	460
2120013	0	33
2120013	1	358
2120014	0	29
2120014	1	520
2120015	0	15
2120015	1	414
2120016	0	21
2120016	1	374
2120017	0	10
2120017	1	395
2120018	0	31
2120018	1	616
2120019	0	19
2120019	1	434
2120020	0	3
2120020	1	507
2120021	0	11
2120021	1	317
2120022	0	14
2120022	1	435
2120023	0	8
2120023	1	254
2120024	0	29
2120024	1	402
2120025	0	11
2120025	1	495
2120026	0	42
2120026	1	309
2120101	0	14
2120101	1	374
2120102	0	4
2120102	1	493
2120103	0	17
2120103	1	539
2120104	0	23
2120104	1	344
2120105	0	14
2120105	1	402
2120106	0	52
2120106	1	371
2120107	0	33
2120107	1	332
2120108	0	3
2120108	1	264
2120109	0	24
2120109	1	467
2120110	0	6
2120110	1	445
2120111	0	14
2120111	1	383
2120112	0	18
2120112	1	426
2120113	0	4
2120113	1	436
2120114	0	8
2120114	1	383
2120115	1	385
2120116	0	13
2120116	1	231
2120117	0	15
2120117	1	342
2120118	0	7
2120118	1	375
2120119	0	3
2120119	1	237
2120201	1	232
2120202	0	18
2120202	1	237
2120203	0	11
2120203	1	259
2120204	0	3
2120204	1	266
2120205	0	11
2120205	1	391
2120206	0	12
2120206	1	598
2120207	0	3
2120207	1	209
2120208	0	19
2120208	1	522
2120209	0	15
2120209	1	496
2120210	0	24
2120210	1	458
2120211	0	3
2120211	1	251
2120212	0	18
2120212	1	405
2120213	0	4
2120213	1	271
2120214	0	134
2120214	1	320
2120215	0	14
2120215	1	427
2120216	0	10
2120216	1	296
2120217	1	337
2120218	0	110
2120218	1	413
2120219	0	5
2120219	1	239
2120220	0	3
2120220	1	237
2120221	0	11
2120221	1	445
2120222	0	12
2120222	1	468
2120223	0	11
2120223	1	603
2120224	0	20
2120224	1	383
2120225	0	10
2120225	1	502
2120226	0	14
2120226	1	334
2120227	0	17
2120227	1	451
2120228	0	3
2120228	1	262
2120229	0	10
2120229	1	414
2120230	0	17
2120230	1	559
2120231	0	6
2120231	1	320
2120232	0	13
2120232	1	422
2120233	0	16
2120233	1	487
2120234	1	242
2120235	0	3
2120235	1	366
2120236	0	5
2120236	1	297
2120237	0	3
2120237	1	287
2120238	1	293
2120239	0	26
2120239	1	297
2120240	0	24
2120240	1	464
2120241	0	5
2120241	1	240
2120301	1	253
2120302	0	4
2120302	1	189
2120303	0	3
2120303	1	323
2120304	1	293
2120305	0	7
2120305	1	560
2120306	0	7
2120306	1	470
2120307	0	6
2120307	1	481
2120308	0	8
2120308	1	543
2120309	0	4
2120309	1	380
2120310	0	4
2120310	1	426
2120311	0	6
2120311	1	375
2120312	0	14
2120312	1	533
2120313	0	14
2120313	1	478
2120314	0	4
2120314	1	461
2120315	0	16
2120315	1	401
2120316	0	17
2120316	1	416
2120317	0	3
2120317	1	359
2120318	0	8
2120318	1	290
2120319	0	13
2120319	1	552
2120320	0	10
2120320	1	434
2120321	0	7
2120321	1	602
2120322	1	291
2120323	0	9
2120323	1	469
2120324	0	3
2120324	1	381
2120325	0	16
2120325	1	443
2120326	0	3
2120326	1	362
2120327	0	19
2120327	1	373
2120328	0	24
2120328	1	346
2120329	0	85
2120329	1	375
2120330	0	13
2120330	1	348
2120331	0	14
2120331	1	427
2120332	0	14
2120332	1	330
2120333	0	9
2120333	1	383
2120334	0	378
2120335	0	17
2120335	1	263
2120336	0	3
2120336	1	14
2120337	1	478
2120338	0	23
2120338	1	561
2120339	0	120
2120339	1	308
2120340	0	8
2120340	1	434
2120341	1	303
2120342	0	3
2120342	1	422
2120343	0	3
2120343	1	300
2120344	1	221
2120345	0	3
2120345	1	189
2120346	0	3
2120346	1	287
2120401	0	27
2120401	1	539
2120402	0	3
2120402	1	322
2120403	0	8
2120403	1	277
2120404	0	13
2120404	1	504
2120405	0	13
2120405	1	474
2120406	0	27
2120406	1	551
2120407	0	3
2120407	1	282
2120408	0	10
2120408	1	493
2120409	0	3
2120409	1	411
2120410	0	5
2120410	1	404
2120411	0	22
2120411	1	202
2120412	0	20
2120412	1	523
2120413	0	13
2120413	1	343
2120414	0	11
2120414	1	429
2120415	0	4
2120415	1	334
2120416	0	13
2120416	1	404
2120417	0	15
2120417	1	389
2120418	0	20
2120418	1	583
2120419	0	6
2120419	1	246
2120420	0	24
2120420	1	352
2120421	0	20
2120421	1	265
2120422	0	12
2120422	1	343
2120501	0	220
2120501	1	785
2120502	1	295
2120503	0	15
2120503	1	355
2120504	0	26
2120504	1	680
2120505	0	17
2120505	1	575
2120507	0	100
2120507	1	447
2120508	0	324
2120508	1	324
2120509	0	53
2120509	1	586
2120510	0	8
2120510	1	341
2120511	0	22
2120511	1	585
2120512	0	14
2120512	1	449
2120514	0	4
2120514	1	388
2120516	0	4
2120516	1	362
2120518	0	78
2120518	1	664
2120520	0	15
2120520	1	590
2120521	0	15
2120521	1	374
2120523	0	4
2120523	1	279
2120524	0	13
2120524	1	377
2120526	0	1166
2120526	1	36
2120527	0	36
2120527	1	584
2120528	0	10
2120528	1	349
2120701	0	19
2120701	1	370
2120702	0	12
2120702	1	376
2120703	0	6
2120703	1	411
2120704	0	22
2120704	1	489
2120705	0	19
2120705	1	438
2120706	0	36
2120706	1	508
2120707	0	21
2120707	1	479
2120708	0	25
2120708	1	384
2120709	0	24
2120709	1	417
2120710	0	27
2120710	1	466
2120711	0	22
2120711	1	336
2120712	0	157
2120712	1	320
2120713	0	37
2120713	1	525
2120714	0	22
2120714	1	592
2120715	0	107
2120715	1	419
2120716	0	17
2120716	1	487
2120717	0	62
2120717	1	522
2120718	0	20
2120718	1	404
2120719	0	18
2120719	1	409
2120720	0	36
2120720	1	385
2120721	0	25
2120721	1	345
2120722	0	26
2120722	1	351
2120723	0	45
2120723	1	462
2120724	0	23
2120724	1	462
2120725	0	15
2120725	1	556
2120726	0	46
2120726	1	457
2120727	0	32
2120727	1	461
2120728	0	37
2120728	1	420
2120729	0	58
2120729	1	423
2120730	0	39
2120730	1	335
2120731	0	34
2120731	1	544
2120732	0	16
2120732	1	368
2120733	0	30
2120733	1	476
2120734	0	47
2120734	1	456
2120735	0	56
2120735	1	617
2120736	0	65
2120736	1	552
2120737	0	10
2120737	1	618
2120738	0	21
2120738	1	472
2120739	0	24
2120739	1	343
2120740	0	32
2120740	1	383
2120741	0	73
2120741	1	438
2120742	0	51
2120742	1	507
2120743	0	205
2120743	1	434
2120744	0	74
2120744	1	227
2120745	0	40
2120745	1	268
2120746	0	16
2120746	1	318
2120747	0	9
2120747	1	378
2120748	0	18
2120748	1	271
2120749	0	30
2120749	1	287
2120750	0	37
2120750	1	404
2120751	0	13
2120751	1	289
2120752	0	13
2120752	1	446
2120753	0	23
2120753	1	416
2120754	0	45
2120754	1	376
2120755	0	13
2120755	1	403
2120756	0	9
2120756	1	300
2120757	0	19
2120757	1	524
2120758	0	52
2120758	1	609
2120801	0	15
2120801	1	424
2120802	0	129
2120802	1	534
2120803	0	37
2120803	1	482
2120805	0	9
2120805	1	401
2120806	0	11
2120806	1	294
2120807	0	10
2120807	1	426
2120808	0	12
2120808	1	587
2120809	0	49
2120809	1	281
2120810	0	32
2120810	1	302
2120811	0	143
2120811	1	439
2120812	0	28
2120812	1	288
2120813	0	40
2120813	1	443
2120814	0	35
2120814	1	526
2120815	0	11
2120815	1	326
2120816	0	31
2120816	1	438
2120817	0	18
2120817	1	603
2120818	0	28
2120818	1	497
2120819	0	7
2120819	1	377
2120820	0	18
2120820	1	254
2120821	0	43
2120821	1	471
2120822	0	60
2120822	1	426
2120823	0	9
2120823	1	13
2120824	0	30
2120824	1	460
2120825	0	25
2120825	1	448
2120826	0	27
2120826	1	521
2120827	0	17
2120827	1	398
2120828	0	9
2120828	1	609
2120829	0	5
2120829	1	404
2120830	0	14
2120830	1	434
2120831	0	26
2120831	1	552
2120832	0	52
2120832	1	537
2120833	0	31
2120833	1	470
2120834	0	13
2120834	1	337
2120835	0	4
2120835	1	412
2120836	0	42
2120836	1	530
2120837	0	3
2120837	1	122
2120838	0	7
2120838	1	430
2120839	0	15
2120839	1	431
2120840	0	23
2120840	1	535
2120841	0	41
2120841	1	350
2120842	0	27
2120842	1	578
2120843	0	11
2120843	1	137
2120844	1	345
2120846	0	21
2120846	1	404
2120847	0	14
2120847	1	357
2120849	0	25
2120849	1	466
2120850	0	8
2120850	1	255
2120851	0	28
2120851	1	498
2120852	0	48
2120852	1	499
2120853	0	13
2120853	1	228
2120854	0	13
2120854	1	274
2120855	0	5
2120855	1	306
2120856	0	50
2120856	1	398
2120857	0	13
2120857	1	501
2120858	0	21
2120858	1	343
2120901	0	15
2120901	1	462
2120902	0	10
2120902	1	232
2120903	0	5
2120903	1	453
2120904	1	306
2120905	0	47
2120905	1	347
2120906	0	15
2120906	1	406
2120907	0	6
2120907	1	397
2120908	0	10
2120908	1	433
2120909	0	15
2120909	1	313
2120910	1	478
2120911	0	3
2120911	1	274
2120912	0	9
2120912	1	314
2120913	0	14
2120913	1	445
2120914	0	4
2120914	1	279
2120915	0	10
2120915	1	512
2120916	0	14
2120916	1	385
2120917	0	28
2120917	1	501
2120918	0	8
2120918	1	407
2120919	0	5
2120919	1	544
2120920	0	4
2120920	1	277
2120921	0	4
2120921	1	323
2120922	0	13
2120922	1	428
2120923	0	4
2120923	1	319
2120924	0	7
2120924	1	563
2120925	0	3
2120925	1	327
2120926	1	206
2120927	0	4
2120927	1	211
2120928	0	7
2120928	1	208
2120929	0	13
2120929	1	428
2120930	0	6
2120930	1	359
2120931	0	6
2120931	1	424
2120932	1	213
2120933	1	365
2120934	0	13
2120934	1	478
2120935	0	28
2120935	1	340
2120936	0	4
2120936	1	471
2120937	0	4
2120937	1	313
2120938	0	7
2120938	1	330
2120939	0	13
2120939	1	480
2120940	1	230
2120941	0	3
2120941	1	312
2120942	0	11
2120942	1	421
2120943	0	7
2120943	1	304
2120944	0	20
2120944	1	416
2120945	0	136
2120945	1	344
2120946	0	47
2120946	1	324
2120947	0	5
2120947	1	301
2120948	1	202
2120949	0	4
2120949	1	336
2120950	0	19
2120950	1	540
2120951	0	3
2120951	1	349
2120952	0	4
2120952	1	296
2120953	0	4
2120953	1	333
2120954	0	14
2120954	1	388
2120955	0	3
2120955	1	395
2120956	0	3
2120956	1	297
2120957	0	3
2120957	1	238
2120958	0	13
2120958	1	470
2120959	0	20
2120959	1	229
2120960	0	19
2120960	1	378
2121001	1	279
2121002	0	14
2121002	1	449
2121003	0	7
2121003	1	227
2121004	0	22
2121004	1	410
2121005	1	211
2121006	0	5
2121006	1	389
2121007	0	7
2121007	1	207
2121008	0	5
2121008	1	314
2121009	0	7
2121009	1	344
2121010	0	13
2121010	1	454
2121101	0	21
2121101	1	180
2121102	0	50
2121102	1	534
2121103	0	24
2121103	1	323
2121104	0	9
2121104	1	251
2121105	0	26
2121105	1	244
2121106	0	23
2121106	1	513
2121107	0	16
2121107	1	251
2121108	0	8
2121108	1	138
2121109	0	36
2121109	1	241
2121110	0	32
2121110	1	311
2121111	0	11
2121111	1	173
2121112	0	9
2121112	1	259
2121201	0	43
2121201	1	363
2121202	0	13
2121202	1	268
2121203	0	6
2121203	1	198
2121204	0	28
2121204	1	336
2121205	0	19
2121205	1	220
2121206	0	17
2121206	1	250
2121207	0	22
2121207	1	257
2121208	0	13
2121208	1	158
2121211	0	4
2121211	1	343
2121212	0	33
2121212	1	293
2121213	0	40
2121213	1	311
2121214	0	33
2121214	1	329
2121215	0	12
2121215	1	314
2121216	0	7
2121216	1	232
2121217	0	15
2121217	1	228
2121218	0	31
2121218	1	203
2121219	0	17
2121219	1	135
2121220	0	12
2121220	1	185
2121301	0	15
2121301	1	541
2121302	0	15
2121302	1	368
2121303	0	5
2121303	1	227
2121304	0	5
2121304	1	556
2121305	0	8
2121305	1	575
2121306	0	3
2121306	1	247
2121307	0	4
2121307	1	296
2121308	0	13
2121308	1	391
2121309	0	3
2121309	1	318
2121310	1	229
2121311	0	34
2121311	1	929
2121312	1	188
2121313	0	9
2121313	1	424
2121314	0	4
2121314	1	320
2121315	0	12
2121315	1	365
2121316	1	319
2121317	0	92
2121317	1	244
2121318	0	9
2121318	1	669
2121319	0	8
2121319	1	202
2121320	0	7
2121320	1	204
2121321	0	13
2121321	1	159
2121322	0	3
2121322	1	187
2121323	0	22
2121323	1	313
2121324	0	9
2121324	1	265
2121325	0	14
2121325	1	339
2121401	0	7
2121401	1	386
2121402	0	7
2121402	1	363
2121403	0	20
2121403	1	267
2121404	0	14
2121404	1	429
2121405	0	9
2121405	1	369
2121406	0	28
2121406	1	420
2121407	0	12
2121407	1	420
2121408	0	31
2121408	1	493
2121409	0	4
2121409	1	277
2121410	0	24
2121410	1	379
2121411	0	21
2121411	1	490
2121412	0	16
2121412	1	347
2121413	0	23
2121413	1	244
2121414	0	3
2121414	1	355
2121415	0	9
2121415	1	342
2121416	0	83
2121416	1	302
2121417	0	19
2121417	1	306
2121501	0	10
2121501	1	248
2121502	0	12
2121502	1	401
2121503	0	13
2121503	1	282
2121504	0	10
2121504	1	270
2121505	0	11
2121505	1	409
2121506	1	5
2121507	0	3
2121507	1	434
2121508	1	299
2121509	0	9
2121509	1	528
2121510	0	4
2121510	1	174
2121511	0	12
2121511	1	403
2121513	0	12
2121513	1	431
2121514	1	356
2121515	0	23
2121515	1	418
2121516	0	8
2121516	1	232
2121517	0	20
2121517	1	577
2121518	0	42
2121518	1	416
2121519	0	3
2121519	1	513
2121520	0	4
2121520	1	403
2121521	0	3
2121521	1	444
2121522	0	5
2121522	1	642
2121523	0	5
2121523	1	457
2121524	0	8
2121524	1	310
2121525	0	18
2121525	1	604
2121526	0	9
2121526	1	323
2121527	0	7
2121527	1	325
2121528	1	183
2121529	0	28
2121529	1	424
2121530	0	9
2121530	1	579
2121531	0	7
2121531	1	371
2121532	0	101
2121532	1	362
2121533	0	12
2121533	1	234
2121534	0	16
2121534	1	208
2121535	0	4
2121535	1	357
2121536	0	15
2121536	1	318
2121601	0	30
2121601	1	598
2121603	0	4
2121603	1	387
2121604	0	27
2121604	1	347
2121605	0	37
2121605	1	635
2121606	1	260
2121607	0	16
2121607	1	371
2121608	0	18
2121608	1	357
2121609	1	510
2121611	0	7
2121611	1	418
2121612	0	12
2121612	1	376
2121613	0	16
2121613	1	310
2121614	0	116
2121614	1	285
2121616	0	224
2121616	1	2090
2121701	1	193
2121702	0	10
2121702	1	439
2121703	0	3
2121703	1	276
2121704	0	23
2121704	1	264
2121705	0	15
2121705	1	361
2121706	0	11
2121706	1	399
2121707	0	14
2121707	1	241
2121708	0	9
2121708	1	201
2121709	0	39
2121709	1	579
2121710	1	227
2121711	0	22
2121711	1	531
2121712	0	7
2121712	1	234
2121713	0	7
2121713	1	446
2121714	0	8
2121714	1	247
2121715	0	15
2121715	1	359
2121716	0	109
2121716	1	198
2121717	0	10
2121717	1	306
2121718	0	30
2121718	1	343
2121901	0	53
2121901	1	383
2121902	0	5
2121902	1	409
2121903	0	24
2121903	1	400
2121904	0	19
2121904	1	357
2121905	0	19
2121905	1	366
2121906	0	3
2121906	1	406
2121907	0	20
2121907	1	526
2121908	0	9
2121908	1	297
2121909	0	3
2121909	1	295
2121910	0	20
2121910	1	327
2121911	0	15
2121911	1	302
2121912	0	12
2121912	1	269
2121913	0	12
2121913	1	302
2121914	0	12
2121914	1	406
2121915	0	24
2121915	1	510
2121916	0	38
2121916	1	416
2121917	0	37
2121917	1	530
2121918	0	25
2121918	1	547
2121919	0	33
2121919	1	520
2121920	0	26
2121920	1	550
2121921	0	9
2121921	1	376
2121922	0	7
2121922	1	268
2121923	0	14
2121923	1	420
2121924	0	15
2121924	1	334
2121925	0	13
2121925	1	366
2121926	0	16
2121926	1	283
2121927	0	3
2121927	1	286
2121928	0	11
2121928	1	438
2121929	0	14
2121929	1	452
2121930	0	127
2121930	1	3063
2121931	1	5
2121932	0	13
2121932	1	353
2121933	0	15
2121933	1	288
2121934	0	14
2121934	1	330
2121935	0	16
2121935	1	280
2121936	0	18
2121936	1	238
2121937	0	10
2121937	1	359
2121938	0	24
2121938	1	318
2121939	1	260
2121940	0	8
2121940	1	327
2121941	0	14
2121941	1	508
2121942	0	12
2121942	1	341
2121943	0	10
2121943	1	309
2121944	0	24
2121944	1	480
2121945	0	18
2121945	1	299
2121946	0	51
2121946	1	424
2121947	0	32
2121947	1	349
2121948	0	23
2121948	1	362
2121949	0	30
2121949	1	415
2121950	0	20
2121950	1	587
2121951	1	409
2122001	0	9
2122001	1	271
2122003	0	13
2122003	1	489
2122004	0	21
2122004	1	516
2122005	0	18
2122005	1	427
2122006	0	9
2122006	1	480
2122007	0	26
2122007	1	409
2122008	0	4
2122008	1	272
2122009	0	7
2122009	1	355
2122010	1	365
2122011	0	4
2122011	1	332
2122012	0	11
2122012	1	381
2122013	0	36
2122013	1	416
2122014	0	7
2122014	1	343
2122015	0	7
2122015	1	354
2122016	0	17
2122016	1	472
2122017	0	6
2122017	1	282
2122018	0	19
2122018	1	375
2122019	0	4
2122019	1	387
2122020	0	6
2122020	1	303
2122021	0	9
2122021	1	466
2122022	0	11
2122022	1	484
2122023	1	429
2122024	0	19
2122024	1	504
2122025	0	13
2122025	1	182
2122026	0	3
2122026	1	398
2122027	1	281
2122028	0	240
2122028	1	544
2122029	0	3
2122029	1	478
2122030	0	14
2122030	1	385
2122031	0	3
2122031	1	218
2122032	0	15
2122032	1	350
2122033	0	4
2122033	1	484
2122034	0	8
2122034	1	298
2122035	0	38
2122035	1	416
2122036	0	9
2122036	1	286
2122037	0	18
2122037	1	707
2122038	0	8
2122038	1	396
2122039	0	17
2122039	1	240
2122040	0	3
2122040	1	204
2122041	0	24
2122041	1	289
2122042	0	4
2122042	1	366
2122043	0	3
2122043	1	309
2122044	0	13
2122044	1	346
2122045	1	377
2122046	0	9
2122046	1	287
2122101	0	6
2122101	1	410
2122102	0	12
2122102	1	386
2122103	0	11
2122103	1	376
2122104	0	14
2122104	1	520
2122105	0	20
2122105	1	436
2122106	0	17
2122106	1	490
2122107	0	29
2122107	1	515
2122108	0	29
2122108	1	446
2122109	0	3
2122109	1	317
2122110	0	21
2122110	1	526
2122111	0	14
2122111	1	437
2122112	0	25
2122112	1	402
2122113	0	11
2122113	1	507
2122114	0	13
2122114	1	433
2122115	0	31
2122115	1	313
2122116	0	17
2122116	1	239
2122117	0	13
2122117	1	410
2122118	0	16
2122118	1	446
2122119	0	15
2122119	1	308
2122120	0	10
2122120	1	391
2122121	0	13
2122121	1	425
2122122	0	21
2122122	1	248
2122123	0	10
2122123	1	297
2122124	0	13
2122124	1	438
2122125	0	37
2122125	1	609
2122126	0	9
2122126	1	227
2122127	0	3
2122127	1	291
2122128	0	7
2122128	1	194
2122129	0	11
2122129	1	289
2122301	0	11
2122301	1	341
2122302	0	34
2122302	1	560
2122303	0	16
2122303	1	318
2122304	0	34
2122304	1	579
2122305	0	44
2122305	1	616
2122306	0	25
2122306	1	337
2122307	0	11
2122307	1	386
2122308	0	24
2122308	1	466
2122309	0	21
2122309	1	482
2122310	1	311
2122311	0	10
2122311	1	326
2122312	0	7
2122312	1	576
2122313	0	5
2122313	1	366
2122314	0	6
2122314	1	473
2122315	0	4
2122315	1	255
2122316	0	9
2122316	1	239
2122317	0	7
2122317	1	272
2122318	0	11
2122318	1	411
2122319	0	21
2122319	1	387
2122320	0	9
2122320	1	418
2122321	0	14
2122321	1	410
2122322	0	9
2122322	1	339
2122323	0	27
2122323	1	332
2122326	0	5
2122326	1	445
2122327	0	8
2122327	1	245
2122328	0	21
2122328	1	360
2122329	0	11
2122329	1	379
2122330	0	20
2122330	1	341
2122331	0	19
2122331	1	534
2122332	0	18
2122332	1	307
2122333	0	80
2122333	1	531
2122334	0	15
2122334	1	454
2122336	0	9
2122336	1	510
2122337	1	340
2122338	0	12
2122338	1	378
2122339	0	29
2122339	1	329
2122340	0	26
2122340	1	390
2122341	0	10
2122341	1	405
2122342	0	8
2122342	1	484
2122343	0	32
2122343	1	409
2122344	0	8
2122344	1	3
2122345	0	16
2122345	1	419
2122346	0	22
2122346	1	469
2122347	0	14
2122347	1	444
2122348	1	414
2122349	0	3
2122349	1	394
2122350	1	4
2122351	0	4
2122351	1	281
2122352	0	10
2122352	1	198
2122353	1	373
2122354	0	20
2122354	1	421
2122401	0	123
2122401	1	1742
2122402	0	17
2122402	1	388
2122403	0	5
2122403	1	339
2122404	0	26
2122404	1	627
2122405	0	40
2122405	1	416
2122406	0	96
2122406	1	648
2122407	0	28
2122407	1	403
2122408	0	22
2122408	1	300
2122409	0	4
2122409	1	401
2122410	0	56
2122410	1	805
2122411	0	16
2122411	1	306
2122413	0	17
2122413	1	418
2122414	0	23
2122414	1	502
2122415	0	25
2122415	1	315
2122416	0	6
2122416	1	276
2122417	0	38
2122417	1	518
2122418	0	63
2122418	1	370
2122419	1	232
2122420	0	4
2122420	1	252
2122421	0	28
2122421	1	460
2122422	0	26
2122422	1	555
2122423	1	134
2122424	0	7
2122424	1	185
2122425	0	45
2122425	1	511
2122426	0	29
2122426	1	538
2122428	0	75
2122428	1	1188
2122429	0	42
2122429	1	677
2122430	0	8
2122430	1	277
2122431	0	203
2122431	1	1180
2122501	0	53
2122501	1	322
2122502	0	46
2122502	1	1233
2122503	0	3
2122503	1	262
2122504	0	34
2122504	1	384
2122505	0	10
2122505	1	284
2122506	0	17
2122506	1	331
2122507	0	118
2122507	1	371
2122508	0	5
2122508	1	158
2122509	0	12
2122509	1	548
2122510	0	18
2122510	1	476
2122511	0	34
2122511	1	279
2122512	0	16
2122512	1	341
2122513	0	3
2122513	1	3
2122514	0	19
2122514	1	334
2122516	0	31
2122516	1	454
2122517	0	11
2122517	1	245
2122518	0	80
2122518	1	266
2122519	0	26
2122519	1	450
2122520	0	16
2122520	1	256
2122521	0	5
2122521	1	452
2122601	0	25
2122601	1	343
2122602	0	34
2122602	1	592
2122603	0	30
2122603	1	578
2122604	0	17
2122604	1	566
2122605	0	32
2122605	1	611
2122606	0	26
2122606	1	613
2122607	0	31
2122607	1	406
2122608	0	15
2122608	1	517
2122609	0	21
2122609	1	449
2122610	0	8
2122610	1	260
2122611	0	15
2122611	1	256
2122612	0	3
2122612	1	448
2122613	0	9
2122613	1	511
2122614	0	46
2122614	1	330
2122615	0	9
2122615	1	386
2122616	0	15
2122617	0	27
2122617	1	216
2122801	0	3
2122801	1	527
2122802	0	6
2122802	1	313
2122803	0	9
2122803	1	231
2122804	1	3
2122806	0	20
2122806	1	466
2122807	0	10
2122807	1	380
2122808	0	7
2122808	1	380
2122809	0	30
2122809	1	329
2122810	0	21
2122810	1	492
2122811	0	24
2122811	1	495
2122812	0	17
2122812	1	504
2122813	0	6
2122813	1	331
2122814	1	337
2122815	0	3
2122815	1	255
2122816	1	183
2122817	0	38
2122817	1	467
2122818	1	3
2122819	0	11
2122819	1	463
2122820	0	16
2122820	1	466
2122821	0	8
2122821	1	365
2122822	0	11
2122822	1	374
2122823	0	15
2122823	1	467
2122824	0	15
2122824	1	51
2122825	0	3
2122826	0	4
2122826	1	170
2122901	0	17
2122901	1	402
2122902	0	11
2122902	1	509
2122903	0	3
2122903	1	368
2122904	0	4
2122904	1	340
2122905	0	8
2122905	1	294
2122906	0	4
2122906	1	510
2122907	0	103
2122907	1	313
2122908	0	16
2122908	1	633
2122909	0	11
2122909	1	475
2122910	0	5
2122910	1	381
2122911	0	5
2122911	1	506
2122912	0	111
2122912	1	253
2122913	0	5
2122913	1	305
2122914	0	6
2122914	1	489
2122915	0	10
2122915	1	211
2122916	0	10
2122916	1	347
2122917	0	25
2122917	1	381
2122918	0	19
2122918	1	447
2122919	0	22
2122919	1	254
2122920	0	7
2122920	1	311
2122921	0	31
2122921	1	528
2122922	0	6
2122922	1	416
2122923	0	18
2122923	1	440
2122924	0	36
2122924	1	496
2122925	0	4
2122925	1	189
2122926	0	7
2122926	1	489
2122927	0	24
2122927	1	436
2122928	0	24
2122928	1	396
2122929	0	17
2122929	1	433
2122930	0	18
2122930	1	421
2122931	0	6
2122931	1	280
2122932	0	9
2122932	1	210
2122933	0	10
2122933	1	350
2122934	0	7
2122934	1	342
