SA1_7DIGITCODE_2016	AgeStudent	students
1141407	20-24	15
1141407	25+	29
1141408	0-4	3
1141408	5-14	34
1141408	15-19	6
1141408	20-24	12
1141408	25+	38
1141409	0-4	11
1141409	5-14	27
1141409	15-19	12
1141409	20-24	16
1141409	25+	33
1141410	0-4	7
1141410	5-14	34
1141410	15-19	15
1141410	20-24	12
1141410	25+	21
1141411	0-4	8
1141411	5-14	36
1141411	15-19	15
1141411	20-24	18
1141411	25+	20
1141412	0-4	3
1141412	5-14	17
1141412	15-19	9
1141412	20-24	3
1141412	25+	20
1141413	0-4	3
1141413	5-14	16
1141413	15-19	3
1141413	20-24	3
1141413	25+	11
1141414	0-4	9
1141414	5-14	28
1141414	15-19	9
1141414	20-24	11
1141414	25+	30
1141415	0-4	12
1141415	5-14	30
1141415	15-19	12
1141415	20-24	19
1141415	25+	20
1141416	0-4	3
1141416	5-14	22
1141416	15-19	3
1141416	20-24	11
1141416	25+	36
1141417	0-4	8
1141417	5-14	25
1141417	15-19	11
1141417	20-24	10
1141417	25+	28
1141418	0-4	4
1141418	5-14	27
1141418	15-19	13
1141418	20-24	8
1141418	25+	22
1141419	0-4	3
1141419	5-14	55
1141419	15-19	19
1141419	20-24	12
1141419	25+	16
1141420	0-4	3
1141420	5-14	27
1141420	15-19	4
1141420	20-24	11
1141420	25+	37
1141421	0-4	5
1141421	5-14	36
1141421	15-19	9
1141421	20-24	8
1141421	25+	10
1141422	0-4	5
1141422	5-14	15
1141422	15-19	7
1141422	20-24	8
1141422	25+	25
1141423	0-4	6
1141423	5-14	14
1141423	15-19	10
1141423	20-24	3
1141423	25+	13
1141424	0-4	11
1141424	5-14	31
1141424	15-19	9
1141424	20-24	13
1141424	25+	27
1141425	0-4	8
1141425	5-14	28
1141425	15-19	11
1141425	20-24	14
1141425	25+	49
1141426	0-4	3
1141426	5-14	23
1141426	15-19	4
1141426	20-24	13
1141426	25+	26
1141427	0-4	5
1141427	5-14	35
1141427	15-19	4
1141427	20-24	12
1141427	25+	21
1141428	0-4	8
1141428	5-14	29
1141428	15-19	13
1141428	20-24	9
1141428	25+	35
1141429	0-4	5
1141429	5-14	35
1141429	15-19	9
1141429	20-24	9
1141429	25+	26
1141430	0-4	10
1141430	5-14	57
1141430	15-19	18
1141430	20-24	12
1141430	25+	25
1141431	0-4	7
1141431	5-14	20
1141431	15-19	12
1141431	20-24	15
1141431	25+	19
1141432	0-4	10
1141432	5-14	36
1141432	15-19	10
1141432	20-24	4
1141432	25+	26
1141433	0-4	4
1141433	5-14	17
1141433	15-19	4
1141433	20-24	13
1141433	25+	26
1141434	0-4	7
1141434	5-14	21
1141434	15-19	5
1141434	20-24	6
1141434	25+	21
1141435	0-4	3
1141435	5-14	19
1141435	15-19	3
1141435	20-24	4
1141435	25+	31
1141436	0-4	3
1141436	5-14	9
1141436	15-19	7
1141436	20-24	10
1141436	25+	40
1141437	0-4	4
1141437	5-14	13
1141437	15-19	9
1141437	25+	18
1141438	5-14	11
1141438	15-19	4
1141438	20-24	15
1141438	25+	29
1141439	0-4	8
1141439	5-14	14
1141439	15-19	5
1141439	20-24	5
1141439	25+	18
1141440	5-14	19
1141440	15-19	3
1141440	20-24	7
1141440	25+	21
1141441	5-14	14
1141441	20-24	6
1141441	25+	9
1141442	5-14	6
1141442	15-19	4
1141442	20-24	14
1141442	25+	21
1141443	0-4	3
1141443	5-14	13
1141443	15-19	3
1141443	20-24	8
1141443	25+	15
1141444	0-4	3
1141444	5-14	8
1141444	15-19	3
1141444	20-24	7
1141444	25+	16
1141501	0-4	4
1141501	5-14	61
1141501	15-19	26
1141501	20-24	4
1141501	25+	3
1141502	0-4	7
1141502	5-14	38
1141502	15-19	16
1141502	25+	10
1141503	0-4	4
1141503	5-14	72
1141503	15-19	49
1141503	20-24	25
1141503	25+	12
1141504	0-4	3
1141504	5-14	21
1141504	15-19	15
1141504	20-24	13
1141504	25+	13
1141505	0-4	13
1141505	5-14	76
1141505	15-19	21
1141505	20-24	15
1141505	25+	8
1141506	0-4	11
1141506	5-14	79
1141506	15-19	26
1141506	20-24	6
1141506	25+	12
1141507	0-4	3
1141507	5-14	54
1141507	15-19	22
1141507	20-24	16
1141507	25+	4
1141508	0-4	9
1141508	5-14	53
1141508	15-19	25
1141508	20-24	8
1141508	25+	24
1141509	0-4	12
1141509	5-14	31
1141509	15-19	12
1141509	20-24	7
1141509	25+	8
1141511	0-4	11
1141511	5-14	75
1141511	15-19	39
1141511	20-24	12
1141511	25+	9
1141512	0-4	6
1141512	5-14	52
1141512	15-19	28
1141512	20-24	8
1141512	25+	19
1141513	0-4	11
1141513	5-14	83
1141513	15-19	23
1141513	20-24	7
1141513	25+	16
1141514	0-4	10
1141514	5-14	76
1141514	15-19	25
1141514	20-24	4
1141514	25+	10
1141515	0-4	7
1141515	5-14	47
1141515	15-19	16
1141515	20-24	6
1141515	25+	21
1141516	0-4	5
1141516	5-14	37
1141516	15-19	6
1141516	20-24	3
1141516	25+	19
1141517	0-4	4
1141517	5-14	39
1141517	15-19	17
1141517	20-24	10
1141517	25+	25
1141518	0-4	3
1141518	5-14	32
1141518	15-19	22
1141518	20-24	3
1141518	25+	28
1141519	5-14	68
1141519	15-19	28
1141519	20-24	4
1141519	25+	5
1141520	0-4	9
1141520	5-14	28
1141520	15-19	8
1141520	20-24	4
1141520	25+	18
1141521	0-4	10
1141521	5-14	78
1141521	15-19	20
1141521	20-24	11
1141521	25+	20
1141522	0-4	16
1141522	5-14	47
1141522	15-19	17
1141522	20-24	10
1141522	25+	16
1141523	0-4	3
1141523	5-14	22
1141523	15-19	10
1141523	20-24	7
1141523	25+	6
1141524	5-14	7
1141524	15-19	10
1141524	20-24	3
1141524	25+	10
1141525	0-4	3
1141525	5-14	33
1141525	15-19	32
1141525	20-24	13
1141525	25+	14
1141526	0-4	3
1141526	5-14	30
1141526	15-19	12
1141526	20-24	3
1141526	25+	51
1141527	0-4	12
1141527	5-14	51
1141527	15-19	16
1141527	20-24	16
1141527	25+	25
1141528	0-4	3
1141528	5-14	29
1141528	15-19	7
1141528	20-24	3
1141528	25+	21
1141529	0-4	4
1141529	5-14	23
1141529	15-19	4
1141529	20-24	9
1141529	25+	16
1141530	0-4	11
1141530	5-14	57
1141530	15-19	17
1141530	20-24	10
1141530	25+	22
1141531	0-4	9
1141531	5-14	52
1141531	15-19	27
1141531	20-24	11
1141531	25+	11
1141532	0-4	8
1141532	5-14	96
1141532	15-19	42
1141532	20-24	21
1141532	25+	19
1141533	0-4	3
1141533	5-14	13
1141533	15-19	14
1141533	20-24	14
1141533	25+	25
1141534	5-14	30
1141534	15-19	11
1141534	20-24	13
1141534	25+	3
1141535	0-4	12
1141535	5-14	75
1141535	15-19	33
1141535	20-24	17
1141535	25+	26
1141536	0-4	11
1141536	5-14	63
1141536	15-19	33
1141536	20-24	22
1141536	25+	20
1141537	0-4	4
1141537	5-14	9
1141537	15-19	4
1141537	20-24	5
1141538	0-4	6
1141538	5-14	54
1141538	15-19	28
1141538	20-24	6
1141538	25+	6
1141539	0-4	4
1141539	5-14	63
1141539	15-19	27
1141539	20-24	16
1141539	25+	5
1141540	0-4	13
1141540	5-14	32
1141540	15-19	9
1141540	20-24	13
1141540	25+	19
1141541	0-4	6
1141541	5-14	37
1141541	15-19	18
1141541	20-24	10
1141541	25+	33
1141542	0-4	5
1141542	5-14	45
1141542	15-19	28
1141542	20-24	14
1141542	25+	6
1141543	0-4	9
1141543	5-14	88
1141543	15-19	51
1141543	20-24	33
1141543	25+	12
1141544	5-14	27
1141544	15-19	12
1141544	20-24	9
1141544	25+	7
1141545	0-4	8
1141545	5-14	73
1141545	15-19	18
1141545	20-24	6
1141545	25+	7
1141546	0-4	5
1141546	5-14	17
1141546	15-19	14
1141546	20-24	6
1141546	25+	22
1141547	0-4	4
1141547	5-14	42
1141547	15-19	26
1141547	20-24	8
1141547	25+	11
1141548	0-4	4
1141548	5-14	60
1141548	15-19	20
1141548	20-24	4
1141548	25+	6
1141549	0-4	4
1141549	5-14	31
1141549	15-19	10
1141549	20-24	9
1141549	25+	22
1141550	0-4	7
1141550	5-14	47
1141550	15-19	12
1141550	20-24	6
1141550	25+	16
1141551	0-4	3
1141551	5-14	36
1141551	15-19	10
1141551	20-24	12
1141551	25+	13
1141552	0-4	3
1141552	5-14	42
1141552	15-19	24
1141552	20-24	14
1141552	25+	17
1141553	0-4	3
1141553	5-14	47
1141553	15-19	20
1141553	20-24	4
1141553	25+	19
1141554	0-4	12
1141554	5-14	52
1141554	15-19	24
1141554	20-24	12
1141554	25+	13
1141555	0-4	5
1141555	5-14	18
1141555	15-19	3
1141555	20-24	3
1141555	25+	16
1141556	5-14	19
1141556	15-19	3
1141556	20-24	4
1141556	25+	24
1141557	0-4	8
1141557	5-14	37
1141557	15-19	12
1141557	20-24	12
1141557	25+	8
1141558	0-4	5
1141558	5-14	72
1141558	15-19	23
1141558	20-24	16
1141558	25+	22
1141559	0-4	13
1141559	5-14	84
1141559	15-19	30
1141559	20-24	9
1141559	25+	10
1141560	0-4	4
1141560	5-14	48
1141560	15-19	17
1141560	20-24	14
1141560	25+	34
1141561	0-4	7
1141561	5-14	76
1141561	15-19	30
1141561	20-24	15
1141561	25+	16
1141562	0-4	4
1141562	5-14	51
1141562	15-19	35
1141562	20-24	20
1141562	25+	8
1141563	0-4	4
1141563	5-14	42
1141563	15-19	19
1141563	20-24	17
1141563	25+	13
1141565	0-4	3
1141565	5-14	30
1141565	15-19	22
1141565	20-24	11
1141565	25+	9
1141566	0-4	11
1141566	5-14	53
1141566	15-19	13
1141566	20-24	5
1141566	25+	22
1141567	0-4	7
1141567	5-14	46
1141567	15-19	9
1141567	20-24	9
1141567	25+	8
1141568	5-14	29
1141568	15-19	13
1141568	20-24	5
1141568	25+	13
1141569	0-4	3
1141569	5-14	31
1141569	15-19	15
1141569	20-24	7
1141569	25+	7
1141570	0-4	5
1141570	5-14	39
1141570	15-19	23
1141570	20-24	3
1141571	0-4	7
1141571	5-14	34
1141571	15-19	7
1141571	20-24	9
1141571	25+	10
1141601	0-4	5
1141601	5-14	16
1141601	15-19	7
1141601	20-24	16
1141601	25+	27
1141602	0-4	12
1141602	5-14	31
1141602	15-19	3
1141602	20-24	5
1141602	25+	23
1141603	0-4	7
1141603	5-14	26
1141603	15-19	12
1141603	20-24	7
1141603	25+	9
1141604	0-4	10
1141604	5-14	43
1141604	15-19	11
1141604	20-24	13
1141604	25+	33
1141605	0-4	7
1141605	5-14	36
1141605	15-19	19
1141605	20-24	19
1141605	25+	22
1141606	0-4	12
1141606	5-14	62
1141606	15-19	14
1141606	20-24	11
1141606	25+	36
1141607	0-4	3
1141607	5-14	13
1141607	15-19	11
1141607	20-24	11
1141607	25+	27
1141608	5-14	15
1141608	15-19	8
1141608	20-24	7
1141608	25+	21
1141609	0-4	6
1141609	5-14	47
1141609	15-19	10
1141609	20-24	13
1141609	25+	26
1141610	0-4	3
1141610	5-14	24
1141610	15-19	14
1141610	20-24	6
1141610	25+	28
1141611	0-4	3
1141611	5-14	17
1141611	15-19	8
1141611	20-24	7
1141611	25+	13
1141612	0-4	3
1141612	5-14	25
1141612	15-19	7
1141612	20-24	11
1141612	25+	19
1141613	0-4	3
1141613	5-14	12
1141613	15-19	9
1141613	20-24	17
1141613	25+	41
1141614	0-4	11
1141614	5-14	47
1141614	15-19	16
1141614	20-24	15
1141614	25+	49
1141615	0-4	15
1141615	5-14	31
1141615	15-19	11
1141615	20-24	10
1141615	25+	36
1141616	0-4	3
1141616	5-14	42
1141616	15-19	8
1141616	20-24	8
1141616	25+	7
1141617	0-4	4
1141617	5-14	25
1141617	15-19	8
1141617	20-24	9
1141617	25+	28
1141618	0-4	11
1141618	5-14	22
1141618	15-19	10
1141618	20-24	3
1141618	25+	22
1141619	0-4	5
1141619	5-14	14
1141619	15-19	12
1141619	20-24	11
1141619	25+	27
1141620	0-4	3
1141620	5-14	4
1141620	20-24	3
1141620	25+	21
1141621	5-14	10
1141621	15-19	5
1141621	20-24	7
1141621	25+	24
1141622	0-4	4
1141622	5-14	23
1141622	15-19	6
1141622	20-24	20
1141622	25+	43
1141623	0-4	8
1141623	5-14	24
1141623	15-19	5
1141623	20-24	7
1141623	25+	21
1141624	0-4	3
1141624	5-14	22
1141624	20-24	4
1141624	25+	18
1141625	5-14	13
1141625	15-19	14
1141625	20-24	18
1141625	25+	43
1141626	5-14	11
1141626	20-24	8
1141626	25+	17
1141627	0-4	7
1141627	5-14	27
1141627	15-19	20
1141627	20-24	9
1141627	25+	17
1141628	0-4	4
1141628	5-14	39
1141628	15-19	11
1141628	20-24	3
1141628	25+	18
1141629	0-4	9
1141629	5-14	31
1141629	15-19	5
1141629	20-24	14
1141629	25+	36
1141630	0-4	3
1141630	5-14	8
1141630	15-19	8
1141630	20-24	10
1141630	25+	32
1141631	0-4	6
1141631	5-14	19
1141631	20-24	9
1141631	25+	31
1141632	0-4	3
1141632	5-14	18
1141632	15-19	3
1141632	20-24	5
1141632	25+	28
1141633	0-4	3
1141633	5-14	30
1141633	15-19	7
1141633	20-24	14
1141633	25+	23
1141634	0-4	7
1141634	5-14	24
1141634	15-19	7
1141634	25+	8
1141635	0-4	9
1141635	5-14	47
1141635	15-19	16
1141635	20-24	19
1141635	25+	27
1141636	5-14	24
1141636	15-19	3
1141636	20-24	12
1141636	25+	25
1141637	0-4	5
1141637	5-14	36
1141637	15-19	19
1141637	20-24	13
1141637	25+	65
1141701	0-4	9
1141701	5-14	56
1141701	15-19	11
1141701	20-24	4
1141701	25+	15
1141702	0-4	3
1141702	5-14	17
1141702	15-19	18
1141702	25+	4
1141703	0-4	11
1141703	5-14	51
1141703	15-19	13
1141703	20-24	17
1141703	25+	57
1141704	0-4	3
1141704	5-14	19
1141704	15-19	3
1141704	20-24	14
1141704	25+	20
1141706	0-4	3
1141706	5-14	13
1141706	15-19	6
1141706	20-24	5
1141706	25+	21
1141707	5-14	11
1141707	15-19	6
1141707	20-24	5
1141707	25+	14
1141708	0-4	3
1141708	5-14	20
1141708	15-19	11
1141708	20-24	10
1141708	25+	34
1141709	5-14	7
1141709	15-19	3
1141709	20-24	3
1141709	25+	19
1141712	0-4	8
1141712	5-14	35
1141712	15-19	14
1141712	20-24	16
1141712	25+	27
1141713	5-14	3
1141713	20-24	4
1141713	25+	21
1141714	0-4	3
1141714	5-14	21
1141714	15-19	7
1141714	20-24	17
1141714	25+	25
1141716	0-4	7
1141716	5-14	31
1141716	15-19	22
1141716	20-24	12
1141716	25+	20
1141717	0-4	3
1141717	5-14	17
1141717	15-19	10
1141717	20-24	11
1141717	25+	15
1141718	0-4	4
1141718	5-14	11
1141718	15-19	6
1141718	20-24	13
1141718	25+	21
1141719	0-4	6
1141719	5-14	12
1141719	15-19	8
1141719	20-24	7
1141719	25+	17
1141721	0-4	5
1141721	5-14	10
1141721	15-19	8
1141721	20-24	8
1141721	25+	23
1141723	0-4	5
1141723	5-14	28
1141723	15-19	9
1141723	20-24	7
1141723	25+	26
1141724	0-4	6
1141724	5-14	64
1141724	15-19	16
1141724	20-24	27
1141724	25+	52
1141726	0-4	3
1141726	5-14	8
1141726	15-19	5
1141726	20-24	18
1141726	25+	26
1141728	0-4	3
1141728	5-14	9
1141728	15-19	3
1141728	25+	20
1141729	5-14	17
1141729	15-19	5
1141729	20-24	11
1141729	25+	14
1141730	5-14	8
1141730	15-19	3
1141730	20-24	10
1141730	25+	12
1141731	5-14	42
1141731	15-19	87
1141731	20-24	14
1141731	25+	33
1141732	0-4	3
1141732	5-14	42
1141732	15-19	11
1141732	20-24	16
1141732	25+	14
1141733	0-4	3
1141733	5-14	14
1141733	15-19	6
1141733	20-24	13
1141733	25+	11
1141734	0-4	3
1141734	5-14	13
1141734	15-19	11
1141734	20-24	13
1141734	25+	15
1141801	0-4	11
1141801	5-14	41
1141801	15-19	16
1141801	20-24	10
1141801	25+	15
1141803	0-4	21
1141803	5-14	108
1141803	15-19	39
1141803	20-24	19
1141803	25+	15
1141804	0-4	10
1141804	5-14	91
1141804	15-19	48
1141804	20-24	20
1141804	25+	17
1141805	0-4	13
1141805	5-14	91
1141805	15-19	22
1141805	20-24	13
1141805	25+	11
1141806	0-4	11
1141806	5-14	115
1141806	15-19	32
1141806	20-24	14
1141806	25+	21
1141808	0-4	11
1141808	5-14	108
1141808	15-19	29
1141808	20-24	10
1141808	25+	21
1141809	0-4	4
1141809	5-14	68
1141809	15-19	28
1141809	20-24	11
1141809	25+	8
1141810	0-4	6
1141810	5-14	45
1141810	15-19	22
1141810	20-24	6
1141810	25+	10
1141811	0-4	3
1141811	5-14	28
1141811	15-19	27
1141811	20-24	15
1141811	25+	12
1141812	0-4	15
1141812	5-14	101
1141812	15-19	32
1141812	20-24	22
1141812	25+	14
1141813	0-4	10
1141813	5-14	108
1141813	15-19	34
1141813	20-24	11
1141813	25+	11
1141814	5-14	80
1141814	15-19	21
1141814	20-24	7
1141814	25+	10
1141815	0-4	27
1141815	5-14	124
1141815	15-19	30
1141815	20-24	10
1141815	25+	3
1141816	0-4	12
1141816	5-14	88
1141816	15-19	20
1141816	20-24	12
1141816	25+	12
1141817	0-4	15
1141817	5-14	104
1141817	15-19	47
1141817	20-24	35
1141817	25+	12
1141818	0-4	10
1141818	5-14	73
1141818	15-19	28
1141818	20-24	16
1141818	25+	10
1141819	0-4	5
1141819	5-14	75
1141819	15-19	44
1141819	20-24	22
1141819	25+	9
1141820	0-4	9
1141820	5-14	44
1141820	15-19	27
1141820	20-24	18
1141820	25+	11
1141821	0-4	8
1141821	5-14	73
1141821	15-19	16
1141821	20-24	15
1141821	25+	14
1141822	0-4	19
1141822	5-14	85
1141822	15-19	24
1141822	20-24	10
1141822	25+	18
1141823	0-4	17
1141823	5-14	81
1141823	15-19	36
1141823	20-24	16
1141823	25+	11
1141827	0-4	11
1141827	5-14	85
1141827	15-19	20
1141827	20-24	8
1141827	25+	19
1141828	0-4	9
1141828	5-14	69
1141828	15-19	12
1141828	20-24	10
1141828	25+	22
1141829	0-4	12
1141829	5-14	85
1141829	15-19	28
1141829	20-24	11
1141829	25+	14
1141830	0-4	13
1141830	5-14	72
1141830	15-19	23
1141830	20-24	9
1141830	25+	15
1141831	0-4	14
1141831	5-14	61
1141831	15-19	10
1141831	20-24	3
1141831	25+	7
1141832	0-4	15
1141832	5-14	76
1141832	15-19	25
1141832	20-24	15
1141832	25+	12
1141833	0-4	3
1141833	5-14	22
1141833	15-19	7
1141833	20-24	3
1141833	25+	11
1141834	0-4	20
1141834	5-14	57
1141834	15-19	15
1141834	20-24	8
1141834	25+	31
1141835	5-14	53
1141835	15-19	15
1141835	20-24	5
1141835	25+	18
1141836	0-4	9
1141836	5-14	78
1141836	15-19	34
1141836	20-24	12
1141836	25+	6
1141837	0-4	3
1141837	5-14	46
1141837	15-19	21
1141837	20-24	13
1141837	25+	5
1141838	0-4	10
1141838	5-14	115
1141838	15-19	32
1141838	20-24	11
1141838	25+	11
1141839	0-4	14
1141839	5-14	99
1141839	15-19	47
1141839	20-24	6
1141839	25+	9
1141840	0-4	11
1141840	5-14	81
1141840	15-19	34
1141840	20-24	13
1141840	25+	13
1141841	0-4	14
1141841	5-14	116
1141841	15-19	43
1141841	20-24	18
1141841	25+	8
1141843	0-4	3
1141843	5-14	30
1141843	15-19	3
1141843	20-24	7
1141843	25+	14
1141844	0-4	3
1141844	5-14	27
1141844	15-19	10
1141844	20-24	13
1141844	25+	23
1141845	0-4	4
1141845	5-14	19
1141845	15-19	3
1141845	20-24	11
1141845	25+	19
1141846	0-4	10
1141846	5-14	49
1141846	15-19	11
1141846	20-24	7
1141846	25+	8
1141847	0-4	8
1141847	5-14	90
1141847	15-19	25
1141847	20-24	6
1141847	25+	3
1141848	0-4	9
1141848	5-14	66
1141848	15-19	18
1141848	20-24	9
1141848	25+	10
1141849	0-4	9
1141849	5-14	50
1141849	15-19	15
1141849	20-24	13
1141849	25+	26
1141850	0-4	9
1141850	5-14	48
1141850	15-19	18
1141850	20-24	3
1141850	25+	9
1141901	0-4	12
1141901	5-14	14
1141901	15-19	7
1141901	20-24	3
1141901	25+	8
1141902	0-4	10
1141902	5-14	30
1141902	15-19	13
1141902	20-24	5
1141902	25+	18
1141903	0-4	12
1141903	5-14	76
1141903	15-19	27
1141903	20-24	6
1141903	25+	18
1141904	0-4	3
1141904	5-14	42
1141904	15-19	19
1141904	20-24	10
1141904	25+	13
1141905	0-4	6
1141905	5-14	37
1141905	15-19	21
1141905	20-24	5
1141905	25+	10
1141906	0-4	9
1141906	5-14	56
1141906	15-19	30
1141906	20-24	17
1141906	25+	25
1141907	0-4	5
1141907	5-14	25
1141907	15-19	13
1141907	20-24	9
1141907	25+	33
1141908	0-4	7
1141908	5-14	28
1141908	15-19	3
1141908	20-24	8
1141908	25+	21
1141909	0-4	5
1141909	5-14	68
1141909	15-19	7
1141909	20-24	3
1141909	25+	18
1141910	0-4	3
1141910	5-14	36
1141910	15-19	21
1141910	20-24	9
1141910	25+	18
1141911	0-4	4
1141911	5-14	24
1141911	15-19	6
1141911	20-24	3
1141911	25+	9
1141912	0-4	3
1141912	5-14	33
1141912	15-19	17
1141912	20-24	13
1141912	25+	22
1141913	5-14	29
1141913	15-19	7
1141913	20-24	9
1141913	25+	15
1141914	0-4	3
1141914	5-14	29
1141914	15-19	10
1141914	20-24	3
1141914	25+	20
1141915	0-4	4
1141915	5-14	23
1141915	15-19	8
1141915	25+	12
1141916	0-4	7
1141916	5-14	35
1141916	15-19	14
1141916	20-24	7
1141916	25+	15
1141917	0-4	9
1141917	5-14	47
1141917	15-19	11
1141917	20-24	15
1141917	25+	28
1141918	0-4	15
1141918	5-14	70
1141918	15-19	21
1141918	20-24	14
1141918	25+	35
1141919	0-4	10
1141919	5-14	51
1141919	15-19	11
1141919	20-24	7
1141919	25+	7
1141920	0-4	13
1141920	5-14	51
1141920	15-19	18
1141920	20-24	15
1141920	25+	17
1141921	0-4	3
1141921	5-14	33
1141921	15-19	10
1141921	20-24	16
1141921	25+	29
1141922	0-4	6
1141922	5-14	18
1141922	15-19	4
1141922	20-24	6
1141922	25+	49
1141923	0-4	3
1141923	5-14	7
1141923	15-19	3
1141923	20-24	20
1141923	25+	65
1141924	0-4	9
1141924	5-14	22
1141924	15-19	11
1141924	20-24	7
1141924	25+	13
1141925	5-14	25
1141925	15-19	10
1141925	20-24	6
1141925	25+	29
1141926	0-4	9
1141926	5-14	51
1141926	15-19	20
1141926	20-24	8
1141926	25+	18
1141927	5-14	18
1141927	15-19	8
1141927	20-24	11
1141927	25+	21
1141928	0-4	11
1141928	5-14	7
1141928	15-19	5
1141928	20-24	12
1141928	25+	21
1141929	5-14	26
1141929	15-19	8
1141929	20-24	6
1141929	25+	17
1141930	0-4	4
1141930	5-14	13
1141930	15-19	6
1141930	20-24	7
1141930	25+	6
1141931	0-4	6
1141931	5-14	31
1141931	15-19	8
1141931	25+	16
1141932	0-4	7
1141932	5-14	46
1141932	15-19	13
1141932	20-24	10
1141932	25+	24
1141933	0-4	8
1141933	5-14	51
1141933	15-19	16
1141933	20-24	17
1141933	25+	35
1141934	0-4	5
1141934	5-14	32
1141934	15-19	13
1141934	20-24	9
1141934	25+	16
1141935	0-4	12
1141935	5-14	36
1141935	15-19	9
1141935	20-24	3
1141935	25+	6
1141936	5-14	26
1141936	15-19	9
1141936	20-24	7
1141936	25+	46
1141937	5-14	36
1141937	15-19	72
1141937	20-24	40
1141937	25+	19
1141938	0-4	11
1141938	5-14	72
1141938	15-19	49
1141938	20-24	14
1141938	25+	20
1141939	5-14	12
1141939	20-24	3
1141939	25+	3
1141940	0-4	6
1141940	5-14	56
1141940	15-19	30
1141940	20-24	10
1141940	25+	14
1141941	0-4	4
1141941	5-14	19
1141941	15-19	3
1141941	20-24	14
1141941	25+	13
1141942	5-14	3
1141943	0-4	18
1141943	5-14	66
1141943	15-19	9
1141943	20-24	12
1141943	25+	21
1141944	0-4	14
1141944	5-14	59
1141944	15-19	28
1141944	20-24	10
1141944	25+	13
1141945	0-4	11
1141945	5-14	77
1141945	15-19	19
1141945	20-24	4
1141945	25+	18
1141946	5-14	7
1141946	20-24	3
1141946	25+	20
1141947	0-4	3
1141947	5-14	15
1141947	15-19	10
1141947	20-24	12
1141947	25+	23
1141948	0-4	3
1141948	5-14	20
1141948	15-19	5
1141948	20-24	9
1141948	25+	40
1142001	0-4	4
1142001	5-14	70
1142001	15-19	30
1142001	20-24	6
1142001	25+	17
1142002	0-4	3
1142002	5-14	36
1142002	15-19	9
1142002	20-24	9
1142002	25+	8
1142003	0-4	3
1142003	5-14	17
1142003	15-19	8
1142003	20-24	9
1142003	25+	3
1142004	0-4	3
1142004	5-14	43
1142004	15-19	15
1142004	20-24	5
1142004	25+	4
1142005	0-4	3
1142005	5-14	18
1142005	15-19	16
1142005	20-24	6
1142005	25+	9
1142006	0-4	3
1142006	5-14	27
1142006	15-19	7
1142006	20-24	9
1142006	25+	10
1142007	0-4	6
1142007	5-14	53
1142007	15-19	24
1142007	20-24	3
1142007	25+	9
1142008	0-4	5
1142008	5-14	48
1142008	15-19	19
1142008	20-24	6
1142008	25+	4
1142009	0-4	4
1142009	5-14	40
1142009	15-19	21
1142009	20-24	6
1142009	25+	10
1142010	0-4	5
1142010	5-14	22
1142010	15-19	11
1142010	20-24	3
1142010	25+	9
1142011	0-4	11
1142011	5-14	54
1142011	15-19	29
1142011	20-24	5
1142011	25+	14
1142012	0-4	4
1142012	5-14	49
1142012	15-19	14
1142012	20-24	8
1142012	25+	11
1142013	0-4	5
1142013	5-14	57
1142013	15-19	27
1142013	20-24	18
1142013	25+	12
1142014	0-4	5
1142014	5-14	53
1142014	15-19	29
1142014	20-24	12
1142014	25+	6
1142015	0-4	3
1142015	5-14	51
1142015	15-19	21
1142015	20-24	15
1142015	25+	8
1142016	0-4	13
1142016	5-14	69
1142016	15-19	28
1142016	20-24	14
1142016	25+	8
1142017	0-4	13
1142017	5-14	101
1142017	15-19	38
1142017	20-24	14
1142017	25+	26
1142020	0-4	11
1142020	5-14	63
1142020	15-19	28
1142020	20-24	14
1142020	25+	13
1142021	0-4	5
1142021	5-14	53
1142021	15-19	16
1142021	20-24	3
1142021	25+	16
1142022	5-14	38
1142022	15-19	12
1142022	25+	6
1142023	0-4	11
1142023	5-14	56
1142023	15-19	18
1142023	20-24	11
1142023	25+	13
1142024	0-4	19
1142024	5-14	108
1142024	15-19	37
1142024	20-24	23
1142024	25+	16
1142025	0-4	9
1142025	5-14	64
1142025	15-19	34
1142025	20-24	7
1142025	25+	14
1142026	0-4	21
1142026	5-14	78
1142026	15-19	29
1142026	20-24	15
1142026	25+	7
1142027	0-4	5
1142027	5-14	52
1142027	15-19	27
1142027	20-24	8
1142027	25+	3
1142028	0-4	10
1142028	5-14	49
1142028	15-19	20
1142028	20-24	9
1142028	25+	10
1142029	0-4	11
1142029	5-14	57
1142029	15-19	34
1142029	20-24	14
1142029	25+	13
1142030	0-4	17
1142030	5-14	115
1142030	15-19	40
1142030	20-24	9
1142030	25+	19
1142101	0-4	9
1142101	5-14	95
1142101	15-19	37
1142101	20-24	12
1142101	25+	20
1142102	0-4	19
1142102	5-14	108
1142102	15-19	43
1142102	20-24	12
1142102	25+	15
1142103	0-4	7
1142103	5-14	60
1142103	15-19	21
1142103	20-24	11
1142103	25+	4
1142104	0-4	15
1142104	5-14	77
1142104	15-19	34
1142104	20-24	14
1142104	25+	14
1142105	0-4	8
1142105	5-14	94
1142105	15-19	28
1142105	20-24	11
1142105	25+	23
1142106	0-4	22
1142106	5-14	109
1142106	15-19	28
1142106	20-24	9
1142106	25+	24
1142107	0-4	3
1142107	5-14	23
1142107	15-19	16
