SA1_7DIGITCODE_2016	AustCitizen	persons
5104102	0	298
5104102	1	298
5104103	0	383
5104103	1	244
5104104	0	237
5104104	1	213
5104105	0	261
5104105	1	302
5104106	0	287
5104106	1	197
5104107	0	314
5104107	1	168
5104113	0	115
5104113	1	359
5104114	0	134
5104114	1	235
5104115	0	111
5104115	1	195
5104116	0	74
5104116	1	260
5104118	0	378
5104118	1	218
5104119	0	72
5104119	1	247
5104120	0	495
5104120	1	602
5104122	0	172
5104122	1	322
5104123	0	170
5104123	1	321
5104124	0	169
5104124	1	251
5104125	0	79
5104125	1	179
5104127	0	353
5104127	1	378
5104128	0	254
5104128	1	274
5104130	0	143
5104130	1	462
5104132	0	141
5104132	1	340
5104133	0	199
5104133	1	349
5104134	0	201
5104134	1	400
5104135	0	527
5104135	1	181
5104138	0	130
5104138	1	117
5104139	0	172
5104139	1	243
5104140	0	152
5104140	1	206
5104143	0	163
5104143	1	220
5104145	0	266
5104145	1	371
5104146	0	330
5104146	1	284
5104147	0	109
5104147	1	193
5104148	0	167
5104148	1	197
5104149	0	287
5104149	1	288
5104150	0	276
5104150	1	173
5104151	0	365
5104151	1	262
5104152	0	243
5104152	1	134
5104153	0	292
5104153	1	177
5104154	0	85
5104154	1	197
5104155	0	185
5104155	1	339
5104156	0	214
5104156	1	263
5104157	0	129
5104157	1	204
5104158	0	104
5104158	1	198
5104159	0	184
5104159	1	121
5104160	0	213
5104160	1	72
5104161	0	20
5104161	1	6
5104162	0	96
5104162	1	144
5104163	0	623
5104163	1	541
5104164	0	416
5104164	1	282
5104165	0	0
5104165	1	0
5104166	0	288
5104166	1	168
5104167	0	0
5104167	1	0
5104168	0	0
5104168	1	0
5104169	0	60
5104169	1	200
5104170	0	194
5104170	1	195
5104171	0	214
5104171	1	173
5104172	0	89
5104172	1	67
5104173	0	416
5104173	1	341
5104174	0	476
5104174	1	338
5104175	0	244
5104175	1	123
5104176	0	586
5104176	1	291
5104177	0	191
5104177	1	161
5104178	0	170
5104178	1	230
5104179	0	126
5104179	1	276
5104180	0	174
5104180	1	198
5104181	0	2
5104181	1	12
5104182	0	140
5104182	1	206
5104183	0	143
5104183	1	195
5104184	0	112
5104184	1	246
5104185	0	270
5104185	1	292
5104186	0	251
5104186	1	421
5104201	0	94
5104201	1	343
5104202	0	93
5104202	1	326
5104203	0	611
5104203	1	842
5104205	0	179
5104205	1	296
5104206	0	79
5104206	1	418
5104207	0	52
5104207	1	334
5104208	0	155
5104208	1	458
5104209	0	67
5104209	1	348
5104210	0	110
5104210	1	290
5104211	0	41
5104211	1	291
5104212	0	74
5104212	1	330
5104213	0	69
5104213	1	340
5104214	0	124
5104214	1	205
5104215	0	54
5104215	1	375
5104216	0	60
5104216	1	356
5104217	0	75
5104217	1	399
5104218	0	37
5104218	1	196
5104219	0	73
5104219	1	358
5104220	0	51
5104220	1	349
5104221	0	63
5104221	1	397
5104222	0	70
5104222	1	321
5104223	0	82
5104223	1	502
5104224	0	57
5104224	1	317
5104225	0	65
5104225	1	410
5104226	0	126
5104226	1	319
5104227	0	12
5104227	1	83
5104228	0	66
5104228	1	215
5104229	0	141
5104229	1	220
5104230	0	68
5104230	1	331
5104231	0	124
5104231	1	430
5104232	0	116
5104232	1	204
5104233	0	207
5104233	1	398
5104234	0	163
5104234	1	357
5104235	0	97
5104235	1	232
5104236	0	166
5104236	1	299
5104237	0	34
5104237	1	403
5104238	0	45
5104238	1	372
5104301	0	152
5104301	1	153
5104303	0	215
5104303	1	222
5104304	0	116
5104304	1	366
5104305	0	219
5104305	1	196
5104306	0	197
5104306	1	347
5104307	0	123
5104307	1	125
5104308	0	148
5104308	1	251
5104309	0	0
5104309	1	0
5104310	0	88
5104310	1	432
5104311	0	0
5104311	1	0
5104313	0	341
5104313	1	244
5104314	0	230
5104314	1	236
5104315	0	186
5104315	1	154
5104316	0	181
5104316	1	355
5104317	0	138
5104317	1	524
5104318	0	75
5104318	1	306
5104319	0	72
5104319	1	512
5104320	0	39
5104320	1	416
5104321	0	93
5104321	1	395
5104322	0	51
5104322	1	329
5104323	0	57
5104323	1	464
5104324	0	154
5104324	1	452
5104325	0	53
5104325	1	371
5104326	0	55
5104326	1	305
5104327	0	46
5104327	1	298
5104328	0	33
5104328	1	435
5104329	0	96
5104329	1	509
5104330	0	82
5104330	1	511
5104331	0	105
5104331	1	504
5104332	0	65
5104332	1	332
5104333	0	50
5104333	1	352
5104334	0	67
5104334	1	418
5104335	0	85
5104335	1	378
5104336	0	163
5104336	1	258
5104337	0	223
5104337	1	320
5104338	0	58
5104338	1	313
5104339	0	111
5104339	1	432
5104340	0	311
5104340	1	159
5104341	0	235
5104341	1	152
5104342	0	228
5104342	1	144
5104343	0	112
5104343	1	127
5104401	0	43
5104401	1	228
5104402	0	65
5104402	1	316
5104403	0	45
5104403	1	229
5104404	0	89
5104404	1	388
5104405	0	62
5104405	1	360
5104406	0	74
5104406	1	313
5104407	0	96
5104407	1	404
5104408	0	62
5104408	1	415
5104409	0	76
5104409	1	268
5104410	0	38
5104410	1	248
5104411	0	89
5104411	1	417
5104412	0	78
5104412	1	279
5104413	0	70
5104413	1	305
5104414	0	94
5104414	1	372
5104415	0	135
5104415	1	593
5104416	0	42
5104416	1	334
5104417	0	63
5104417	1	365
5104418	0	44
5104418	1	330
5104419	0	87
5104419	1	478
5104420	0	85
5104420	1	228
5104421	0	65
5104421	1	510
5104422	0	93
5104422	1	490
5104423	0	79
5104423	1	584
5104424	0	53
5104424	1	319
5104425	0	42
5104425	1	321
5104426	0	82
5104426	1	443
5104427	0	52
5104427	1	284
5104428	0	67
5104428	1	388
5104429	0	83
5104429	1	503
5104430	0	80
5104430	1	275
5104431	0	79
5104431	1	311
5104432	0	2
5104432	1	3
5104433	0	168
5104433	1	494
5104434	0	0
5104434	1	0
5104435	0	101
5104435	1	378
5104436	0	47
5104436	1	192
5104437	0	43
5104437	1	164
5104501	0	70
5104501	1	282
5104502	0	42
5104502	1	240
5104503	0	104
5104503	1	456
5104504	0	81
5104504	1	381
5104505	0	123
5104505	1	391
5104506	0	93
5104506	1	277
5104507	0	63
5104507	1	294
5104508	0	69
5104508	1	246
5104509	0	84
5104509	1	335
5104510	0	71
5104510	1	262
5104511	0	78
5104511	1	588
5104512	0	9
5104512	1	16
5104513	0	82
5104513	1	390
5104514	0	46
5104514	1	402
5104515	0	109
5104515	1	373
5104516	0	91
5104516	1	397
5104517	0	95
5104517	1	489
5104518	0	61
5104518	1	241
5104519	0	7
5104519	1	0
5104521	0	95
5104521	1	295
5104522	0	67
5104522	1	227
5104523	0	69
5104523	1	211
5104524	0	189
5104524	1	451
5104525	0	88
5104525	1	403
5104527	0	57
5104527	1	294
5104528	0	105
5104528	1	408
5104529	0	123
5104529	1	289
5104530	0	123
5104530	1	462
5104531	0	116
5104531	1	309
5104532	0	91
5104532	1	399
5104533	0	71
5104533	1	296
5104534	0	83
5104534	1	404
5104535	0	104
5104535	1	304
5104536	0	35
5104536	1	256
5104537	0	137
5104537	1	434
5104538	0	68
5104538	1	299
5104539	0	54
5104539	1	347
5104540	0	61
5104540	1	381
5104541	0	43
5104541	1	461
5104542	0	80
5104542	1	405
5104543	0	86
5104543	1	433
5104544	0	71
5104544	1	421
5104545	0	70
5104545	1	285
5104546	0	59
5104546	1	415
5104547	0	73
5104547	1	333
5104548	0	80
5104548	1	303
5104550	0	80
5104550	1	449
5104551	0	127
5104551	1	260
5104552	0	65
5104552	1	278
5104553	0	77
5104553	1	291
5104554	0	40
5104554	1	395
5104555	0	43
5104555	1	295
5104556	0	51
5104556	1	284
5104557	0	136
5104557	1	143
5104558	0	38
5104558	1	294
5104560	0	48
5104560	1	287
5104601	0	120
5104601	1	202
5104602	0	158
5104602	1	470
5104603	0	68
5104603	1	254
5104604	0	84
5104604	1	273
5104605	0	94
5104605	1	462
5104606	0	67
5104606	1	384
5104607	0	26
5104607	1	293
5104608	0	0
5104608	1	0
5104609	0	110
5104609	1	380
5104610	0	269
5104610	1	207
5104611	0	149
5104611	1	207
5104612	0	77
5104612	1	343
5104613	0	110
5104613	1	274
5104614	0	251
5104614	1	362
5104615	0	197
5104615	1	296
5104616	0	180
5104616	1	403
5104617	0	106
5104617	1	326
5104618	0	111
5104618	1	314
5104619	0	112
5104619	1	248
5104620	0	135
5104620	1	267
5104621	0	287
5104621	1	375
5104622	0	187
5104622	1	256
5104623	0	256
5104623	1	467
5104624	0	163
5104624	1	210
5104625	0	175
5104625	1	255
5104626	0	201
5104626	1	437
5104627	0	120
5104627	1	429
5104628	0	163
5104628	1	338
5104701	0	84
5104701	1	367
5104702	0	99
5104702	1	351
5104703	0	118
5104703	1	318
5104704	0	103
5104704	1	358
5104705	0	125
5104705	1	439
5104706	0	111
5104706	1	338
5104707	0	80
5104707	1	399
5104708	0	148
5104708	1	378
5104709	0	78
5104709	1	482
5104710	0	124
5104710	1	233
5104711	0	164
5104711	1	386
5104712	0	176
5104712	1	417
5104713	0	187
5104713	1	409
5104714	0	88
5104714	1	283
5104715	0	0
5104715	1	0
5104716	0	154
5104716	1	290
5104717	0	145
5104717	1	405
5104718	0	69
5104718	1	334
5104719	0	19
5104719	1	209
5104720	0	31
5104720	1	294
5104721	0	97
5104721	1	309
5104722	0	79
5104722	1	358
5104723	0	111
5104723	1	412
5104724	0	70
5104724	1	320
5104725	0	155
5104725	1	301
5104726	0	205
5104726	1	478
5104727	0	129
5104727	1	423
5104728	0	136
5104728	1	402
5104729	0	155
5104729	1	396
5104730	0	93
5104730	1	317
5104731	0	99
5104731	1	243
5104732	0	133
5104732	1	451
5104733	0	162
5104733	1	531
5104734	0	129
5104734	1	380
5104735	0	160
5104735	1	546
5104736	0	114
5104736	1	378
5104737	0	76
5104737	1	474
5104738	0	128
5104738	1	442
5104739	0	119
5104739	1	469
5104740	0	130
5104740	1	347
5104741	0	154
5104741	1	465
5104742	0	83
5104742	1	354
5104743	0	104
5104743	1	446
5104744	0	106
5104744	1	366
5104745	0	48
5104745	1	320
5104801	0	0
5104801	1	0
5104802	0	92
5104802	1	474
5104803	0	71
5104803	1	382
5104804	0	66
5104804	1	284
5104805	0	38
5104805	1	337
5104806	0	90
5104806	1	396
5104807	0	87
5104807	1	458
5104808	0	65
5104808	1	417
5104809	0	68
5104809	1	438
5104810	0	49
5104810	1	287
5104811	0	91
5104811	1	380
5104812	0	44
5104812	1	345
5104813	0	49
5104813	1	233
5104814	0	37
5104814	1	236
5104815	0	68
5104815	1	456
5104816	0	40
5104816	1	294
5104817	0	86
5104817	1	371
5104818	0	52
5104818	1	196
5104819	0	60
5104819	1	298
5104820	0	26
5104820	1	245
5104821	0	46
5104821	1	228
5104901	0	96
5104901	1	379
5104902	0	33
5104902	1	276
5104903	0	40
5104903	1	141
5104904	0	60
5104904	1	355
5104906	0	33
5104906	1	305
5104907	0	42
5104907	1	394
5104908	0	85
5104908	1	320
5104909	0	6
5104909	1	64
5104910	0	36
5104910	1	151
5104911	0	4
5104911	1	43
5104912	0	1466
5104912	1	3
5104913	0	374
5104913	1	0
5105001	0	40
5105001	1	257
5105002	0	29
5105002	1	307
5105003	0	0
5105003	1	0
5105004	0	52
5105004	1	331
5105005	0	64
5105005	1	378
5105006	0	47
5105006	1	396
5105007	0	51
5105007	1	264
5105008	0	31
5105008	1	331
5105009	0	36
5105009	1	255
5105010	0	58
5105010	1	379
5105011	0	25
5105011	1	264
5105012	0	36
5105012	1	298
5105013	0	45
5105013	1	480
5105014	0	28
5105014	1	283
5105015	0	79
5105015	1	524
5105016	0	27
5105016	1	193
5105017	0	20
5105017	1	164
5105018	0	46
5105018	1	408
5105019	0	26
5105019	1	254
5105020	0	64
5105020	1	484
5105101	0	43
5105101	1	257
5105103	0	40
5105103	1	236
5105104	0	85
5105104	1	378
5105105	0	78
5105105	1	452
5105106	0	49
5105106	1	354
5105107	0	37
5105107	1	313
5105108	0	121
5105108	1	910
5105109	0	27
5105109	1	304
5105111	0	27
5105111	1	229
5105112	0	40
5105112	1	226
5105113	0	28
5105113	1	257
5105114	0	24
5105114	1	390
5105115	0	40
5105115	1	389
5105201	0	0
5105201	1	11
5105301	0	62
5105301	1	354
5105302	0	45
5105302	1	236
5105303	0	75
5105303	1	537
5105304	0	52
5105304	1	498
5105305	0	68
5105305	1	495
5105306	0	22
5105306	1	146
5105307	0	24
5105307	1	189
5105308	0	62
5105308	1	402
5105309	0	38
5105309	1	207
5105310	0	46
5105310	1	224
5105311	0	23
5105311	1	258
5105312	0	44
5105312	1	386
5105313	0	19
5105313	1	199
5105314	0	68
5105314	1	516
5105315	0	6
5105315	1	36
5105316	0	41
5105316	1	345
5105317	0	62
5105317	1	555
5105318	0	36
5105318	1	278
5105319	0	40
5105319	1	281
5105320	0	38
5105320	1	267
5105321	0	30
5105321	1	338
5105322	0	45
5105322	1	294
5105323	0	47
5105323	1	339
5105324	0	55
5105324	1	446
5105325	0	53
5105325	1	312
5105326	0	37
5105326	1	184
5105327	0	16
5105327	1	164
5105328	0	26
5105328	1	233
5105329	0	45
5105329	1	357
5105330	0	94
5105330	1	170
5105331	0	49
5105331	1	302
5105332	0	0
5105332	1	0
5105333	0	24
5105333	1	150
5105334	0	33
5105334	1	294
5105335	0	57
5105335	1	476
5105336	0	25
5105336	1	200
5105337	0	52
5105337	1	348
5105338	0	27
5105338	1	260
5105401	0	33
5105401	1	288
5105402	0	48
5105402	1	223
5105403	0	85
5105403	1	412
5105404	0	43
5105404	1	382
5105405	0	50
5105405	1	211
5105406	0	47
5105406	1	168
5105407	0	72
5105407	1	495
5105408	0	54
5105408	1	399
5105409	0	58
5105409	1	360
5105410	0	42
5105410	1	189
5105411	0	55
5105411	1	360
5105412	0	51
5105412	1	204
5105413	0	108
5105413	1	294
5105414	0	26
5105414	1	199
5105415	0	43
5105415	1	462
5105416	0	74
5105416	1	435
5105417	0	37
5105417	1	309
5105418	0	62
5105418	1	201
5105419	0	83
5105419	1	323
5105420	0	53
5105420	1	316
5105421	0	105
5105421	1	453
5105422	0	57
5105422	1	336
5105423	0	52
5105423	1	434
5105424	0	53
5105424	1	253
5105425	0	44
5105425	1	378
5105426	0	60
5105426	1	368
5105427	0	51
5105427	1	392
5105428	0	91
5105428	1	468
5105429	0	71
5105429	1	228
5105430	0	60
5105430	1	228
5105431	0	56
5105431	1	197
5105432	0	69
5105432	1	227
5105501	0	-2
5105501	1	8
5105601	0	37
5105601	1	164
5105602	0	49
5105602	1	286
5105603	0	36
5105603	1	266
5105604	0	40
5105604	1	186
5105605	0	62
5105605	1	297
5105606	0	56
5105606	1	250
5105607	0	91
5105607	1	386
5105608	0	135
5105608	1	456
5105609	0	45
5105609	1	201
5105610	0	60
5105610	1	287
5105611	0	42
5105611	1	237
5105612	0	51
5105612	1	239
5105613	0	91
5105613	1	423
5105614	0	66
5105614	1	367
5105615	0	52
5105615	1	236
5105616	0	64
5105616	1	334
5105617	0	29
5105617	1	333
5105618	0	38
5105618	1	337
5105619	0	80
5105619	1	524
5105620	0	65
5105620	1	343
5105621	0	55
5105621	1	281
5105622	0	63
5105622	1	314
5105623	0	56
5105623	1	344
5105624	0	60
5105624	1	231
5105625	0	77
5105625	1	415
5105626	0	49
5105626	1	373
5105627	0	42
5105627	1	361
5105628	0	100
5105628	1	447
5105629	0	87
5105629	1	366
5105630	0	65
5105630	1	289
5105631	0	46
5105631	1	295
5105632	0	4
5105632	1	64
5105633	0	62
5105633	1	320
5105634	0	36
5105634	1	298
5105635	0	47
5105635	1	332
5105636	0	48
5105636	1	294
5105637	0	93
5105637	1	510
5105638	0	42
5105638	1	280
5105639	0	49
5105639	1	303
5105640	0	46
5105640	1	268
5105641	0	79
5105641	1	467
5105642	0	90
5105642	1	294
5105643	0	35
5105643	1	285
5105644	0	41
5105644	1	216
5105645	0	53
5105645	1	316
5105646	0	96
5105646	1	528
5105647	0	75
5105647	1	284
5105648	0	59
5105648	1	385
5105649	0	74
5105649	1	197
5105650	0	0
5105650	1	0
5105651	0	49
5105651	1	290
5105701	0	69
5105701	1	197
5105702	0	96
5105702	1	414
5105703	0	82
5105703	1	356
5105704	0	154
5105704	1	397
5105707	0	89
5105707	1	300
5105708	0	111
5105708	1	524
5105709	0	0
5105709	1	7
5105710	0	84
5105710	1	358
5105711	0	59
5105711	1	196
5105712	0	54
5105712	1	227
5105713	0	82
5105713	1	277
5105715	0	80
5105715	1	402
5105716	0	83
5105716	1	379
5105717	0	67
5105717	1	372
5105718	0	84
5105718	1	396
5105719	0	96
5105719	1	408
5105720	0	82
5105720	1	420
5105721	0	78
5105721	1	247
5105722	0	65
5105722	1	292
5105723	0	64
5105723	1	429
5105724	0	112
5105724	1	433
5105725	0	169
5105725	1	453
5105727	0	115
5105727	1	452
5105728	0	38
5105728	1	209
5105729	0	116
5105729	1	503
5105730	0	81
5105730	1	338
5105731	0	412
5105731	1	115
5105732	0	35
5105732	1	286
5105733	0	836
5105733	1	2164
5105734	0	54
5105734	1	281
5105735	0	65
5105735	1	290
5105736	0	43
5105736	1	218
5105737	0	64
5105737	1	277
5105738	0	82
5105738	1	467
5105739	0	55
5105739	1	387
5105740	0	65
5105740	1	431
5105741	0	45
5105741	1	244
5105801	0	22
5105801	1	54
5105802	0	67
5105802	1	294
5105803	0	148
5105803	1	586
5105804	0	142
5105804	1	558
5105805	0	36
5105805	1	186
5105806	0	41
5105806	1	113
5105807	0	71
5105807	1	135
5105808	0	66
5105808	1	332
5105809	0	112
5105809	1	587
5105810	0	83
5105810	1	358
5105811	0	71
5105811	1	343
5105812	0	43
5105812	1	233
5105813	0	74
5105813	1	427
5105902	0	256
5105902	1	862
5105905	0	52
5105905	1	256
5105906	0	21
5105906	1	257
5105907	0	0
5105907	1	0
5105909	0	78
5105909	1	349
5105910	0	141
5105910	1	332
5105911	0	19
5105911	1	92
5105912	0	39
5105912	1	210
5105913	0	1003
5105913	1	2600
5105914	0	35
5105914	1	220
5105915	0	56
5105915	1	369
5105916	0	60
5105916	1	226
5105917	0	73
5105917	1	272
5105918	0	58
5105918	1	273
5105919	0	64
5105919	1	246
5105920	0	83
5105920	1	446
5105921	0	59
5105921	1	266
5105922	0	97
5105922	1	384
5105923	0	91
5105923	1	323
5105924	0	119
5105924	1	482
5105925	0	43
5105925	1	275
5105926	0	108
5105926	1	426
5105927	0	51
5105927	1	271
5105928	0	36
5105928	1	174
5105929	0	43
5105929	1	203
5105930	0	35
5105930	1	240
5105932	0	101
5105932	1	367
5105933	0	116
5105933	1	383
5105934	0	107
5105934	1	296
5105935	0	236
5105935	1	471
5105936	0	60
5105936	1	209
5105938	0	67
5105938	1	360
5105939	0	43
5105939	1	294
5105940	0	90
5105940	1	484
5105941	0	81
5105941	1	405
5105942	0	68
5105942	1	351
5105943	0	97
5105943	1	358
5105944	0	69
5105944	1	292
5105945	0	75
5105945	1	303
5105946	0	64
5105946	1	391
5105947	0	22
5105947	1	152
5105948	0	48
5105948	1	287
5105949	0	49
5105949	1	455
5105951	0	0
5105951	1	0
5105952	0	74
5105952	1	243
5105953	0	92
5105953	1	411
5105954	0	62
5105954	1	304
5105955	0	46
5105955	1	187
5105956	0	140
5105956	1	443
5105957	0	89
5105957	1	255
5105959	0	105
5105959	1	446
5105960	0	70
5105960	1	168
5105961	0	125
5105961	1	460
5105962	0	176
5105962	1	562
5105963	0	127
5105963	1	441
5105964	0	81
5105964	1	324
5105965	0	115
5105965	1	437
5105966	0	40
5105966	1	234
5105967	0	118
5105967	1	447
5105968	0	129
5105968	1	405
5105969	0	66
5105969	1	328
5105970	0	221
5105970	1	584
5105971	0	105
5105971	1	286
5105972	0	124
5105972	1	392
5105973	0	64
5105973	1	223
5105974	0	170
5105974	1	440
5105975	0	0
5105975	1	0
5105976	0	55
5105976	1	173
5105977	0	187
5105977	1	326
5105978	0	128
5105978	1	324
5105979	0	70
5105979	1	152
5105980	0	98
5105980	1	258
5105981	0	50
5105981	1	169
5105982	0	197
5105982	1	383
5105983	0	97
5105983	1	358
5105984	0	82
5105984	1	358
5105985	0	91
5105985	1	288
5105986	0	83
5105986	1	421
5105987	0	274
5105987	1	1136
5106001	0	31
5106001	1	220
5106002	0	41
5106002	1	318
5106003	0	34
5106003	1	222
5106004	0	52
5106004	1	281
5106005	0	37
5106005	1	513
5106006	0	35
5106006	1	309
5106007	0	57
5106007	1	263
5106008	0	44
5106008	1	279
5106102	0	173
5106102	1	651
5106103	0	0
5106103	1	5
5106104	0	50
5106104	1	192
5106105	0	118
5106105	1	531
5106106	0	0
5106106	1	0
5106108	0	73
5106108	1	343
5106109	0	130
5106109	1	787
5106110	0	21
5106110	1	190
5106111	0	35
5106111	1	181
5106112	0	66
5106112	1	290
5106113	0	55
5106113	1	292
5106114	0	0
5106114	1	0
5106201	0	53
5106201	1	228
5106202	0	182
5106202	1	572
5106203	0	45
5106203	1	310
5106204	0	77
5106204	1	351
5106205	0	86
5106205	1	383
5106206	0	44
5106206	1	243
5106207	0	573
5106207	1	1923
5106208	0	55
5106208	1	239
5106209	0	117
5106209	1	384
5106210	0	56
5106210	1	220
5106211	0	84
5106211	1	236
5106212	0	84
5106212	1	335
5106213	0	68
5106213	1	277
5106214	0	46
5106214	1	216
5106215	0	143
5106215	1	466
5106216	0	97
5106216	1	501
5106217	0	114
5106217	1	568
5106218	0	92
5106218	1	336
5106219	0	44
5106219	1	178
5106220	0	137
5106220	1	404
5106301	0	1
5106301	1	5
5106401	0	0
5106401	1	0
5106501	0	33
5106501	1	23
5106502	0	48
5106502	1	343
5106503	0	37
5106503	1	290
5106504	0	38
5106504	1	222
5106505	0	79
5106505	1	479
5106506	0	27
5106506	1	274
5106507	0	44
5106507	1	282
5106508	0	144
5106508	1	564
5106509	0	155
5106509	1	352
5106510	0	15
5106510	1	89
5106511	0	62
5106511	1	349
5106512	0	95
5106512	1	420
5106513	0	148
5106513	1	544
5106514	0	29
5106514	1	231
5106601	0	127
5106601	1	266
5106602	0	114
5106602	1	203
5106603	0	153
5106603	1	464
5106604	0	161
5106604	1	349
5106605	0	276
5106605	1	378
5106606	0	162
5106606	1	307
5106607	0	147
5106607	1	367
5106608	0	361
5106608	1	559
5106609	0	283
5106609	1	461
5106610	0	51
5106610	1	173
5106611	0	58
5106611	1	208
5106615	0	199
5106615	1	553
5106616	0	41
5106616	1	222
5106617	0	68
5106617	1	143
5106618	0	102
5106618	1	123
5106619	0	95
5106619	1	361
5106620	0	126
5106620	1	348
5106621	0	100
5106621	1	567
5106622	0	83
5106622	1	421
5106623	0	0
5106623	1	0
5106624	0	45
5106624	1	215
5106625	0	58
5106625	1	218
5106626	0	40
5106626	1	255
5106627	0	53
5106627	1	292
5106628	0	32
5106628	1	271
5106701	0	103
5106701	1	490
5106702	0	87
5106702	1	246
5106703	0	43
5106703	1	291
5106704	0	68
5106704	1	399
5106705	0	49
5106705	1	337
5106706	0	31
5106706	1	239
5106707	0	35
5106707	1	163
5106708	0	30
5106708	1	361
5106709	0	67
5106709	1	428
5106710	0	67
5106710	1	518
5106711	0	49
5106711	1	333
5106712	0	56
5106712	1	278
5106713	0	63
5106713	1	319
5106714	0	55
5106714	1	251
5106715	0	103
5106715	1	341
5106716	0	77
5106716	1	482
5106717	0	15
5106717	1	188
5106718	0	0
5106718	1	0
5106719	0	0
5106719	1	0
5106720	0	35
5106720	1	191
5106801	0	43
5106801	1	215
5106802	0	55
5106802	1	242
5106803	0	57
5106803	1	210
5106804	0	68
5106804	1	380
5106807	0	54
5106807	1	460
5106808	0	31
5106808	1	257
5106809	0	131
5106809	1	701
5106810	0	157
5106810	1	405
5106811	0	29
5106811	1	359
5106812	0	37
5106812	1	241
5106813	0	80
5106813	1	413
5106814	0	56
5106814	1	341
5106815	0	68
5106815	1	349
5106816	0	401
5106816	1	1008
5106817	0	-3
5106817	1	45
5106818	0	295
5106818	1	913
5106819	0	80
5106819	1	548
5106820	0	180
5106820	1	997
5106901	0	0
5106901	1	0
5107001	0	57
5107001	1	194
5107002	0	86
5107002	1	360
5107003	0	41
5107003	1	238
5107004	0	51
5107004	1	371
5107005	0	96
5107005	1	386
5107006	0	78
5107006	1	342
5107007	0	89
5107007	1	435
5107008	0	168
5107008	1	576
5107009	0	67
5107009	1	312
5107010	0	50
5107010	1	237
5107011	0	51
5107011	1	258
5107012	0	66
5107012	1	336
5107013	0	60
5107013	1	241
5107014	0	107
5107014	1	521
5107015	0	101
5107015	1	485
5107016	0	76
5107016	1	456
5107017	0	76
5107017	1	366
5107018	0	108
5107018	1	490
5107019	0	60
5107019	1	237
5107020	0	97
5107020	1	379
5107021	0	50
5107021	1	307
5107022	0	64
5107022	1	285
5107023	0	0
5107023	1	0
5107024	0	69
5107024	1	214
5107101	0	84
5107101	1	331
5107102	0	71
5107102	1	339
5107103	0	76
5107103	1	328
5107104	0	38
5107104	1	280
5107105	0	107
5107105	1	449
5107106	0	78
5107106	1	143
5107107	0	95
5107107	1	327
5107108	0	83
5107108	1	251
5107109	0	51
5107109	1	192
5107110	0	101
5107110	1	373
5107111	0	65
5107111	1	262
5107112	0	110
5107112	1	317
5107113	0	84
5107113	1	325
5107114	0	102
5107114	1	377
5107115	0	85
5107115	1	243
5107116	0	105
5107116	1	513
5107117	0	123
5107117	1	379
5107118	0	228
5107118	1	460
5107119	0	61
5107119	1	328
5107120	0	43
5107120	1	315
5107121	0	44
5107121	1	255
5107122	0	95
5107122	1	322
5107123	0	116
5107123	1	416
5107124	0	102
5107124	1	436
5107125	0	0
5107125	1	0
5107126	0	46
5107126	1	362
5107127	0	77
5107127	1	326
5107128	0	74
5107128	1	272
5107129	0	79
5107129	1	320
5107130	0	76
5107130	1	232
5107131	0	56
5107131	1	213
5107132	0	60
5107132	1	348
5107133	0	88
5107133	1	105
5107134	0	67
5107134	1	405
5107135	0	79
5107135	1	408
5107201	0	51
5107201	1	217
5107202	0	17
5107202	1	209
5107203	0	54
5107203	1	230
5107204	0	65
5107204	1	551
5107205	0	54
5107205	1	595
5107206	0	102
5107206	1	476
5107207	0	43
5107207	1	385
5107208	0	46
5107208	1	337
5107209	0	56
5107209	1	361
5107210	0	60
5107210	1	367
5107211	0	36
5107211	1	212
5107212	0	47
5107212	1	399
5107213	0	58
5107213	1	499
5107214	0	82
5107214	1	518
5107215	0	84
5107215	1	610
5107216	0	86
5107216	1	544
5107217	0	47
5107217	1	423
5107218	0	36
5107218	1	391
5107219	0	51
5107219	1	425
5107220	0	54
5107220	1	410
5107221	0	29
5107221	1	176
5107222	0	37
5107222	1	256
5107223	0	71
5107223	1	469
5107224	0	97
5107224	1	485
5107225	0	43
5107225	1	320
5107226	0	53
5107226	1	446
5107227	0	57
5107227	1	395
5107228	0	88
5107228	1	511
5107229	0	27
5107229	1	229
5107230	0	32
5107230	1	229
5107231	0	81
5107231	1	527
5107232	0	78
5107232	1	460
5107233	0	65
5107233	1	390
5107234	0	54
5107234	1	279
5107301	0	48
5107301	1	385
5107302	0	29
5107302	1	398
5107303	0	52
5107303	1	369
5107304	0	66
5107304	1	408
5107305	0	62
5107305	1	364
5107306	0	33
5107306	1	209
5107307	0	55
5107307	1	296
5107308	0	45
5107308	1	456
5107309	0	54
5107309	1	283
5107310	0	91
5107310	1	471
5107311	0	61
5107311	1	477
5107312	0	40
5107312	1	193
5107313	0	13
5107313	1	205
5107314	0	102
5107314	1	364
5107315	0	40
5107315	1	310
5107316	0	58
5107316	1	306
5107317	0	82
5107317	1	423
5107318	0	41
5107318	1	272
5107319	0	78
5107319	1	467
5107320	0	89
5107320	1	342
5107321	0	89
5107321	1	496
5107322	0	40
5107322	1	183
5107323	0	61
5107323	1	321
5107324	0	49
5107324	1	320
5107325	0	42
5107325	1	241
5107326	0	53
5107326	1	321
5107327	0	67
5107327	1	328
5107328	0	59
