SA1_7DIGITCODE_2016	medianMortgageRepayment
3125513	26208
3125514	23664
3125515	21600
3125516	28596
3125518	27588
3125519	24780
3125520	25608
3125521	
3125523	24000
3125524	25572
3125526	
3125527	21660
3125528	13524
3125529	24000
3125530	23400
3125531	24228
3125534	
3125535	20796
3125536	25200
3125537	23400
3125538	27600
3125539	24000
3125540	26064
3125541	27936
3125542	23952
3125543	26004
3125544	28596
3125545	26004
3125546	26004
3125547	26004
3125548	26400
3125549	21600
3125601	31200
3125602	25092
3125603	
3125604	22764
3125605	18000
3125606	
3125607	
3125608	24000
3125609	27636
3125610	22968
3125612	23916
3125613	19764
3125615	26004
3125617	32400
3125618	19500
3125619	16644
3125620	24000
3125621	24000
3125622	26400
3125623	22452
3125624	26004
3125625	23400
3125626	24000
3125628	16380
3125629	15600
3125630	20796
3125631	22620
3125632	15852
3125633	19200
3125634	15996
3125635	25476
3125636	26004
3125637	24000
3125638	26004
3125639	24000
3125640	26004
3125641	26208
3125642	28800
3125701	28596
3125702	25008
3125703	23700
3125706	22536
3125707	21324
3125708	21900
3125709	22728
3125710	23400
3125711	26400
3125712	21996
3125801	23664
3125802	23700
3125803	22620
3125804	23964
3125805	20796
3125806	21840
3125807	18096
3125808	21972
3125809	24756
3125810	25608
3125811	31200
3125814	24000
3125815	24000
3125816	24600
3125817	24000
3125818	23316
3125819	20796
3125822	33804
3125823	23916
3125824	24000
3125825	26004
3125826	28800
3125827	22800
3125828	21192
3125829	22104
3125830	20796
3125831	26004
3125832	20016
3125833	22920
3125834	21168
3125835	22752
3125836	23400
3125837	21768
3125838	26004
3125839	28680
3125840	26136
3125842	24000
3125843	21792
3125844	20796
3125845	
3125846	16248
3125847	27564
3125848	26904
3125849	26400
3125850	25872
3125851	28224
3125852	30000
3125853	25224
3125854	21060
3125855	23664
3125856	27036
3125857	23196
3125858	26988
3125859	23400
3125860	26004
3125861	28596
3125862	20700
3125901	12192
3125902	
3125903	23700
3125904	16896
3125905	26004
3125906	31200
3125907	24960
3125908	31308
3125909	37440
3125910	26208
3126001	23148
3126003	18204
3126004	21744
3126005	19800
3126006	21000
3126007	23400
3126008	21324
3126009	16380
3126010	20796
3126011	16848
3126012	26004
3126013	20796
3126014	24480
3126015	30000
3126016	21396
3126101	24000
3126102	23520
3126103	27096
3126104	20304
3126105	25224
3126106	19200
3126107	20796
3126108	26004
3126109	18204
3126110	25200
3126111	18600
3126112	18108
3126113	19200
3126114	23400
3126115	23964
3126116	24204
3126117	21852
3126118	22884
3126119	20796
3126120	26004
3126121	24288
3126122	26004
3126123	27300
3126124	27696
3126125	18696
3126126	24000
3126127	22620
3126128	23700
3126129	24000
3126130	23664
3126131	20796
3126132	18468
3126133	24000
3126134	27144
3126135	24276
3126136	16956
3126137	21060
3126138	24948
3126139	
3126140	20796
3126141	18204
3126142	20796
3126143	26004
3126144	25008
3126145	18000
3126146	20400
3126147	25008
3126148	21600
3126149	21600
3126150	21216
3126151	21600
3126201	22104
3126202	23400
3126203	19764
3126205	26400
3126206	24000
3126207	23400
3126209	20796
3126210	23916
3126211	20472
3126212	23700
3126213	19236
3126214	21684
3126215	15600
3126216	23400
3126217	23400
3126218	20016
3126219	22104
3126220	17496
3126221	24000
3126222	26004
3126223	22104
3126224	23580
3126225	24000
3126226	20736
3126228	20796
3126229	20796
3126230	23700
3126231	22968
3126232	
3126233	24612
3126234	
3126235	23484
3126301	24000
3126302	21828
3126303	20796
3126304	28800
3126305	24144
3126306	24000
3126307	20796
3126308	24000
3126309	24000
3126310	21204
3126311	23292
3126312	21600
3126313	22884
3126314	22968
3126315	15000
3126316	21840
3126317	25200
3126318	19500
3126319	24000
3126320	25224
3126321	25608
3126322	
3126323	18204
3126324	
3126325	26004
3126326	21600
3126327	20280
3126328	24000
3126329	26208
3126330	16116
3126401	17712
3126402	18204
3126403	
3126404	24000
3126405	23700
3126406	22620
3126407	23400
3126408	20796
3126410	24000
3126411	20796
3126412	26004
3126413	19200
3126414	
3126415	24000
3126416	26004
3126501	22632
3126502	22200
3126503	20796
3126504	23964
3126505	20400
3126506	26004
3126507	26136
3126508	15600
3126509	19764
3126510	24000
3126511	20796
3126512	18204
3126513	21792
3126514	20796
3126515	21600
3126516	26004
3126517	23916
3126518	20796
3126702	21600
3126703	26808
3126704	26004
3126705	18204
3126706	20796
3126707	20796
3126708	23700
3126709	26148
3126710	30000
3126711	22104
3126712	24000
3126713	38400
3126714	21324
3126715	14400
3126716	20796
3126717	26184
3126718	23700
3126719	24600
3126720	36000
3126721	30000
3126722	31200
3126801	33600
3126802	36660
3126803	30000
3126804	34740
3126805	27300
3126806	20796
3126807	15864
3126808	26004
3126809	23400
3126810	
3126811	29400
3126812	26004
3126901	21576
3126902	26004
3126903	20904
3126904	24000
3126905	24000
3126906	34836
3126907	19764
3126908	19404
3126909	24504
3127001	39000
3127002	23100
3127003	20796
3127004	18876
3127005	18708
3127006	26004
3127007	21456
3127008	26004
3127009	24000
3127010	30000
3127011	30000
3127012	20796
3127013	18348
3127014	15600
3127015	18204
3127016	22884
3127017	16620
3127018	15600
3127019	19200
3127020	19080
3127021	19500
3127022	15084
3127023	16692
3127024	18000
3127025	17688
3127026	33600
3127027	26004
3127028	12708
3127029	24444
3127030	20544
3127031	14928
3127032	19764
3127033	51996
3127034	48000
3127035	23400
3127036	20928
3127037	22404
3127038	22884
3127039	20088
3127040	18204
3127041	31200
3127042	18204
3127043	15780
3127044	17556
3127045	16248
3127046	15600
3127101	18600
3127102	
3127103	16512
3127104	20796
3127105	23952
3127106	
3127107	16116
3127108	
3127109	
3127110	18204
3127111	21396
3127112	16968
3127113	20796
3127114	
3127115	18204
3127201	
3127202	21600
3127203	5460
3127204	22800
3127205	16944
3127206	19500
3127207	18984
3127208	15600
3127209	19200
3127210	16800
3127211	15600
3127212	16896
3127213	18708
3127214	19488
3127215	23700
3127216	19680
3127217	25200
3127301	18204
3127302	17736
3127304	22800
3127305	21924
3127306	21576
3127307	19200
3127308	18204
3127309	19200
3127310	21720
3127311	22800
3127312	21108
3127313	19500
3127315	20796
3127316	16464
3127317	18108
3127318	18000
3127319	18204
3127320	18204
3127321	23640
3127322	21840
3127323	21840
3127324	22800
3127325	20208
3127326	22200
3127327	20544
3127329	20436
3127330	21060
3127331	19200
3127332	25440
3127333	22272
3127334	21852
3127335	19200
3127336	20796
3127337	18204
3127338	20688
3127339	21048
3127340	24000
3127341	24648
3127342	18000
3127343	19500
3127344	19176
3127345	21324
3127346	21600
3127347	24000
3127348	27060
3127349	21012
3127350	25200
3127351	24000
3127352	26208
3127354	22500
3127355	18504
3127356	20796
3127357	20160
3127358	20016
3127359	22200
3127360	24000
3127361	26004
3127362	24000
3127363	18492
3127364	18000
3127365	20160
3127366	26004
3127367	20484
3127368	21840
3127369	27600
3127401	21684
3127402	
3127403	18204
3127404	17676
3127405	14556
3127406	20364
3127407	15600
3127408	20400
3127409	17148
3127410	16464
3127411	17292
3127412	17580
3127413	14820
3127414	15600
3127415	15732
3127416	16800
3127417	17136
3127418	17640
3127419	16488
3127420	19200
3127421	14136
3127422	15600
3127423	15600
3127424	17400
3127425	15600
3127426	15600
3127427	15600
3127428	16020
3127429	15600
3127430	15600
3127431	16896
3127432	16728
3127433	17208
3127434	18204
3127435	20496
3127436	15768
3127437	18876
3127438	16116
3127439	
3127501	24000
3127502	26004
3127503	18000
3127504	25884
3127505	24000
3127506	18252
3127507	22200
3127508	23400
3127509	26832
3127510	21600
3127511	
3127512	20796
3127513	24000
3127514	27600
3127515	24000
3127516	21480
3127517	20796
3127601	17448
3127602	
3127603	
3127604	15912
3127605	
3127606	18744
3127607	
3127608	
3127609	15600
3127610	15600
3127611	14400
3127612	
3127613	
3127701	16140
3127702	16536
3127703	20400
3127705	15600
3127706	15600
3127708	20724
3127709	24000
3127710	20796
3127711	23400
3127712	20796
3127713	14040
3127714	15600
3127715	19308
3127716	15600
3127718	16824
3127719	18708
3127720	20796
3127721	24000
3127722	15780
3127723	20016
3127724	18144
3127725	21504
3127726	23400
3127727	22392
3127728	17424
3127729	19116
3127730	19236
3127731	16644
3127732	11208
3127733	15600
3127734	18204
3127735	14304
3127801	12996
3127802	13812
3127803	13608
3127804	12216
3127805	12096
3127806	12996
3127807	13380
3127808	19224
3127809	18312
3127810	18984
3127811	16236
3127812	15600
3127813	18168
3127814	17940
3127815	12744
3127901	
3128001	16080
3128002	15216
3128003	18144
3128005	20088
3128006	18828
3128007	20400
3128009	18204
3128010	21972
3128011	17316
3128012	18000
3128013	21456
3128014	18672
3128015	18108
3128016	14976
3128017	15600
3128018	12996
3128019	14484
3128020	19800
3128021	16800
3128022	17508
3128023	21204
3128024	19356
3128025	15600
3128026	21804
3128027	20400
3128028	20796
3128029	17100
3128030	15600
3128031	19236
3128032	15216
3128033	20040
3128034	15600
3128035	14220
3128036	18000
3128037	20088
3128038	16644
3128039	15600
3128040	18204
3128041	18204
3128042	15864
3128043	16944
3128044	15600
3128045	16644
3128046	20796
3128047	16380
3128048	22224
3128049	12996
3128050	14400
3128051	21108
3128052	18624
3128053	19764
3128054	17652
3128055	23844
3128101	13344
3128102	12996
3128103	15600
3128104	23928
3128105	20328
3128106	18468
3128107	19200
3128108	15084
3128109	12996
3128110	15864
3128111	19068
3128112	13200
3128114	23700
3128115	18000
3128116	16896
3128117	18204
3128118	14820
3128119	20796
3128120	20796
3128121	18648
3128122	18540
3128123	19188
3128124	23400
3128125	20796
3128126	19116
3128127	20148
3128128	20400
3128129	16680
3128130	13656
3128131	18204
3128132	20400
3128134	18720
3128135	20796
3128136	21060
3128137	26004
3128138	15864
3128201	18204
3128202	15600
3128203	20796
3128204	16464
3128205	18204
3128206	16908
3128207	15600
3128208	16200
3128209	13524
3128210	25008
3128211	24480
3128212	25008
3128213	19380
3128214	18000
3128215	24000
3128216	18468
3128217	20400
3128219	20400
3128220	19200
3128221	20796
3128222	20796
3128223	18108
3128225	
3128226	20796
3128227	15600
3128228	19380
3128230	
3128231	15840
3128232	21600
3128233	
3128234	24696
3128235	21948
3128236	28596
3128237	18108
3128301	18204
3128302	16116
3128303	18204
3128304	
3128305	20280
3128306	
3128307	18204
3128309	18516
3128310	18828
3128311	16896
3128312	22884
3128313	16980
3128314	15672
3128315	18204
3128316	15372
3128317	14304
3128318	18108
3128319	17160
3128320	20928
3128321	22116
3128322	14400
3128323	20796
3128325	21312
3128326	18432
3128327	23400
3128328	18000
3128401	14100
3128402	18000
3128403	12996
3128404	12996
3128405	15444
3128406	14400
3128407	16848
3128408	16848
3128409	17160
3128410	15600
3128411	19356
3128412	15600
3128413	16800
3128414	16176
3128415	15600
3128416	14220
3128417	18744
3128418	16824
3128419	16800
3128420	19872
3128501	19764
3128502	18000
3128503	19200
3128504	20340
3128505	16752
3128506	15600
3128507	21420
3128508	20544
3128509	15600
3128510	20604
3128511	18204
3128512	18792
3128513	18204
3128514	13656
3128601	15600
3128602	18108
3128603	18204
3128604	16800
3128605	12504
3128606	17580
3128607	19812
3128608	18060
3128609	
3128611	15600
3128612	19224
3128613	17700
3128614	
3128615	
3128616	21216
3128617	18204
3128618	15732
3128619	18000
3128620	24000
3128621	19896
3128622	11700
3128701	16260
3128702	15048
3128703	16644
3128704	15600
3128705	16200
3128706	16068
3128707	20796
3128708	18204
3128709	18192
3128710	18960
3128711	17424
3128712	15984
3128713	18072
3128714	16800
3128715	18408
3128716	15600
3128717	13920
3128718	17844
3128719	15084
3128720	18720
3128721	16884
3128722	16968
3128723	17256
3128724	15816
3128725	15732
3128726	15600
3128727	14220
3128728	14556
3128729	16068
3128730	14664
3128731	16476
3128732	16332
3128733	13908
3128734	16896
3128735	15600
3128736	16800
3128737	17448
3128738	15600
3128739	20340
3128740	13524
3128741	18204
3128742	15600
3128743	18204
3128744	15600
3128745	16644
3128746	17148
3128801	21948
3128802	23400
3128803	22800
3128804	21252
3128805	21972
3128806	18204
3128807	23580
3128808	21504
3128809	25956
3128810	23988
3128811	24528
3128901	20388
3128902	20796
3128903	20796
3128904	30000
3128905	25836
3128906	26580
3128907	25476
3128908	23400
3128909	21600
3128910	20796
3128911	19500
3128912	20796
3129001	20400
3129002	18204
3129003	23400
3129004	24000
3129005	20556
3129006	25284
3129007	24000
3129008	21060
3129009	21384
3129010	23292
3129011	24000
3129012	20796
3129013	24000
3129014	25200
3129015	26400
3129101	15600
3129102	15216
3129103	14400
3129104	15600
3129105	15600
3129106	15600
3129107	
3129108	20496
3129109	22800
3129110	18204
3129111	16140
3129112	14304
3129113	19176
3129114	15276
3129115	15600
3129116	14820
3129117	
3129201	18204
3129202	
3129203	15600
3129204	15600
3129205	16152
3129206	15600
3129207	19452
3129208	16848
3129209	17472
3129210	15600
3129211	15888
3129212	15600
3129213	16116
3129214	15600
3129215	16224
3129216	18000
3129217	14712
3129218	15444
3129219	15600
3129220	14760
3129301	18000
3129302	23964
3129303	18468
3129304	18000
3129305	17940
3129306	23832
3129307	18720
3129308	18984
3129309	15600
3129310	17160
3129311	18900
3129312	15732
3129313	19956
3129314	18108
3129315	22800
3129316	24000
3129317	19500
3129318	18204
3129319	
3129320	18000
3129321	15600
3129322	16644
3129323	15600
3129324	18000
3129325	19176
3129326	19500
3129327	15864
3129328	20988
3129329	16980
3129331	
3129332	15600
3129333	18828
3129334	17136
3129335	16896
3129337	16800
3129338	17940
3129339	15492
3129340	17760
3129341	17076
3129401	18720
3129402	16836
3129403	16896
3129404	23400
3129405	20796
3129406	26004
3129407	24648
3129408	26004
3129501	15600
3129502	13344
3129503	
3129504	15756
3129505	14784
3129506	14820
3129507	17244
3129508	15600
3129509	11700
3129510	
3129601	29820
3129602	26004
3129605	28596
3129606	18204
3129607	20772
3129608	19116
3129609	18720
3129610	17556
3129611	12216
3129612	25068
3129613	24048
3129614	22752
3129615	19500
3129616	20280
3129617	16200
3129618	18828
3129619	27036
3129620	34956
3129621	30600
3129622	28560
3129623	27744
3129624	31200
3129701	14712
3129702	14520
3129703	14700
3129704	21204
3129705	16896
3129706	18972
3129707	20544
3129708	19632
3129709	18696
3129710	13968
3129711	17676
3129712	20028
3129713	19236
3129714	
3129715	22920
3129716	18960
3129717	21144
3129718	19200
3129719	18720
3129720	20796
3129721	19788
3129722	20340
3129723	18468
3129724	21840
3129801	
3129901	16896
3129902	18468
3129903	15600
3129904	16380
3129905	17676
3129906	15600
3129907	21420
3129908	21204
3129909	20796
3129910	20700
3129911	18204
3129912	20796
3129913	19620
3129915	19656
3129916	21324
3129917	
3129918	
3129919	
3129920	
3129921	12840
3129922	15600
3129923	15000
3129924	20796
3129925	20796
3129926	20796
3130001	13152
3130002	16548
3130003	18000
3130004	19056
3130005	20796
3130006	14472
3130007	15072
3130008	19908
3130009	18732
3130010	18204
3130011	12312
3130012	12480
3130013	15600
3130014	10404
3130015	15600
3130016	18204
3130017	18708
3130018	18204
3130020	15600
3130021	15408
3130022	19548
3130023	18036
3130101	
3130201	18204
3130202	20160
3130203	18000
3130205	17004
3130206	10980
3130207	18108
3130208	17160
3130209	19896
3130210	14856
3130211	18204
3130212	18048
3130215	18108
3130216	17940
3130217	19692
3130218	19500
3130219	16896
3130220	14400
3130221	15084
3130222	16644
3130223	18000
3130224	17400
3130225	17604
3130226	17520
3130227	16896
3130228	16380
3130229	18000
3130230	18000
3130231	21204
3130232	19440
3130233	19632
3130234	22560
3130235	23364
3130236	18000
3130237	17940
3130238	22416
3130301	17676
3130302	20796
3130303	20796
3130304	20988
3130305	23400
3130307	20796
3130308	22356
3130311	21672
3130312	20796
3130313	22884
3130314	
3130315	24000
3130316	17292
3130317	21324
3130318	25200
3130319	23400
3130320	23796
3130401	27564
3130403	24000
3130405	24000
3130406	20796
3130407	23148
3130408	26004
3130409	23400
3130410	24000
3130411	23724
3130412	21324
3130413	22668
3130414	21336
3130415	20904
3130416	26004
3130417	23580
3130418	26004
3130419	24000
3130421	19248
3130422	23400
3130423	
3130424	22356
3130425	21600
3130426	25116
3130427	24000
3130428	20796
3130429	23400
3130430	24000
3130501	22812
3130502	15600
3130503	15600
3130504	18600
3130505	15180
3130506	15600
3130507	17688
3130508	18108
3130509	16848
3130510	16956
3130512	12996
3130513	22104
3130515	26724
3130516	25200
3130517	18900
3130518	25068
3130519	18204
3130520	17676
3130521	15852
3130522	18708
3130523	20796
3130524	22464
3130525	14748
3130526	21540
3130527	20796
3130528	18984
3130529	18048
3130530	17160
3130531	23400
3130532	20796
3130533	14868
3130534	21324
3130601	
3130602	20796
3130603	16644
3130604	18204
3130605	17556
3130606	16896
3130607	18648
3130608	19188
3130609	16752
3130610	18132
3130611	20796
3130612	15000
3130613	11052
3130614	15444
3130615	18204
3130616	18624
3130617	15444
3130618	16776
3130619	15600
3130620	18180
3130621	13560
3130622	
3130623	16896
3130701	15600
3130702	15600
3130703	15600
3130704	15264
3130705	30000
3130706	
3130707	13524
3130710	15600
3130711	22524
3130713	15600
3130715	18204
3130716	18480
3130717	15600
3130718	16224
3130719	16644
3130720	9600
3130721	16248
3130722	12996
3130723	16152
3130725	17040
3130726	17460
3130727	20796
3130728	12312
3130729	15600
3130730	9528
3130731	18876
3130732	18720
3130733	14040
3130734	17580
3130735	15696
