SA1_7DIGITCODE_2016	medianMortgageRepayment
1148550	18204
1148551	24936
1148552	31200
1148553	26004
1148554	23940
1148555	26208
1148556	21972
1148557	18708
1148558	15996
1148559	26520
1148560	
1148561	23400
1148601	
1148701	
1148901	24936
1148902	26004
1148903	19236
1148904	23400
1148905	23664
1148906	22800
1148907	26004
1148908	24708
1148909	20280
1148910	22200
1148911	22800
1148912	23400
1148913	21600
1148914	
1148915	23400
1148916	28608
1148917	14400
1148918	24000
1148919	19956
1148920	18204
1148921	20604
1148922	23532
1148923	23400
1148924	31200
1148925	24600
1148926	24960
1148927	
1148928	21840
1148929	20796
1148930	18252
1148931	18864
1148932	21804
1148933	31200
1148934	30000
1148935	31200
1148936	26004
1148937	26004
1148938	20808
1148939	22944
1148940	23400
1148941	23352
1148942	23400
1148943	25008
1148944	21600
1148945	25008
1148946	20796
1148947	22644
1148948	24576
1148949	25080
1148950	23268
1149001	29016
1149002	30600
1149003	26004
1149004	26208
1149005	29568
1149006	28008
1149007	26004
1149008	31200
1149009	31200
1149010	27456
1149011	29088
1149012	26004
1149013	29568
1149014	30600
1149015	26004
1149016	34200
1149017	26124
1149018	31200
1149101	25764
1149102	31200
1149103	29040
1149104	
1149105	22680
1149110	
1149111	24000
1149112	20028
1149113	21060
1149114	26004
1149115	20604
1149116	17424
1149117	18444
1149118	20796
1149119	28596
1149120	33708
1149121	27144
1149122	28596
1149123	27600
1149124	28344
1149125	26004
1149126	26400
1149127	
1149128	24828
1149130	28596
1149133	24732
1149134	24000
1149136	23400
1149137	23916
1149138	26004
1149139	23832
1149140	28080
1149141	20796
1149142	26004
1149143	26004
1149144	
1149145	24000
1149146	
1149147	24276
1149148	24000
1149149	20400
1149150	30000
1149151	31536
1149152	28596
1149153	24768
1149154	25608
1149201	17448
1149202	17520
1149203	15600
1149205	17616
1149206	21600
1149207	21600
1149208	18000
1149209	
1149210	
1149212	24000
1149213	20796
1149214	24000
1149215	24000
1149216	24600
1149217	15600
1149218	20604
1149219	16200
1149220	19800
1149221	19836
1149222	18336
1149223	20400
1149224	21900
1149225	19764
1149226	22836
1149227	20796
1149228	16212
1149229	15684
1149230	19224
1149231	24000
1149232	17400
1149233	20796
1149234	24000
1149236	24000
1149237	24000
1149238	18000
1149239	22320
1149240	19200
1149241	21204
1149242	20796
1149243	18600
1149244	18204
1149245	25008
1149246	15600
1149247	25488
1149248	26004
1149249	20796
1149250	21516
1149251	20796
1149252	25608
1149253	24000
1149254	20796
1149255	23100
1149256	28800
1149257	23508
1149258	26004
1149259	21456
1149301	26208
1149302	25908
1149303	24000
1149304	26004
1149305	28476
1149306	24000
1149307	24000
1149308	5640
1149309	24000
1149310	26208
1149311	22800
1149312	23700
1149313	22800
1149314	21900
1149315	22152
1149316	24000
1149317	24840
1149318	23400
1149319	
1149320	26004
1149321	26004
1149322	26400
1149323	24000
1149324	26400
1149325	26208
1149326	32580
1149327	24000
1149328	26004
1149329	24000
1149330	26004
1149331	28800
1149332	27600
1149333	18204
1149334	24000
1149335	26004
1149336	24084
1149337	24696
1149338	26004
1149339	25200
1149340	22800
1149341	29412
1149342	26004
1149343	21840
1149344	26004
1149345	24000
1149346	27600
1149347	20004
1149401	28596
1149402	31200
1149403	30624
1149404	28596
1149405	31200
1149406	27504
1149407	24960
1149408	26004
1149409	26004
1149410	28596
1149411	32400
1149412	26400
1149413	30000
1149414	29400
1149415	26004
1149416	35364
1149417	27600
1149418	30000
1149419	30000
1149420	30000
1149421	27636
1149422	29160
1149423	32400
1149424	30000
1149425	28596
1149426	29100
1149501	30000
1149502	21840
1149503	22800
1149504	28608
1149505	24000
1149506	19500
1149507	27144
1149508	24000
1149509	30000
1149510	25200
1149511	31200
1149512	28704
1149513	27600
1149514	36000
1149515	25008
1149516	29400
1149517	28596
1149518	24000
1149519	22500
1149520	36396
1149521	26004
1149522	26208
1149523	23400
1149524	29400
1149525	20796
1149526	31200
1149527	28956
1149528	36000
1149529	26004
1149530	27036
1149531	30000
1149532	26928
1149533	28008
1149534	29304
1149535	24600
1149536	23160
1149537	26004
1149538	36000
1149539	33756
1149540	37500
1149541	30600
1149542	33600
1149543	29400
1149544	33684
1149545	28704
1149546	30000
1149547	25272
1149548	28800
1149549	19236
1149550	28704
1149551	27300
1149552	26004
1149553	26004
1149554	27600
1149555	36396
1149556	38700
1149557	24000
1149558	24000
1149601	31200
1149602	25920
1149603	31200
1149604	36204
1149605	27420
1149606	26400
1149607	28992
1149608	31200
1149609	30888
1149610	31068
1149611	
1149612	
1149613	30996
1149614	33708
1149615	39156
1149616	36000
1149617	30000
1149618	27720
1149619	30000
1149620	36000
1149621	36396
1149622	36396
1149623	33600
1149624	29400
1149625	24000
1149626	19200
1149627	41604
1149628	30000
1149629	46800
1149630	36396
1149631	31248
1149632	31200
1149633	34800
1149634	31200
1149635	36000
1149636	39204
1149637	36000
1149638	35184
1149639	30000
1149640	36000
1149641	30000
1149642	35940
1149643	35868
1149644	30000
1149645	31200
1149646	42000
1149647	36000
1149648	28596
1149649	31200
1149650	32508
1149701	27408
1149702	32688
1149703	27600
1149704	24000
1149705	31200
1149706	16800
1149707	24000
1149708	24000
1149709	26004
1149710	23400
1149711	24000
1149712	25200
1149713	24000
1149714	25008
1149715	26004
1149716	23400
1149717	30000
1149718	30000
1149719	20400
1149720	23700
1149721	20796
1149722	33108
1149723	37404
1149724	26004
1149725	30600
1149726	24000
1149727	24000
1149728	30600
1149729	22632
1149730	31800
1149731	26004
1149732	25200
1149733	33804
1149734	26004
1149735	26004
1149736	26004
1149737	28800
1149738	24000
1149739	27972
1149740	28800
1149741	29124
1149742	26400
1149743	30000
1149744	30000
1149745	28596
1149746	26400
1149747	24000
1149748	24000
1149749	36000
1149750	31200
1149751	18432
1149752	15036
1149753	30000
1149754	28008
1149801	31200
1149802	23400
1149803	33804
1149804	35712
1149805	30000
1149806	51696
1149807	39000
1149808	45708
1149809	31200
1149810	35388
1149811	38424
1149812	36000
1149813	33600
1149814	30600
1149815	28008
1149816	26004
1149817	30684
1149818	26808
1149819	25476
1149820	35880
1149821	41604
1149822	29400
1149823	40800
1149824	25116
1149825	31200
1149826	23400
1149827	29940
1149828	36000
1149829	38712
1149830	39000
1149831	30000
1149832	43200
1149833	36000
1149834	31200
1149835	23916
1149901	51996
1149902	67200
1149903	50004
1149904	36000
1149905	48000
1149906	48000
1149907	46524
1149908	
1149909	36000
1149910	31200
1149911	36396
1149912	36000
1149913	44856
1149914	33600
1149915	31200
1149916	30000
1149917	46488
1149918	60000
1149919	43116
1149920	45600
1149921	40608
1149922	45600
1149923	51996
1149924	30000
1150001	
1150002	22800
1150003	27000
1150004	23400
1150005	26004
1150006	26400
1150007	23844
1150008	32496
1150009	26400
1150010	26208
1150011	30000
1150012	31200
1150013	24000
1150014	23628
1150015	25776
1150016	28596
1150017	26004
1150018	21300
1150019	26004
1150020	25200
1150021	22020
1150022	
1150023	21204
1150024	
1150025	24000
1150026	
1150027	20796
1150028	22800
1150029	26004
1150030	33204
1150031	28980
1150032	36000
1150033	26004
1150034	25224
1150035	31200
1150036	26004
1150037	26004
1150038	22800
1150039	26004
1150040	24384
1150041	23700
1150042	40308
1150043	26160
1150101	30912
1150102	30312
1150103	26004
1150104	26808
1150105	24000
1150106	30000
1150107	35652
1150108	33276
1150109	32028
1150110	26808
1150111	24000
1150112	24000
1150113	26400
1150114	
1150115	26784
1150116	33108
1150117	30000
1150118	31800
1150119	
1150120	21600
1150121	36000
1150122	41028
1150123	36000
1150124	32316
1150125	
1150126	33048
1150127	
1150128	34200
1150129	25524
1150130	29208
1150131	30600
1150132	26004
1150301	24000
1150302	20928
1150303	25008
1150304	30000
1150305	29304
1150306	17736
1150308	31200
1150309	30600
1150310	21600
1150311	26004
1150312	30600
1150313	26004
1150314	21084
1150315	20796
1150316	30000
1150317	19836
1150318	21600
1150320	35868
1150321	33600
1150322	35556
1150323	31200
1150324	23400
1150325	23700
1150326	20076
1150327	25008
1150328	24600
1150329	
1150330	22752
1150331	28800
1150333	30000
1150334	26004
1150335	28800
1150336	25308
1150337	27600
1150338	36000
1150339	25032
1150340	21600
1150341	22500
1150342	28596
1150343	25356
1150344	20796
1150345	30000
1150401	18204
1150402	20796
1150403	17328
1150404	20964
1150405	20796
1150406	20004
1150407	22452
1150408	20364
1150409	18528
1150410	15600
1150411	16812
1150412	15000
1150413	18204
1150414	18720
1150415	18312
1150416	
1150417	23544
1150418	20796
1150419	20016
1150420	20796
1150421	21756
1150422	19956
1150423	24000
1150424	18720
1150425	17424
1150426	19236
1150427	18732
1150428	18564
1150429	21720
1150430	23400
1150431	
1150432	19500
1150433	22884
1150434	21204
1150435	18648
1150436	21828
1150437	21840
1150438	21192
1150439	24024
1150440	18600
1150441	21672
1150501	26004
1150502	24000
1150503	23400
1150504	13704
1150505	17604
1150506	37500
1150507	30000
1150508	19500
1150509	30000
1150510	16332
1150511	26004
1150512	24000
1150513	26508
1150514	21204
1150516	31044
1150517	28608
1150518	23700
1150519	24000
1150521	38400
1150522	25200
1150523	19848
1150524	
1150601	16800
1150604	31200
1150606	24000
1150607	
1150608	
1150609	18336
1150610	27300
1150612	28800
1150613	28608
1150614	25560
1150615	16644
1150616	31200
1150617	22920
1150618	31200
1150619	32400
1150620	31200
1150621	33240
1150622	20796
1150623	32400
1150624	31200
1150625	29904
1150626	
1150627	30000
1150628	
1150629	
1150630	32244
1150631	32244
1150632	26400
1150633	31716
1150901	16896
1150902	24000
1150903	20796
1150904	24000
1150905	23400
1150906	23676
1150907	24000
1150908	24348
1150909	25008
1150910	20796
1150911	24000
1150912	20796
1150913	20796
1150914	23064
1150915	24000
1150916	21300
1150917	23364
1150918	18600
1150919	26004
1150920	23568
1150921	20796
1150922	19308
1150923	19236
1150924	26004
1150925	20796
1150926	26400
1150927	31248
1150928	
1150929	26004
1150930	21156
1150931	23676
1150932	14556
1150933	20796
1150934	24000
1150935	23664
1150936	20280
1151001	22356
1151002	26004
1151003	26532
1151004	24000
1151005	20796
1151006	22740
1151007	23400
1151008	18204
1151009	26004
1151010	30300
1151011	20796
1151012	24600
1151013	20796
1151014	24000
1151015	18204
1151016	23400
1151017	24000
1151018	22104
1151019	24900
1151020	30000
1151021	23400
1151022	26400
1151023	
1151024	22104
1151025	
1151026	28020
1151027	26004
1151028	23400
1151029	26004
1151030	24480
1151031	15600
1151032	24000
1151033	22752
1151034	21204
1151035	20796
1151036	26004
1151037	21804
1151038	23400
1151039	17700
1151040	25596
1151041	26004
1151042	31200
1151043	29304
1151044	23100
1151045	26652
1151046	24000
1151047	24000
1151048	27300
1151049	31200
1151101	16044
1151102	
1151103	12996
1151104	24000
1151105	18000
1151106	15600
1151107	18108
1151108	25008
1151109	18204
1151110	22800
1151111	21108
1151112	26004
1151113	16248
1151114	16776
1151115	15600
1151116	15000
1151117	14040
1151118	13704
1151119	16248
1151120	20796
1151121	20604
1151122	15000
1151123	11988
1151124	15600
1151125	15600
1151126	15840
1151127	18204
1151128	15600
1151129	18360
1151130	15816
1151131	
1151132	11208
1151133	22200
1151134	23400
1151135	12120
1151136	18000
1151137	23700
1151138	18276
1151139	26004
1151140	20400
1151141	14220
1151142	15600
1151143	18000
1151144	18468
1151145	15600
1151146	16800
1151147	14556
1151148	15000
1151149	20796
1151150	15600
1151151	15600
1151152	26004
1151153	20796
1151154	18240
1151155	24000
1151156	18000
1151201	20796
1151202	20796
1151203	22500
1151204	23952
1151205	21840
1151206	21204
1151207	19116
1151208	20796
1151209	18108
1151210	19452
1151211	20796
1151212	24000
1151213	20520
1151214	25200
1151215	21000
1151216	24000
1151217	26004
1151218	22800
1151219	26004
1151220	23400
1151221	24396
1151222	22332
1151223	23664
1151224	17400
1151225	24000
1151226	20796
1151227	21600
1151228	22404
1151229	26004
1151230	23184
1151231	20424
1151232	21600
1151233	19764
1151234	20796
1151235	22260
1151236	21552
1151237	22752
1151301	15600
1151302	24000
1151303	21840
1151304	23340
1151305	18108
1151306	24000
1151307	24000
1151308	16992
1151309	21456
1151310	23400
1151311	23400
1151312	20796
1151313	16800
1151314	23400
1151315	14400
1151316	14400
1151317	18108
1151318	22104
1151319	19500
1151320	23400
1151321	24960
1151322	15000
1151323	24408
1151324	20796
1151325	18000
1151326	23400
1151327	19200
1151328	15600
1151329	15600
1151330	23916
1151331	23400
1151332	20796
1151333	18000
1151334	20796
1151335	17820
1151336	18000
1151337	23244
1151338	19800
1151339	20004
1151340	19500
1151341	21600
1151342	21600
1151343	19200
1151344	19500
1151345	14400
1151346	20796
1151347	21600
1151348	25008
1151401	21000
1151402	20796
1151403	25620
1151404	28704
1151405	23400
1151406	24000
1151407	26004
1151408	26004
1151409	27600
1151410	22104
1151411	19884
1151412	23400
1151413	24000
1151414	26004
1151415	24000
1151416	24756
1151417	24000
1151418	20844
1151419	26004
1151420	24000
1151421	24588
1151422	29040
1151501	24000
1151502	20004
1151503	20796
1151504	20796
1151505	15600
1151506	12996
1151507	12924
1151508	18204
1151509	20748
1151510	23400
1151511	16332
1151512	12996
1151513	26004
1151514	17844
1151515	18204
1151516	16020
1151517	17676
1151518	19500
1151519	20796
1151520	19704
1151521	23916
1151522	20796
1151523	20796
1151524	21336
1151525	19248
1151526	18204
1151527	15600
1151528	19656
1151529	15216
1151530	18720
1151531	12996
1151532	15600
1151533	26004
1151534	20796
1151535	21204
1151536	26004
1151537	25200
1151538	30348
1151539	13704
1151540	18204
1151541	19764
1151542	19200
1151543	23268
1151544	24000
1151601	19356
1151602	28596
1151603	21468
1151604	23100
1151605	20796
1151606	26004
1151607	23400
1151608	20796
1151609	26004
1151610	18204
1151611	26004
1151612	21204
1151613	23400
1151614	26004
1151615	24960
1151616	26004
1151617	26004
1151618	25488
1151619	23400
1151620	21804
1151621	23400
1151622	24576
1151623	21720
1151624	20796
1151625	20148
1151626	24000
1151627	24000
1151628	24924
1151629	23400
1151630	20004
1151631	20796
1151632	22356
1151633	24000
1151634	30000
1151635	24000
1151636	20400
1151637	24000
1151638	16812
1151701	24000
1151702	23916
1151703	20244
1151704	15600
1151705	24000
1151706	19200
1151707	24000
1151708	26004
1151709	24000
1151710	24000
1151711	20208
1151712	26004
1151713	25428
1151714	23808
1151715	27960
1151716	
1151717	25200
1151718	22800
1151719	24000
1151720	27600
1151721	24000
1151801	36396
1151802	25200
1151803	24600
1151804	28008
1151805	31200
1151806	34800
1151807	26004
1151808	36408
1151809	
1151810	30000
1151811	31200
1151812	25944
1151901	24444
1151902	21600
1151903	23400
1151904	20796
1151905	23400
1151906	23640
1151907	23052
1151908	23400
1151909	24000
1151910	20796
1151911	21324
1151912	21600
1151913	26004
1151914	26004
1151915	22104
1151916	26004
1151917	20472
1151918	22884
1151919	24000
1151920	24000
1151921	25008
1151922	21840
1151923	24960
1151924	26004
1151925	24960
1151926	27564
1151927	20796
1151928	26004
1151929	25908
1151930	23400
1151931	22680
1151932	23400
1151933	23400
1151934	24000
1151935	22104
1151936	23400
1151937	22800
1151938	25200
1151939	24696
1151940	
1152001	19200
1152002	22368
1152003	20796
1152004	23400
1152005	20796
1152006	29400
1152007	26004
1152008	20796
1152009	24000
1152010	24384
1152011	23556
1152012	18600
1152013	19956
1152014	22836
1152015	24000
1152016	21000
1152017	23700
1152018	21456
1152019	20796
1152020	23400
1152021	24348
1152022	24000
1152023	18204
1152024	25200
1152025	18000
1152026	26004
1152101	
1152201	28596
1152202	22800
1152203	
1152204	26004
1152205	
1152206	23916
1152207	24600
1152208	24000
1152209	21852
1152210	23700
1152211	27132
1152212	24480
1152213	24000
1152214	22104
1152215	24000
1152216	23400
1152217	20796
1152218	26004
1152219	21576
1152220	24000
1152221	26784
1152222	29700
1152223	24000
1152224	24372
1152225	28596
1152226	30000
1152227	24000
1152228	26136
1152229	24000
1152230	26004
1152231	27600
1152232	26052
1152233	23400
1152234	24000
1152235	25548
1152236	26004
1152301	
1152302	26004
1152304	26004
1152305	26004
1152306	26004
1152307	
1152308	33600
1152309	
1152310	29520
1152311	26004
1152312	28800
1152313	30372
1152314	27600
1152315	23760
1152316	22104
1152317	26004
1152318	23400
1152319	26004
1152320	24000
1152321	26208
1152322	31200
1152323	26004
1152324	20796
1152325	
1152326	26004
1152327	24444
1152328	24000
1152329	26004
1152330	36000
1152331	26208
1152332	26280
1152333	
1152334	25200
1152335	27600
1152336	26004
1152337	23400
1152338	26400
1152339	31200
1152340	27024
1152341	23460
1152342	
1152343	26004
1152344	19200
1152345	24000
1152346	30684
1152347	27996
1152401	33804
1152402	31500
1152403	24000
1152404	26808
1152405	28104
1152406	30600
1152407	26004
1152408	26004
1152409	26004
1152410	26004
1152411	24000
1152412	24000
1152413	24000
1152414	26208
1152415	24576
1152416	28800
1152417	26004
1152418	26004
1152419	25356
1152420	24492
1152421	25608
1152422	24000
1152423	24024
1152424	26004
1152425	25608
1152426	25476
1152427	26004
1152428	26004
1152429	24000
1152430	22800
1152431	
1152432	27600
1152433	26148
1152434	
1152435	31200
1152436	36000
1152437	
1152438	24000
1152439	26004
1152440	26004
1152441	26004
1152442	36000
1152443	27864
1152444	26004
1152445	26004
1152446	23700
1152447	25848
1152448	28800
1152449	26004
1152450	21600
1152901	33708
1152902	34920
1152903	32496
1152904	33600
1152905	31200
1152906	36000
1152907	27408
1152908	34908
1152909	31200
1152910	26004
1152911	34320
1152912	34908
1152913	36000
1152914	26652
1152915	33828
1152916	35376
1152917	30000
1152918	24000
1152919	31200
1152920	26004
1152921	25200
1152922	26004
1152923	26400
1152924	30996
1152925	23400
1152926	26004
1152927	31200
1152928	31500
1152929	28344
1152930	37008
1152931	31800
1152932	35052
1152933	29304
1152934	31848
1152935	33804
1152936	31200
1152937	30600
1152938	33288
1152939	36000
1152940	36000
1153001	31200
1153002	26004
1153003	30000
1153004	33000
1153005	21324
1153006	31200
1153007	36000
1153008	31200
1153009	31464
1153010	31800
1153011	36000
1153012	26004
1153013	27384
1153014	25476
1153015	31200
1153016	27564
1153017	29304
1153018	31200
1153019	21108
1153020	35364
1153021	31200
1153022	31200
1153023	28596
1153024	26724
1153025	34908
1153026	23400
1153027	29904
1153028	30000
1153029	36000
1153030	24000
1153031	28224
1153032	21900
1153033	27564
1153034	26004
1153035	24732
1153036	31200
1153037	28596
1153038	25560
1153039	24000
1153040	24000
1153101	
1153102	
1153103	36396
1153104	39000
1153105	24000
1153106	31200
1153107	31200
1153108	22200
1153109	36000
1153110	48000
1153111	26004
1153112	19500
1153113	31200
1153114	23400
1153115	36000
1153116	28800
1153117	36000
1153118	42000
1153119	39000
1153120	36000
1153121	32400
1153122	34800
1153123	37308
1153124	28524
1153125	29304
1153126	36396
1153127	33288
1153128	31200
1153129	31200
1153130	30600
1153131	24000
1153132	22128
1153133	31200
1153134	24000
1153135	31800
1153136	30168
1153137	36000
1153301	31200
1153302	26004
1153303	28596
1153304	
1153305	25872
1153306	26208
1153307	28128
1153308	26400
1153309	29124
1153310	24000
1153311	29904
1153312	31200
1153313	30060
1153314	29820
1153315	30000
1153316	31200
1153317	31692
1153318	25512
1153401	26808
1153402	
1153403	31800
1153404	23400
1153405	36396
1153406	32400
1153407	30000
1153408	32244
1153409	26004
1153410	26700
1153411	28308
1153412	30600
1153413	32352
1153414	36000
1153415	28896
1153416	29124
1153417	
1153418	30000
1153419	27600
1153420	33804
1153421	
1153422	29904
1153423	30600
1153424	26004
1153425	27600
1153426	26004
1153427	25200
1153428	24000
1153429	24000
1153430	32400
1153431	33600
1153432	36000
1153501	21000
1153502	26004
1153503	27504
1153504	35760
1153505	
1153506	30276
1153507	36396
1153508	24000
1153509	33804
1153510	32400
1153511	26856
1153512	28260
1153513	29880
1153514	29124
1153515	28800
1153516	
1153517	
1153518	31200
1153519	31200
1153520	31200
1153521	26004
1153522	28596
1153523	30000
1153524	26004
1153525	30000
1153526	26232
1153527	24252
1153528	28236
1153529	26004
1153530	26004
1153531	26400
1153532	29004
1153533	26280
1153534	30000
1153535	31356
1153536	26400
1153537	
1153538	25080
1153539	22104
1153540	31200
1153541	28800
1153542	31200
1153543	27948
1153544	30000
1153545	27600
1153546	26004
1153547	28200
1153548	24696
1153549	23400
1153550	29904
1153551	31200
1153552	28800
1153553	30000
1153554	31200
1153555	30000
1153556	31200
1153557	34800
1153601	32244
1153602	28596
1153603	29580
1153604	30600
1153605	27600
1153606	30036
1153607	30600
1153608	31200
1153609	36000
1153610	30552
1153611	26004
1153612	26004
1153613	37020
1153614	29376
1153615	30000
1153616	33156
1153617	28596
1153618	23400
1153619	27036
1153620	31500
1153621	31200
1153622	33804
1153623	30000
1153624	36396
1153625	37704
1153626	36804
1153627	25224
1153628	36000
1153629	31200
1153630	38400
1153631	31200
1153632	31200
1153633	34620
1153634	36000
1153635	29256
1153636	30000
1153637	31200
1153638	31200
1153639	26004
1153640	31200
1153641	26400
1153642	32400
1153643	26208
1153644	26004
1153645	33600
1153646	26004
1153647	31200
1153648	34644
1153649	28596
1153701	
1153801	24348
1153802	28860
1153803	36396
1153804	25608
1153805	
1153806	27300
1153807	
1153808	32244
1153809	21600
1153810	26208
1153811	
1153812	25608
1153813	26004
1153814	31200
1153815	31200
1153816	34356
1153817	21000
1153818	
1153819	
1153820	23400
1153821	26928
1153822	29100
1153823	31596
1153824	24120
1153825	22500
1153826	24000
1153827	31200
1153828	28884
1153829	24048
1153830	28596
1153831	32784
1153832	31200
1153833	31200
1153834	24000
1153835	28404
1153836	26400
1153837	24600
1153838	24000
1153839	31200
1153840	31200
1153841	28968
1153842	25884
1153843	26004
1153844	22800
1153845	23400
1153846	24036
1153847	31200
1153848	29304
1153849	34320
1153850	22104
1153851	28596
1153852	22260
1153853	24960
1153901	28596
1153902	15600
1153903	16800
1153904	14556
1153905	16608
1153906	17940
1153907	
1153908	25896
1153909	12000
1153910	16896
1153911	23400
1153912	18204
1153913	14436
1153914	19200
1153915	15600
1153916	24708
1153917	14052
1153918	15000
1153919	13392
1153920	23400
1153921	19296
1153922	18204
1153923	20004
1153924	13260
1153925	15084
1153926	18204
1153927	19224
1153928	
1153929	18204
1153930	19500
1153931	20280
1153932	18480
1153933	16644
1153934	15084
1153935	20796
1153936	17316
1153937	16164
1153938	16980
1153939	21600
1153940	15528
1153941	16380
1153942	15600
1153943	20364
1153944	16500
1153945	12000
1153946	23400
1153947	15480
1153948	15600
1153949	12000
1153950	18384
1153951	19200
1153952	24000
1153953	16776
1153954	13788
1153955	26136
1153956	15600
1153957	16740
1153958	
1153959	19548
1153960	15600
1153961	16800
1153962	19560
1153963	18708
1153964	16560
1153965	
1153966	24600
1153967	
1154001	18204
1154002	20796
1154003	9876
1154004	20796
1154005	15084
1154006	15132
1154007	25404
1154008	20400
1154009	12000
1154010	15600
1154011	15000
1154012	18720
1154013	25608
1154014	18000
1154015	19356
1154016	22512
1154017	16200
1154018	18132
1154019	26268
1154020	21444
1154021	18876
1154022	20016
1154023	23916
1154024	13884
1154025	19500
1154026	15600
1154027	20160
1154028	19800
1154029	23400
1154030	13200
1154031	15132
1154032	18984
1154033	27036
1154101	23400
1154102	20184
1154103	20076
1154104	18204
1154105	19200
1154106	22488
1154107	20796
1154108	26004
1154109	21732
1154110	28080
1154111	19764
1154112	19800
1154113	18108
1154114	27120
1154201	22104
1154202	12000
1154203	13704
1154204	13128
1154205	28596
1154206	15600
1154207	14400
1154208	22104
1154209	36396
1154210	22104
1154211	27300
1154212	15600
1154213	28596
1154214	24000
1154215	
1154216	31200
1154217	32328
1154218	20796
1154219	15600
1154220	15924
1154221	31200
1154222	31200
1154223	24000
1154224	24960
1154225	30000
1154226	30000
1154227	26004
1154228	27480
1154229	15600
1154230	31200
1154231	24000
1154232	28596
1154233	31200
1154234	21792
1154235	26004
1154301	15024
1154302	11904
1154303	12000
1154304	13260
1154305	12996
1154306	18108
1154307	11184
1154308	12480
1154309	16380
1154310	21120
1154311	13260
1154312	11364
1154313	12408
1154314	12000
1154315	15552
1154316	16380
1154317	18276
1154318	12192
1154319	11748
1154320	
1154321	19200
1154322	18960
1154323	15600
1154324	15552
1154325	18204
1154326	18048
1154327	17940
1154328	17760
1154329	17160
1154330	15600
1154401	16080
1154402	16512
1154403	9948
1154404	14040
1154405	15600
1154406	12996
1154407	10200
1154408	14748
1154409	11952
1154410	15600
1154411	15996
1154412	11880
1154413	6192
1154414	15600
1154415	12084
1154416	10404
1154417	12072
1154418	13152
1154419	15600
1154420	12000
1154421	10140
1154501	18600
1154502	20148
1154503	19632
1154504	21804
1154505	26004
1154506	18204
1154507	15600
1154508	18000
1154509	20796
1154510	16896
1154511	23376
1154512	19824
1154513	16980
1154514	20796
1154515	18504
1154516	18204
1154517	19236
1154518	20796
1154519	19500
1154520	18204
1154521	
1154522	21000
1154523	20796
1154524	16896
1154525	22392
1154526	26004
1154527	18108
1154528	18468
1154529	16896
1154530	21456
1154531	26004
1154532	19632
1154533	15600
1154534	
1154535	18888
1154536	16920
1154537	23400
1154601	26004
1154602	30000
1154603	19392
1154604	19356
1154605	18204
1154606	20796
1154607	
1154608	
1154609	20796
1154610	19788
1154611	
1154612	13500
1154613	19728
1154614	23400
1154615	18204
1154616	
1154617	16896
1154618	
1154619	
1154620	21456
1154621	22800
1154622	14976
1154623	18108
1154624	18204
1154625	15600
1154626	17484
1154627	
1154628	
1154629	15780
1154630	17028
1154631	22104
1154632	20280
1154701	19368
1154702	19224
1154703	8004
1154704	26004
1154705	22104
1154706	
1154707	26004
1154708	25980
1154709	22536
1154710	20796
1154711	21600
1154801	24180
1154802	20796
1154803	24000
1154804	26400
1154805	25656
1154806	12996
1154807	18828
1154808	20796
1154809	23400
1154810	23400
1154811	20796
1154812	
1154813	19608
1154814	15600
1154815	16128
1154816	20148
1154817	
1154818	
1154819	18852
1154820	26004
1154821	20208
1154822	20088
1154823	26004
1154824	19452
1154825	20400
1154826	20796
1154827	23400
1154828	19200
1154829	23400
1154830	24444
1154831	
1154832	16128
1154833	23892
1154834	24000
1154901	24648
1154902	20400
1154903	19788
1154904	21720
1154905	20796
1154906	21600
1154907	18204
1154908	20196
1154909	26004
1154910	20796
1154911	20400
1154912	23400
1154913	18708
1154914	21312
1154915	26004
1154916	25920
1154917	20796
1154918	26004
1154919	23400
1154920	20796
1154921	19500
1154922	19200
1154923	19956
1154924	19956
1154925	24000
1154926	20796
1154927	20388
1154928	26004
1154929	23400
1154930	27924
1154931	18816
1154932	26004
1154933	23400
1154934	26652
1154935	26004
1155001	22728
1155002	23400
1155003	28596
1155004	13008
1155005	21840
1155006	13392
1155007	20796
1155008	15600
1155009	22104
1155010	22200
1155011	20400
1155012	22800
1155013	18204
1155014	20796
1155015	22800
1155016	20340
1155017	20796
1155018	19200
1155019	20400
1155020	19656
1155021	22320
1155022	23592
1155023	22200
1155024	23268
1155025	20796
1155026	18000
1155027	22200
1155028	15600
1155029	27300
1155030	23664
1155031	20796
1155032	
1155033	19596
1155034	26856
1155035	20796
1155036	20280
1155037	10020
1155038	20388
1155039	20796
1155040	20400
1155041	
1155101	26004
1155102	25080
1155103	25032
1155104	24000
1155105	24180
1155106	22104
1155107	21600
1155108	24000
1155201	14316
1155202	15600
1155203	20796
1155204	19800
1155205	15600
1155206	19896
1155207	19236
1155208	22404
1155209	15600
1155210	16848
1155211	22320
1155212	19980
1155213	9600
1155214	15864
1155215	
1155216	14400
1155217	20400
1155218	14400
1155219	21300
1155220	18204
1155221	24360
1155301	28320
1155302	
1155303	23700
1155304	32400
1155305	26004
1155306	28440
1155307	31716
1155308	26004
1155309	30900
1155310	30000
1155311	26004
1155312	26004
1155313	31200
1155314	30000
1155315	35688
1155316	28596
1155317	35100
1155401	24000
1155402	29040
1155403	26808
1155404	44808
1155405	29400
1155406	24000
1155407	31200
1155408	26208
1155409	27600
1155410	30000
1155411	25464
