SA1_7DIGITCODE_2016	MotorVehicles.min	occupied_private_dwellings
5109230	1	43
5109230	2	66
5109230	3	31
5109230	4	9
5109231		4
5109231	0	7
5109231	1	110
5109231	2	75
5109231	3	20
5109231	4	5
5109232		3
5109232	0	17
5109232	1	123
5109232	2	103
5109232	3	20
5109232	4	7
5109301		9
5109301	0	17
5109301	1	112
5109301	2	75
5109301	3	22
5109301	4	12
5109302		17
5109302	0	28
5109302	1	157
5109302	2	71
5109302	3	15
5109302	4	4
5109303		6
5109303	0	10
5109303	1	42
5109303	2	74
5109303	3	28
5109303	4	10
5109304	0	4
5109304	1	51
5109304	2	60
5109304	3	22
5109304	4	5
5109305		10
5109305	0	5
5109305	1	65
5109305	2	68
5109305	3	22
5109305	4	16
5109306		3
5109306	0	12
5109306	1	50
5109306	2	81
5109306	3	29
5109306	4	9
5109307		3
5109307	0	9
5109307	1	55
5109307	2	69
5109307	3	32
5109307	4	21
5109308		3
5109308	0	3
5109308	1	47
5109308	2	87
5109308	3	47
5109308	4	18
5109309		10
5109309	0	16
5109309	1	78
5109309	2	38
5109309	3	12
5109310		8
5109310	0	23
5109310	1	160
5109310	2	67
5109310	3	9
5109311		4
5109311	0	15
5109311	1	98
5109311	2	41
5109311	3	6
5109311	4	4
5109312		9
5109312	0	37
5109312	1	162
5109312	2	56
5109312	3	7
5109312	4	5
5109313		7
5109313	0	14
5109313	1	108
5109313	2	49
5109313	3	12
5109313	4	3
5109314		3
5109314	0	13
5109314	1	60
5109314	2	61
5109314	3	11
5109314	4	9
5109315		9
5109315	0	12
5109315	1	52
5109315	2	61
5109315	3	12
5109316	1	31
5109316	2	78
5109316	3	26
5109316	4	9
5109317		3
5109317	0	7
5109317	1	61
5109317	2	100
5109317	3	43
5109317	4	8
5109318	0	3
5109318	1	52
5109318	2	68
5109318	3	26
5109318	4	23
5109319		3
5109319	0	8
5109319	1	34
5109319	2	31
5109319	3	9
5109319	4	4
5109320		3
5109320	1	22
5109320	2	82
5109320	3	20
5109320	4	12
5109321		5
5109321	0	9
5109321	1	55
5109321	2	73
5109321	3	36
5109321	4	29
5109322		4
5109322	0	9
5109322	1	39
5109322	2	69
5109322	3	21
5109322	4	14
5109323		5
5109323	1	45
5109323	2	59
5109323	3	32
5109323	4	21
5109324		4
5109324	0	4
5109324	1	37
5109324	2	25
5109324	3	13
5109324	4	13
5109325	0	3
5109325	1	27
5109325	2	60
5109325	3	17
5109325	4	10
5109326	0	6
5109326	1	32
5109326	2	58
5109326	3	20
5109326	4	10
5109327		3
5109327	1	53
5109327	2	155
5109327	3	30
5109327	4	11
5109328		3
5109328	1	33
5109328	2	53
5109328	3	29
5109328	4	3
5109329		6
5109329	0	3
5109329	1	51
5109329	2	164
5109329	3	42
5109329	4	22
5109401		3
5109401	0	12
5109401	1	35
5109401	2	48
5109401	3	15
5109401	4	4
5109402		3
5109402	0	3
5109402	1	67
5109402	2	52
5109402	3	10
5109402	4	8
5109403		3
5109403	0	4
5109403	1	58
5109403	2	83
5109403	3	35
5109403	4	19
5109404		3
5109404	0	3
5109404	1	44
5109404	2	75
5109404	3	15
5109404	4	8
5109405		3
5109405	0	11
5109405	1	62
5109405	2	107
5109405	3	27
5109405	4	19
5109406		6
5109406	0	13
5109406	1	49
5109406	2	117
5109406	3	35
5109406	4	29
5109407	0	11
5109407	1	55
5109407	2	56
5109407	3	20
5109407	4	5
5109408		3
5109408	0	6
5109408	1	56
5109408	2	61
5109408	3	17
5109408	4	11
5109409		5
5109409	1	21
5109409	2	80
5109409	3	34
5109409	4	14
5109410		4
5109410	1	34
5109410	2	80
5109410	3	31
5109410	4	12
5109411	1	22
5109411	2	64
5109411	3	21
5109411	4	19
5109412		13
5109412	1	50
5109412	2	78
5109412	3	26
5109412	4	19
5109413		3
5109413	1	12
5109413	2	49
5109413	3	16
5109413	4	5
5109414		3
5109414	1	42
5109414	2	79
5109414	3	21
5109414	4	4
5109415		3
5109415	0	5
5109415	1	40
5109415	2	64
5109415	3	11
5109415	4	10
5109417		8
5109417	0	32
5109417	1	111
5109417	2	66
5109417	3	13
5109417	4	11
5109418		4
5109418	1	18
5109418	2	35
5109418	3	22
5109418	4	17
5109419		3
5109419	0	5
5109419	1	50
5109419	2	59
5109419	3	6
5109419	4	16
5109501		7
5109501	0	14
5109501	1	93
5109501	2	40
5109501	3	7
5109502		5
5109502	0	25
5109502	1	113
5109502	2	53
5109502	3	10
5109503		10
5109503	0	28
5109503	1	101
5109503	2	55
5109503	3	7
5109503	4	4
5109504		6
5109504	0	9
5109504	1	71
5109504	2	51
5109504	3	4
5109504	4	6
5109505		6
5109505	0	30
5109505	1	101
5109505	2	66
5109505	3	19
5109505	4	3
5109506		5
5109506	0	16
5109506	1	130
5109506	2	69
5109506	3	10
5109506	4	3
5109507		8
5109507	0	17
5109507	1	104
5109507	2	61
5109507	3	15
5109507	4	5
5109508		9
5109508	0	30
5109508	1	120
5109508	2	61
5109508	3	22
5109508	4	3
5109509		3
5109509	0	16
5109509	1	78
5109509	2	40
5109509	3	12
5109509	4	7
5109510		7
5109510	0	15
5109510	1	119
5109510	2	60
5109510	3	6
5109510	4	5
5109511		11
5109511	0	24
5109511	1	165
5109511	2	100
5109511	3	20
5109511	4	13
5109512		3
5109512	0	16
5109512	1	84
5109512	2	71
5109512	3	19
5109512	4	7
5109513		4
5109513	0	16
5109513	1	80
5109513	2	61
5109513	3	21
5109513	4	4
5109514		3
5109514	0	23
5109514	1	103
5109514	2	81
5109514	3	23
5109514	4	8
5109515		6
5109515	0	6
5109515	1	64
5109515	2	61
5109515	3	13
5109515	4	7
5109516		3
5109516	0	14
5109516	1	118
5109516	2	73
5109516	3	10
5109516	4	3
5109517		9
5109517	0	12
5109517	1	92
5109517	2	68
5109517	3	4
5109517	4	4
5109518	0	4
5109518	1	32
5109518	2	44
5109518	3	5
5109518	4	3
5109519		5
5109519	0	20
5109519	1	57
5109519	2	51
5109519	3	9
5109519	4	8
5109520		3
5109520	0	15
5109520	1	95
5109520	2	78
5109520	3	16
5109520	4	9
5109521	0	8
5109521	1	45
5109521	2	60
5109521	3	16
5109521	4	3
5109522		5
5109522	0	20
5109522	1	76
5109522	2	51
5109522	3	12
5109522	4	5
5109523	0	32
5109523	1	90
5109523	2	80
5109523	3	14
5109523	4	4
5109524		4
5109524	0	14
5109524	1	81
5109524	2	62
5109524	3	15
5109524	4	10
5109525		3
5109525	0	14
5109525	1	108
5109525	2	58
5109525	3	11
5109525	4	3
5109526		5
5109526	0	12
5109526	1	83
5109526	2	67
5109526	3	12
5109526	4	5
5109527		3
5109527	0	4
5109527	1	51
5109527	2	63
5109527	3	8
5109527	4	7
5109528		13
5109528	0	24
5109528	1	89
5109528	2	48
5109528	3	9
5109528	4	7
5109601		7
5109601	0	4
5109601	1	70
5109601	2	84
5109601	3	20
5109601	4	5
5109602		18
5109602	0	73
5109602	1	125
5109602	2	28
5109602	3	8
5109603	0	4
5109603	1	32
5109603	2	57
5109603	3	20
5109603	4	17
5109604	0	3
5109604	1	27
5109604	2	65
5109604	3	23
5109604	4	10
5109605		4
5109605	1	29
5109605	2	89
5109605	3	54
5109605	4	24
5109606		3
5109606	1	21
5109606	2	36
5109606	3	18
5109606	4	12
5109607		5
5109607	0	6
5109607	1	53
5109607	2	48
5109607	3	13
5109607	4	12
5109608		11
5109608	0	14
5109608	1	159
5109608	2	82
5109608	3	8
5109609	0	4
5109609	1	27
5109609	2	37
5109609	3	9
5109609	4	9
5109610	0	5
5109610	1	33
5109610	2	64
5109610	3	10
5109610	4	15
5109611		3
5109611	0	4
5109611	1	52
5109611	2	75
5109611	3	18
5109611	4	12
5109612		7
5109612	0	6
5109612	1	63
5109612	2	79
5109612	3	29
5109612	4	7
5109613	0	3
5109613	1	33
5109613	2	72
5109613	3	23
5109613	4	10
5109614		6
5109614	0	3
5109614	1	32
5109614	2	59
5109614	3	20
5109614	4	3
5109615	1	20
5109615	2	67
5109615	3	15
5109615	4	4
5109616		3
5109616	0	7
5109616	1	58
5109616	2	87
5109616	3	25
5109616	4	13
5109617		3
5109617	0	9
5109617	1	41
5109617	2	92
5109617	3	28
5109617	4	10
5109618		3
5109618	0	3
5109618	1	58
5109618	2	108
5109618	3	26
5109618	4	10
5109619	1	47
5109619	2	70
5109619	3	14
5109619	4	13
5109620	0	8
5109620	1	50
5109620	2	77
5109620	3	28
5109620	4	14
5109621		3
5109621	0	9
5109621	1	51
5109621	2	93
5109621	3	14
5109621	4	9
5109622	1	12
5109622	2	30
5109622	3	7
5109622	4	9
5109623		3
5109623	0	4
5109623	1	39
5109623	2	75
5109623	3	30
5109623	4	13
5109624		3
5109624	1	90
5109624	2	219
5109624	3	55
5109624	4	19
5109625		3
5109625	1	26
5109625	2	79
5109625	3	15
5109625	4	11
5109626	1	32
5109626	2	73
5109626	3	23
5109626	4	13
5109628	0	5
5109628	1	45
5109628	2	91
5109628	3	34
5109628	4	17
5109629		3
5109629	1	54
5109629	2	58
5109629	3	17
5109629	4	6
5109630		3
5109630	0	15
5109630	1	62
5109630	2	50
5109630	3	15
5109630	4	14
5109631		3
5109631	0	5
5109631	1	18
5109631	2	91
5109631	3	34
5109631	4	15
5109701		5
5109701	0	10
5109701	1	34
5109701	2	35
5109701	3	8
5109701	4	3
5109702		6
5109702	0	3
5109702	1	40
5109702	2	48
5109702	3	6
5109702	4	7
5109703	0	10
5109703	1	56
5109703	2	49
5109703	3	17
5109703	4	9
5109704		4
5109704	0	5
5109704	1	100
5109704	2	99
5109704	3	28
5109704	4	6
5109705	0	9
5109705	1	72
5109705	2	71
5109705	3	17
5109705	4	8
5109706	0	11
5109706	1	45
5109706	2	60
5109706	3	30
5109706	4	17
5109707		8
5109707	0	17
5109707	1	65
5109707	2	39
5109707	3	4
5109707	4	7
5109708	0	10
5109708	1	54
5109708	2	58
5109708	3	19
5109708	4	4
5109709		5
5109709	0	8
5109709	1	71
5109709	2	62
5109709	3	16
5109709	4	5
5109710		11
5109710	0	30
5109710	1	176
5109710	2	66
5109710	3	7
5109710	4	3
5109711		5
5109711	0	4
5109711	1	69
5109711	2	74
5109711	3	10
5109711	4	10
5109712		7
5109712	0	20
5109712	1	100
5109712	2	91
5109712	3	26
5109712	4	3
5109713		7
5109713	0	30
5109713	1	159
5109713	2	99
5109713	3	22
5109713	4	5
5109714		7
5109714	0	7
5109714	1	62
5109714	2	55
5109714	3	17
5109714	4	6
5109715		6
5109715	0	11
5109715	1	78
5109715	2	114
5109715	3	25
5109715	4	10
5109716		3
5109716	0	11
5109716	1	119
5109716	2	122
5109716	3	23
5109716	4	5
5109717		3
5109717	0	9
5109717	1	98
5109717	2	95
5109717	3	13
5109717	4	7
5109718	0	6
5109718	1	53
5109718	2	66
5109718	3	26
5109718	4	5
5109719		6
5109719	0	21
5109719	1	111
5109719	2	68
5109719	3	23
5109719	4	10
5109720		6
5109720	0	14
5109720	1	106
5109720	2	79
5109720	3	24
5109720	4	11
5109721		11
5109721	0	19
5109721	1	92
5109721	2	86
5109721	3	15
5109721	4	11
5109722		7
5109722	0	21
5109722	1	109
5109722	2	84
5109722	3	29
5109722	4	11
5109723		11
5109723	0	36
5109723	1	135
5109723	2	89
5109723	3	16
5109723	4	10
5109724		4
5109724	0	23
5109724	1	96
5109724	2	44
5109724	3	12
5109725		3
5109725	1	20
5109725	2	53
5109725	3	11
5109725	4	8
5109726		20
5109726	0	68
5109726	1	158
5109726	2	13
5109726	4	3
5109727		3
5109727	0	9
5109727	1	35
5109727	2	64
5109727	3	23
5109727	4	17
5109728		9
5109728	0	13
5109728	1	93
5109728	2	35
5109728	3	3
5109728	4	3
5109729		3
5109729	0	5
5109729	1	39
5109729	2	61
5109729	3	11
5109729	4	10
5109730	0	3
5109730	1	34
5109730	2	72
5109730	3	27
5109730	4	26
5109731		3
5109731	0	10
5109731	1	32
5109731	2	64
5109731	3	37
5109731	4	20
5109732	1	39
5109732	2	78
5109732	3	21
5109732	4	13
5109733		6
5109733	0	4
5109733	1	46
5109733	2	79
5109733	3	39
5109733	4	15
5109801		3
5109801	0	4
5109801	1	53
5109801	2	63
5109801	3	28
5109801	4	21
5109802		3
5109802	1	31
5109802	2	53
5109802	3	35
5109802	4	21
5109803	0	5
5109803	1	39
5109803	2	65
5109803	3	23
5109803	4	13
5109804	1	27
5109804	2	41
5109804	3	20
5109804	4	12
5109805		3
5109805	1	28
5109805	2	54
5109805	3	32
5109805	4	7
5109806		8
5109806	0	6
5109806	1	50
5109806	2	54
5109806	3	13
5109806	4	6
5109807		5
5109807	0	8
5109807	1	38
5109807	2	30
5109807	3	20
5109807	4	13
5109808		4
5109808	0	13
5109808	1	16
5109808	2	41
5109808	3	18
5109808	4	14
5109809		5
5109809	0	12
5109809	1	26
5109809	2	24
5109809	3	21
5109809	4	9
5109810		7
5109810	0	21
5109810	1	77
5109810	2	49
5109810	3	28
5109810	4	6
5109811	0	5
5109811	1	45
5109811	2	38
5109811	3	19
5109811	4	14
5109812	0	9
5109812	1	26
5109812	2	28
5109812	3	17
5109812	4	3
5109813		4
5109813	0	10
5109813	1	31
5109813	2	32
5109813	3	18
5109813	4	6
5109814		4
5109814	0	5
5109814	1	42
5109814	2	58
5109814	3	38
5109814	4	18
5109815		8
5109815	0	5
5109815	1	55
5109815	2	54
5109815	3	17
5109815	4	8
5109816		6
5109816	0	5
5109816	1	14
5109816	2	34
5109816	3	20
5109816	4	8
5109817	0	3
5109817	1	18
5109817	2	50
5109817	3	16
5109817	4	18
5109819		7
5109819	0	21
5109819	1	59
5109819	2	48
5109819	3	27
5109819	4	9
5109820		3
5109820	0	3
5109820	1	35
5109820	2	85
5109820	3	31
5109820	4	13
5109821		7
5109821	0	9
5109821	1	38
5109821	2	66
5109821	3	36
5109821	4	15
5109822	0	9
5109822	1	56
5109822	2	70
5109822	3	30
5109822	4	9
5109823		7
5109823	1	24
5109823	2	72
5109823	3	36
5109823	4	21
5109824		5
5109824	0	3
5109824	1	39
5109824	2	52
5109824	3	33
5109824	4	14
5109825	0	3
5109825	1	42
5109825	2	58
5109825	3	18
5109825	4	31
5109826		3
5109826	0	3
5109826	1	8
5109826	2	36
5109826	3	9
5109826	4	11
5109827		12
5109827	0	7
5109827	1	19
5109827	2	65
5109827	3	30
5109827	4	14
5109828		3
5109828	0	3
5109828	1	35
5109828	2	63
5109828	3	32
5109828	4	25
5109829	0	3
5109829	1	42
5109829	2	50
5109829	3	25
5109829	4	19
5109901		17
5109901	0	17
5109901	1	134
5109901	2	63
5109901	3	8
5109901	4	5
5109902		6
5109902	0	4
5109902	1	50
5109902	2	94
5109902	3	35
5109902	4	13
5109903		21
5109903	0	29
5109903	1	131
5109903	2	24
5109904		6
5109904	1	38
5109904	2	43
5109904	3	17
5109904	4	7
5109905		3
5109905	0	6
5109905	1	65
5109905	2	57
5109905	3	20
5109905	4	9
5109906	0	3
5109906	1	44
5109906	2	55
5109906	3	29
5109906	4	5
5109907		6
5109907	0	3
5109907	1	62
5109907	2	73
5109907	3	17
5109907	4	11
5109910		4
5109910	0	3
5109910	1	62
5109910	2	62
5109910	3	18
5109910	4	18
5109911		3
5109911	0	3
5109911	1	32
5109911	2	28
5109911	3	13
5109911	4	4
5109913		3
5109913	0	3
5109913	1	35
5109913	2	47
5109913	3	13
5109913	4	11
5109914		19
5109914	0	28
5109914	1	305
5109914	2	244
5109914	3	59
5109914	4	7
5109915		6
5109915	0	11
5109915	1	48
5109915	2	103
5109915	3	24
5109915	4	6
5109916	0	8
5109916	1	42
5109916	2	52
5109916	3	11
5109916	4	3
5109917		3
5109917	0	4
5109917	1	56
5109917	2	55
5109917	3	14
5109917	4	15
5109918	0	6
5109918	1	52
5109918	2	69
5109918	3	18
5109919		3
5109919	0	3
5109919	1	41
5109919	2	71
5109919	3	18
5109919	4	13
5109920		3
5109920	0	3
5109920	1	15
5109920	2	29
5109920	3	7
5109920	4	7
5109921	0	5
5109921	1	45
5109921	2	69
5109921	3	24
5109921	4	12
5109922		4
5109922	1	69
5109922	2	85
5109922	3	29
5109922	4	17
5109923		3
5109923	0	4
5109923	1	30
5109923	2	46
5109923	3	16
5109923	4	8
5109925		6
5109925	0	3
5109925	1	53
5109925	2	102
5109925	3	22
5109925	4	11
5109927		9
5109927	0	8
5109927	1	46
5109927	2	108
5109927	3	21
5109927	4	4
5109929		11
5109929	0	18
5109929	1	65
5109929	2	73
5109929	3	34
5109929	4	8
5109930		3
5109930	0	7
5109930	1	44
5109930	2	52
5109930	3	26
5109930	4	10
5109931		3
5109931	0	3
5109931	1	60
5109931	2	60
5109931	3	17
5109931	4	14
5109932		5
5109932	0	9
5109932	1	67
5109932	2	71
5109932	3	20
5109932	4	10
5109933		5
5109933	0	6
5109933	1	47
5109933	2	45
5109933	3	18
5109933	4	3
5109934		7
5109934	0	25
5109934	1	164
5109934	2	45
5109936		4
5109936	1	30
5109936	2	63
5109936	3	25
5109936	4	7
5109937		8
5109937	0	11
5109937	1	81
5109937	2	68
5109937	3	9
5109937	4	3
5109938		8
5109938	0	6
5109938	1	28
5109938	2	52
5109938	3	19
5109938	4	8
5109939	0	3
5109939	1	29
5109939	2	35
5109939	3	7
5109939	4	9
5109940		11
5109940	0	14
5109940	1	97
5109940	2	55
5109940	3	11
5109941		3
5109941	0	9
5109941	1	29
5109941	2	30
5109941	3	16
5109941	4	5
5109942		9
5109942	0	13
5109942	1	103
5109942	2	129
5109942	3	17
5109942	4	3
5109943		6
5109943	1	37
5109943	2	68
5109943	3	27
5109943	4	9
5109944		8
5109944	0	4
5109944	1	82
5109944	2	56
5109944	3	14
5109944	4	8
5109945		6
5109945	1	34
5109945	2	64
5109945	3	22
5109945	4	10
5109946	0	3
5109946	1	45
5109946	2	38
5109946	3	14
5109946	4	3
5109947		4
5109947	0	3
5109947	1	46
5109947	2	32
5109947	3	3
5109947	4	3
5109948		8
5109948	0	4
5109948	1	71
5109948	2	55
5109948	3	8
5109948	4	9
5109949		9
5109949	0	3
5109949	1	56
5109949	2	108
5109949	3	26
5109949	4	11
5109950		3
5109950	0	10
5109950	1	92
5109950	2	59
5109950	3	3
5109951		3
5109951	0	4
5109951	1	49
5109951	2	54
5109951	3	24
5109951	4	8
5109952		3
5109952	0	3
5109952	1	44
5109952	2	56
5109952	3	20
5109952	4	4
5109953		3
5109953	0	3
5109953	1	50
5109953	2	44
5109953	3	15
5109953	4	8
5110001		3
5110001	1	30
5110001	2	75
5110001	3	39
5110001	4	11
5110002		3
5110002	1	18
5110002	2	58
5110002	3	33
5110002	4	14
5110003		5
5110003	1	45
5110003	2	150
5110003	3	66
5110003	4	64
5110005		4
5110005	0	3
5110005	1	43
5110005	2	61
5110005	3	23
5110005	4	9
5110006		6
5110006	0	9
5110006	1	44
5110006	2	69
5110006	3	26
5110006	4	7
5110008		7
5110008	0	3
5110008	1	38
5110008	2	73
5110008	3	27
5110008	4	10
5110009		7
5110009	0	10
5110009	1	39
5110009	2	61
5110009	3	20
5110009	4	14
5110010		3
5110010	0	11
5110010	1	81
5110010	2	77
5110010	3	30
5110010	4	16
5110011		5
5110011	0	9
5110011	1	48
5110011	2	90
5110011	3	27
5110011	4	18
5110013		4
5110013	1	11
5110013	2	35
5110013	3	18
5110013	4	14
5110014		10
5110014	0	3
5110014	1	48
5110014	2	93
5110014	3	28
5110014	4	10
5110015	1	29
5110015	2	49
5110015	3	18
5110015	4	9
5110016	0	7
5110016	1	30
5110016	2	76
5110016	3	29
5110016	4	27
5110017	0	3
5110017	1	23
5110017	2	60
5110017	3	26
5110017	4	20
5110018		4
5110018	1	29
5110018	2	73
5110018	3	26
5110018	4	26
5110019		3
5110019	1	20
5110019	2	68
5110019	3	23
5110019	4	16
5110020		7
5110020	1	26
5110020	2	94
5110020	3	36
5110020	4	23
5110022		14
5110022	0	14
5110022	1	225
5110022	2	303
5110022	3	65
5110022	4	23
5110023		10
5110023	0	13
5110023	1	87
5110023	2	106
5110023	3	25
5110023	4	6
5110024	0	4
5110024	1	69
5110024	2	110
5110024	3	21
5110024	4	7
5110025		3
5110025	0	3
5110025	1	27
5110025	2	83
5110025	3	31
5110025	4	12
5110026	1	28
5110026	2	52
5110026	3	24
5110026	4	14
5110027		17
5110027	0	9
5110027	1	213
5110027	2	404
5110027	3	112
5110027	4	34
5110028	1	25
5110028	2	60
5110028	3	32
5110028	4	12
5110029	0	8
5110029	1	42
5110029	2	65
5110029	3	18
5110029	4	5
5110101		4
5110101	0	7
5110101	1	27
5110101	2	27
5110101	3	10
5110101	4	16
5110102		4
5110102	0	3
5110102	1	38
5110102	2	34
5110102	3	18
5110102	4	9
5110103		10
5110103	0	11
5110103	1	174
5110103	2	243
5110103	3	65
5110103	4	16
5110104		4
5110104	0	9
5110104	1	60
5110104	2	48
5110104	3	25
5110104	4	6
5110105		5
5110105	0	5
5110105	1	52
5110105	2	45
5110105	3	19
5110105	4	12
5110108		3
5110108	0	7
5110108	1	54
5110108	2	70
5110108	3	14
5110108	4	10
5110109		3
5110109	0	7
5110109	1	55
5110109	2	66
5110109	3	27
5110109	4	11
5110110		3
5110110	0	11
5110110	1	85
5110110	2	69
5110110	3	26
5110110	4	4
5110111		3
5110111	0	3
5110111	1	75
5110111	2	88
5110111	3	18
5110111	4	12
5110115		4
5110115	0	5
5110115	1	36
5110115	2	62
5110115	3	24
5110115	4	13
5110116		5
5110116	0	3
5110116	1	64
5110116	2	76
5110116	3	15
5110116	4	18
5110117		5
5110117	0	4
5110117	1	30
5110117	2	50
5110117	3	12
5110117	4	13
5110118		3
5110118	0	4
5110118	1	81
5110118	2	52
5110118	3	12
5110119		3
5110119	0	3
5110119	1	34
5110119	2	53
5110119	3	14
5110119	4	4
5110120		6
5110120	0	8
5110120	1	38
5110120	2	41
5110120	3	24
5110120	4	11
5110121	0	9
5110121	1	24
5110121	2	32
5110121	3	6
5110121	4	4
5110122		6
5110122	0	4
5110122	1	41
5110122	2	58
5110122	3	19
5110122	4	7
5110123		4
5110123	1	41
5110123	2	78
5110123	3	22
5110123	4	14
5110124		3
5110124	0	4
5110124	1	29
5110124	2	44
5110124	3	19
5110124	4	4
5110125	1	33
5110125	2	50
5110125	3	16
5110125	4	3
5110126	1	32
5110126	2	42
5110126	3	20
5110126	4	4
5110127	0	19
5110127	1	76
5110127	2	40
5110127	3	8
5110127	4	7
5110128		3
5110128	0	3
5110128	1	38
5110128	2	43
5110128	3	14
5110128	4	4
5110129		5
5110129	0	6
5110129	1	56
5110129	2	69
5110129	3	21
5110129	4	9
5110130		3
5110130	0	3
5110130	1	20
5110130	2	52
5110130	3	17
5110130	4	8
5110131	2	3
5110132		6
5110132	0	9
5110132	1	58
5110132	2	50
5110132	3	14
5110133		5
5110133	0	11
5110133	1	67
5110133	2	35
5110133	3	8
5110134		10
5110134	0	5
5110134	1	39
5110134	2	75
5110134	3	26
5110134	4	3
5110135		10
5110135	0	6
5110135	1	74
5110135	2	67
5110135	3	13
5110135	4	10
5110136	0	3
5110136	1	35
5110136	2	57
5110136	3	20
5110136	4	8
5110201		3
5110201	0	7
5110201	1	49
5110201	2	50
5110201	3	14
5110201	4	10
5110202		11
5110202	0	10
5110202	1	80
5110202	2	74
5110202	3	34
5110202	4	12
5110203		8
5110203	0	10
5110203	1	24
5110203	2	31
5110203	3	12
5110203	4	8
5110204	0	17
5110204	1	48
5110204	2	59
5110204	3	21
5110204	4	6
5110205		4
5110205	0	3
5110205	1	22
5110205	2	33
5110205	3	10
5110205	4	12
5110206	0	20
5110206	1	35
5110206	2	25
5110206	3	20
5110207		10
5110207	0	12
5110207	1	58
5110207	2	37
5110207	3	16
5110207	4	4
5110208		5
5110208	0	5
5110208	1	59
5110208	2	40
5110208	3	33
5110208	4	9
5110209	0	5
5110209	1	33
5110209	2	37
5110209	3	17
5110209	4	8
5110210		4
5110210	0	5
5110210	1	39
5110210	2	35
5110210	3	9
5110210	4	9
5110211		8
5110211	0	12
5110211	1	38
5110211	2	50
5110211	3	14
5110211	4	7
5110212		8
5110212	0	8
5110212	1	60
5110212	2	41
5110212	3	19
5110212	4	9
5110213		3
5110213	0	9
5110213	1	47
5110213	2	47
5110213	3	21
5110213	4	9
5110214		5
5110214	0	4
5110214	1	53
5110214	2	53
5110214	3	15
5110214	4	17
5110215		4
5110215	0	10
5110215	1	58
5110215	2	41
5110215	3	14
5110215	4	8
5110216		6
5110216	0	15
5110216	1	61
5110216	2	42
5110216	3	19
5110216	4	10
5110217	0	8
5110217	1	45
5110217	2	34
5110217	3	13
5110217	4	3
5110218		8
5110218	0	13
5110218	1	59
5110218	2	47
5110218	3	28
5110218	4	10
5110219		3
5110219	0	11
5110219	1	94
5110219	2	60
5110219	3	23
5110219	4	15
5110220		11
5110220	0	27
5110220	1	76
5110220	2	60
5110220	3	15
5110220	4	14
5110221		4
5110221	0	15
5110221	1	37
5110221	2	29
5110221	3	13
5110221	4	5
5110222		8
5110222	0	12
5110222	1	61
5110222	2	46
5110222	3	19
5110222	4	11
5110306		3
5110306	1	31
5110306	2	52
5110306	3	20
5110306	4	26
5110307	1	20
5110307	2	41
5110307	3	20
5110307	4	19
5110308		4
5110308	0	3
5110308	1	35
5110308	2	63
5110308	3	33
5110308	4	25
5110309	1	18
5110309	2	55
5110309	3	25
5110309	4	13
5110310		6
5110310	1	17
5110310	2	54
5110310	3	26
5110310	4	17
5110311	1	7
5110311	2	48
5110311	3	14
5110311	4	15
5110312	1	21
5110312	2	49
5110312	3	34
5110312	4	22
5110313	1	29
5110313	2	55
5110313	3	33
5110313	4	23
5110314		7
5110314	0	3
5110314	1	58
5110314	2	91
5110314	3	27
5110314	4	21
5110315		3
5110315	1	25
5110315	2	72
5110315	3	27
5110315	4	33
5110316	0	5
5110316	1	46
5110316	2	56
5110316	3	19
5110316	4	11
5110317	1	9
5110317	2	8
5110318	1	3
5110318	2	7
5110319		4
5110319	1	18
5110319	2	51
5110319	3	34
5110319	4	13
5110320	1	8
5110320	2	41
5110320	3	25
5110320	4	9
5110321		4
5110321	1	18
5110321	2	81
5110321	3	25
5110321	4	14
5110322	0	3
5110322	1	32
5110322	2	71
5110322	3	30
5110322	4	18
5110323		3
5110323	0	19
5110323	1	111
5110323	2	50
5110323	3	14
5110323	4	4
5110324		7
5110324	1	40
5110324	2	99
5110324	3	34
5110324	4	21
5110326		5
5110326	1	24
5110326	2	102
5110326	3	33
5110326	4	10
5110328	1	8
5110328	2	38
5110328	3	36
5110328	4	17
5110329		4
5110329	1	20
5110329	2	55
5110329	3	39
5110329	4	20
5110334		7
5110334	1	40
5110334	2	89
5110334	3	32
5110334	4	15
5110335	1	11
5110335	2	83
5110335	3	18
5110335	4	12
5110337	1	62
5110337	2	94
5110337	3	18
5110337	4	4
5110338	1	48
5110338	2	73
5110338	3	26
5110338	4	9
5110339		3
5110339	1	26
5110339	2	91
5110339	3	33
5110339	4	13
5110340	1	14
5110340	2	40
5110340	3	11
5110340	4	13
5110341	0	6
5110341	1	25
5110341	2	75
5110341	3	27
5110341	4	13
5110342	1	8
5110342	2	63
5110342	3	17
5110342	4	9
5110343		5
5110343	0	3
